Time;Hour;STA 1;STA 2;
77;2020-10-30T19:31:18+01:00;1.5487642900529464;16.585610957507853;
78;2020-10-30T19:31:19+01:00;1.6563914253748009;15.303303108365578;
79;2020-10-30T19:31:20+01:00;1.6645882686882019;15.343883646692372;
80;2020-10-30T19:31:21+01:00;1.5342106101960784;14.547925296969554;
81;2020-10-30T19:31:22+01:00;1.7520940395973348;16.70747832615832;
82;2020-10-30T19:31:23+01:00;1.6208395684207872;13.413414738744091;
83;2020-10-30T19:31:24+01:00;1.800935018317778;15.374729545669409;
84;2020-10-30T19:31:25+01:00;1.9288130862420065;17.003709379188273;
85;2020-10-30T19:31:26+01:00;1.8193994743395998;15.96942097330236;
86;2020-10-30T19:31:27+01:00;1.7761934538493411;9.870673451305091;
87;2020-10-30T19:31:28+01:00;1.6632165138590533;5.005499215990943;
88;2020-10-30T19:31:29+01:00;1.7833377169986155;4.525012092003156;
89;2020-10-30T19:31:30+01:00;1.7805270283968262;4.988146160385117;
90;2020-10-30T19:31:31+01:00;1.8925724508192878;17.70557589966505;
91;2020-10-30T19:31:32+01:00;1.8260377211276182;17.09348992375742;
92;2020-10-30T19:31:33+01:00;1.9752187752978283;16.531607840125673;
93;2020-10-30T19:31:34+01:00;1.9540505848697334;16.448012575679538;
94;2020-10-30T19:31:35+01:00;1.994158272329858;16.730194463763144;
95;2020-10-30T19:31:36+01:00;1.96212452208074;16.3784059798915;
96;2020-10-30T19:31:37+01:00;1.9577481369244274;16.815338315282478;
97;2020-10-30T19:31:38+01:00;1.9734239528726667;15.768337877056927;
98;2020-10-30T19:31:39+01:00;1.8645271051534171;14.193002288797457;
99;2020-10-30T19:31:40+01:00;2.0125547344190298;17.01301314631589;
100;2020-10-30T19:31:41+01:00;2.010894318796603;15.573795863198928;
101;2020-10-30T19:31:42+01:00;1.981893982673505;15.03339740283724;
102;2020-10-30T19:31:43+01:00;2.063866036969707;15.440551569105137;
103;2020-10-30T19:31:44+01:00;2.351411347215769;17.752708482285218;
104;2020-10-30T19:31:45+01:00;2.1287670086110118;14.91247402303639;
105;2020-10-30T19:31:46+01:00;2.102736107379712;14.390025256929174;
106;2020-10-30T19:31:47+01:00;2.2055300227001378;16.11408219204413;
107;2020-10-30T19:31:48+01:00;2.2024950723943264;15.231971781425113;
108;2020-10-30T19:31:49+01:00;2.152599268525577;15.107460971016057;
109;2020-10-30T19:31:50+01:00;2.071526058192844;14.688480188492788;
110;2020-10-30T19:31:51+01:00;2.134456470864731;15.106619656207211;
111;2020-10-30T19:31:52+01:00;2.2065328378129365;15.740186631834792;
112;2020-10-30T19:31:53+01:00;2.604723629258571;17.076584960410138;
113;2020-10-30T19:31:54+01:00;2.333737083775261;15.096315205211965;
114;2020-10-30T19:31:55+01:00;2.3287310870165094;14.908558931156236;
115;2020-10-30T19:31:56+01:00;2.419559186288014;15.39012948877108;
116;2020-10-30T19:31:57+01:00;2.3770825326171656;14.73412985315687;
117;2020-10-30T19:31:58+01:00;2.282285863843179;14.858960337111869;
118;2020-10-30T19:31:59+01:00;2.4613212194803245;16.16769075787926;
119;2020-10-30T19:32:00+01:00;2.2804230633233846;14.63791643352421;
120;2020-10-30T19:32:01+01:00;2.4593476526053584;16.312063299196083;
121;2020-10-30T19:32:02+01:00;2.3966283966280995;15.17539689376312;
122;2020-10-30T19:32:03+01:00;2.6200035815711833;15.308147935175876;
123;2020-10-30T19:32:04+01:00;2.6711749288963853;15.578514929627245;
124;2020-10-30T19:32:05+01:00;2.5963287420661674;14.799603603319316;
125;2020-10-30T19:32:06+01:00;2.6057193444569324;15.570144066576608;
126;2020-10-30T19:32:07+01:00;2.658877798344784;15.698133409969614;
127;2020-10-30T19:32:08+01:00;2.6136619668665952;14.466072531496806;
128;2020-10-30T19:32:09+01:00;2.5986376607563346;15.2167166033579;
129;2020-10-30T19:32:10+01:00;2.654996816213245;16.018726832706122;
130;2020-10-30T19:32:11+01:00;2.5721587472632024;14.782051088824934;
131;2020-10-30T19:32:12+01:00;2.6803292576200772;15.644771378102101;
132;2020-10-30T19:32:13+01:00;2.7905780028861176;15.108166781986442;
133;2020-10-30T19:32:14+01:00;2.8966943456776693;14.882212284183895;
134;2020-10-30T19:32:15+01:00;2.7801493140067493;14.355449677740419;
135;2020-10-30T19:32:16+01:00;3.0543236930855295;16.948005677848773;
136;2020-10-30T19:32:17+01:00;2.7299431454431335;14.468708539596594;
137;2020-10-30T19:32:18+01:00;2.2443585927077216;14.795306323464585;
138;2020-10-30T19:32:19+01:00;2.971993140065116;17.587410640536646;
139;2020-10-30T19:32:20+01:00;3.389587970652753;13.446715293005786;
140;2020-10-30T19:32:21+01:00;3.053720297677058;16.4708305067729;
141;2020-10-30T19:32:22+01:00;2.91140031980655;15.82076791476926;
142;2020-10-30T19:32:23+01:00;3.1728650949193327;15.117860320410536;
143;2020-10-30T19:32:24+01:00;3.1565999775036664;15.228317857895604;
144;2020-10-30T19:32:25+01:00;3.1375723212510227;15.049506614626186;
145;2020-10-30T19:32:26+01:00;3.198714495309954;15.15023376716015;
146;2020-10-30T19:32:27+01:00;3.1835876119841156;10.233688715056815;
147;2020-10-30T19:32:28+01:00;2.982302999707959;4.366590185615022;
148;2020-10-30T19:32:29+01:00;3.404248999931865;4.685914550816322;
149;2020-10-30T19:32:30+01:00;3.091089783929688;4.039546671709052;
150;2020-10-30T19:32:31+01:00;3.1944821564496975;13.38710497281553;
151;2020-10-30T19:32:32+01:00;3.217437043090884;15.376204237851034;
152;2020-10-30T19:32:33+01:00;3.4115339630626815;14.725235739171872;
153;2020-10-30T19:32:34+01:00;3.5884768243704386;15.629550284121683;
154;2020-10-30T19:32:35+01:00;3.4420419154730575;14.901069048038723;
155;2020-10-30T19:32:36+01:00;3.4965134924629906;14.761665608887734;
156;2020-10-30T19:32:37+01:00;3.477172685070512;15.4504975939911;
157;2020-10-30T19:32:38+01:00;3.4559895205421145;14.710637407780927;
158;2020-10-30T19:32:39+01:00;3.4405347467506644;14.989991424207208;
159;2020-10-30T19:32:40+01:00;3.444460135656045;15.213096539047397;
160;2020-10-30T19:32:41+01:00;3.6761787805495354;15.896142864480577;
161;2020-10-30T19:32:42+01:00;3.4384355478940423;14.542872949251823;
162;2020-10-30T19:32:43+01:00;3.859370689491986;14.909617028255326;
163;2020-10-30T19:32:44+01:00;3.860261979369645;14.496986773798698;
164;2020-10-30T19:32:45+01:00;3.783406376262913;14.32389233371587;
165;2020-10-30T19:32:46+01:00;3.7731506202340386;14.46808671273865;
166;2020-10-30T19:32:47+01:00;3.8967640338755523;15.289890152449441;
167;2020-10-30T19:32:48+01:00;3.74891487126289;14.546810111765655;
168;2020-10-30T19:32:49+01:00;3.945784294437292;15.871037629795634;
169;2020-10-30T19:32:50+01:00;3.8247796935726055;15.112769012772581;
170;2020-10-30T19:32:51+01:00;3.796367653101617;14.729019067188926;
171;2020-10-30T19:32:52+01:00;3.9242174505582037;14.799472596053828;
172;2020-10-30T19:32:53+01:00;4.202231774160112;14.688211886524345;
173;2020-10-30T19:32:54+01:00;4.1488692784078065;14.337031618392745;
174;2020-10-30T19:32:55+01:00;4.304792032696612;14.857620808064793;
175;2020-10-30T19:32:56+01:00;4.137866848704534;14.44367145627574;
176;2020-10-30T19:32:57+01:00;4.234649111420938;14.729164648429316;
177;2020-10-30T19:32:58+01:00;4.223409318994897;14.336957097575478;
178;2020-10-30T19:32:59+01:00;4.271454362845025;14.88189329180724;
179;2020-10-30T19:33:00+01:00;4.3118854359990415;15.08921649822102;
180;2020-10-30T19:33:01+01:00;4.107055355616258;14.373877890427746;
181;2020-10-30T19:33:02+01:00;4.1978861581291;13.858421671831598;
182;2020-10-30T19:33:03+01:00;4.420000394705622;13.106405985234225;
183;2020-10-30T19:33:04+01:00;4.945999598483624;15.43584523600319;
184;2020-10-30T19:33:05+01:00;4.602410858656119;13.908128917667193;
185;2020-10-30T19:33:06+01:00;4.637875695485491;14.188034209260458;
186;2020-10-30T19:33:07+01:00;4.583770680004761;14.370143727171605;
187;2020-10-30T19:33:08+01:00;4.840890374785238;14.570593765093696;
188;2020-10-30T19:33:09+01:00;4.279289462526511;13.116199796302833;
189;2020-10-30T19:33:10+01:00;4.964491143294421;15.527926188881782;
190;2020-10-30T19:33:11+01:00;4.480154601575522;13.590476299329758;
191;2020-10-30T19:33:12+01:00;4.846402290692893;14.663638854469353;
192;2020-10-30T19:33:13+01:00;5.055682620092445;13.588158277903947;
193;2020-10-30T19:33:14+01:00;5.1892977323955245;13.990147477663898;
194;2020-10-30T19:33:15+01:00;4.967479984290797;13.785631980432605;
195;2020-10-30T19:33:16+01:00;5.211090975382211;14.305978971446763;
196;2020-10-30T19:33:17+01:00;3.3207135709517868;13.99359258584326;
197;2020-10-30T19:33:18+01:00;2.9061343523060676;15.150885764110361;
198;2020-10-30T19:33:19+01:00;2.7297674825536418;16.602024954984323;
199;2020-10-30T19:33:20+01:00;3.9826456313539316;14.709730855190442;
200;2020-10-30T19:33:21+01:00;9.997823269729084;9.418200205187217;
201;2020-10-30T19:33:22+01:00;6.900787101196201;12.301649733341335;
202;2020-10-30T19:33:23+01:00;5.563371756552898;13.509784731574472;
203;2020-10-30T19:33:24+01:00;5.629112264294424;13.511586249674389;
204;2020-10-30T19:33:25+01:00;5.696877977598632;13.636978399323587;
205;2020-10-30T19:33:26+01:00;5.687204921199983;13.40093115279766;
206;2020-10-30T19:33:27+01:00;5.384575193246418;8.475986132923358;
207;2020-10-30T19:33:28+01:00;5.254638846816242;4.117988276988834;
208;2020-10-30T19:33:29+01:00;6.1102573480330005;3.565487516041858;
209;2020-10-30T19:33:30+01:00;5.616741828445285;3.6488915503020887;
210;2020-10-30T19:33:31+01:00;5.5313260188218445;13.075384877319369;
211;2020-10-30T19:33:32+01:00;5.403396036342065;13.424955791062384;
212;2020-10-30T19:33:33+01:00;1.0343150430466013;17.726370185376318;
213;2020-10-30T19:33:34+01:00;0.9907941100789257;16.93869654463397;
214;2020-10-30T19:33:35+01:00;1.0235549835853301;17.744042869285515;
215;2020-10-30T19:33:36+01:00;0.9853235790478738;16.639896976344268;
216;2020-10-30T19:33:37+01:00;1.0258482496778225;16.668772191272776;
217;2020-10-30T19:33:38+01:00;1.0206522650248682;16.44150793569211;
218;2020-10-30T19:33:39+01:00;1.0080172963627185;15.019355246227775;
219;2020-10-30T19:33:40+01:00;0.9918960376067092;14.452116608533425;
220;2020-10-30T19:33:41+01:00;1.0258152122751207;15.606429570709345;
221;2020-10-30T19:33:42+01:00;1.001161544234438;14.570558421467608;
222;2020-10-30T19:33:43+01:00;1.126697671500162;15.514820757881841;
223;2020-10-30T19:33:44+01:00;1.1362036045986212;15.536238567356262;
224;2020-10-30T19:33:45+01:00;1.101097682521736;14.967819244694887;
225;2020-10-30T19:33:46+01:00;1.0968956385221258;15.402773377874135;
226;2020-10-30T19:33:47+01:00;1.1175144532115078;15.691683490755235;
227;2020-10-30T19:33:48+01:00;1.1155696258177061;14.753431685927481;
228;2020-10-30T19:33:49+01:00;1.0780812019712553;15.545796265585793;
229;2020-10-30T19:33:50+01:00;1.151991690499998;16.104658168948077;
230;2020-10-30T19:33:51+01:00;1.079432243488505;15.03915054589932;
231;2020-10-30T19:33:52+01:00;1.143931934376426;15.61256720672805;
232;2020-10-30T19:33:53+01:00;1.1986938509383378;14.698712992354926;
233;2020-10-30T19:33:54+01:00;1.2351994914687892;15.920905782139322;
234;2020-10-30T19:33:55+01:00;1.18934769205257;14.173298775740733;
235;2020-10-30T19:33:56+01:00;1.2135683209731278;15.503775647626709;
236;2020-10-30T19:33:57+01:00;1.2443386185948024;15.70049895665972;
237;2020-10-30T19:33:58+01:00;1.2336812269317967;15.285064429462196;
238;2020-10-30T19:33:59+01:00;1.2198017772730447;15.356198788866525;
239;2020-10-30T19:34:00+01:00;1.2089463141191839;15.141214262920055;
240;2020-10-30T19:34:01+01:00;1.238270080358777;15.24077501921974;
241;2020-10-30T19:34:02+01:00;1.2211898955788014;15.567330770368109;
242;2020-10-30T19:34:03+01:00;1.3464125979612862;15.074516027935632;
243;2020-10-30T19:34:04+01:00;1.3498878805900634;15.625769416212457;
244;2020-10-30T19:34:05+01:00;1.3401815819039538;15.62264150756282;
245;2020-10-30T19:34:06+01:00;1.3542587332155003;14.944508219824852;
246;2020-10-30T19:34:07+01:00;1.3433929656658183;15.241117450164804;
247;2020-10-30T19:34:08+01:00;1.384636290610868;16.12823144327122;
248;2020-10-30T19:34:09+01:00;1.3154859690436949;15.228164163866477;
249;2020-10-30T19:34:10+01:00;1.303178471524452;15.198975906811603;
250;2020-10-30T19:34:11+01:00;1.3759413467362025;15.68863983908809;
251;2020-10-30T19:34:12+01:00;1.3717690045100346;15.447557918053201;
252;2020-10-30T19:34:13+01:00;1.4660480019186377;15.385812717950447;
253;2020-10-30T19:34:14+01:00;1.514386322266944;15.592567118957161;
254;2020-10-30T19:34:15+01:00;1.4127199327131947;14.589801327449292;
255;2020-10-30T19:34:16+01:00;1.5159987310366958;15.029399892052787;
256;2020-10-30T19:34:17+01:00;1.4774412593984108;15.397736724339575;
257;2020-10-30T19:34:18+01:00;1.529488957927897;16.4466922270601;
258;2020-10-30T19:34:19+01:00;1.430949048069175;14.980671969472498;
259;2020-10-30T19:34:20+01:00;1.465575390803214;15.743192137872223;
260;2020-10-30T19:34:21+01:00;1.495407104519894;16.10765036218851;
261;2020-10-30T19:34:22+01:00;1.5045081670829836;15.500016650966076;
262;2020-10-30T19:34:23+01:00;1.589404411738528;15.183717532970528;
263;2020-10-30T19:34:24+01:00;1.6368913681242563;15.324197160694732;
264;2020-10-30T19:34:25+01:00;1.5807386537453032;14.681906328479736;
265;2020-10-30T19:34:26+01:00;1.7214677198773087;16.587516471056475;
266;2020-10-30T19:34:27+01:00;1.61434813197561;10.14281941340317;
267;2020-10-30T19:34:28+01:00;1.622550079939318;5.429909782167824;
268;2020-10-30T19:34:29+01:00;1.6345259237210705;4.636431576057224;
269;2020-10-30T19:34:30+01:00;1.5953539547950422;4.765253964926974;
270;2020-10-30T19:34:31+01:00;1.6067763428557478;16.762330946599707;
271;2020-10-30T19:34:32+01:00;1.6748979488354165;17.04211867530504;
272;2020-10-30T19:34:33+01:00;1.780581338714839;16.436207786366975;
273;2020-10-30T19:34:34+01:00;1.7877814254622575;16.621853844147946;
274;2020-10-30T19:34:35+01:00;1.793389273147242;16.816080765914414;
275;2020-10-30T19:34:36+01:00;1.7454389380323516;16.067627914085477;
276;2020-10-30T19:34:37+01:00;1.8309309128826596;16.677448373718008;
277;2020-10-30T19:34:38+01:00;1.783490028680037;16.38343967889587;
278;2020-10-30T19:34:39+01:00;1.7636763746256483;15.291371594382252;
279;2020-10-30T19:34:40+01:00;1.8182435492127662;15.596843842403635;
280;2020-10-30T19:34:41+01:00;1.7873820609881759;15.101646198885394;
281;2020-10-30T19:34:42+01:00;1.8055193059562133;16.449795658321094;
282;2020-10-30T19:34:43+01:00;1.9338318710887765;15.425153851546137;
283;2020-10-30T19:34:44+01:00;1.9478993843893202;14.748574576914315;
284;2020-10-30T19:34:45+01:00;2.0054067753730744;15.191722538256766;
285;2020-10-30T19:34:46+01:00;1.9182200080307878;14.940789268376147;
286;2020-10-30T19:34:47+01:00;2.0329818728857703;16.397979427771983;
287;2020-10-30T19:34:48+01:00;1.8485932899365585;14.753653494810218;
288;2020-10-30T19:34:49+01:00;2.083413892338365;15.702385643346178;
289;2020-10-30T19:34:50+01:00;1.9781304028057811;14.906040468335789;
290;2020-10-30T19:34:51+01:00;1.8962540286781557;15.208944892743986;
291;2020-10-30T19:34:52+01:00;2.047624690445757;15.80938106692857;
292;2020-10-30T19:34:53+01:00;2.01366452006679;14.419236475454502;
293;2020-10-30T19:34:54+01:00;2.347107992222376;16.525412553404752;
294;2020-10-30T19:34:55+01:00;2.0356633844575778;14.674745544323212;
295;2020-10-30T19:34:56+01:00;2.30610600131128;17.040593776939247;
296;2020-10-30T19:34:57+01:00;2.1842416752802096;14.758857280051995;
297;2020-10-30T19:34:58+01:00;2.1824137325585564;15.664588836424942;
298;2020-10-30T19:34:59+01:00;2.1247812086739097;15.330290545225171;
299;2020-10-30T19:35:00+01:00;2.0161336597500163;13.788287617807526;
300;2020-10-30T19:35:01+01:00;2.30438081998767;16.837421715856323;
301;2020-10-30T19:35:02+01:00;2.221532940353988;15.161882430873451;
