queue_delay,packet_loss
1604082894.778684310,0.000007830,0
1604082895.779141554,0.000007468,0
1604082896.779728703,0.000009032,0
1604082897.780128428,0.000011313,0
1604082898.780492059,0.000006849,0
1604082899.783988948,0.000008170,0
1604082900.784201149,0.000003926,0
1604082901.784679395,0.000007608,0
1604082902.785048636,0.000007624,0
1604082903.785531164,0.000011518,0
1604082904.785794373,0.000007682,0
1604082905.786044851,0.000006621,0
1604082906.786373299,0.000006891,0
1604082907.786724124,0.000006739,0
1604082908.786960366,0.000008561,0
1604082909.787204575,0.000006842,0
1604082910.790720292,0.000007607,0
1604082911.790933678,0.000007783,0
1604082912.791216935,0.000007678,0
1604082913.791438807,0.000007637,0
1604082914.791771843,0.000006775,0
1604082915.794507496,0.000010364,0
1604082916.794754979,0.000005808,0
1604082917.795020774,0.000007776,0
1604082918.795333455,0.000006176,0
1604082919.795637337,0.000006652,0
1604082920.798410608,0.000008454,0
1604082921.798626019,0.000002530,0
1604082922.798750631,0.000002791,0
1604082923.798940382,0.000003151,0
1604082924.799133126,0.000002808,0
1604082925.799299196,0.000011010,0
1604082926.799653678,0.000006325,0
1604082927.800100001,0.000005674,0
1604082928.800424223,0.000005660,0
1604082929.800650824,0.000005623,0
1604082930.800929560,0.000005773,0
1604082931.801225024,0.000005694,0
1604082932.801505456,0.000005744,0
1604082933.801759225,0.000005710,0
1604082934.802045997,0.000005698,0
1604082935.802284180,0.000006974,0
1604082936.802629381,0.000005630,0
1604082937.805238281,0.000007710,0
1604082938.805577076,0.000005697,0
1604082939.805876353,0.000005726,0
1604082940.806131186,0.000005789,0
1604082941.806408349,0.000005799,0
1604082942.807097021,0.000006223,0
1604082943.807368345,0.000005981,0
1604082944.807643721,0.000005722,0
1604082945.807916759,0.000005721,0
1604082946.808290382,0.000006340,0
1604082947.808664295,0.000005666,0
1604082948.809034924,0.000006714,0
1604082949.809276696,0.000005818,0
1604082950.809540479,0.000005906,0
1604082951.809790752,0.000006188,0
1604082952.810026720,0.000005682,0
1604082953.810270438,0.000005658,0
1604082954.812968583,0.000005742,0
1604082955.813213816,0.000005688,0
1604082956.813483184,0.000005783,0
1604082957.813738392,0.000005792,0
1604082958.813998771,0.000005795,0
1604082959.814262193,0.000005702,0
1604082960.814606006,0.000005732,0
1604082961.814878990,0.000005728,0
1604082962.815166440,0.000005694,0
1604082963.815429466,0.000005825,0
1604082964.815874584,0.000005753,0
1604082965.816119817,0.000005632,0
1604082966.816340218,0.000006092,0
1604082967.816620118,0.000005748,0
1604082968.816911684,0.000005741,0
1604082969.817203692,0.000005708,0
1604082970.817477811,0.000006160,0
1604082971.817731131,0.000005722,0
1604082972.818017540,0.000005628,0
1604082973.818290871,0.000005731,0
1604082974.818588995,0.000005777,0
1604082975.818855207,0.000005722,0
1604082976.819099785,0.000005728,0
1604082977.819383912,0.000005823,0
1604082978.819644403,0.000008422,0
1604082979.819946535,0.000006400,0
1604082980.820214179,0.000005688,0
1604082981.820476963,0.000006180,0
1604082982.820892903,0.000008765,0
1604082983.823788519,0.000005715,0
1604082984.824090832,0.000008506,0
1604082985.824471227,0.000006544,0
1604082986.824817685,0.000006168,0
1604082987.825104245,0.000005687,0
1604082988.829365845,0.000005630,0
1604082989.829777788,0.000005586,0
1604082990.830125774,0.000005864,0
1604082991.830751281,0.000005652,0
1604082992.831008873,0.000007333,0
1604082993.836028492,0.000006050,0
1604082994.836332852,0.000009768,0
1604082995.836587494,0.000005690,0
1604082996.836881490,0.000006332,0
1604082997.837303617,0.000005603,0
1604082998.837561601,0.000006118,0
1604082999.837806550,0.000005609,0
1604083000.838240646,0.000006386,0
1604083001.838549875,0.000005709,0
1604083002.838827141,0.000006635,0
1604083003.839102556,0.000006955,0
1604083004.839371879,0.000005633,0
1604083005.839616867,0.000005663,0
1604083006.839857929,0.000006362,0
1604083007.841710763,0.000005655,0
1604083008.841981247,0.000005696,0
1604083009.842272098,0.000008602,0
1604083010.847799764,0.000006695,0
1604083011.848059166,0.000005997,0
1604083012.848332694,0.000005598,0
1604083013.848593421,0.000005720,0
1604083014.848835996,0.000005784,0
1604083015.849181343,0.000005806,0
1604083016.849430130,0.000005649,0
1604083017.849698411,0.000005694,0
1604083018.849989575,0.000005705,0
1604083019.850258066,0.000005742,0
1604083020.850543068,0.000005681,0
1604083021.850804490,0.000005748,0
1604083022.851128366,0.000005700,0
1604083023.851383235,0.000005659,0
1604083024.851684318,0.000005643,0
1604083025.851940448,0.000005761,0
1604083026.852238272,0.000005587,0
1604083027.852571661,0.000006370,0
1604083028.853015612,0.000007138,0
1604083029.853288778,0.000006909,0
1604083030.853523452,0.000005682,0
1604083031.853772542,0.000005708,0
1604083032.854679611,0.000005658,0
1604083033.854933604,0.000005540,0
1604083034.855187474,0.000005709,0
1604083035.855409572,0.000005567,0
1604083036.855650565,0.000005645,0
1604083037.855939823,0.000006076,0
1604083038.856185735,0.000005938,0
1604083039.856522483,0.000005701,0
1604083040.856760868,0.000005756,0
1604083041.856998108,0.000005689,0
1604083042.857273593,0.000005598,0
1604083043.858921972,0.000005694,0
1604083044.859177594,0.000005730,0
1604083045.859435367,0.000005680,0
1604083046.859677551,0.000005707,0
1604083047.859935144,0.000005592,0
1604083048.860151258,0.000005712,0
1604083049.860392948,0.000006288,0
1604083050.860665231,0.000005740,0
1604083051.860996590,0.000005633,0
1604083052.861234857,0.000005594,0
1604083053.861460848,0.000005636,0
1604083054.861851670,0.000005739,0
1604083055.863206463,0.000005782,0
1604083056.863487712,0.000006126,0
1604083057.863745350,0.000006119,0
1604083058.863970191,0.000006098,0
1604083059.864193958,0.000006175,0
1604083060.864420556,0.000006131,0
1604083061.864619671,0.000006123,0
1604083062.864830006,0.000006105,0
1604083063.865138487,0.000006145,0
1604083064.865347854,0.000006065,0
1604083065.865592367,0.000006159,0
1604083066.865807599,0.000007528,0
1604083067.866159493,0.000007356,0
1604083068.866508236,0.000007021,0
1604083069.866794771,0.000006105,0
1604083070.867034081,0.000006291,0
1604083071.867335201,0.000006118,0
1604083072.867546261,0.000006909,0
1604083073.867941111,0.000007900,0
1604083074.868318364,0.000003152,0
1604083075.868875202,0.000007183,0
1604083076.869104204,0.000007940,0
1604083077.869476606,0.000004199,0
1604083078.869710967,0.000006687,0
1604083079.870097320,0.000012501,0
1604083080.870611406,0.000015642,0
1604083081.873328053,0.000006404,0
1604083082.873589072,0.000003150,0
1604083083.873706530,0.000003028,0
1604083084.873826758,0.000003351,0
1604083085.873978367,0.000007093,0
1604083086.874264966,0.000013704,0
1604083087.874494688,0.000006852,0
1604083088.874708142,0.000009239,0
1604083089.875369527,0.000007688,0
1604083090.875571853,0.000008480,0
1604083091.875909668,0.000006211,0
1604083092.876454101,0.000006115,0
1604083093.876700602,0.000006081,0
1604083094.876955889,0.000007507,0
1604083095.877315850,0.000008404,0
1604083096.877699598,0.000006137,0
1604083097.877957558,0.000008433,0
1604083098.878312193,0.000009667,0
1604083099.878535854,0.000002659,0
1604083100.878682987,0.000003504,0
1604083101.878855979,0.000006155,0
1604083102.879094682,0.000006189,0
1604083103.879520926,0.000006165,0
1604083104.879843437,0.000006151,0
1604083105.880063122,0.000006126,0
1604083106.880294870,0.000005694,0
1604083107.880550864,0.000005603,0
1604083108.880807141,0.000006046,0
1604083109.881072332,0.000006786,0
1604083110.881409879,0.000007631,0
1604083111.881699747,0.000005821,0
1604083112.881954880,0.000005666,0
1604083113.882201703,0.000005842,0
1604083114.882511438,0.000005685,0
1604083115.882767067,0.000006015,0
1604083116.885438065,0.000006355,0
1604083117.885707035,0.000008172,0
1604083118.885976973,0.000006053,0
1604083119.886224508,0.000006151,0
1604083120.886546268,0.000006414,0
1604083121.889058528,0.000006084,0
1604083122.889267111,0.000008345,0
1604083123.889480271,0.000007531,0
1604083124.889687526,0.000007435,0
1604083125.890037654,0.000008973,0
1604083126.890404247,0.000007521,0
1604083127.890828583,0.000009918,0
1604083128.891243829,0.000008408,0
1604083129.891465968,0.000006501,0
1604083130.891649516,0.000004270,0
1604083131.891871770,0.000006815,0
1604083132.892653409,0.000008603,0
1604083133.892962017,0.000002761,0
1604083134.893112703,0.000009498,0
1604083135.893336111,0.000008435,0
1604083136.893562316,0.000006873,0
1604083137.893766967,0.000006568,0
1604083138.893981452,0.000002754,0
1604083139.894125291,0.000007778,0
1604083140.894339351,0.000008424,0
1604083141.894793076,0.000007689,0
1604083142.895024044,0.000006742,0
1604083143.895243124,0.000006281,0
1604083144.895589239,0.000006518,0
1604083145.896074019,0.000009319,0
1604083146.896274135,0.000010490,0
1604083147.896522139,0.000007645,0
1604083148.896907641,0.000006249,0
1604083149.897254199,0.000006229,0
1604083150.899838827,0.000006740,0
1604083151.900194660,0.000009087,0
1604083152.900886562,0.000010302,0
1604083153.901362077,0.000006719,0
1604083154.901564037,0.000008729,0
1604083155.901924864,0.000009483,0
1604083156.902158117,0.000007234,0
1604083157.902591699,0.000005674,0
1604083158.902856318,0.000006057,0
1604083159.903115750,0.000006501,0
1604083160.903388309,0.000006162,0
1604083161.906016936,0.000009390,0
1604083162.906265880,0.000007233,0
1604083163.906560098,0.000007587,0
1604083164.906765110,0.000006686,0
1604083165.907015471,0.000008775,0
1604083166.907513086,0.000007109,0
1604083167.907822662,0.000006305,0
1604083168.908159902,0.000005665,0
1604083169.908413361,0.000008108,0
1604083170.908708909,0.000005794,0
1604083171.909245544,0.000007099,0
1604083172.912497706,0.000009075,0
1604083173.912818817,0.000005679,0
1604083174.913106924,0.000005699,0
1604083175.913346138,0.000005688,0
1604083176.913608256,0.000005767,0
1604083177.913842499,0.000006336,0
1604083178.914191015,0.000005743,0
1604083179.916122605,0.000005701,0
1604083180.916374871,0.000007034,0
1604083181.916784761,0.000008269,0
1604083182.917876881,0.000005653,0
1604083183.918102504,0.000005610,0
1604083184.918351047,0.000005571,0
1604083185.918599900,0.000005653,0
1604083186.918834360,0.000005574,0
1604083187.919054776,0.000005649,0
1604083188.919452723,0.000005649,0
1604083189.919726702,0.000005649,0
1604083190.919975399,0.000005649,0
1604083191.920210145,0.000005649,0
1604083192.920428218,0.000005649,0
1604083193.920645193,0.000005649,0
1604083194.920869903,0.000005649,0
1604083195.921058236,0.000005649,0
1604083196.921283619,0.000005649,0
1604083197.921513699,0.000005649,0
1604083198.921723809,0.000005649,0
1604083199.921928358,0.000005649,0
1604083200.922132437,0.000005649,0
1604083201.922367194,0.000005649,0
1604083202.922717425,0.000005649,0
1604083203.923003964,0.000005649,0
