Time;Hour;STA 6;STA 5;STA 4;STA 3;STA 2;STA 1
1;2021-01-06T17:49:10+01:00;1;1;0;0;0;0
2;2021-01-06T17:49:11+01:00;1;1;0;0;0;0
3;2021-01-06T17:49:12+01:00;1;1;0;0;0;0
4;2021-01-06T17:49:13+01:00;1;1;0;0;0;0
5;2021-01-06T17:49:14+01:00;1;1;0;0;0;0
6;2021-01-06T17:49:15+01:00;1;1;0;0;0;0
7;2021-01-06T17:49:16+01:00;1;1;0;0;0;0
8;2021-01-06T17:49:17+01:00;1;1;0;0;0;0
9;2021-01-06T17:49:18+01:00;1;1;0;0;0;0
10;2021-01-06T17:49:19+01:00;1;1;0;0;0;0
11;2021-01-06T17:49:20+01:00;1;1;0;0;0;0
12;2021-01-06T17:49:21+01:00;1;1;0;0;0;0
13;2021-01-06T17:49:22+01:00;1;1;0;0;0;0
14;2021-01-06T17:49:23+01:00;1;1;0;0;0;0
15;2021-01-06T17:49:24+01:00;0;1;0;0;0;0
16;2021-01-06T17:49:25+01:00;0;1;0;0;0;0
17;2021-01-06T17:49:26+01:00;0;1;0;0;0;0
18;2021-01-06T17:49:27+01:00;0;1;0;0;0;0
19;2021-01-06T17:49:28+01:00;0;1;0;0;0;0
20;2021-01-06T17:49:29+01:00;0;1;0;0;0;0
21;2021-01-06T17:49:30+01:00;0;1;0;0;0;0
22;2021-01-06T17:49:31+01:00;0;1;0;0;0;0
23;2021-01-06T17:49:32+01:00;0;1;0;0;0;0
24;2021-01-06T17:49:33+01:00;0;1;0;0;0;0
25;2021-01-06T17:49:34+01:00;0;1;0;0;0;0
26;2021-01-06T17:49:35+01:00;0;1;0;0;0;0
27;2021-01-06T17:49:36+01:00;0;1;0;0;0;0
28;2021-01-06T17:49:37+01:00;0;1;0;0;0;0
29;2021-01-06T17:49:38+01:00;0;1;0;0;0;0
30;2021-01-06T17:49:39+01:00;0;1;0;0;0;0
31;2021-01-06T17:49:40+01:00;0;1;0;0;0;0
32;2021-01-06T17:49:41+01:00;0;1;0;0;0;0
33;2021-01-06T17:49:42+01:00;0;1;0;0;0;0
34;2021-01-06T17:49:43+01:00;0;1;0;0;0;0
35;2021-01-06T17:49:44+01:00;1;1;1;1;1;1
36;2021-01-06T17:49:45+01:00;1;1;1;1;1;1
37;2021-01-06T17:49:46+01:00;1;1;1;1;1;1
38;2021-01-06T17:49:47+01:00;1;1;1;1;1;1
39;2021-01-06T17:49:48+01:00;1;1;1;1;1;1
40;2021-01-06T17:49:49+01:00;1;1;1;1;1;1
41;2021-01-06T17:49:50+01:00;1;1;1;1;1;1
42;2021-01-06T17:49:51+01:00;1;1;1;1;1;1
43;2021-01-06T17:49:52+01:00;1;1;1;1;1;1
44;2021-01-06T17:49:53+01:00;1;1;1;1;1;1
45;2021-01-06T17:49:54+01:00;1;1;1;1;1;1
46;2021-01-06T17:49:55+01:00;1;1;1;1;1;1
47;2021-01-06T17:49:56+01:00;1;1;1;1;1;1
48;2021-01-06T17:49:57+01:00;1;1;1;1;1;1
49;2021-01-06T17:49:58+01:00;1;1;1;1;1;1
50;2021-01-06T17:49:59+01:00;1;1;1;1;1;1
51;2021-01-06T17:50:00+01:00;1;1;1;1;1;1
52;2021-01-06T17:50:01+01:00;1;1;1;1;1;1
53;2021-01-06T17:50:02+01:00;1;1;1;1;1;1
54;2021-01-06T17:50:03+01:00;1;1;1;1;1;1
55;2021-01-06T17:50:04+01:00;1;1;1;1;1;1
56;2021-01-06T17:50:05+01:00;1;1;1;1;1;1
57;2021-01-06T17:50:06+01:00;1;1;1;1;1;1
58;2021-01-06T17:50:07+01:00;1;1;1;1;1;1
59;2021-01-06T17:50:08+01:00;1;1;1;1;1;1
60;2021-01-06T17:50:09+01:00;1;1;1;1;1;1
61;2021-01-06T17:50:10+01:00;1;1;1;1;1;1
62;2021-01-06T17:50:11+01:00;1;1;1;1;1;1
63;2021-01-06T17:50:12+01:00;1;1;1;1;1;1
64;2021-01-06T17:50:13+01:00;1;1;1;1;1;1
65;2021-01-06T17:50:14+01:00;1;1;1;1;1;1
66;2021-01-06T17:50:15+01:00;1;1;1;1;1;1
67;2021-01-06T17:50:16+01:00;1;1;1;1;1;1
68;2021-01-06T17:50:17+01:00;1;1;1;1;1;1
69;2021-01-06T17:50:18+01:00;1;1;1;1;1;1
70;2021-01-06T17:50:19+01:00;1;1;1;1;1;1
71;2021-01-06T17:50:20+01:00;1;1;1;1;1;1
72;2021-01-06T17:50:21+01:00;1;1;1;1;1;1
73;2021-01-06T17:50:22+01:00;1;1;1;1;1;1
74;2021-01-06T17:50:23+01:00;1;1;1;1;1;1
75;2021-01-06T17:50:24+01:00;0;1;0;0;0;0
76;2021-01-06T17:50:25+01:00;0;1;0;0;0;0
77;2021-01-06T17:50:26+01:00;0;1;0;0;0;0
78;2021-01-06T17:50:27+01:00;0;1;0;0;0;0
79;2021-01-06T17:50:28+01:00;0;1;0;0;0;0
80;2021-01-06T17:50:29+01:00;0;1;0;0;0;0
81;2021-01-06T17:50:30+01:00;0;1;0;0;0;0
82;2021-01-06T17:50:31+01:00;0;1;0;0;0;0
83;2021-01-06T17:50:32+01:00;0;1;0;0;0;0
84;2021-01-06T17:50:33+01:00;0;1;0;0;0;0
85;2021-01-06T17:50:34+01:00;0;1;0;0;0;0
86;2021-01-06T17:50:35+01:00;0;1;0;0;0;0
87;2021-01-06T17:50:36+01:00;0;1;0;0;0;0
88;2021-01-06T17:50:37+01:00;0;1;0;0;0;0
89;2021-01-06T17:50:38+01:00;0;1;0;0;0;0
90;2021-01-06T17:50:39+01:00;0;1;0;0;0;0
91;2021-01-06T17:50:40+01:00;0;1;0;0;0;0
92;2021-01-06T17:50:41+01:00;0;1;0;0;0;0
93;2021-01-06T17:50:42+01:00;0;1;0;0;0;0
94;2021-01-06T17:50:43+01:00;0;1;0;0;0;0
95;2021-01-06T17:50:44+01:00;1;1;0;0;0;0
96;2021-01-06T17:50:45+01:00;1;1;0;0;0;0
97;2021-01-06T17:50:46+01:00;1;1;0;0;0;0
98;2021-01-06T17:50:47+01:00;1;1;0;0;0;0
99;2021-01-06T17:50:48+01:00;1;1;0;0;0;0
100;2021-01-06T17:50:49+01:00;1;1;0;0;0;0
101;2021-01-06T17:50:50+01:00;1;1;0;0;0;0
102;2021-01-06T17:50:51+01:00;1;1;0;0;0;0
103;2021-01-06T17:50:52+01:00;1;1;0;0;0;0
104;2021-01-06T17:50:53+01:00;1;1;0;0;0;0
105;2021-01-06T17:50:54+01:00;1;1;0;0;0;0
106;2021-01-06T17:50:55+01:00;1;1;0;0;0;0
107;2021-01-06T17:50:56+01:00;1;1;0;0;0;0
108;2021-01-06T17:50:57+01:00;1;1;0;0;0;0
109;2021-01-06T17:50:58+01:00;1;1;0;0;0;0
110;2021-01-06T17:50:59+01:00;1;1;0;0;0;0
111;2021-01-06T17:51:00+01:00;1;1;0;0;0;0
112;2021-01-06T17:51:01+01:00;1;1;0;0;0;0
113;2021-01-06T17:51:02+01:00;1;1;0;0;0;0
114;2021-01-06T17:51:03+01:00;1;1;0;0;0;0
115;2021-01-06T17:51:04+01:00;0;1;0;0;0;0
116;2021-01-06T17:51:05+01:00;0;1;0;0;0;0
117;2021-01-06T17:51:06+01:00;0;1;0;0;0;0
118;2021-01-06T17:51:07+01:00;0;1;0;0;0;0
119;2021-01-06T17:51:08+01:00;0;1;0;0;0;0
120;2021-01-06T17:51:09+01:00;0;1;0;0;0;0
121;2021-01-06T17:51:10+01:00;0;1;0;0;0;0
122;2021-01-06T17:51:11+01:00;0;1;0;0;0;0
123;2021-01-06T17:51:12+01:00;0;1;0;0;0;0
124;2021-01-06T17:51:13+01:00;0;1;0;0;0;0
125;2021-01-06T17:51:14+01:00;0;1;0;0;0;0
126;2021-01-06T17:51:15+01:00;0;1;0;0;0;0
127;2021-01-06T17:51:16+01:00;0;1;0;0;0;0
128;2021-01-06T17:51:17+01:00;0;1;0;0;0;0
129;2021-01-06T17:51:18+01:00;0;1;0;0;0;0
130;2021-01-06T17:51:19+01:00;0;1;0;0;0;0
131;2021-01-06T17:51:20+01:00;0;1;0;0;0;0
132;2021-01-06T17:51:21+01:00;0;1;0;0;0;0
133;2021-01-06T17:51:22+01:00;0;1;0;0;0;0
134;2021-01-06T17:51:23+01:00;0;1;0;0;0;0
135;2021-01-06T17:51:24+01:00;0;1;0;0;0;0
136;2021-01-06T17:51:25+01:00;0;1;0;0;0;0
137;2021-01-06T17:51:26+01:00;0;1;0;0;0;0
138;2021-01-06T17:51:27+01:00;0;1;0;0;0;0
139;2021-01-06T17:51:28+01:00;0;1;0;0;0;0
140;2021-01-06T17:51:29+01:00;0;1;0;0;0;0
141;2021-01-06T17:51:30+01:00;0;1;0;0;0;0
142;2021-01-06T17:51:31+01:00;0;1;0;0;0;0
143;2021-01-06T17:51:32+01:00;0;1;0;0;0;0
144;2021-01-06T17:51:33+01:00;0;1;0;0;0;0
145;2021-01-06T17:51:34+01:00;0;1;0;0;0;0
146;2021-01-06T17:51:35+01:00;0;1;0;0;0;0
147;2021-01-06T17:51:36+01:00;0;1;0;0;0;0
148;2021-01-06T17:51:37+01:00;0;1;0;0;0;0
149;2021-01-06T17:51:38+01:00;0;1;0;0;0;0
150;2021-01-06T17:51:39+01:00;0;1;0;0;0;0
151;2021-01-06T17:51:40+01:00;0;1;0;0;0;0
152;2021-01-06T17:51:41+01:00;0;1;0;0;0;0
153;2021-01-06T17:51:42+01:00;0;1;0;0;0;0
154;2021-01-06T17:51:43+01:00;0;1;0;0;0;0
155;2021-01-06T17:51:44+01:00;0;1;0;0;0;0
156;2021-01-06T17:51:45+01:00;0;1;0;0;0;0
157;2021-01-06T17:51:46+01:00;0;1;0;0;0;0
158;2021-01-06T17:51:47+01:00;0;1;0;0;0;0
159;2021-01-06T17:51:48+01:00;0;1;0;0;0;0
160;2021-01-06T17:51:49+01:00;0;1;0;0;0;0
161;2021-01-06T17:51:50+01:00;0;1;0;0;0;0
162;2021-01-06T17:51:51+01:00;0;1;0;0;0;0
163;2021-01-06T17:51:52+01:00;0;1;0;0;0;0
164;2021-01-06T17:51:53+01:00;0;1;0;0;0;0
165;2021-01-06T17:51:54+01:00;0;1;0;0;0;0
166;2021-01-06T17:51:55+01:00;0;1;0;0;0;0
167;2021-01-06T17:51:56+01:00;0;1;0;0;0;0
168;2021-01-06T17:51:57+01:00;0;1;0;0;0;0
169;2021-01-06T17:51:58+01:00;0;1;0;0;0;0
170;2021-01-06T17:51:59+01:00;0;1;0;0;0;0
171;2021-01-06T17:52:00+01:00;0;1;0;0;0;0
172;2021-01-06T17:52:01+01:00;0;1;0;0;0;0
173;2021-01-06T17:52:02+01:00;0;1;0;0;0;0
174;2021-01-06T17:52:03+01:00;0;1;0;0;0;0
175;2021-01-06T17:52:04+01:00;0;1;0;0;0;0
176;2021-01-06T17:52:05+01:00;0;1;0;0;0;0
177;2021-01-06T17:52:06+01:00;0;1;0;0;0;0
178;2021-01-06T17:52:07+01:00;0;1;0;0;0;0
179;2021-01-06T17:52:08+01:00;0;1;0;0;0;0
180;2021-01-06T17:52:09+01:00;0;1;0;0;0;0
181;2021-01-06T17:52:10+01:00;0;1;0;0;0;0
182;2021-01-06T17:52:11+01:00;0;1;0;0;0;0
183;2021-01-06T17:52:12+01:00;0;1;0;0;0;0
184;2021-01-06T17:52:13+01:00;0;1;0;0;0;0
185;2021-01-06T17:52:14+01:00;0;1;0;0;0;0
186;2021-01-06T17:52:15+01:00;0;1;0;0;0;0
187;2021-01-06T17:52:16+01:00;0;1;0;0;0;0
188;2021-01-06T17:52:17+01:00;0;1;0;0;0;0
189;2021-01-06T17:52:18+01:00;0;1;0;0;0;0
190;2021-01-06T17:52:19+01:00;0;1;0;0;0;0
191;2021-01-06T17:52:20+01:00;0;1;0;0;0;0
192;2021-01-06T17:52:21+01:00;0;1;0;0;0;0
193;2021-01-06T17:52:22+01:00;0;1;0;0;0;0
194;2021-01-06T17:52:23+01:00;0;1;0;0;0;0
195;2021-01-06T17:52:24+01:00;0;1;0;0;0;0
196;2021-01-06T17:52:25+01:00;0;1;0;0;0;0
197;2021-01-06T17:52:26+01:00;0;1;0;0;0;0
198;2021-01-06T17:52:27+01:00;0;1;0;0;0;0
199;2021-01-06T17:52:28+01:00;0;1;0;0;0;0
200;2021-01-06T17:52:29+01:00;0;1;0;0;0;0
201;2021-01-06T17:52:30+01:00;0;1;0;0;0;0
202;2021-01-06T17:52:31+01:00;0;1;0;0;0;0
203;2021-01-06T17:52:32+01:00;0;1;0;0;0;0
204;2021-01-06T17:52:33+01:00;0;1;0;0;0;0
205;2021-01-06T17:52:34+01:00;0;1;0;0;0;0
206;2021-01-06T17:52:35+01:00;0;1;0;0;0;0
207;2021-01-06T17:52:36+01:00;0;1;0;0;0;0
208;2021-01-06T17:52:37+01:00;0;1;0;0;0;0
209;2021-01-06T17:52:38+01:00;0;1;0;0;0;0
210;2021-01-06T17:52:39+01:00;0;1;0;0;0;0
211;2021-01-06T17:52:40+01:00;0;1;0;0;0;0
212;2021-01-06T17:52:41+01:00;0;1;0;0;0;0
213;2021-01-06T17:52:42+01:00;0;1;0;0;0;0
214;2021-01-06T17:52:43+01:00;0;1;0;0;0;0
215;2021-01-06T17:52:44+01:00;1;1;0;0;0;0
216;2021-01-06T17:52:45+01:00;1;1;0;0;0;0
