#;approach;throughput;slice
199;Gómez et al.;1.0579839999999998;QoS 1
200;Gómez et al.;null;QoS 1
201;Gómez et al.;1.3615039999999998;QoS 1
202;Gómez et al.;0.8672000000000001;QoS 1
203;Gómez et al.;0.95392;QoS 1
204;Gómez et al.;0.9886079999999999;QoS 1
205;Gómez et al.;1.5436159999999999;QoS 1
206;Gómez et al.;2.5322240000000003;QoS 1
207;Gómez et al.;2.5755839999999997;QoS 1
208;Gómez et al.;2.393472;QoS 1
209;Gómez et al.;0.09539199999999999;QoS 1
210;Gómez et al.;1.8384639999999999;QoS 1
211;Gómez et al.;1.8818240000000002;QoS 1
212;Gómez et al.;3.1826239999999997;QoS 1
213;Gómez et al.;2.497536;QoS 1
214;Gómez et al.;2.8444160000000003;QoS 1
215;Gómez et al.;2.965824;QoS 1
216;Gómez et al.;3.3473919999999997;QoS 1
217;Gómez et al.;2.913792;QoS 1
218;Gómez et al.;2.9744960000000003;QoS 1
219;Gómez et al.;3.399424;QoS 1
220;Gómez et al.;3.442784;QoS 1
221;Gómez et al.;2.332768;QoS 1
222;Gómez et al.;2.965824;QoS 1
223;Gómez et al.;3.191296;QoS 1
224;Gómez et al.;2.749024;QoS 1
225;Gómez et al.;2.965824;QoS 1
226;Gómez et al.;3.0091840000000003;QoS 1
227;Gómez et al.;3.720288;QoS 1
228;Gómez et al.;2.159328;QoS 1
229;Gómez et al.;0.06937600000000001;QoS 1
230;Gómez et al.;0.078048;QoS 1
231;Gómez et al.;1.309472;QoS 1
232;Gómez et al.;2.6969920000000003;QoS 1
233;Gómez et al.;2.8270720000000003;QoS 1
234;Gómez et al.;2.0899520000000003;QoS 1
235;Gómez et al.;3.0091840000000003;QoS 1
236;Gómez et al.;2.653632;QoS 1
237;Gómez et al.;2.68832;QoS 1
238;Gómez et al.;2.853088;QoS 1
239;Gómez et al.;2.5755839999999997;QoS 1
240;Gómez et al.;2.68832;QoS 1
241;Gómez et al.;2.73168;QoS 1
242;Gómez et al.;2.73168;QoS 1
243;Gómez et al.;2.7230079999999997;QoS 1
244;Gómez et al.;2.627616;QoS 1
245;Gómez et al.;3.590208;QoS 1
246;Gómez et al.;2.445504;QoS 1
247;Gómez et al.;2.419488;QoS 1
248;Gómez et al.;2.4281599999999997;QoS 1
249;Gómez et al.;0.112736;QoS 1
250;Gómez et al.;0.147424;QoS 1
251;Gómez et al.;3.4341120000000003;QoS 1
252;Gómez et al.;3.7636480000000003;QoS 1
253;Gómez et al.;3.720288;QoS 1
254;Gómez et al.;3.5988800000000003;QoS 1
255;Gómez et al.;3.7636480000000003;QoS 1
256;Gómez et al.;3.720288;QoS 1
257;Gómez et al.;2.454176;QoS 1
258;Gómez et al.;1.222752;QoS 1
259;Gómez et al.;1.292128;QoS 1
260;Gómez et al.;1.595648;QoS 1
261;Gómez et al.;1.630336;QoS 1
262;Gómez et al.;0.7891520000000001;QoS 1
263;Gómez et al.;1.188064;QoS 1
264;Gómez et al.;0.9452480000000001;QoS 1
265;Gómez et al.;1.60432;QoS 1
266;Gómez et al.;3.9024;QoS 1
267;Gómez et al.;3.1219200000000003;QoS 1
268;Gómez et al.;2.653632;QoS 1
269;Gómez et al.;0.121408;QoS 1
270;Gómez et al.;2.25472;QoS 1
271;Gómez et al.;0.23414400000000002;QoS 1
272;Gómez et al.;0.442272;QoS 1
273;Gómez et al.;0.511648;QoS 1
274;Gómez et al.;0.47696;QoS 1
275;Gómez et al.;0.511648;QoS 1
276;Gómez et al.;1.5609600000000001;QoS 1
277;Gómez et al.;2.965824;QoS 1
278;Gómez et al.;2.913792;QoS 1
279;Gómez et al.;3.026528;QoS 1
280;Gómez et al.;2.792384;QoS 1
281;Gómez et al.;2.931136;QoS 1
282;Gómez et al.;2.8097280000000002;QoS 1
283;Gómez et al.;2.9918400000000003;QoS 1
284;Gómez et al.;1.240096;QoS 1
285;Gómez et al.;0.754464;QoS 1
286;Gómez et al.;0.7891520000000001;QoS 1
287;Gómez et al.;0.589696;QoS 1
288;Gómez et al.;0.73712;QoS 1
289;Gómez et al.;0;QoS 1
290;Gómez et al.;0.164768;QoS 1
291;Gómez et al.;0.589696;QoS 1
292;Gómez et al.;3.225984;QoS 1
293;Gómez et al.;3.3473919999999997;QoS 1
294;Gómez et al.;3.3213760000000003;QoS 1
295;Gómez et al.;3.20864;QoS 1
296;Gómez et al.;3.477472;QoS 1
297;Gómez et al.;3.0872319999999998;QoS 1
298;Gómez et al.;3.130592;QoS 1
299;Gómez et al.;3.20864;QoS 1
300;Gómez et al.;3.1219200000000003;QoS 1
301;Gómez et al.;3.20864;QoS 1
302;Gómez et al.;3.20864;QoS 1
303;Gómez et al.;3.043872;QoS 1
304;Gómez et al.;3.130592;QoS 1
305;Gómez et al.;3.1219200000000003;QoS 1
306;Gómez et al.;3.3300479999999997;QoS 1
307;Gómez et al.;2.965824;QoS 1
308;Gómez et al.;2.68832;QoS 1
309;Gómez et al.;0.10406399999999999;QoS 1
310;Gómez et al.;0.21680000000000002;QoS 1
311;Gómez et al.;3.650912;QoS 1
312;Gómez et al.;3.520832;QoS 1
313;Gómez et al.;3.42544;QoS 1
314;Gómez et al.;3.546848;QoS 1
315;Gómez et al.;3.6422399999999997;QoS 1
316;Gómez et al.;3.8416959999999998;QoS 1
317;Gómez et al.;2.3848000000000003;QoS 1
318;Gómez et al.;1.942528;QoS 1
319;Gómez et al.;1.031968;QoS 1
320;Gómez et al.;1.5522880000000001;QoS 1
321;Gómez et al.;3.3473919999999997;QoS 1
322;Gómez et al.;1.9512;QoS 1
323;Gómez et al.;1.7170560000000001;QoS 1
324;Gómez et al.;1.326816;QoS 1
325;Gómez et al.;1.5783040000000002;QoS 1
326;Gómez et al.;3.9110720000000003;QoS 1
327;Gómez et al.;3.876384;QoS 1
328;Gómez et al.;2.77504;QoS 1
329;Gómez et al.;1.318144;QoS 1
330;Gómez et al.;2.3674560000000002;QoS 1
331;Gómez et al.;0.407584;QoS 1
332;Gómez et al.;0.589696;QoS 1
333;Gómez et al.;0.47696;QoS 1
334;Gómez et al.;0.589696;QoS 1
335;Gómez et al.;3.2866880000000003;QoS 1
336;Gómez et al.;4.07584;QoS 1
337;Gómez et al.;4.396704;QoS 1
338;Gómez et al.;3.3040320000000003;QoS 1
339;Gómez et al.;3.963104;QoS 1
340;Gómez et al.;4.049824;QoS 1
341;Gómez et al.;3.867712;QoS 1
342;Gómez et al.;4.023808;QoS 1
343;Gómez et al.;3.885056;QoS 1
344;Gómez et al.;4.058496;QoS 1
345;Gómez et al.;3.963104;QoS 1
346;Gómez et al.;4.03248;QoS 1
347;Gómez et al.;4.960384;QoS 1
348;Gómez et al.;2.12464;QoS 1
349;Gómez et al.;0.199456;QoS 1
350;Gómez et al.;0.52032;QoS 1
351;Gómez et al.;3.919744;QoS 1
352;Gómez et al.;4.266624;QoS 1
353;Gómez et al.;4.240608;QoS 1
354;Gómez et al.;4.093184;QoS 1
355;Gómez et al.;4.362016;QoS 1
356;Gómez et al.;3.893728;QoS 1
357;Gómez et al.;null;QoS 1
358;Gómez et al.;3.2866880000000003;QoS 1
359;Gómez et al.;3.442784;QoS 1
360;Gómez et al.;3.997792;QoS 1
361;Gómez et al.;4.07584;QoS 1
362;Gómez et al.;4.257952;QoS 1
363;Gómez et al.;3.893728;QoS 1
364;Gómez et al.;4.448736;QoS 1
365;Gómez et al.;3.9284160000000004;QoS 1
366;Gómez et al.;3.893728;QoS 1
367;Gómez et al.;4.318656;QoS 1
368;Gómez et al.;3.1999679999999997;QoS 1
369;Gómez et al.;0.147424;QoS 1
370;Gómez et al.;1.64768;QoS 1
371;Gómez et al.;4.5528;QoS 1
372;Gómez et al.;4.5528;QoS 1
373;Gómez et al.;4.864992;QoS 1
374;Gómez et al.;4.752256;QoS 1
375;Gómez et al.;5.107808;QoS 1
376;Gómez et al.;4.838976;QoS 1
377;Gómez et al.;3.000512;QoS 1
378;Gómez et al.;1.656352;QoS 1
379;Gómez et al.;1.5522880000000001;QoS 1
380;Gómez et al.;1.959872;QoS 1
381;Gómez et al.;4.1452160000000005;QoS 1
382;Gómez et al.;2.4281599999999997;QoS 1
383;Gómez et al.;1.8904960000000002;QoS 1
384;Gómez et al.;1.7170560000000001;QoS 1
385;Gómez et al.;1.8211199999999999;QoS 1
386;Gómez et al.;4.8823360000000005;QoS 1
387;Gómez et al.;4.492095999999999;QoS 1
388;Gómez et al.;3.81568;QoS 1
389;Gómez et al.;1.031968;QoS 1
390;Gómez et al.;2.913792;QoS 1
391;Gómez et al.;2.228704;QoS 1
392;Gómez et al.;0.624384;QoS 1
393;Gómez et al.;0.6330560000000001;QoS 1
394;Gómez et al.;0.676416;QoS 1
395;Gómez et al.;0.6330560000000001;QoS 1
396;Gómez et al.;0.6070399999999999;QoS 1
397;Gómez et al.;0.676416;QoS 1
398;Gómez et al.;0.624384;QoS 1
399;Gómez et al.;0.6330560000000001;QoS 1
400;Gómez et al.;2.332768;QoS 1
401;Gómez et al.;6.295872;QoS 1
402;Gómez et al.;5.957663999999999;QoS 1
403;Gómez et al.;6.261184;QoS 1
404;Gómez et al.;1.595648;QoS 1
405;Gómez et al.;0.5289919999999999;QoS 1
406;Gómez et al.;0.546336;QoS 1
407;Gómez et al.;0.624384;QoS 1
408;Gómez et al.;0.312192;QoS 1
409;Gómez et al.;0.08672;QoS 1
410;Gómez et al.;3.77232;QoS 1
411;Gómez et al.;6.018368000000001;QoS 1
412;Gómez et al.;4.015136;QoS 1
413;Gómez et al.;4.275296;QoS 1
414;Gómez et al.;4.231935999999999;QoS 1
415;Gómez et al.;4.093184;QoS 1
416;Gómez et al.;4.07584;QoS 1
417;Gómez et al.;4.700224;QoS 1
418;Gómez et al.;3.442784;QoS 1
419;Gómez et al.;3.997792;QoS 1
420;Gómez et al.;4.110528;QoS 1
421;Gómez et al.;4.041152;QoS 1
422;Gómez et al.;4.171232;QoS 1
423;Gómez et al.;4.067168000000001;QoS 1
424;Gómez et al.;4.110528;QoS 1
425;Gómez et al.;4.041152;QoS 1
426;Gómez et al.;4.07584;QoS 1
427;Gómez et al.;4.231935999999999;QoS 1
428;Gómez et al.;3.0698879999999997;QoS 1
429;Gómez et al.;0.424928;QoS 1
430;Gómez et al.;4.821631999999999;QoS 1
431;Gómez et al.;5.94032;QoS 1
432;Gómez et al.;5.6368;QoS 1
433;Gómez et al.;5.879616;QoS 1
434;Gómez et al.;5.784224;QoS 1
435;Gómez et al.;5.498048;QoS 1
436;Gómez et al.;5.341952;QoS 1
437;Gómez et al.;3.1826239999999997;QoS 1
438;Gómez et al.;2.280736;QoS 1
439;Gómez et al.;1.899168;QoS 1
440;Gómez et al.;1.847136;QoS 1
441;Gómez et al.;5.454688;QoS 1
442;Gómez et al.;3.07856;QoS 1
443;Gómez et al.;2.2200320000000002;QoS 1
444;Gómez et al.;1.743072;QoS 1
445;Gómez et al.;2.1159679999999996;QoS 1
446;Gómez et al.;5.8362560000000006;QoS 1
447;Gómez et al.;6.85088;QoS 1
448;Gómez et al.;3.538176;QoS 1
449;Gómez et al.;1.8211199999999999;QoS 1
450;Gómez et al.;3.225984;QoS 1
451;Gómez et al.;0.225472;QoS 1
452;Gómez et al.;0.13008;QoS 1
453;Gómez et al.;0.121408;QoS 1
454;Gómez et al.;0.19078399999999998;QoS 1
455;Gómez et al.;0.13008;QoS 1
456;Gómez et al.;0.164768;QoS 1
457;Gómez et al.;0.17344;QoS 1
458;Gómez et al.;0.17344;QoS 1
459;Gómez et al.;0.156096;QoS 1
460;Gómez et al.;0.19078399999999998;QoS 1
461;Gómez et al.;1.5696320000000001;QoS 1
462;Gómez et al.;2.9051199999999997;QoS 1
463;Gómez et al.;3.4167680000000002;QoS 1
464;Gómez et al.;3.81568;QoS 1
465;Gómez et al.;3.000512;QoS 1
466;Gómez et al.;3.486144;QoS 1
467;Gómez et al.;3.2866880000000003;QoS 1
468;Gómez et al.;2.9744960000000003;QoS 1
469;Gómez et al.;0.17344;QoS 1
470;Gómez et al.;1.153376;QoS 1
471;Gómez et al.;4.240608;QoS 1
472;Gómez et al.;3.486144;QoS 1
473;Gómez et al.;3.0872319999999998;QoS 1
474;Gómez et al.;2.931136;QoS 1
475;Gómez et al.;2.8097280000000002;QoS 1
476;Gómez et al.;2.8097280000000002;QoS 1
477;Gómez et al.;3.0091840000000003;QoS 1
478;Gómez et al.;3.243328;QoS 1
479;Gómez et al.;2.5755839999999997;QoS 1
480;Gómez et al.;2.766368;QoS 1
481;Gómez et al.;2.5929279999999997;QoS 1
482;Gómez et al.;2.792384;QoS 1
483;Gómez et al.;2.965824;QoS 1
484;Gómez et al.;2.419488;QoS 1
485;Gómez et al.;2.766368;QoS 1
486;Gómez et al.;2.8097280000000002;QoS 1
487;Gómez et al.;2.6969920000000003;QoS 1
488;Gómez et al.;2.141984;QoS 1
489;Gómez et al.;0.30351999999999996;QoS 1
490;Gómez et al.;3.486144;QoS 1
491;Gómez et al.;4.058496;QoS 1
492;Gómez et al.;4.231935999999999;QoS 1
493;Gómez et al.;4.431392;QoS 1
494;Gómez et al.;3.6856;QoS 1
495;Gómez et al.;3.876384;QoS 1
496;Gómez et al.;3.997792;QoS 1
497;Gómez et al.;2.176672;QoS 1
498;Gómez et al.;1.803776;QoS 1
499;Gómez et al.;1.231424;QoS 1
500;Gómez et al.;2.003232;QoS 1
501;Gómez et al.;1.699712;QoS 1
502;Gómez et al.;0.8325119999999999;QoS 1
503;Gómez et al.;0.8325119999999999;QoS 1
504;Gómez et al.;1.283456;QoS 1
505;Gómez et al.;1.7257280000000002;QoS 1
506;Gómez et al.;4.353344;QoS 1
507;Gómez et al.;3.798336;QoS 1
508;Gómez et al.;2.965824;QoS 1
509;Gómez et al.;1.491584;QoS 1
510;Gómez et al.;2.29808;QoS 1
511;Gómez et al.;0.372896;QoS 1
512;Gómez et al.;0.34688;QoS 1
513;Gómez et al.;0.372896;QoS 1
514;Gómez et al.;0.34688;QoS 1
515;Gómez et al.;0.442272;QoS 1
516;Gómez et al.;0.49430399999999997;QoS 1
517;Gómez et al.;0.537664;QoS 1
518;Gómez et al.;0.46828800000000004;QoS 1
519;Gómez et al.;1.38752;QoS 1
520;Gómez et al.;5.263904;QoS 1
521;Gómez et al.;4.795616;QoS 1
522;Gómez et al.;4.969055999999999;QoS 1
523;Gómez et al.;5.090464;QoS 1
524;Gómez et al.;4.388032;QoS 1
525;Gómez et al.;5.0297600000000005;QoS 1
526;Gómez et al.;4.786944;QoS 1
527;Gómez et al.;4.94304;QoS 1
528;Gómez et al.;4.110528;QoS 1
529;Gómez et al.;1.188064;QoS 1
530;Gómez et al.;2.280736;QoS 1
531;Gómez et al.;0.572352;QoS 1
532;Gómez et al.;0.442272;QoS 1
533;Gómez et al.;0.43360000000000004;QoS 1
534;Gómez et al.;0.424928;QoS 1
535;Gómez et al.;0.424928;QoS 1
536;Gómez et al.;0.7024320000000001;QoS 1
537;Gómez et al.;0.511648;QoS 1
538;Gómez et al.;0.47696;QoS 1
539;Gómez et al.;0.875872;QoS 1
540;Gómez et al.;6.564704;QoS 1
541;Gómez et al.;4.873664;QoS 1
542;Gómez et al.;5.385312;QoS 1
543;Gómez et al.;6.7641599999999995;QoS 1
544;Gómez et al.;5.0644480000000005;QoS 1
545;Gómez et al.;5.740863999999999;QoS 1
546;Gómez et al.;6.0964160000000005;QoS 1
547;Gómez et al.;5.784224;QoS 1
548;Gómez et al.;4.760928;QoS 1
549;Gómez et al.;0.225472;QoS 1
550;Gómez et al.;0.624384;QoS 1
551;Gómez et al.;2.6969920000000003;QoS 1
552;Gómez et al.;4.405376;QoS 1
553;Gómez et al.;4.856319999999999;QoS 1
554;Gómez et al.;3.876384;QoS 1
555;Gómez et al.;4.4747520000000005;QoS 1
556;Gómez et al.;4.153888;QoS 1
557;Gómez et al.;2.4281599999999997;QoS 1
558;Gómez et al.;1.769088;QoS 1
559;Gómez et al.;1.3788479999999999;QoS 1
560;Gómez et al.;1.64768;QoS 1
561;Gómez et al.;3.789664;QoS 1
562;Gómez et al.;2.2633919999999996;QoS 1
563;Gómez et al.;1.508928;QoS 1
564;Gómez et al.;1.188064;QoS 1
565;Gómez et al.;2.141984;QoS 1
566;Gómez et al.;4.388032;QoS 1
567;Gómez et al.;4.353344;QoS 1
568;Gómez et al.;2.913792;QoS 1
569;Gómez et al.;0.598368;QoS 1
570;Gómez et al.;4.171232;QoS 1
571;Gómez et al.;3.8416959999999998;QoS 1
572;Gómez et al.;2.25472;QoS 1
573;Gómez et al.;2.0986239999999996;QoS 1
574;Gómez et al.;1.656352;QoS 1
575;Gómez et al.;5.298591999999999;QoS 1
576;Gómez et al.;5.576096;QoS 1
577;Gómez et al.;5.393984000000001;QoS 1
578;Gómez et al.;4.717568;QoS 1
579;Gómez et al.;5.5414080000000006;QoS 1
580;Gómez et al.;5.038431999999999;QoS 1
581;Gómez et al.;5.671488;QoS 1
582;Gómez et al.;5.6368;QoS 1
583;Gómez et al.;4.275296;QoS 1
584;Gómez et al.;1.933856;QoS 1
585;Gómez et al.;2.063936;QoS 1
586;Gómez et al.;2.055264;QoS 1
587;Gómez et al.;5.0297600000000005;QoS 1
588;Gómez et al.;4.431392;QoS 1
589;Gómez et al.;0.21680000000000002;QoS 1
590;Gómez et al.;3.477472;QoS 1
591;Gómez et al.;4.804288;QoS 1
592;Gómez et al.;5.454688;QoS 1
593;Gómez et al.;5.827584;QoS 1
594;Gómez et al.;5.133824;QoS 1
595;Gómez et al.;5.0644480000000005;QoS 1
596;Gómez et al.;5.142496;QoS 1
597;Gómez et al.;5.593439999999999;QoS 1
598;Gómez et al.;5.775551999999999;QoS 1
599;Gómez et al.;5.498048;QoS 1
600;Gómez et al.;4.1192;QoS 1
601;Gómez et al.;null;QoS 1
602;Gómez et al.;null;QoS 1
603;Gómez et al.;null;QoS 1
604;Gómez et al.;null;QoS 1
605;Gómez et al.;null;QoS 1
606;Gómez et al.;null;QoS 1
607;Gómez et al.;null;QoS 1
608;Gómez et al.;null;QoS 1
609;Gómez et al.;null;QoS 1
610;Gómez et al.;null;QoS 1
611;Gómez et al.;null;QoS 1
612;Gómez et al.;null;QoS 1
613;Gómez et al.;null;QoS 1
614;Gómez et al.;null;QoS 1
615;Gómez et al.;null;QoS 1
616;Gómez et al.;null;QoS 1
617;Gómez et al.;null;QoS 1
618;Gómez et al.;null;QoS 1
619;Gómez et al.;null;QoS 1
620;Gómez et al.;null;QoS 1
621;Gómez et al.;null;QoS 1
622;Gómez et al.;null;QoS 1
623;Gómez et al.;null;QoS 1
624;Gómez et al.;null;QoS 1
625;Gómez et al.;null;QoS 1
626;Gómez et al.;null;QoS 1
627;Gómez et al.;null;QoS 1
628;Gómez et al.;null;QoS 1
629;Gómez et al.;null;QoS 1
630;Gómez et al.;null;QoS 1
631;Gómez et al.;null;QoS 1
632;Gómez et al.;null;QoS 1
633;Gómez et al.;null;QoS 1
634;Gómez et al.;null;QoS 1
635;Gómez et al.;null;QoS 1
636;Gómez et al.;null;QoS 1
637;Gómez et al.;null;QoS 1
638;Gómez et al.;null;QoS 1
639;Gómez et al.;null;QoS 1
640;Gómez et al.;null;QoS 1
641;Gómez et al.;null;QoS 1
642;Gómez et al.;null;QoS 1
643;Gómez et al.;null;QoS 1
644;Gómez et al.;null;QoS 1
645;Gómez et al.;null;QoS 1
646;Gómez et al.;null;QoS 1
647;Gómez et al.;null;QoS 1
648;Gómez et al.;null;QoS 1
649;Gómez et al.;null;QoS 1
650;Gómez et al.;null;QoS 1
651;Gómez et al.;null;QoS 1
652;Gómez et al.;null;QoS 1
653;Gómez et al.;null;QoS 1
654;Gómez et al.;null;QoS 1
655;Gómez et al.;null;QoS 1
656;Gómez et al.;null;QoS 1
657;Gómez et al.;null;QoS 1
658;Gómez et al.;null;QoS 1
659;Gómez et al.;null;QoS 1
660;Gómez et al.;null;QoS 1
661;Gómez et al.;null;QoS 1
662;Gómez et al.;null;QoS 1
663;Gómez et al.;null;QoS 1
664;Gómez et al.;null;QoS 1
665;Gómez et al.;null;QoS 1
666;Gómez et al.;null;QoS 1
667;Gómez et al.;null;QoS 1
668;Gómez et al.;null;QoS 1
669;Gómez et al.;null;QoS 1
670;Gómez et al.;null;QoS 1
671;Gómez et al.;null;QoS 1
672;Gómez et al.;null;QoS 1
673;Gómez et al.;null;QoS 1
674;Gómez et al.;null;QoS 1
675;Gómez et al.;null;QoS 1
676;Gómez et al.;null;QoS 1
677;Gómez et al.;null;QoS 1
678;Gómez et al.;null;QoS 1
679;Gómez et al.;null;QoS 1
680;Gómez et al.;null;QoS 1
