#;approach;throughput;slice
1911;Gómez et al.;8.299104;BE 1
1912;Gómez et al.;9.1056;BE 1
1913;Gómez et al.;null;BE 1
1914;Gómez et al.;16.08656;BE 1
1915;Gómez et al.;9.686624;BE 1
1916;Gómez et al.;12.288224;BE 1
1917;Gómez et al.;12.44432;BE 1
1918;Gómez et al.;12.981984;BE 1
1919;Gómez et al.;11.715872;BE 1
1920;Gómez et al.;12.548384;BE 1
1921;Gómez et al.;12.825888;BE 1
1922;Gómez et al.;11.646495999999999;BE 1
1923;Gómez et al.;13.415584;BE 1
1924;Gómez et al.;11.66384;BE 1
1925;Gómez et al.;12.123456000000001;BE 1
1926;Gómez et al.;13.91856;BE 1
1927;Gómez et al.;10.900704;BE 1
1928;Gómez et al.;10.770624;BE 1
1929;Gómez et al.;5.125152;BE 1
1930;Gómez et al.;6.842207999999999;BE 1
1931;Gómez et al.;0.676416;BE 1
1932;Gómez et al.;1.595648;BE 1
1933;Gómez et al.;8.377152;BE 1
1934;Gómez et al.;6.295872;BE 1
1935;Gómez et al.;7.770112;BE 1
1936;Gómez et al.;8.221056;BE 1
1937;Gómez et al.;8.975520000000001;BE 1
1938;Gómez et al.;6.269856;BE 1
1939;Gómez et al.;8.420512;BE 1
1940;Gómez et al.;7.700736;BE 1
1941;Gómez et al.;2.610272;BE 1
1942;Gómez et al.;3.061216;BE 1
1943;Gómez et al.;3.1045760000000002;BE 1
1944;Gómez et al.;5.602112;BE 1
1945;Gómez et al.;6.772832;BE 1
1946;Gómez et al.;7.509952;BE 1
1947;Gómez et al.;7.9088639999999995;BE 1
1948;Gómez et al.;7.197760000000001;BE 1
1949;Gómez et al.;0.182112;BE 1
1950;Gómez et al.;0.372896;BE 1
1951;Gómez et al.;3.278016;BE 1
1952;Gómez et al.;3.7463040000000003;BE 1
1953;Gómez et al.;29.83168;BE 1
1954;Gómez et al.;18.12448;BE 1
1955;Gómez et al.;20.240448;BE 1
1956;Gómez et al.;20.006304;BE 1
1957;Gómez et al.;21.445856;BE 1
1958;Gómez et al.;21.220384;BE 1
1959;Gómez et al.;20.622016;BE 1
1960;Gómez et al.;20.353184000000002;BE 1
1961;Gómez et al.;21.844768;BE 1
1962;Gómez et al.;20.084352;BE 1
1963;Gómez et al.;23.509792;BE 1
1964;Gómez et al.;18.367296;BE 1
1965;Gómez et al.;21.350464;BE 1
1966;Gómez et al.;21.584608;BE 1
1967;Gómez et al.;null;BE 1
1968;Gómez et al.;null;BE 1
1969;Gómez et al.;null;BE 1
1970;Gómez et al.;null;BE 1
1971;Gómez et al.;null;BE 1
1972;Gómez et al.;null;BE 1
1973;Gómez et al.;null;BE 1
1974;Gómez et al.;null;BE 1
1975;Gómez et al.;null;BE 1
1976;Gómez et al.;null;BE 1
1977;Gómez et al.;null;BE 1
1978;Gómez et al.;null;BE 1
1979;Gómez et al.;null;BE 1
1980;Gómez et al.;null;BE 1
1981;Gómez et al.;null;BE 1
1982;Gómez et al.;null;BE 1
1983;Gómez et al.;null;BE 1
1984;Gómez et al.;null;BE 1
1985;Gómez et al.;null;BE 1
1986;Gómez et al.;null;BE 1
1987;Gómez et al.;0;BE 1
1988;Gómez et al.;0;BE 1
1989;Gómez et al.;0;BE 1
1990;Gómez et al.;0;BE 1
1991;Gómez et al.;7.84816;BE 1
1992;Gómez et al.;16.910400000000003;BE 1
1993;Gómez et al.;null;BE 1
1994;Gómez et al.;5.168512;BE 1
1995;Gómez et al.;3.3040320000000003;BE 1
1996;Gómez et al.;null;BE 1
1997;Gómez et al.;1.9945599999999999;BE 1
1998;Gómez et al.;1.64768;BE 1
1999;Gómez et al.;1.031968;BE 1
2000;Gómez et al.;null;BE 1
2001;Gómez et al.;1.743072;BE 1
2002;Gómez et al.;0.754464;BE 1
2003;Gómez et al.;0.641728;BE 1
2004;Gómez et al.;0.9452480000000001;BE 1
2005;Gómez et al.;1.5869760000000002;BE 1
2006;Gómez et al.;2.5322240000000003;BE 1
2007;Gómez et al.;2.5322240000000003;BE 1
2008;Gómez et al.;2.436832;BE 1
2009;Gómez et al.;1.248768;BE 1
2010;Gómez et al.;1.5175999999999998;BE 1
2011;Gómez et al.;1.942528;BE 1
2012;Gómez et al.;3.607552;BE 1
2013;Gómez et al.;2.5148800000000002;BE 1
2014;Gómez et al.;2.835744;BE 1
2015;Gómez et al.;2.9744960000000003;BE 1
2016;Gómez et al.;3.356064;BE 1
2017;Gómez et al.;2.9051199999999997;BE 1
2018;Gómez et al.;2.9918400000000003;BE 1
2019;Gómez et al.;3.3647359999999997;BE 1
2020;Gómez et al.;3.486144;BE 1
2021;Gómez et al.;2.324096;BE 1
2022;Gómez et al.;2.9744960000000003;BE 1
2023;Gómez et al.;3.16528;BE 1
2024;Gómez et al.;2.7576959999999997;BE 1
2025;Gómez et al.;2.983168;BE 1
2026;Gómez et al.;2.9744960000000003;BE 1
2027;Gómez et al.;null;BE 1
2028;Gómez et al.;null;BE 1
2029;Gómez et al.;null;BE 1
2030;Gómez et al.;null;BE 1
2031;Gómez et al.;null;BE 1
2032;Gómez et al.;null;BE 1
2033;Gómez et al.;null;BE 1
2034;Gómez et al.;null;BE 1
2035;Gómez et al.;null;BE 1
2036;Gómez et al.;null;BE 1
2037;Gómez et al.;null;BE 1
2038;Gómez et al.;null;BE 1
2039;Gómez et al.;null;BE 1
2040;Gómez et al.;null;BE 1
2041;Gómez et al.;null;BE 1
2042;Gómez et al.;null;BE 1
2043;Gómez et al.;null;BE 1
2044;Gómez et al.;null;BE 1
2045;Gómez et al.;null;BE 1
2046;Gómez et al.;null;BE 1
2047;Gómez et al.;0.060704;BE 1
2048;Gómez et al.;0.10406399999999999;BE 1
2049;Gómez et al.;0.121408;BE 1
2050;Gómez et al.;0.13875200000000001;BE 1
2051;Gómez et al.;2.454176;BE 1
2052;Gómez et al.;3.7636480000000003;BE 1
2053;Gómez et al.;3.6856;BE 1
2054;Gómez et al.;3.6335680000000004;BE 1
2055;Gómez et al.;3.7636480000000003;BE 1
2056;Gómez et al.;3.6856;BE 1
2057;Gómez et al.;2.480192;BE 1
2058;Gómez et al.;1.240096;BE 1
2059;Gómez et al.;1.2661120000000001;BE 1
2060;Gómez et al.;1.621664;BE 1
2061;Gómez et al.;1.595648;BE 1
2062;Gómez et al.;0.82384;BE 1
2063;Gómez et al.;0.82384;BE 1
2064;Gómez et al.;0.9192319999999999;BE 1
2065;Gómez et al.;1.5783040000000002;BE 1
2066;Gómez et al.;3.919744;BE 1
2067;Gómez et al.;null;BE 1
2068;Gómez et al.;null;BE 1
2069;Gómez et al.;null;BE 1
2070;Gómez et al.;null;BE 1
2071;Gómez et al.;null;BE 1
2072;Gómez et al.;null;BE 1
2073;Gómez et al.;null;BE 1
2074;Gómez et al.;null;BE 1
2075;Gómez et al.;null;BE 1
2076;Gómez et al.;null;BE 1
2077;Gómez et al.;null;BE 1
2078;Gómez et al.;null;BE 1
2079;Gómez et al.;null;BE 1
2080;Gómez et al.;null;BE 1
2081;Gómez et al.;null;BE 1
2082;Gómez et al.;null;BE 1
2083;Gómez et al.;null;BE 1
2084;Gómez et al.;null;BE 1
2085;Gómez et al.;null;BE 1
2086;Gómez et al.;null;BE 1
2087;Gómez et al.;null;BE 1
2088;Gómez et al.;null;BE 1
2089;Gómez et al.;null;BE 1
2090;Gómez et al.;null;BE 1
2091;Gómez et al.;null;BE 1
2092;Gómez et al.;null;BE 1
2093;Gómez et al.;null;BE 1
2094;Gómez et al.;null;BE 1
2095;Gómez et al.;null;BE 1
2096;Gómez et al.;null;BE 1
2097;Gómez et al.;null;BE 1
2098;Gómez et al.;null;BE 1
2099;Gómez et al.;null;BE 1
2100;Gómez et al.;null;BE 1
2101;Gómez et al.;null;BE 1
2102;Gómez et al.;null;BE 1
2103;Gómez et al.;null;BE 1
2104;Gómez et al.;null;BE 1
2105;Gómez et al.;null;BE 1
2106;Gómez et al.;null;BE 1
2107;Gómez et al.;null;BE 1
2108;Gómez et al.;null;BE 1
2109;Gómez et al.;null;BE 1
2110;Gómez et al.;null;BE 1
2111;Gómez et al.;null;BE 1
2112;Gómez et al.;null;BE 1
2113;Gómez et al.;null;BE 1
2114;Gómez et al.;null;BE 1
2115;Gómez et al.;null;BE 1
2116;Gómez et al.;null;BE 1
2117;Gómez et al.;null;BE 1
2118;Gómez et al.;null;BE 1
2119;Gómez et al.;null;BE 1
2120;Gómez et al.;null;BE 1
2121;Gómez et al.;null;BE 1
2122;Gómez et al.;null;BE 1
2123;Gómez et al.;null;BE 1
2124;Gómez et al.;null;BE 1
2125;Gómez et al.;null;BE 1
2126;Gómez et al.;null;BE 1
2127;Gómez et al.;null;BE 1
2128;Gómez et al.;null;BE 1
2129;Gómez et al.;null;BE 1
2130;Gómez et al.;null;BE 1
2131;Gómez et al.;null;BE 1
2132;Gómez et al.;null;BE 1
2133;Gómez et al.;null;BE 1
2134;Gómez et al.;null;BE 1
2135;Gómez et al.;null;BE 1
2136;Gómez et al.;null;BE 1
2137;Gómez et al.;null;BE 1
2138;Gómez et al.;null;BE 1
2139;Gómez et al.;null;BE 1
2140;Gómez et al.;null;BE 1
2141;Gómez et al.;null;BE 1
2142;Gómez et al.;null;BE 1
2143;Gómez et al.;null;BE 1
2144;Gómez et al.;null;BE 1
2145;Gómez et al.;null;BE 1
2146;Gómez et al.;null;BE 1
2147;Gómez et al.;null;BE 1
2148;Gómez et al.;null;BE 1
2149;Gómez et al.;null;BE 1
2150;Gómez et al.;null;BE 1
2151;Gómez et al.;null;BE 1
2152;Gómez et al.;null;BE 1
2153;Gómez et al.;null;BE 1
2154;Gómez et al.;null;BE 1
2155;Gómez et al.;null;BE 1
2156;Gómez et al.;null;BE 1
2157;Gómez et al.;null;BE 1
2158;Gómez et al.;null;BE 1
2159;Gómez et al.;null;BE 1
2160;Gómez et al.;null;BE 1
2161;Gómez et al.;null;BE 1
2162;Gómez et al.;null;BE 1
2163;Gómez et al.;null;BE 1
2164;Gómez et al.;null;BE 1
2165;Gómez et al.;null;BE 1
2166;Gómez et al.;null;BE 1
2167;Gómez et al.;null;BE 1
2168;Gómez et al.;null;BE 1
2169;Gómez et al.;null;BE 1
2170;Gómez et al.;null;BE 1
2171;Gómez et al.;null;BE 1
2172;Gómez et al.;null;BE 1
2173;Gómez et al.;null;BE 1
2174;Gómez et al.;null;BE 1
2175;Gómez et al.;null;BE 1
2176;Gómez et al.;null;BE 1
2177;Gómez et al.;null;BE 1
2178;Gómez et al.;null;BE 1
2179;Gómez et al.;null;BE 1
2180;Gómez et al.;null;BE 1
2181;Gómez et al.;null;BE 1
2182;Gómez et al.;null;BE 1
2183;Gómez et al.;null;BE 1
2184;Gómez et al.;null;BE 1
2185;Gómez et al.;null;BE 1
2186;Gómez et al.;null;BE 1
2187;Gómez et al.;null;BE 1
2188;Gómez et al.;null;BE 1
2189;Gómez et al.;null;BE 1
2190;Gómez et al.;null;BE 1
2191;Gómez et al.;null;BE 1
2192;Gómez et al.;null;BE 1
2193;Gómez et al.;null;BE 1
2194;Gómez et al.;null;BE 1
2195;Gómez et al.;null;BE 1
2196;Gómez et al.;null;BE 1
2197;Gómez et al.;null;BE 1
2198;Gómez et al.;null;BE 1
2199;Gómez et al.;null;BE 1
2200;Gómez et al.;null;BE 1
2201;Gómez et al.;null;BE 1
2202;Gómez et al.;null;BE 1
2203;Gómez et al.;null;BE 1
2204;Gómez et al.;null;BE 1
2205;Gómez et al.;null;BE 1
2206;Gómez et al.;null;BE 1
2207;Gómez et al.;null;BE 1
2208;Gómez et al.;null;BE 1
2209;Gómez et al.;null;BE 1
2210;Gómez et al.;null;BE 1
2211;Gómez et al.;null;BE 1
2212;Gómez et al.;null;BE 1
2213;Gómez et al.;null;BE 1
2214;Gómez et al.;null;BE 1
2215;Gómez et al.;null;BE 1
2216;Gómez et al.;null;BE 1
2217;Gómez et al.;null;BE 1
2218;Gómez et al.;null;BE 1
2219;Gómez et al.;null;BE 1
2220;Gómez et al.;null;BE 1
2221;Gómez et al.;null;BE 1
2222;Gómez et al.;null;BE 1
2223;Gómez et al.;null;BE 1
2224;Gómez et al.;null;BE 1
2225;Gómez et al.;null;BE 1
2226;Gómez et al.;null;BE 1
2227;Gómez et al.;null;BE 1
2228;Gómez et al.;null;BE 1
2229;Gómez et al.;null;BE 1
2230;Gómez et al.;null;BE 1
2231;Gómez et al.;null;BE 1
2232;Gómez et al.;null;BE 1
2233;Gómez et al.;null;BE 1
2234;Gómez et al.;null;BE 1
2235;Gómez et al.;null;BE 1
2236;Gómez et al.;null;BE 1
2237;Gómez et al.;null;BE 1
2238;Gómez et al.;null;BE 1
2239;Gómez et al.;null;BE 1
2240;Gómez et al.;null;BE 1
2241;Gómez et al.;null;BE 1
2242;Gómez et al.;null;BE 1
2243;Gómez et al.;null;BE 1
2244;Gómez et al.;null;BE 1
2245;Gómez et al.;null;BE 1
2246;Gómez et al.;null;BE 1
2247;Gómez et al.;null;BE 1
2248;Gómez et al.;null;BE 1
2249;Gómez et al.;null;BE 1
2250;Gómez et al.;null;BE 1
2251;Gómez et al.;null;BE 1
2252;Gómez et al.;null;BE 1
2253;Gómez et al.;null;BE 1
2254;Gómez et al.;null;BE 1
2255;Gómez et al.;null;BE 1
2256;Gómez et al.;null;BE 1
2257;Gómez et al.;null;BE 1
2258;Gómez et al.;null;BE 1
2259;Gómez et al.;null;BE 1
2260;Gómez et al.;null;BE 1
2261;Gómez et al.;null;BE 1
2262;Gómez et al.;null;BE 1
2263;Gómez et al.;null;BE 1
2264;Gómez et al.;null;BE 1
2265;Gómez et al.;null;BE 1
2266;Gómez et al.;null;BE 1
2267;Gómez et al.;0;BE 1
2268;Gómez et al.;0;BE 1
2269;Gómez et al.;0;BE 1
2270;Gómez et al.;0;BE 1
2271;Gómez et al.;0.10406399999999999;BE 1
2272;Gómez et al.;2.150656;BE 1
2273;Gómez et al.;2.2373760000000003;BE 1
2274;Gómez et al.;2.792384;BE 1
2275;Gómez et al.;2.792384;BE 1
2276;Gómez et al.;2.8097280000000002;BE 1
2277;Gómez et al.;3.0091840000000003;BE 1
2278;Gómez et al.;3.260672;BE 1
2279;Gómez et al.;2.5755839999999997;BE 1
2280;Gómez et al.;2.77504;BE 1
2281;Gómez et al.;2.566912;BE 1
2282;Gómez et al.;2.8097280000000002;BE 1
2283;Gómez et al.;2.9744960000000003;BE 1
2284;Gómez et al.;2.4108159999999996;BE 1
2285;Gómez et al.;2.77504;BE 1
2286;Gómez et al.;2.8097280000000002;BE 1
2287;Gómez et al.;2.68832;BE 1
2288;Gómez et al.;2.1159679999999996;BE 1
2289;Gómez et al.;0.30351999999999996;BE 1
2290;Gómez et al.;3.442784;BE 1
2291;Gómez et al.;4.07584;BE 1
2292;Gómez et al.;4.240608;BE 1
2293;Gómez et al.;4.431392;BE 1
2294;Gómez et al.;3.6856;BE 1
2295;Gómez et al.;3.833024;BE 1
2296;Gómez et al.;4.041152;BE 1
2297;Gómez et al.;2.176672;BE 1
2298;Gómez et al.;1.77776;BE 1
2299;Gómez et al.;1.2661120000000001;BE 1
2300;Gómez et al.;2.176672;BE 1
2301;Gómez et al.;1.699712;BE 1
2302;Gómez et al.;0.8411839999999999;BE 1
2303;Gómez et al.;0.82384;BE 1
2304;Gómez et al.;1.2661120000000001;BE 1
2305;Gómez et al.;1.7083840000000001;BE 1
2306;Gómez et al.;4.388032;BE 1
2307;Gómez et al.;3.7636480000000003;BE 1
2308;Gómez et al.;3.000512;BE 1
2309;Gómez et al.;1.2140799999999998;BE 1
2310;Gómez et al.;1.769088;BE 1
2311;Gómez et al.;0.52032;BE 1
2312;Gómez et al.;0.47696;BE 1
2313;Gómez et al.;0.52032;BE 1
2314;Gómez et al.;0.46828800000000004;BE 1
2315;Gómez et al.;0.450944;BE 1
2316;Gómez et al.;0.511648;BE 1
2317;Gómez et al.;0.52032;BE 1
2318;Gómez et al.;0.46828800000000004;BE 1
2319;Gómez et al.;1.4308800000000002;BE 1
2320;Gómez et al.;5.263904;BE 1
2321;Gómez et al.;4.786944;BE 1
2322;Gómez et al.;4.951712000000001;BE 1
2323;Gómez et al.;5.107808;BE 1
2324;Gómez et al.;4.388032;BE 1
2325;Gómez et al.;5.0297600000000005;BE 1
2326;Gómez et al.;4.7696000000000005;BE 1
2327;Gómez et al.;null;BE 1
2328;Gómez et al.;null;BE 1
2329;Gómez et al.;null;BE 1
2330;Gómez et al.;null;BE 1
2331;Gómez et al.;null;BE 1
2332;Gómez et al.;null;BE 1
2333;Gómez et al.;null;BE 1
2334;Gómez et al.;null;BE 1
2335;Gómez et al.;null;BE 1
2336;Gómez et al.;null;BE 1
2337;Gómez et al.;null;BE 1
2338;Gómez et al.;null;BE 1
2339;Gómez et al.;null;BE 1
2340;Gómez et al.;null;BE 1
2341;Gómez et al.;null;BE 1
2342;Gómez et al.;null;BE 1
2343;Gómez et al.;null;BE 1
2344;Gómez et al.;null;BE 1
2345;Gómez et al.;null;BE 1
2346;Gómez et al.;null;BE 1
2347;Gómez et al.;null;BE 1
2348;Gómez et al.;null;BE 1
2349;Gómez et al.;null;BE 1
2350;Gómez et al.;null;BE 1
2351;Gómez et al.;null;BE 1
2352;Gómez et al.;null;BE 1
2353;Gómez et al.;null;BE 1
2354;Gómez et al.;null;BE 1
2355;Gómez et al.;null;BE 1
2356;Gómez et al.;null;BE 1
2357;Gómez et al.;null;BE 1
2358;Gómez et al.;null;BE 1
2359;Gómez et al.;null;BE 1
2360;Gómez et al.;null;BE 1
2361;Gómez et al.;null;BE 1
2362;Gómez et al.;null;BE 1
2363;Gómez et al.;null;BE 1
2364;Gómez et al.;null;BE 1
2365;Gómez et al.;null;BE 1
2366;Gómez et al.;null;BE 1
2367;Gómez et al.;null;BE 1
2368;Gómez et al.;null;BE 1
2369;Gómez et al.;null;BE 1
2370;Gómez et al.;null;BE 1
2371;Gómez et al.;null;BE 1
2372;Gómez et al.;null;BE 1
2373;Gómez et al.;null;BE 1
2374;Gómez et al.;null;BE 1
2375;Gómez et al.;null;BE 1
2376;Gómez et al.;null;BE 1
2377;Gómez et al.;null;BE 1
2378;Gómez et al.;null;BE 1
2379;Gómez et al.;null;BE 1
2380;Gómez et al.;null;BE 1
2381;Gómez et al.;null;BE 1
2382;Gómez et al.;null;BE 1
2383;Gómez et al.;null;BE 1
2384;Gómez et al.;null;BE 1
2385;Gómez et al.;null;BE 1
2386;Gómez et al.;null;BE 1
2387;Gómez et al.;null;BE 1
2388;Gómez et al.;null;BE 1
2389;Gómez et al.;null;BE 1
2390;Gómez et al.;null;BE 1
2391;Gómez et al.;null;BE 1
2392;Gómez et al.;null;BE 1
2393;Gómez et al.;null;BE 1
2394;Gómez et al.;null;BE 1
2395;Gómez et al.;null;BE 1
2396;Gómez et al.;null;BE 1
2397;Gómez et al.;null;BE 1
2398;Gómez et al.;null;BE 1
2399;Gómez et al.;null;BE 1
2400;Gómez et al.;null;BE 1
2401;Gómez et al.;null;BE 1
2402;Gómez et al.;null;BE 1
2403;Gómez et al.;null;BE 1
2404;Gómez et al.;null;BE 1
2405;Gómez et al.;null;BE 1
2406;Gómez et al.;null;BE 1
2407;Gómez et al.;null;BE 1
2408;Gómez et al.;null;BE 1
2409;Gómez et al.;null;BE 1
2410;Gómez et al.;null;BE 1
2411;Gómez et al.;null;BE 1
2412;Gómez et al.;null;BE 1
2413;Gómez et al.;null;BE 1
2414;Gómez et al.;null;BE 1
2415;Gómez et al.;null;BE 1
2416;Gómez et al.;null;BE 1
2417;Gómez et al.;null;BE 1
2418;Gómez et al.;null;BE 1
2419;Gómez et al.;null;BE 1
2420;Gómez et al.;null;BE 1
2421;Gómez et al.;null;BE 1
2422;Gómez et al.;null;BE 1
2423;Gómez et al.;null;BE 1
2424;Gómez et al.;null;BE 1
2425;Gómez et al.;null;BE 1
2426;Gómez et al.;null;BE 1
2427;Gómez et al.;null;BE 1
2428;Gómez et al.;null;BE 1
2429;Gómez et al.;null;BE 1
2430;Gómez et al.;null;BE 1
2431;Gómez et al.;null;BE 1
2432;Gómez et al.;null;BE 1
2433;Gómez et al.;null;BE 1
2434;Gómez et al.;null;BE 1
2435;Gómez et al.;null;BE 1
2436;Gómez et al.;null;BE 1
2437;Gómez et al.;null;BE 1
2438;Gómez et al.;null;BE 1
2439;Gómez et al.;null;BE 1
2440;Gómez et al.;null;BE 1
2441;Gómez et al.;null;BE 1
2442;Gómez et al.;null;BE 1
2443;Gómez et al.;null;BE 1
2444;Gómez et al.;null;BE 1
2445;Gómez et al.;null;BE 1
2446;Gómez et al.;null;BE 1
2447;Gómez et al.;null;BE 1
2448;Gómez et al.;null;BE 1
2449;Gómez et al.;null;BE 1
2450;Gómez et al.;null;BE 1
2451;Gómez et al.;null;BE 1
2452;Gómez et al.;null;BE 1
2453;Gómez et al.;null;BE 1
2454;Gómez et al.;null;BE 1
2455;Gómez et al.;null;BE 1
2456;Gómez et al.;null;BE 1
2457;Gómez et al.;null;BE 1
2458;Gómez et al.;null;BE 1
2459;Gómez et al.;null;BE 1
2460;Gómez et al.;null;BE 1
2461;Gómez et al.;null;BE 1
2462;Gómez et al.;null;BE 1
2463;Gómez et al.;null;BE 1
2464;Gómez et al.;null;BE 1
2465;Gómez et al.;null;BE 1
2466;Gómez et al.;null;BE 1
2467;Gómez et al.;null;BE 1
2468;Gómez et al.;null;BE 1
2469;Gómez et al.;null;BE 1
2470;Gómez et al.;null;BE 1
2471;Gómez et al.;null;BE 1
2472;Gómez et al.;null;BE 1
2473;Gómez et al.;null;BE 1
2474;Gómez et al.;null;BE 1
2475;Gómez et al.;null;BE 1
2476;Gómez et al.;null;BE 1
2477;Gómez et al.;null;BE 1
2478;Gómez et al.;null;BE 1
2479;Gómez et al.;null;BE 1
2480;Gómez et al.;null;BE 1
2481;Gómez et al.;null;BE 1
2482;Gómez et al.;null;BE 1
2483;Gómez et al.;null;BE 1
2484;Gómez et al.;null;BE 1
2485;Gómez et al.;null;BE 1
2486;Gómez et al.;null;BE 1
2487;Gómez et al.;null;BE 1
2488;Gómez et al.;null;BE 1
2489;Gómez et al.;null;BE 1
2490;Gómez et al.;null;BE 1
2491;Gómez et al.;null;BE 1
2492;Gómez et al.;null;BE 1
2493;Gómez et al.;null;BE 1
2494;Gómez et al.;null;BE 1
2495;Gómez et al.;null;BE 1
2496;Gómez et al.;null;BE 1
2497;Gómez et al.;null;BE 1
2498;Gómez et al.;null;BE 1
2499;Gómez et al.;null;BE 1
2500;Gómez et al.;null;BE 1
2501;Gómez et al.;null;BE 1
2502;Gómez et al.;null;BE 1
2503;Gómez et al.;null;BE 1
2504;Gómez et al.;null;BE 1
2505;Gómez et al.;null;BE 1
2506;Gómez et al.;null;BE 1
2507;Gómez et al.;null;BE 1
2508;Gómez et al.;null;BE 1
2509;Gómez et al.;null;BE 1
2510;Gómez et al.;null;BE 1
2511;Gómez et al.;null;BE 1
2512;Gómez et al.;null;BE 1
2513;Gómez et al.;null;BE 1
2514;Gómez et al.;null;BE 1
2515;Gómez et al.;null;BE 1
2516;Gómez et al.;null;BE 1
2517;Gómez et al.;null;BE 1
2518;Gómez et al.;null;BE 1
2519;Gómez et al.;null;BE 1
2520;Gómez et al.;null;BE 1
2521;Gómez et al.;null;BE 1
2522;Gómez et al.;null;BE 1
2523;Gómez et al.;null;BE 1
2524;Gómez et al.;null;BE 1
2525;Gómez et al.;null;BE 1
2526;Gómez et al.;null;BE 1
2527;Gómez et al.;null;BE 1
2528;Gómez et al.;null;BE 1
2529;Gómez et al.;null;BE 1
2530;Gómez et al.;null;BE 1
2531;Gómez et al.;null;BE 1
2532;Gómez et al.;null;BE 1
2533;Gómez et al.;null;BE 1
2534;Gómez et al.;null;BE 1
2535;Gómez et al.;null;BE 1
2536;Gómez et al.;null;BE 1
2537;Gómez et al.;null;BE 1
2538;Gómez et al.;null;BE 1
2539;Gómez et al.;null;BE 1
2540;Gómez et al.;null;BE 1
2541;Gómez et al.;null;BE 1
2542;Gómez et al.;null;BE 1
2543;Gómez et al.;null;BE 1
2544;Gómez et al.;null;BE 1
2545;Gómez et al.;null;BE 1
2546;Gómez et al.;null;BE 1
2547;Gómez et al.;null;BE 1
2548;Gómez et al.;null;BE 1
2549;Gómez et al.;null;BE 1
2550;Gómez et al.;null;BE 1
2551;Gómez et al.;null;BE 1
2552;Gómez et al.;null;BE 1
2553;Gómez et al.;null;BE 1
2554;Gómez et al.;null;BE 1
2555;Gómez et al.;null;BE 1
2556;Gómez et al.;null;BE 1
2557;Gómez et al.;null;BE 1
2558;Gómez et al.;null;BE 1
2559;Gómez et al.;null;BE 1
2560;Gómez et al.;null;BE 1
2561;Gómez et al.;null;BE 1
2562;Gómez et al.;null;BE 1
2563;Gómez et al.;null;BE 1
2564;Gómez et al.;null;BE 1
2565;Gómez et al.;null;BE 1
2566;Gómez et al.;null;BE 1
2567;Gómez et al.;null;BE 1
2568;Gómez et al.;null;BE 1
2569;Gómez et al.;null;BE 1
2570;Gómez et al.;null;BE 1
2571;Gómez et al.;null;BE 1
2572;Gómez et al.;null;BE 1
2573;Gómez et al.;null;BE 1
2574;Gómez et al.;null;BE 1
2575;Gómez et al.;null;BE 1
2576;Gómez et al.;null;BE 1
2577;Gómez et al.;null;BE 1
2578;Gómez et al.;null;BE 1
2579;Gómez et al.;null;BE 1
2580;Gómez et al.;null;BE 1
2581;Gómez et al.;null;BE 1
2582;Gómez et al.;null;BE 1
2583;Gómez et al.;null;BE 1
2584;Gómez et al.;null;BE 1
2585;Gómez et al.;null;BE 1
2586;Gómez et al.;null;BE 1
2587;Gómez et al.;null;BE 1
2588;Gómez et al.;null;BE 1
2589;Gómez et al.;null;BE 1
2590;Gómez et al.;null;BE 1
2591;Gómez et al.;null;BE 1
2592;Gómez et al.;null;BE 1
2593;Gómez et al.;null;BE 1
2594;Gómez et al.;null;BE 1
2595;Gómez et al.;null;BE 1
2596;Gómez et al.;null;BE 1
2597;Gómez et al.;null;BE 1
2598;Gómez et al.;null;BE 1
2599;Gómez et al.;null;BE 1
2600;Gómez et al.;null;BE 1
2601;Gómez et al.;null;BE 1
2602;Gómez et al.;null;BE 1
2603;Gómez et al.;null;BE 1
2604;Gómez et al.;null;BE 1
2605;Gómez et al.;null;BE 1
2606;Gómez et al.;null;BE 1
2607;Gómez et al.;null;BE 1
2608;Gómez et al.;null;BE 1
2609;Gómez et al.;null;BE 1
2610;Gómez et al.;null;BE 1
2611;Gómez et al.;null;BE 1
2612;Gómez et al.;null;BE 1
2613;Gómez et al.;null;BE 1
2614;Gómez et al.;null;BE 1
2615;Gómez et al.;null;BE 1
2616;Gómez et al.;null;BE 1
2617;Gómez et al.;null;BE 1
2618;Gómez et al.;null;BE 1
2619;Gómez et al.;null;BE 1
2620;Gómez et al.;null;BE 1
2621;Gómez et al.;null;BE 1
2622;Gómez et al.;null;BE 1
2623;Gómez et al.;null;BE 1
2624;Gómez et al.;null;BE 1
2625;Gómez et al.;null;BE 1
2626;Gómez et al.;null;BE 1
2627;Gómez et al.;null;BE 1
2628;Gómez et al.;null;BE 1
2629;Gómez et al.;null;BE 1
2630;Gómez et al.;null;BE 1
2631;Gómez et al.;null;BE 1
2632;Gómez et al.;null;BE 1
2633;Gómez et al.;null;BE 1
2634;Gómez et al.;null;BE 1
2635;Gómez et al.;null;BE 1
2636;Gómez et al.;null;BE 1
2637;Gómez et al.;null;BE 1
2638;Gómez et al.;null;BE 1
2639;Gómez et al.;null;BE 1
2640;Gómez et al.;null;BE 1
2641;Gómez et al.;null;BE 1
2642;Gómez et al.;null;BE 1
2643;Gómez et al.;null;BE 1
2644;Gómez et al.;null;BE 1
2645;Gómez et al.;null;BE 1
2646;Gómez et al.;null;BE 1
2647;Gómez et al.;null;BE 1
