sep=;
"Time";"0x00";"0x01";"0x02";"0x03";"0x08";"0x20"
"2020-06-23T00:04:04+02:00";0;0;0;0;0;0
"2020-06-23T00:04:05+02:00";0;0;0;0;0;0
"2020-06-23T00:04:06+02:00";0;0;0;0;0;0
"2020-06-23T00:04:07+02:00";0;0;0;0;0;0
"2020-06-23T00:04:08+02:00";0;0;0;0;0;0
"2020-06-23T00:04:09+02:00";0;0;0;0;0;0
"2020-06-23T00:04:10+02:00";0;0;0;0;0;0
"2020-06-23T00:04:11+02:00";0;0;0;0;0;0
"2020-06-23T00:04:12+02:00";0;0;0;0;0;0
"2020-06-23T00:04:13+02:00";0;0;0;0;0;0
"2020-06-23T00:04:14+02:00";0;0;0;0;0;0
"2020-06-23T00:04:15+02:00";0;0;0;0;0;0
"2020-06-23T00:04:16+02:00";0;0;0;0;0;0
"2020-06-23T00:04:17+02:00";0;0;0;0;0;0
"2020-06-23T00:04:18+02:00";0;0;0;0;0;0
"2020-06-23T00:04:19+02:00";0;0;0;0;0;0
"2020-06-23T00:04:20+02:00";0;0;0;0;0;0
"2020-06-23T00:04:21+02:00";0;0;0;0;0;0
"2020-06-23T00:04:22+02:00";0;0;0;0;0;0
"2020-06-23T00:04:23+02:00";0;0;0;0;0;0
"2020-06-23T00:04:24+02:00";0;0;0;0;0;0
"2020-06-23T00:04:25+02:00";0;0;0;0;0;0
"2020-06-23T00:04:26+02:00";0;0;0;0;0;0
"2020-06-23T00:04:27+02:00";0;0;0;0;0;0
"2020-06-23T00:04:28+02:00";0;0;0;0;0;0
"2020-06-23T00:04:29+02:00";0;0;0;0;0;0
"2020-06-23T00:04:30+02:00";0;0;0;0;0;0
"2020-06-23T00:04:31+02:00";0;0;0;0;0;0
"2020-06-23T00:04:32+02:00";0;0;0;0;0;0
"2020-06-23T00:04:33+02:00";0;0;0;0;0;0
"2020-06-23T00:04:34+02:00";0;0;0;0;0;0
"2020-06-23T00:04:35+02:00";0;0;0;0;0;0
"2020-06-23T00:04:36+02:00";0;0;0;0;0;0
"2020-06-23T00:04:37+02:00";0;0;0;0;0;0
"2020-06-23T00:04:38+02:00";0;0;0;0;0;0
"2020-06-23T00:04:39+02:00";0;0;0;0;0;0
"2020-06-23T00:04:40+02:00";0;0;0;0;0;0
"2020-06-23T00:04:41+02:00";0;0;0;0;0;0
"2020-06-23T00:04:42+02:00";0;0;0;0;0;0
"2020-06-23T00:04:43+02:00";0;0;0;0;0;0
"2020-06-23T00:04:44+02:00";0;0;0;0;0;0
"2020-06-23T00:04:45+02:00";0;0;0;0;0;0
"2020-06-23T00:04:46+02:00";0;0;0;0;0;0
"2020-06-23T00:04:47+02:00";0;0;0;0;0;0
"2020-06-23T00:04:48+02:00";0;0;0;0;0;0
"2020-06-23T00:04:49+02:00";0;0;0;0;0;0
"2020-06-23T00:04:50+02:00";0;0;0;0;0;0
"2020-06-23T00:04:51+02:00";0;0;0;0;0;0
"2020-06-23T00:04:52+02:00";0;0;0;0;0;0
"2020-06-23T00:04:53+02:00";0;0;0;0;0;0
"2020-06-23T00:04:54+02:00";0;0;0;0;0;0
"2020-06-23T00:04:55+02:00";0;0;0;0;0;0
"2020-06-23T00:04:56+02:00";0;0;0;0;0;0
"2020-06-23T00:04:57+02:00";0;0;0;0;0;0
"2020-06-23T00:04:58+02:00";0;0;0;0;0;0
"2020-06-23T00:04:59+02:00";0;0;0;0;0;0
"2020-06-23T00:05:00+02:00";0;0;0;0;0;0
"2020-06-23T00:05:01+02:00";0;0;0;0;0;0
"2020-06-23T00:05:02+02:00";0;0;0;0;0;0
"2020-06-23T00:05:03+02:00";0;0;0;0;0;0
"2020-06-23T00:05:04+02:00";0;0;0;0;0;0
"2020-06-23T00:05:05+02:00";0;0;0;0;0;0
"2020-06-23T00:05:06+02:00";0;0;0;0;0;0
"2020-06-23T00:05:07+02:00";0;0;0;0;0;0
"2020-06-23T00:05:08+02:00";0;0;0;0;0;0
"2020-06-23T00:05:09+02:00";0;0;0;0;0;0
"2020-06-23T00:05:10+02:00";0;0;0;0;0;0
"2020-06-23T00:05:11+02:00";0;0;0;0;0;0
"2020-06-23T00:05:12+02:00";0;0;0;0;0;0
"2020-06-23T00:05:13+02:00";0;0;0;0;0;0
"2020-06-23T00:05:14+02:00";0;0;0;0;0;0
"2020-06-23T00:05:15+02:00";0;0;0;0;0;0
"2020-06-23T00:05:16+02:00";0;0;0;0;0;0
"2020-06-23T00:05:17+02:00";0;0;0;0;0;0
"2020-06-23T00:05:18+02:00";0;0;0;0;0;0
"2020-06-23T00:05:19+02:00";0;0;0;0;0;0
"2020-06-23T00:05:20+02:00";0;0;0;0;0;0
"2020-06-23T00:05:21+02:00";0;0;0;0;0;0
"2020-06-23T00:05:22+02:00";0;0;0;0;0;0
"2020-06-23T00:05:23+02:00";0;0;0;0;0;0
"2020-06-23T00:05:24+02:00";0;0;0;0;0;0
"2020-06-23T00:05:25+02:00";0;0;0;0;0;0
"2020-06-23T00:05:26+02:00";0;0;0;0;0;0
"2020-06-23T00:05:27+02:00";0;0;0;0;0;0
"2020-06-23T00:05:28+02:00";0;0;0;0;0;0
"2020-06-23T00:05:29+02:00";0;0;0;0;0;0
"2020-06-23T00:05:30+02:00";0;0;0;0;0;0
"2020-06-23T00:05:31+02:00";0;0;0;0;0;0
"2020-06-23T00:05:32+02:00";0;0;0;0;0;0
"2020-06-23T00:05:33+02:00";0;0;0;0;0;0
"2020-06-23T00:05:34+02:00";0;0;0;0;0;0
"2020-06-23T00:05:35+02:00";0;0;0;0;0;0
"2020-06-23T00:05:36+02:00";0;0;0;0;0;0
"2020-06-23T00:05:37+02:00";0;0;0;0;0;0
"2020-06-23T00:05:38+02:00";0;0;0;0;0;0
"2020-06-23T00:05:39+02:00";0;0;0;0;0;0
"2020-06-23T00:05:40+02:00";0;0;0;0;0;0
"2020-06-23T00:05:41+02:00";0;0;0;0;0;0
"2020-06-23T00:05:42+02:00";0.0018720000000000002;0;0;0;0;0
"2020-06-23T00:05:43+02:00";0.001728;0;0;0;0;0
"2020-06-23T00:05:44+02:00";0.002976;0;0;0;0;0
"2020-06-23T00:05:45+02:00";0.0036;0;0;0;0;0
"2020-06-23T00:05:46+02:00";0.002496;0;0;0;0;0
"2020-06-23T00:05:47+02:00";0.0018720000000000002;0;0;0;0;0
"2020-06-23T00:05:48+02:00";0.012072;0;0;0;0.589696;0
"2020-06-23T00:05:49+02:00";0.002576;0;0;0;4.344671999999999;0
"2020-06-23T00:05:50+02:00";0.002352;0;0;0;3.9891199999999998;0
"2020-06-23T00:05:51+02:00";0.002352;0;0;0;3.937088;0
"2020-06-23T00:05:52+02:00";0.0018720000000000002;0;0;0;4.015136;0
"2020-06-23T00:05:53+02:00";0.007392;0;0;0;4.1192;0
"2020-06-23T00:05:54+02:00";0.009936;0;0;0;3.9717759999999998;0
"2020-06-23T00:05:55+02:00";0.005488000000000001;0;0;0;4.344671999999999;0
"2020-06-23T00:05:56+02:00";0.002496;0;0;0;4.448736;0
"2020-06-23T00:05:57+02:00";0.004607999999999999;0;0;0;3.833024;0
"2020-06-23T00:05:58+02:00";0.001248;0;0;0;4.067168000000001;0
"2020-06-23T00:05:59+02:00";0.0018720000000000002;0;0;0;4.2926400000000005;0
"2020-06-23T00:06:00+02:00";0.0018720000000000002;0;0;0;4.20592;0
"2020-06-23T00:06:01+02:00";0.002576;0;0;0;3.737632;0
"2020-06-23T00:06:02+02:00";0.010544000000000001;0;0;0;3.6422399999999997;0
"2020-06-23T00:06:03+02:00";0.002352;0;0;0;4.240608;0
"2020-06-23T00:06:04+02:00";0.002976;0;0;0;4.283968;0
"2020-06-23T00:06:05+02:00";0.002976;0;0;0;4.344671999999999;0
"2020-06-23T00:06:06+02:00";0.002496;0;0;0;4.353344;0
"2020-06-23T00:06:07+02:00";0.0018720000000000002;0;0;0;4.396704;0
"2020-06-23T00:06:08+02:00";0.001248;0;0;0;3.919744;0
"2020-06-23T00:06:09+02:00";0.0018720000000000002;0;0;0;4.023808;0
"2020-06-23T00:06:10+02:00";0.0018720000000000002;0;0;0;4.309984;0
"2020-06-23T00:06:11+02:00";0.002496;0;0;0;4.492095999999999;0
"2020-06-23T00:06:12+02:00";0.002496;0;0;0;3.7809920000000004;0
"2020-06-23T00:06:13+02:00";0.001728;0;0;0;4.084512;0
"2020-06-23T00:06:14+02:00";0.002976;0;0;0;4.266624;0
"2020-06-23T00:06:15+02:00";0.002976;0;0;0;4.1192;0
"2020-06-23T00:06:16+02:00";0.002496;0;0;0;3.9544319999999997;0
"2020-06-23T00:06:17+02:00";0.0018720000000000002;0;0;0;4.3273280000000005;0
"2020-06-23T00:06:18+02:00";0.001248;0;0;0;3.937088;0
"2020-06-23T00:06:19+02:00";0.0018720000000000002;0;0;0;4.153888;0
"2020-06-23T00:06:20+02:00";0.002976;0;0;0;4.396704;0
"2020-06-23T00:06:21+02:00";0.001728;0;0;0;3.7463040000000003;0
"2020-06-23T00:06:22+02:00";0.028367999999999997;0;0;0;3.6335680000000004;0
"2020-06-23T00:06:23+02:00";0.0011040000000000002;0;0;0;3.85904;0
"2020-06-23T00:06:24+02:00";0.002976;0;0;0;3.963104;0
"2020-06-23T00:06:25+02:00";0.006112;0;0;0;3.997792;0
"2020-06-23T00:06:26+02:00";0.002976;0;0;0;4.223264;0
"2020-06-23T00:06:27+02:00";0.002352;0;0;0;3.7463040000000003;0
"2020-06-23T00:06:28+02:00";0.000624;0;0;0;4.153888;0
"2020-06-23T00:06:29+02:00";0.0018720000000000002;0;0;0;4.4747520000000005;0
"2020-06-23T00:06:30+02:00";0.005632;0;0;0;4.318656;0
"2020-06-23T00:06:31+02:00";0.002352;0;0;0;4.8823360000000005;0
"2020-06-23T00:06:32+02:00";0.002352;0;0;0;3.486144;0
"2020-06-23T00:06:33+02:00";0.002352;0;0;0;4.405376;0
"2020-06-23T00:06:34+02:00";0.002352;0;0;0;4.214592;0
"2020-06-23T00:06:35+02:00";0.006384;0;0;0;4.561472;0
"2020-06-23T00:06:36+02:00";0.002976;0;0;0;4.5528;0
"2020-06-23T00:06:37+02:00";0.002352;0;0;0;3.624896;0
"2020-06-23T00:06:38+02:00";0.000624;0;0;0;4.127872;0
"2020-06-23T00:06:39+02:00";0.002496;0;0;0;4.414048;0
"2020-06-23T00:06:40+02:00";0.00528;0;0;0;4.4747520000000005;0
"2020-06-23T00:06:41+02:00";0.002352;0;0;0;3.6162240000000003;0
"2020-06-23T00:06:42+02:00";0.03704;0;0;0;3.720288;0
"2020-06-23T00:06:43+02:00";0.0011040000000000002;0;0;0;4.1192;0
"2020-06-23T00:06:44+02:00";0.002976;0;0;0;3.919744;0
"2020-06-23T00:06:45+02:00";0.006112;0;0;0;6.651424;0
"2020-06-23T00:06:46+02:00";0.002976;0;0;0;14.170048000000001;0
"2020-06-23T00:06:47+02:00";0.001728;0;0;0;13.536992;0
"2020-06-23T00:06:48+02:00";0.0018720000000000002;0;0;0;12.487680000000001;0
"2020-06-23T00:06:49+02:00";0.0018720000000000002;0;0;0;14.542944;0
"2020-06-23T00:06:50+02:00";0.005008;0;0;0;13.26816;0
"2020-06-23T00:06:51+02:00";0.002352;0;0;0;15.002559999999999;0
"2020-06-23T00:06:52+02:00";0.0018720000000000002;0;0;0;14.43888;0
"2020-06-23T00:06:53+02:00";0.0022080000000000003;0;0;0;15.245376;0
"2020-06-23T00:06:54+02:00";0.0036;0;0;0;13.198784;0
"2020-06-23T00:06:55+02:00";0.006384;0;0;0;14.5256;0
"2020-06-23T00:06:56+02:00";0.0036;0;0;0;14.820448;0
"2020-06-23T00:06:57+02:00";0.0018720000000000002;0;0;0;11.611808000000002;0
"2020-06-23T00:06:58+02:00";0.0011040000000000002;0;0;0;13.979263999999999;0
"2020-06-23T00:06:59+02:00";0.001248;0;0;0;13.597696;0
"2020-06-23T00:07:00+02:00";0.004176;0;0;0;15.366783999999999;0
"2020-06-23T00:07:01+02:00";0.002352;0;0;0;14.282784;0
"2020-06-23T00:07:02+02:00";0.123136;0;0;0;0.9365760000000001;0
"2020-06-23T00:07:03+02:00";0.0022080000000000003;0;0;0;9.027552;0
"2020-06-23T00:07:04+02:00";0.002976;0;0;0;15.43616;0
"2020-06-23T00:07:05+02:00";0.0036;0;0;0;16.554848000000003;0
"2020-06-23T00:07:06+02:00";0.005632;0;0;0;13.502304;0
"2020-06-23T00:07:07+02:00";0.001728;0;0;0;3.8416959999999998;0
"2020-06-23T00:07:08+02:00";0.001728;0;0;0;4.275296;0
"2020-06-23T00:07:09+02:00";0.0018720000000000002;0;0;0;3.8416959999999998;0
"2020-06-23T00:07:10+02:00";0.002496;0;0;0;10.761951999999999;0
"2020-06-23T00:07:11+02:00";0.004384000000000001;0;0;0;14.421536;0
"2020-06-23T00:07:12+02:00";0.001728;0;0;0;12.973312;0
"2020-06-23T00:07:13+02:00";0.002832;0;0;0;14.707711999999999;0
"2020-06-23T00:07:14+02:00";0.002976;0;0;0;15.505536;0
"2020-06-23T00:07:15+02:00";0.004224;0;0;0;15.21936;0
"2020-06-23T00:07:16+02:00";0.00528;0;0;0;15.063263999999998;0
"2020-06-23T00:07:17+02:00";0.001728;0;0;0;13.389567999999999;0
"2020-06-23T00:07:18+02:00";0.001728;0;0;0;15.30608;0
"2020-06-23T00:07:19+02:00";0.0018720000000000002;0;0;0;14.751072;0
"2020-06-23T00:07:20+02:00";0.0018720000000000002;0;0;0;14.317472;0
"2020-06-23T00:07:21+02:00";0.0046559999999999995;0;0;0;14.759744000000001;0
"2020-06-23T00:07:22+02:00";0.062432;0;0;0;1.5783040000000002;0
"2020-06-23T00:07:23+02:00";0.0022080000000000003;0;0;0;9.461152;0
"2020-06-23T00:07:24+02:00";0.0036;0;0;0;13.242144;0
"2020-06-23T00:07:25+02:00";0.002352;0;0;0;13.979263999999999;0
"2020-06-23T00:07:26+02:00";0.005632;0;0;0;14.794432;0
"2020-06-23T00:07:27+02:00";0.0018720000000000002;0;0;0;13.944576;0
"2020-06-23T00:07:28+02:00";0.001728;0;0;0;14.803104;0
"2020-06-23T00:07:29+02:00";0.0018720000000000002;0;0;0;13.536992;0
"2020-06-23T00:07:30+02:00";0.0018720000000000002;0;0;0;13.74512;0
"2020-06-23T00:07:31+02:00";0.005008;0;0;0;15.427487999999999;0
"2020-06-23T00:07:32+02:00";0.002352;0;0;0;14.057312;0
"2020-06-23T00:07:33+02:00";0.0022080000000000003;0;0;0;15.670304;0
"2020-06-23T00:07:34+02:00";0.002976;0;0;0;13.779808000000001;0
"2020-06-23T00:07:35+02:00";0.002976;0;0;0;15.028576;0
"2020-06-23T00:07:36+02:00";0.0059039999999999995;0;0;0;15.56624;0
"2020-06-23T00:07:37+02:00";0.002976;0;0;0;13.302848;0
"2020-06-23T00:07:38+02:00";0.001728;0;0;0;14.5256;0
"2020-06-23T00:07:39+02:00";0.001248;0;0;0;14.473567999999998;0
"2020-06-23T00:07:40+02:00";0.0018720000000000002;0;0;0;14.144032;0
"2020-06-23T00:07:41+02:00";0.0046559999999999995;0;0;0;13.909888;0
"2020-06-23T00:07:42+02:00";0.063056;0;0;0;0.69376;0
"2020-06-23T00:07:43+02:00";0.002832;0;0;0;9.122944;0
"2020-06-23T00:07:44+02:00";0.002352;0;0;0;13.901216;0
"2020-06-23T00:07:45+02:00";0.002352;0;0;0;15.071935999999999;0
"2020-06-23T00:07:46+02:00";0.006256;0;0;0;14.274111999999999;0
"2020-06-23T00:07:47+02:00";0.002352;0;0;0;14.092;0
"2020-06-23T00:07:48+02:00";0.001728;0;0;0;14.334816;0
"2020-06-23T00:07:49+02:00";0.000624;0;0;0;13.875200000000001;0
"2020-06-23T00:07:50+02:00";0.0018720000000000002;0;0;0;14.00528;0
"2020-06-23T00:07:51+02:00";0.005632;0;0;0;15.444832;0
"2020-06-23T00:07:52+02:00";0.002976;0;0;0;13.727776;0
