Datetime;STA 6;STA 3;STA 4;STA 1;STA 2;STA 5
2021-01-06T17:49:10+01:00;0;-49;null;null;null;null
2021-01-06T17:49:11+01:00;-59;-49;null;null;null;null
2021-01-06T17:49:12+01:00;-59;-49;null;null;null;null
2021-01-06T17:49:13+01:00;-59;-49;null;null;null;null
2021-01-06T17:49:14+01:00;-59;-49;null;null;null;null
2021-01-06T17:49:15+01:00;-59;-49;null;null;null;null
2021-01-06T17:49:16+01:00;-59;null;null;null;null;null
2021-01-06T17:49:17+01:00;-59;null;null;null;null;null
2021-01-06T17:49:18+01:00;-59;null;null;null;null;null
2021-01-06T17:49:19+01:00;-59;null;null;null;null;null
2021-01-06T17:49:32+01:00;null;null;-53;null;null;null
2021-01-06T17:49:33+01:00;null;null;-53;null;null;null
2021-01-06T17:49:34+01:00;null;null;-53;null;null;null
2021-01-06T17:49:35+01:00;null;null;-53;null;null;null
2021-01-06T17:49:36+01:00;null;null;-53;null;null;null
2021-01-06T17:49:37+01:00;null;null;-53;null;null;null
2021-01-06T17:49:38+01:00;null;null;null;-60;null;null
2021-01-06T17:49:39+01:00;null;null;null;-60;-47;null
2021-01-06T17:49:40+01:00;null;null;null;-60;-47;null
2021-01-06T17:49:41+01:00;null;null;null;-60;-47;null
2021-01-06T17:49:42+01:00;null;null;null;-60;-47;null
2021-01-06T17:49:43+01:00;null;null;null;-60;-47;null
2021-01-06T17:49:44+01:00;null;null;null;null;-47;null
2021-01-06T17:49:47+01:00;0;0;0;0;0;null
2021-01-06T17:49:48+01:00;-59;-49;-56;-61;-48;null
2021-01-06T17:49:49+01:00;-59;-49;-56;-61;-48;null
2021-01-06T17:49:50+01:00;-59;-49;-56;-61;-48;null
2021-01-06T17:49:51+01:00;-59;-49;-56;-61;-48;null
2021-01-06T17:49:52+01:00;-59;-49;-56;-61;-48;null
2021-01-06T17:50:09+01:00;null;-50;null;null;null;null
2021-01-06T17:50:10+01:00;0;-50;null;null;null;null
2021-01-06T17:50:11+01:00;-58;-50;null;null;null;null
2021-01-06T17:50:12+01:00;-58;-50;null;null;null;null
2021-01-06T17:50:13+01:00;-58;-50;null;null;null;null
2021-01-06T17:50:14+01:00;-58;-50;null;null;null;null
2021-01-06T17:50:15+01:00;-58;-50;null;null;null;null
2021-01-06T17:50:16+01:00;-58;-50;null;null;null;null
2021-01-06T17:50:17+01:00;-58;-50;null;null;null;null
2021-01-06T17:50:18+01:00;-58;null;null;null;null;null
2021-01-06T17:50:19+01:00;-58;null;null;null;null;null
2021-01-06T17:50:21+01:00;null;null;null;null;null;-58
2021-01-06T17:50:22+01:00;null;null;null;null;null;-59
2021-01-06T17:50:23+01:00;null;null;null;null;null;-59
2021-01-06T17:50:24+01:00;null;null;null;null;null;-59
2021-01-06T17:50:25+01:00;null;null;null;null;null;-58
2021-01-06T17:50:26+01:00;null;null;null;null;null;-58
2021-01-06T17:50:27+01:00;null;null;null;null;null;-59
2021-01-06T17:50:28+01:00;null;null;null;null;null;-59
2021-01-06T17:50:29+01:00;null;null;null;null;null;-59
2021-01-06T17:50:30+01:00;null;null;null;null;null;-59
2021-01-06T17:50:31+01:00;null;null;null;null;null;-59
2021-01-06T17:50:32+01:00;null;null;-54;null;null;-59
2021-01-06T17:50:33+01:00;null;null;-54;null;null;-59
2021-01-06T17:50:34+01:00;null;null;-54;null;null;-59
2021-01-06T17:50:35+01:00;null;null;-54;null;null;-59
2021-01-06T17:50:36+01:00;null;null;-54;null;null;-59
2021-01-06T17:50:37+01:00;null;null;-54;null;null;-59
2021-01-06T17:50:38+01:00;null;null;null;-55;null;-59
2021-01-06T17:50:39+01:00;null;null;null;-56;-45;-59
2021-01-06T17:50:40+01:00;null;null;null;-56;-45;-59
2021-01-06T17:50:41+01:00;null;null;null;-56;-45;-59
2021-01-06T17:50:42+01:00;null;null;null;-56;-45;-59
2021-01-06T17:50:43+01:00;null;null;null;-56;-45;-59
2021-01-06T17:50:44+01:00;null;null;null;null;-45;-59
2021-01-06T17:50:45+01:00;null;null;null;null;null;-59
2021-01-06T17:50:46+01:00;null;null;null;null;null;-59
2021-01-06T17:50:47+01:00;0;null;null;null;null;-58
2021-01-06T17:50:48+01:00;-63;null;null;null;null;-58
2021-01-06T17:50:49+01:00;-63;null;null;null;null;-58
2021-01-06T17:50:50+01:00;-63;null;null;null;null;-58
2021-01-06T17:50:51+01:00;-63;null;null;null;null;-58
2021-01-06T17:50:52+01:00;-63;null;null;null;null;-58
2021-01-06T17:50:53+01:00;null;null;null;null;null;-58
2021-01-06T17:50:54+01:00;null;null;null;null;null;-58
2021-01-06T17:50:55+01:00;null;null;null;null;null;-58
2021-01-06T17:50:56+01:00;null;null;null;null;null;-58
2021-01-06T17:50:57+01:00;null;null;null;null;null;-59
2021-01-06T17:50:58+01:00;null;null;null;null;null;-59
2021-01-06T17:50:59+01:00;null;null;null;null;null;-59
2021-01-06T17:51:00+01:00;null;null;null;null;null;-59
2021-01-06T17:51:01+01:00;null;null;null;null;null;-59
2021-01-06T17:51:02+01:00;null;null;null;null;null;-59
2021-01-06T17:51:03+01:00;null;null;null;null;null;-59
2021-01-06T17:51:04+01:00;null;null;null;null;null;-59
2021-01-06T17:51:05+01:00;null;null;null;null;null;-59
2021-01-06T17:51:06+01:00;null;null;null;null;null;-59
2021-01-06T17:51:07+01:00;null;null;null;null;null;-59
2021-01-06T17:51:08+01:00;null;null;null;null;null;-59
2021-01-06T17:51:09+01:00;null;null;null;null;null;-59
2021-01-06T17:51:10+01:00;null;-49;null;null;null;-59
2021-01-06T17:51:11+01:00;-55;-49;null;null;null;-59
2021-01-06T17:51:12+01:00;-55;-49;null;null;null;-59
2021-01-06T17:51:13+01:00;-55;-49;null;null;null;-59
2021-01-06T17:51:14+01:00;-55;-49;null;null;null;-59
2021-01-06T17:51:15+01:00;-55;-49;null;null;null;-59
2021-01-06T17:51:16+01:00;-55;null;null;null;null;-59
2021-01-06T17:51:17+01:00;null;null;null;null;null;-59
2021-01-06T17:51:18+01:00;-59;null;null;null;null;-59
2021-01-06T17:51:19+01:00;-59;null;null;null;null;-59
2021-01-06T17:51:20+01:00;-59;null;null;null;null;-59
2021-01-06T17:51:21+01:00;-59;null;null;null;null;-59
2021-01-06T17:51:22+01:00;-59;null;null;null;null;-59
2021-01-06T17:51:23+01:00;-59;null;null;null;null;-59
2021-01-06T17:51:24+01:00;null;null;null;null;null;-59
2021-01-06T17:51:25+01:00;null;null;null;null;null;-59
2021-01-06T17:51:26+01:00;null;null;null;null;null;-59
2021-01-06T17:51:27+01:00;-59;null;null;null;null;-59
2021-01-06T17:51:28+01:00;-59;null;null;null;null;-59
2021-01-06T17:51:29+01:00;-59;null;null;null;null;-59
2021-01-06T17:51:30+01:00;-59;null;null;null;null;-59
2021-01-06T17:51:31+01:00;-59;null;null;null;null;-59
2021-01-06T17:51:32+01:00;-59;null;-54;null;null;-59
2021-01-06T17:51:33+01:00;-60;null;-54;null;null;-59
2021-01-06T17:51:34+01:00;-60;null;-54;null;null;-59
2021-01-06T17:51:35+01:00;-60;null;-54;null;null;-59
2021-01-06T17:51:36+01:00;-60;null;-54;null;null;-59
2021-01-06T17:51:37+01:00;-60;null;-54;null;null;-59
2021-01-06T17:51:38+01:00;-60;null;null;-56;null;-59
2021-01-06T17:51:39+01:00;-60;null;null;-56;-47;-59
2021-01-06T17:51:40+01:00;-60;null;null;-56;-47;-59
2021-01-06T17:51:41+01:00;-60;null;null;-56;-47;-59
2021-01-06T17:51:42+01:00;-60;null;null;-56;-47;-59
2021-01-06T17:51:43+01:00;-60;null;null;-56;-47;-59
2021-01-06T17:51:44+01:00;-60;null;null;null;-47;-59
2021-01-06T17:51:45+01:00;-60;null;null;null;null;-59
2021-01-06T17:51:46+01:00;null;null;null;null;null;-59
2021-01-06T17:51:47+01:00;null;null;null;null;null;-59
2021-01-06T17:51:48+01:00;0;null;null;null;null;-59
2021-01-06T17:51:49+01:00;-60;null;null;null;null;-59
2021-01-06T17:51:50+01:00;-60;null;null;null;null;-59
2021-01-06T17:51:51+01:00;-60;null;null;null;null;-59
2021-01-06T17:51:52+01:00;-60;null;null;null;null;-59
2021-01-06T17:51:53+01:00;-60;null;null;null;null;-59
2021-01-06T17:51:54+01:00;-60;null;null;null;null;-59
2021-01-06T17:51:55+01:00;-60;null;null;null;null;-59
2021-01-06T17:51:56+01:00;-60;null;null;null;null;-59
2021-01-06T17:51:57+01:00;-60;null;null;null;null;-59
2021-01-06T17:51:58+01:00;-60;null;null;null;null;-59
2021-01-06T17:51:59+01:00;-60;null;null;null;null;-59
2021-01-06T17:52:00+01:00;null;null;null;null;null;-59
2021-01-06T17:52:01+01:00;null;null;null;null;null;-59
2021-01-06T17:52:02+01:00;null;null;null;null;null;-59
