Datetime;STA 6;STA 3;STA 4;STA 1;STA 2;STA 5
2021-01-06T17:49:10+01:00;-84;-63;null;null;null;null
2021-01-06T17:49:12+01:00;-84;-63;null;null;null;null
2021-01-06T17:49:13+01:00;-84;-63;null;null;null;null
2021-01-06T17:49:15+01:00;-84;-63;null;null;null;null
2021-01-06T17:49:16+01:00;null;-63;null;null;null;null
2021-01-06T17:49:18+01:00;null;-63;null;null;null;null
2021-01-06T17:49:21+01:00;null;-63;-63;null;null;null
2021-01-06T17:49:22+01:00;null;-63;-63;null;null;null
2021-01-06T17:49:23+01:00;null;-63;-63;null;null;null
2021-01-06T17:49:25+01:00;null;-63;-63;null;null;null
2021-01-06T17:49:26+01:00;null;-64;-63;null;null;null
2021-01-06T17:49:27+01:00;null;-64;-63;null;null;null
2021-01-06T17:49:28+01:00;null;-64;-63;null;null;null
2021-01-06T17:49:29+01:00;null;-64;-63;null;null;null
2021-01-06T17:49:30+01:00;null;-64;-63;null;null;null
2021-01-06T17:49:31+01:00;null;-64;-63;null;null;null
2021-01-06T17:49:32+01:00;null;null;-63;null;null;null
2021-01-06T17:49:33+01:00;null;null;-63;null;null;null
2021-01-06T17:49:34+01:00;null;null;-63;null;null;null
2021-01-06T17:49:35+01:00;null;null;-63;null;null;null
2021-01-06T17:49:36+01:00;null;null;-63;null;null;null
2021-01-06T17:49:37+01:00;null;null;null;0;null;null
2021-01-06T17:49:38+01:00;null;null;null;-80;-82;null
2021-01-06T17:49:39+01:00;null;null;null;-80;-82;null
2021-01-06T17:49:41+01:00;null;null;null;-80;-82;null
2021-01-06T17:49:42+01:00;null;null;null;-80;-82;null
2021-01-06T17:49:43+01:00;null;null;null;null;-82;null
2021-01-06T17:50:09+01:00;null;-63;null;null;null;null
2021-01-06T17:50:10+01:00;-84;-73;null;null;null;null
2021-01-06T17:50:12+01:00;-84;-73;null;null;null;null
2021-01-06T17:50:13+01:00;-84;-73;null;null;null;null
2021-01-06T17:50:14+01:00;-84;-73;null;null;null;null
2021-01-06T17:50:15+01:00;-84;null;null;null;null;null
2021-01-06T17:50:31+01:00;null;null;-69;null;null;null
2021-01-06T17:50:32+01:00;null;null;-69;null;null;null
2021-01-06T17:50:33+01:00;null;null;-69;null;null;null
2021-01-06T17:50:34+01:00;null;null;-69;null;null;null
2021-01-06T17:50:35+01:00;null;null;-69;null;null;null
2021-01-06T17:50:36+01:00;null;null;-69;null;null;null
2021-01-06T17:50:37+01:00;null;null;null;0;null;null
