Time (sec), Single Slice Throughput (ms), Single Slice Stdev, Static Slices Throughput (ms), Static Slices Stdev, Adaptive Slices Throughput (ms), Adaptive Slices Stdev
166,34.6421532109166,1.393529001288325,36.45924958805103,0.5980852295745388,26.842939353142995,2.249899882045402
167,34.70401320226878,1.3435634632674032,36.56966148015637,0.61641452723997,26.727882220599316,2.1598985816661114
168,34.76587319362097,1.2884035988215636,36.700384788269446,0.6354339929565517,26.612825088055633,2.0589197096269833
169,34.82773318497316,1.2273492731571605,36.82735454693481,0.6298235846058178,26.49776795551195,1.9452544671711873
170,34.88959317632535,1.1594697039665416,36.95432430560017,0.5950733004366343,26.382710822968267,1.8165229415452684
171,34.95564155818284,1.0795547080429648,37.08129406426553,0.5254329785093323,26.51262031585144,2.0565671071482976
172,34.77121979264656,1.0402483265263258,37.20826382293089,0.4032127152802113,27.048164857393793,2.2453477889269067
173,34.58679802711029,0.9612334478659049,37.231865119706974,0.32871650303590444,27.583709398936147,2.2853287765935995
174,34.40237626157401,0.831262803825477,37.14880807382544,0.43280269055674203,28.1192539404785,2.1846947241818166
175,34.21795449603774,0.6190322318132356,37.06575102794391,0.501403189282746,28.654798482020855,1.9214778050922552
176,33.66775300339177,1.2064284027691239,36.98269398206238,0.5480104991488907,29.07365545916307,1.3474535564417314
177,33.30616166678738,1.6194794927272533,36.89963693618085,0.5779699090927454,29.201934520189784,1.2707378428023288
178,32.944570330182984,1.871446476756418,36.80777659036943,0.6028835562803397,29.330213581216498,1.173761519644
179,32.58297899357859,2.02342871260831,36.695604828550266,0.5887693704640357,29.45849264224321,1.0509307333828894
180,32.221387656974194,2.0972766499189524,36.583433066731104,0.5496804995912179,29.58677170326993,0.8916235580361445
