Time;Hour;0x00;QoS 1;BE 1;BE 3;BE 4;BE 2;QoS 2
1;2020-12-03T16:37:04+01:00;0.000928;null;null;null;null;null;null
2;2020-12-03T16:37:05+01:00;0.001856;null;null;null;null;null;null
3;2020-12-03T16:37:06+01:00;0.001856;null;null;null;null;null;null
4;2020-12-03T16:37:07+01:00;0.001856;null;null;null;null;null;null
5;2020-12-03T16:37:08+01:00;0.002784;null;null;null;null;null;null
6;2020-12-03T16:37:09+01:00;0.000928;null;null;null;null;null;null
7;2020-12-03T16:37:10+01:00;0.001856;null;null;null;null;null;null
8;2020-12-03T16:37:11+01:00;0.002784;null;null;null;null;null;null
9;2020-12-03T16:37:12+01:00;0.000928;null;null;null;null;null;null
10;2020-12-03T16:37:13+01:00;0.001856;null;null;null;null;null;null
11;2020-12-03T16:37:14+01:00;0.00248;null;null;null;null;null;null
12;2020-12-03T16:37:15+01:00;0.003408;null;null;null;null;null;null
13;2020-12-03T16:37:16+01:00;0.000928;null;null;null;null;null;null
14;2020-12-03T16:37:17+01:00;0.001856;null;null;null;2.2633919999999996;null;null
15;2020-12-03T16:37:18+01:00;0.002784;null;null;null;10.909376;null;null
16;2020-12-03T16:37:19+01:00;0.002784;null;null;null;12.114784;null;null
17;2020-12-03T16:37:20+01:00;0.003408;null;null;null;12.262208000000001;null;null
18;2020-12-03T16:37:21+01:00;0.002784;null;null;null;12.22752;null;null
19;2020-12-03T16:37:22+01:00;0.002784;null;null;null;12.028064;null;null
20;2020-12-03T16:37:23+01:00;0.002784;null;null;null;13.528319999999999;null;null
21;2020-12-03T16:37:24+01:00;0.002784;null;null;null;11.551103999999999;null;null
22;2020-12-03T16:37:25+01:00;0.002784;null;null;null;13.363552;null;null
23;2020-12-03T16:37:26+01:00;0.002784;null;null;null;12.609088;null;null
24;2020-12-03T16:37:27+01:00;0.002784;null;null;null;12.132128;null;null
25;2020-12-03T16:37:28+01:00;0.002784;null;null;null;12.66112;null;null
26;2020-12-03T16:37:29+01:00;0.002784;null;null;null;12.947296;null;null
27;2020-12-03T16:37:30+01:00;0.002784;null;null;null;11.950016;null;null
28;2020-12-03T16:37:31+01:00;0.002784;null;null;null;12.27088;null;null
29;2020-12-03T16:37:32+01:00;0.002784;null;null;null;12.479008;null;null
30;2020-12-03T16:37:33+01:00;0.002784;null;null;null;12.843232;null;null
31;2020-12-03T16:37:34+01:00;0.002784;null;null;null;12.44432;null;null
32;2020-12-03T16:37:35+01:00;0.003408;null;null;null;11.715872;null;null
33;2020-12-03T16:37:36+01:00;0.002784;null;null;null;11.845951999999999;null;null
34;2020-12-03T16:37:37+01:00;0.002784;null;null;null;11.976032;null;null
35;2020-12-03T16:37:38+01:00;0.002784;null;null;null;8.663328;null;null
36;2020-12-03T16:37:39+01:00;0.002784;null;null;null;3.711616;null;null
37;2020-12-03T16:37:40+01:00;0.002784;null;null;null;4.171232;null;null
38;2020-12-03T16:37:41+01:00;0.002784;null;null;null;3.3820799999999998;null;null
39;2020-12-03T16:37:42+01:00;0.003408;null;null;null;9.686624;null;null
40;2020-12-03T16:37:43+01:00;0.003408;null;null;null;10.744608;null;null
41;2020-12-03T16:37:44+01:00;0.002784;null;null;null;10.822656;null;null
42;2020-12-03T16:37:45+01:00;0.002784;null;null;null;7.969568000000001;null;null
43;2020-12-03T16:37:46+01:00;0.002784;null;null;null;9.244352000000001;null;null
44;2020-12-03T16:37:47+01:00;0.002784;null;null;null;10.050848;null;null
45;2020-12-03T16:37:48+01:00;0.002784;null;null;null;8.975520000000001;null;null
46;2020-12-03T16:37:49+01:00;0.002784;null;null;null;8.940832;null;null
47;2020-12-03T16:37:50+01:00;0.002784;null;null;null;12.513696;null;null
48;2020-12-03T16:37:51+01:00;0.002784;null;null;null;12.53104;null;null
49;2020-12-03T16:37:52+01:00;0.003408;null;null;null;14.039968;null;null
50;2020-12-03T16:37:53+01:00;0.002784;null;null;null;11.542432000000002;null;null
51;2020-12-03T16:37:54+01:00;0.003408;null;null;null;8.030272;null;null
52;2020-12-03T16:37:55+01:00;0.003712;null;null;null;12.903936;null;null
