sep=;
"Time";"APP: 3 - Node: 11";"APP: 3 - Node: 8860215";"APP: 4 - Node: 11880865";"APP: 4 - Node: 12";"APP: 2 - Node: 13";"APP: 2 - Node: 8860310";"APP: 1 - Node: 11879605";"APP: 1 - Node: 13"
"2020-10-09T12:38:30+02:00";null;null;null;null;null;null;7;0
"2020-10-09T12:38:31+02:00";7;5;null;null;null;6;null;null
"2020-10-09T12:38:32+02:00";null;null;null;null;6;null;null;null
"2020-10-09T12:38:33+02:00";null;null;5;7;null;null;null;null
"2020-10-09T12:38:35+02:00";null;null;null;null;null;null;7;null
"2020-10-09T12:38:36+02:00";7;5;null;null;null;6;null;7
"2020-10-09T12:38:37+02:00";null;null;null;null;0;null;null;null
"2020-10-09T12:38:38+02:00";null;null;5;7;null;null;null;null
"2020-10-09T12:38:40+02:00";null;null;null;null;null;null;7;null
"2020-10-09T12:38:41+02:00";7;5;null;null;null;null;null;7
"2020-10-09T12:38:42+02:00";null;null;null;null;0;6;null;null
"2020-10-09T12:38:43+02:00";null;null;5;7;null;null;null;null
"2020-10-09T12:38:45+02:00";null;null;null;null;null;null;7;null
"2020-10-09T12:38:46+02:00";7;5;null;null;7;6;null;6
"2020-10-09T12:38:48+02:00";null;null;5;7;null;null;null;null
"2020-10-09T12:38:50+02:00";null;null;null;null;null;null;7;null
"2020-10-09T12:38:51+02:00";7;5;null;null;null;null;null;6
"2020-10-09T12:38:52+02:00";null;null;null;null;5;6;null;null
"2020-10-09T12:38:53+02:00";null;null;5;7;null;null;null;null
"2020-10-09T12:38:56+02:00";7;6;null;null;null;null;7;0
"2020-10-09T12:38:57+02:00";null;null;null;null;5;6;null;null
"2020-10-09T12:38:58+02:00";null;null;5;0;null;null;null;null
"2020-10-09T12:39:00+02:00";null;null;null;null;null;null;7;5
"2020-10-09T12:39:01+02:00";7;6;5;7;5;6;null;null
"2020-10-09T12:39:05+02:00";null;null;null;null;null;null;7;null
"2020-10-09T12:39:06+02:00";6;7;5;7;null;null;null;4
