Time,Hour,Throughput QoS,Throughput BE,Shaper BE,Delay QoS,Delay BE,Loss BE
444,2020-10-30T11:58:17-07:00,20.257792,1.48297051,1.4641,0.032,5.7394538,14
445,2020-10-30T11:58:18-07:00,20.717408,1.4771052,1.4641,0.031,5.7425766,19
446,2020-10-30T11:58:19-07:00,21.437184,1.48262191,1.4641,0.03,5.7407556,23
447,2020-10-30T11:58:20-07:00,20.058336,1.4690856,1.4641,0.028,5.7423589,20
448,2020-10-30T11:58:21-07:00,20.63936,1.48482205,1.4641,0.029,5.7406004,16
449,2020-10-30T11:58:22-07:00,20.838816,1.46232378,1.4641,0.029,5.7392497,22
450,2020-10-30T11:58:23-07:00,21.307104,1.49351917,1.61051,0.032,5.7369986,16
451,2020-10-30T11:58:24-07:00,21.567264,1.48967192,1.61051,0.031,5.7395955,23
452,2020-10-30T11:58:25-07:00,20.630688,1.60953783,1.61051,0.029,5.218489,27
453,2020-10-30T11:58:26-07:00,19.884896,1.64159104,1.61051,0.031,5.2136654,19
454,2020-10-30T11:58:27-07:00,11.915328,1.62244597,1.61051,0.038,5.2140143,25
455,2020-10-30T11:58:28-07:00,7.692064,1.61237864,1.61051,334.655,5.2137615,19
456,2020-10-30T11:58:29-07:00,6.582048,1.64069016,1.61051,568.966,5.2150897,17
457,2020-10-30T11:58:30-07:00,10.935392,1.6216515,1.61051,645.848,5.2184918,18
458,2020-10-30T11:58:31-07:00,22.252352,1.62928167,1.61051,273.807,5.2169719,21
459,2020-10-30T11:58:32-07:00,22.902752,1.6258405,1.61051,94.28,5.2144978,19
460,2020-10-30T11:58:33-07:00,20.491936,1.62398162,1,9.846,5.2194742,19
461,2020-10-30T11:58:34-07:00,21.046944,1.60898181,1,0.032,5.2158359,24
462,2020-10-30T11:58:35-07:00,19.7288,1.04678713,1,0.036,8.329289,39
463,2020-10-30T11:58:36-07:00,21.758048,0.98744643,1,0.038,8.4210755,29
464,2020-10-30T11:58:37-07:00,20.110368,1.03979123,1,0.045,8.4190468,35
465,2020-10-30T11:58:38-07:00,21.20304,0.96348542,1,0.058,8.4145836,35
466,2020-10-30T11:58:39-07:00,20.29248,0.99661792,1,0.049,8.4204721,40
467,2020-10-30T11:58:40-07:00,20.578656,1.03705652,1,0.059,8.4089109,32
468,2020-10-30T11:58:41-07:00,20.622016,1.02395129,1,0.042,8.4170372,39
