queue_delay,packet_loss
1517262858.527071833,0.076528868,28
1517262859.528024670,0.076523195,29
1517262860.528791796,0.069532968,24
1517262861.529313212,0.069541546,20
1517262862.530073532,0.069548371,27
1517262863.530825713,0.069514562,27
1517262864.531480906,0.069513320,26
1517262865.531966077,0.069552421,14
1517262866.532547330,0.069493427,18
1517262867.533264988,0.069547117,24
1517262868.534097074,0.069527203,27
1517262869.534813063,0.069516765,23
1517262870.535466268,0.063169938,20
1517262871.536010294,0.063167498,19
1517262872.536344619,0.063193604,10
1517262873.536903433,0.063227831,20
1517262874.537529236,0.063164506,24
1517262875.538111034,0.063159355,19
1517262876.538938226,0.063189896,32
1517262877.539585431,0.063168240,23
1517262878.540388056,0.063148200,24
1517262879.540861292,0.063190247,19
1517262880.541400171,0.057405583,18
1517262881.542162789,0.057431246,27
1517262882.542797712,0.057467210,21
1517262883.543222475,0.057445872,15
1517262884.543880202,0.057411798,19
1517262885.544542525,0.057408790,20
1517262886.545138350,0.057389484,19
1517262887.545825145,0.057428347,18
1517262888.546562616,0.057445958,21
1517262889.547139648,0.057401403,18
1517262890.547737140,0.052169230,18
1517262891.548280217,0.052193954,18
1517262892.548723260,0.052157244,11
1517262893.549040175,0.052133540,9
1517262894.549773208,0.052175593,22
1517262895.550492896,0.052142793,18
1517262896.551222109,0.052170337,20
1517262897.551766771,0.052175102,17
1517262898.552314298,0.052182979,20
1517262899.552813296,0.052158460,15
1517262900.553365341,0.047442482,10
1517262901.553975711,0.047367619,19
1517262902.554406296,0.047378656,9
1517262903.554992282,0.047421168,17
1517262904.555518200,0.047392604,11
1517262905.556014687,0.047381761,14
1517262906.556531667,0.047397605,13
1517262907.556991686,0.047354651,14
1517262908.557704925,0.047373273,19
1517262909.558314565,0.047423894,21
1517262910.558910370,0.043033069,16
1517262911.559404063,0.043060872,11
1517262912.559867925,0.043067573,13
1517262913.560416634,0.043066481,8
1517262914.560825081,0.043062795,11
1517262915.561105775,0.043062400,6
1517262916.561830637,0.043025544,24
1517262917.562170046,0.043043603,8
1517262918.562880390,0.043033751,22
1517262919.563395163,0.043067616,17
1517262920.563887999,0.039161227,13
1517262921.564442896,0.039094248,16
1517262922.564652532,0.039123270,3
1517262923.565240075,0.039155581,19
1517262924.565720439,0.039112153,11
1517262925.566126217,0.039134699,9
1517262926.566738294,0.039136984,14
1517262927.567268586,0.039146735,13
1517262928.567782692,0.039127507,14
1517262929.568173702,0.039134114,11
1517262930.568435063,0.035526185,7
1517262931.568899346,0.035534460,13
1517262932.569334129,0.035550904,14
1517262933.569891928,0.035504612,19
1517262934.570205778,0.035563255,11
1517262935.570808943,0.035546338,12
1517262936.571309119,0.035558355,14
1517262937.571735181,0.035497647,9
1517262938.572178746,0.035485643,10
1517262939.572604908,0.035558554,14
1517262940.573063034,0.032244269,13
1517262941.573598803,0.032251306,11
1517262942.574040343,0.032295406,14
1517262943.574533922,0.032258919,8
1517262944.574880454,0.032293545,7
1517262945.575441721,0.032265884,14
1517262946.575805988,0.032273876,9
1517262947.576370174,0.032300829,14
1517262948.576803167,0.032288485,6
1517262949.577251950,0.032288824,14
1517262950.577647721,0.029324661,7
1517262951.578099027,0.029345911,11
1517262952.578638480,0.029314581,10
1517262953.579318318,0.029293552,12
1517262954.579731453,0.029354023,9
1517262955.580215898,0.029313672,12
1517262956.580571064,0.029296223,8
1517262957.580981812,0.029303591,9
1517262958.581327689,0.029280882,10
1517262959.581850050,0.029289387,15
1517262960.582672818,0.081056452,28
1517262961.583483216,0.084117070,30
1517262962.584298242,0.084233007,26
1517262963.585164228,0.084171162,29
1517262964.585844865,0.084209361,21
1517262965.586687992,0.084215400,29
1517262966.587396735,0.084172800,31
1517262967.588232709,0.084225733,38
1517262968.588957088,0.084145705,31
1517262969.589616418,0.084151630,24
1517262970.590502442,0.076568751,28
1517262971.591194346,0.076546575,22
1517262972.591876070,0.076523169,24
1517262973.592488523,0.076530508,23
1517262974.593094664,0.076477732,20
1517262975.593837285,0.076483360,26
1517262976.594610922,0.076518790,22
1517262977.595438602,0.076470582,31
1517262978.595986940,0.076505586,20
1517262979.596875355,0.076508315,32
1517262980.597647438,0.069556247,20
1517262981.598289872,0.069551531,20
1517262982.598912092,0.069579974,18
1517262983.599962976,0.069507815,30
1517262984.600567003,0.069562112,16
1517262985.601240582,0.069485827,23
1517262986.601813395,0.069510737,25
1517262987.602397247,0.069512744,18
1517262988.602837875,0.069495718,15
1517262989.603832732,0.069579266,35
1517262990.604440302,0.063209178,23
1517262991.605216587,0.063176421,21
1517262992.606079307,0.063145547,33
1517262993.606549882,0.063169266,13
1517262994.607124922,0.063184005,22
1517262995.607695316,0.063192944,23
1517262996.608491787,0.063184039,22
1517262997.609142502,0.063168950,19
1517262998.609865487,0.063175828,22
1517262999.610418206,0.063174256,16
1517263000.611067347,0.057403828,21
1517263001.611777234,0.057370174,20
1517263002.612245487,0.057432678,16
1517263003.612711509,0.057355524,13
1517263004.613379660,0.057377146,19
1517263005.614102473,0.057386039,20
1517263006.614786684,0.057389808,18
1517263007.615395539,0.057378138,15
1517263008.616018574,0.057441780,17
1517263009.616579885,0.057426566,19
1517263010.617048928,0.052166670,11
1517263011.617583320,0.052178279,21
1517263012.618127446,0.052133424,17
1517263013.618730570,0.052154923,16
1517263014.619464362,0.052192436,23
1517263015.619967047,0.052175782,18
1517263016.620451660,0.052188456,14
1517263017.621000466,0.052194198,17
1517263018.621582953,0.052210653,14
1517263019.622114628,0.052112053,15
1517263020.622876713,0.083783174,28
1517263021.623713554,0.084173244,30
1517263022.624567114,0.084190503,32
1517263023.625333068,0.084143899,29
1517263024.626207059,0.084160501,35
1517263025.626842112,0.084171604,27
1517263026.627541680,0.084218297,25
1517263027.628291982,0.084199557,31
1517263028.629319844,0.084146692,36
1517263029.630064088,0.084251632,25
1517263030.630752026,0.076452242,20
1517263031.631595564,0.076446648,30
1517263032.632261503,0.076504693,20
1517263033.633024857,0.076526085,31
1517263034.633869951,0.076504006,36
1517263035.634810514,0.076543683,33
1517263036.635541700,0.076566448,22
1517263037.636086461,0.076521983,13
1517263038.636867339,0.076564048,32
1517263039.637689695,0.076517164,30
1517263040.638284798,0.069548708,19
1517263041.638982557,0.069577687,22
1517263042.639598218,0.069561881,25
1517263043.640255519,0.069502258,19
1517263044.641333520,0.069564167,39
1517263045.641930507,0.069493084,24
1517263046.642539498,0.069562105,19
1517263047.643078832,0.069555253,19
1517263048.643751043,0.069494790,22
1517263049.644382037,0.069500905,21
1517263050.645004283,0.063179363,24
1517263051.645847035,0.063209199,33
1517263052.646425976,0.063206593,17
1517263053.647050371,0.063145009,20
1517263054.647593636,0.063171337,15
1517263055.648127948,0.063209163,15
1517263056.648850555,0.063198523,26
1517263057.649464548,0.063198549,21
1517263058.650119386,0.063180236,22
1517263059.650652079,0.063195772,21
1517263060.651114336,0.057414867,15
1517263061.651677122,0.057425905,21
1517263062.652146385,0.057394538,18
1517263063.652714642,0.057425766,21
1517263064.653217866,0.057407556,14
1517263065.653995259,0.057423589,19
1517263066.654699723,0.057406004,23
1517263067.655246012,0.057392497,20
1517263068.655797296,0.057369986,16
1517263069.656439441,0.057395955,22
1517263070.656978450,0.052184890,16
1517263071.657677219,0.052136654,23
1517263072.658510754,0.052140143,27
1517263073.659141990,0.052137615,19
1517263074.659800318,0.052150897,25
1517263075.660490787,0.052184918,19
1517263076.661079828,0.052169719,17
1517263077.661644656,0.052144978,18
1517263078.662214012,0.052194742,21
1517263079.662853331,0.052158359,19
1517263080.663493361,0.083292890,19
1517263081.664126467,0.084210755,24
1517263082.665133543,0.084190468,39
1517263083.665930977,0.084145836,29
1517263084.666908667,0.084204721,35
1517263085.667716512,0.084089109,35
1517263086.668687799,0.084170372,40
1517263087.669696770,0.084206732,32
1517263088.670691360,0.084187288,39
1517263089.671269988,0.084163348,17
1517263090.671950964,0.076478352,28
1517263091.672535891,0.076519703,18
1517263092.673237241,0.076528494,26
1517263093.673882707,0.076593626,21
1517263094.674297129,0.076548660,16
1517263095.675126677,0.076538745,28
1517263096.675883016,0.076505946,28
1517263097.676521414,0.076570735,25
1517263098.677065181,0.076472906,18
1517263099.677868091,0.076513669,22
1517263100.678611447,0.069514898,22
1517263101.679394066,0.069529120,30
1517263102.679914871,0.069462315,18
1517263103.680686515,0.069532951,28
1517263104.681484858,0.069534924,26
1517263105.682077079,0.069545451,20
1517263106.682743302,0.069545913,22
1517263107.683234060,0.069524968,17
1517263108.683751242,0.069488325,19
1517263109.684514410,0.069520418,28
1517263110.684954142,0.063225301,13
1517263111.685702384,0.063160550,26
1517263112.686256598,0.063154794,19
1517263113.687043705,0.063155827,19
1517263114.687598879,0.063169547,19
1517263115.688291065,0.063217766,28
1517263116.688896307,0.063114925,25
1517263117.689541499,0.063242963,21
1517263118.690228054,0.063161055,18
1517263119.690950680,0.063211331,29
1517263120.691585782,0.057432319,25
1517263121.692238840,0.057422167,19
1517263122.692827866,0.057401234,22
1517263123.693443500,0.057345645,19
1517263124.694040793,0.057443354,21
1517263125.694735644,0.057411661,20
1517263126.695200159,0.057403366,10
1517263127.695689504,0.057381031,16
1517263128.696262945,0.057429018,22
1517263129.696871902,0.057388525,20
1517263130.697559094,0.052141634,26
1517263131.698182918,0.052194318,19
1517263132.698830244,0.052128589,19
1517263133.699584156,0.052254392,26
1517263134.699984100,0.052119343,14
1517263135.700559907,0.052156849,17
1517263136.701232830,0.052174120,17
1517263137.702042579,0.052153948,24
1517263138.702817935,0.052124430,23
1517263139.703358750,0.052148086,21
1517263140.704079063,0.084206986,30
1517263141.704897697,0.084145168,33
1517263142.705685470,0.084221972,29
1517263143.706578327,0.084203604,34
1517263144.707356635,0.084160121,24
1517263145.708162647,0.084160778,28
1517263146.708943202,0.084195020,33
1517263147.709610057,0.084237065,27
1517263148.710698660,0.084178068,32
1517263149.711390865,0.084189708,27
1517263150.712188642,0.076491543,28
1517263151.712941375,0.076492763,26
1517263152.713818663,0.076553237,32
1517263153.714683219,0.076519351,28
1517263154.715435203,0.076526801,26
1517263155.716047852,0.076499688,20
1517263156.716669373,0.076547083,23
1517263157.717450198,0.076532865,32
1517263158.718229436,0.076529992,25
1517263159.719114272,0.076525262,29
1517263160.719808043,0.069446721,28
1517263161.720440650,0.069545084,22
1517263162.721280858,0.069496360,26
1517263163.721894694,0.069492829,28
1517263164.722364718,0.069489943,12
1517263165.723045165,0.069533819,19
1517263166.723743523,0.069522931,27
1517263167.724232129,0.069504471,18
1517263168.724767656,0.069519944,23
1517263169.725373862,0.069516275,18
1517263170.726136403,0.063189439,22
1517263171.726834968,0.063179679,21
1517263172.727480468,0.063186984,20
1517263173.727772917,0.063186984,0
1517263174.728044612,0.063186984,0
1517263175.728296809,0.063186984,0
1517263176.728558918,0.063186984,0
1517263177.728820389,0.063186984,0
1517263178.729158219,0.063186984,0
1517263179.729584203,0.063186984,0
