Time,Hour,BE,STA 2
459,2020-10-30T11:58:32-07:00,1.625840502,0.00468656
460,2020-10-30T11:58:33-07:00,1.623981623,0.004779554
461,2020-10-30T11:58:34-07:00,1.60898181,0.004373239
462,2020-10-30T11:58:35-07:00,1.046787131,0.005249115
463,2020-10-30T11:58:36-07:00,0.987446434,0.004356448
464,2020-10-30T11:58:37-07:00,1.039791233,0.00516578
465,2020-10-30T11:58:38-07:00,0.963485421,0.00421165
466,2020-10-30T11:58:39-07:00,0.996617921,0.004789221
467,2020-10-30T11:58:40-07:00,1.037056516,0.004990254
468,2020-10-30T11:58:41-07:00,1.023951292,0.004691207
