Time,Hour,0x00,0x01,QoS
455,2020-10-30T11:58:28-07:00,0.004864,0,7.692064
456,2020-10-30T11:58:29-07:00,0.004864,0,6.582048
457,2020-10-30T11:58:30-07:00,0.004864,0,10.935392
458,2020-10-30T11:58:31-07:00,0.004864,0,22.252352
459,2020-10-30T11:58:32-07:00,0.004864,0,22.902752
460,2020-10-30T11:58:33-07:00,0.004864,0,20.491936
461,2020-10-30T11:58:34-07:00,0.008512,0,21.046944
462,2020-10-30T11:58:35-07:00,0.005536,0,19.7288
463,2020-10-30T11:58:36-07:00,0.004864,0,21.758048
464,2020-10-30T11:58:37-07:00,0.004864,0,20.110368
465,2020-10-30T11:58:38-07:00,0.004864,0,21.20304
466,2020-10-30T11:58:39-07:00,0.004864,0,20.29248
467,2020-10-30T11:58:40-07:00,0.004864,0,20.578656
468,2020-10-30T11:58:41-07:00,0.004864,0,20.622016
