Time,Hour,Throughput BE,Throughput QoS,Quantum BE,Quantum QoS,Delay BE,Delay QoS
352,2020-10-30T12:19:07-07:00,8.984192,15.939136,279,12000,499.85,7.077
353,2020-10-30T12:19:08-07:00,9.253024,15.418816,306,12000,445.202,7.004
354,2020-10-30T12:19:09-07:00,9.573888,14.707712,306,12000,467.012,6.939
355,2020-10-30T12:19:10-07:00,9.426464,14.82912,306,12000,459.205,7.07
356,2020-10-30T12:19:11-07:00,9.521856,15.30608,306,12000,439.048,6.974
357,2020-10-30T12:19:12-07:00,8.776064,15.91312,306,12000,494.074,7.038
358,2020-10-30T12:19:13-07:00,9.114272,15.800384,336,12000,477.502,7.028
359,2020-10-30T12:19:14-07:00,8.429184,15.791712,336,12000,519.965,7.102
360,2020-10-30T12:19:15-07:00,8.871456,15.158656,336,12000,470.075,7.011
361,2020-10-30T12:19:16-07:00,8.177696,16.199296,336,12000,539.887,7.321
362,2020-10-30T12:19:17-07:00,2.627616,14.898496,336,12000,525.966,37.81
363,2020-10-30T12:19:18-07:00,0.4336,15.193344,369,12000,1557.537,77.187
364,2020-10-30T12:19:19-07:00,0.416256,13.6584,369,12000,2515.309,98.185
365,2020-10-30T12:19:20-07:00,0.4336,14.9592,369,12000,3451.878,215.161
366,2020-10-30T12:19:21-07:00,4.85632,19.104416,369,12000,4084.549,80.993
367,2020-10-30T12:19:22-07:00,9.088256,15.176,369,12000,564.796,6.851
368,2020-10-30T12:19:23-07:00,8.125664,16.424768,405,12000,519.453,7.645
369,2020-10-30T12:19:24-07:00,8.41184,16.103904,405,12000,512.723,7.028
370,2020-10-30T12:19:25-07:00,8.663328,15.704992,405,12000,492.42,7.336
371,2020-10-30T12:19:26-07:00,9.764672,15.115296,405,12000,463.594,7.115
372,2020-10-30T12:19:27-07:00,5.515392,12.44432,405,12000,458.964,19.179
373,2020-10-30T12:19:28-07:00,0.268832,7.93488,445,12000,1224.359,361.311
374,2020-10-30T12:19:29-07:00,0.251488,6.928928,445,12000,1224.359,361.311
375,2020-10-30T12:19:30-07:00,0.234144,6.295872,445,12000,2241.453,599.372
376,2020-10-30T12:19:31-07:00,2.480192,18.289248,445,12000,4386.876,229.92
377,2020-10-30T12:19:32-07:00,9.01888,15.236704,445,12000,1588.372,7.184
378,2020-10-30T12:19:33-07:00,10.05952,15.704992,489,12000,466.166,7.01
379,2020-10-30T12:19:34-07:00,9.1056,14.976544,489,12000,458.474,7.33
380,2020-10-30T12:19:35-07:00,9.305056,15.43616,489,12000,462.392,7.195
381,2020-10-30T12:19:36-07:00,8.793408,15.69632,489,12000,477.037,7.366
382,2020-10-30T12:19:37-07:00,8.836768,15.947808,489,12000,493.689,7.041
383,2020-10-30T12:19:38-07:00,7.379872,16.468128,537,12000,544.846,7.595
384,2020-10-30T12:19:39-07:00,8.854112,15.340768,537,12000,510.234,7.292
385,2020-10-30T12:19:40-07:00,8.533248,16.233984,537,12000,519.158,7.728
386,2020-10-30T12:19:41-07:00,9.19232,15.661632,537,12000,481.478,7.131
387,2020-10-30T12:19:42-07:00,8.567936,16.0432,537,12000,466.156,7.5
388,2020-10-30T12:19:43-07:00,8.80208,16.08656,590,12000,541.412,7.711
389,2020-10-30T12:19:44-07:00,8.767392,15.774368,590,12000,476.695,7.29
390,2020-10-30T12:19:45-07:00,8.36848,15.982496,590,12000,491.211,7.468
391,2020-10-30T12:19:46-07:00,8.377152,15.930464,590,12000,550.655,7.868
392,2020-10-30T12:19:47-07:00,9.14896,15.08928,590,12000,463.742,7.208
393,2020-10-30T12:19:48-07:00,9.816704,15.670304,649,12000,456.413,7.426
394,2020-10-30T12:19:49-07:00,8.914816,15.297408,649,12000,462.613,7.222
395,2020-10-30T12:19:50-07:00,9.504512,15.202016,649,12000,464.052,7.393
396,2020-10-30T12:19:51-07:00,8.403168,16.12992,649,12000,502.088,7.758
397,2020-10-30T12:19:52-07:00,9.313728,15.514208,649,12000,469.395,7.172
398,2020-10-30T12:19:53-07:00,8.394496,15.704992,713,12000,520.871,7.945
399,2020-10-30T12:19:54-07:00,8.706688,15.947808,713,12000,492.241,7.449
400,2020-10-30T12:19:55-07:00,9.296384,15.228032,713,12000,478.235,7.204
401,2020-10-30T12:19:56-07:00,9.209664,15.236704,713,12000,460.741,7.603
402,2020-10-30T12:19:57-07:00,9.946784,15.011232,713,12000,446.246,7.018
403,2020-10-30T12:19:58-07:00,8.663328,15.69632,784,12000,494.87,7.53
404,2020-10-30T12:19:59-07:00,9.417792,15.297408,784,12000,450.986,7.375
405,2020-10-30T12:20:00-07:00,9.036224,15.618272,784,12000,448.444,7.464
406,2020-10-30T12:20:01-07:00,8.828096,15.30608,784,12000,516.091,7.749
407,2020-10-30T12:20:02-07:00,8.333792,16.320704,784,12000,484.8,7.433
408,2020-10-30T12:20:03-07:00,10.076864,16.225312,862,12000,501.153,7.42
409,2020-10-30T12:20:04-07:00,8.351136,14.976544,862,12000,457.474,7.259
410,2020-10-30T12:20:05-07:00,8.854112,15.817728,862,12000,485.237,7.513
411,2020-10-30T12:20:06-07:00,9.209664,15.271392,862,12000,481.609,7.682
412,2020-10-30T12:20:07-07:00,8.299104,16.338048,862,12000,508.022,7.704
413,2020-10-30T12:20:08-07:00,8.299104,15.791712,948,12000,523.99,8.782
414,2020-10-30T12:20:09-07:00,9.088256,15.271392,948,12000,472.601,7.472
415,2020-10-30T12:20:10-07:00,8.880128,15.557568,948,12000,512.034,7.464
416,2020-10-30T12:20:11-07:00,8.940832,16.008512,948,12000,487.851,7.675
417,2020-10-30T12:20:12-07:00,8.914816,15.809056,948,12000,472.453,7.487
418,2020-10-30T12:20:13-07:00,8.593952,16.08656,1042,12000,497.706,7.439
419,2020-10-30T12:20:14-07:00,8.420512,16.277344,1042,12000,501.937,7.612
420,2020-10-30T12:20:15-07:00,8.984192,15.358112,1042,12000,491.846,7.832
421,2020-10-30T12:20:16-07:00,8.429184,15.991168,1042,12000,511.764,7.538
422,2020-10-30T12:20:17-07:00,3.364736,11.83728,1042,12000,511.822,70.241
423,2020-10-30T12:20:18-07:00,0.815168,10.57984,1146,12000,1462.558,335.189
424,2020-10-30T12:20:19-07:00,0.91056,9.729984,1146,12000,2404.427,410.998
425,2020-10-30T12:20:20-07:00,0.936576,10.467104,1146,12000,3332.293,458.6
426,2020-10-30T12:20:21-07:00,6.044384,18.714176,1146,12000,2541.042,109.552
427,2020-10-30T12:20:22-07:00,9.200992,15.670304,1146,12000,469.957,7.649
