Time;Hour;STA 6;STA 5;STA 4;STA 3;STA 2;STA 1
1;2020-12-03T16:37:04+01:00;0;0;1;1;0;0
2;2020-12-03T16:37:05+01:00;0;0;1;1;0;0
3;2020-12-03T16:37:06+01:00;0;0;1;1;0;0
4;2020-12-03T16:37:07+01:00;0;0;1;1;0;0
5;2020-12-03T16:37:08+01:00;0;0;1;1;0;0
6;2020-12-03T16:37:09+01:00;0;0;1;1;0;0
7;2020-12-03T16:37:10+01:00;0;0;1;1;0;0
8;2020-12-03T16:37:11+01:00;0;0;1;1;0;0
9;2020-12-03T16:37:12+01:00;0;0;1;1;0;0
10;2020-12-03T16:37:13+01:00;0;0;1;1;0;0
11;2020-12-03T16:37:14+01:00;0;0;0;1;0;0
12;2020-12-03T16:37:15+01:00;0;0;0;1;0;0
13;2020-12-03T16:37:16+01:00;0;0;0;1;0;0
14;2020-12-03T16:37:17+01:00;0;0;0;1;0;0
15;2020-12-03T16:37:18+01:00;0;0;0;1;0;0
16;2020-12-03T16:37:19+01:00;0;0;0;1;0;0
17;2020-12-03T16:37:20+01:00;0;0;0;1;0;0
18;2020-12-03T16:37:21+01:00;0;0;0;1;0;0
19;2020-12-03T16:37:22+01:00;0;0;0;1;0;0
20;2020-12-03T16:37:23+01:00;0;0;0;1;0;0
21;2020-12-03T16:37:24+01:00;0;0;0;1;0;0
22;2020-12-03T16:37:25+01:00;0;0;0;1;0;0
23;2020-12-03T16:37:26+01:00;0;0;0;1;0;0
24;2020-12-03T16:37:27+01:00;0;0;0;1;0;0
25;2020-12-03T16:37:28+01:00;0;0;0;1;0;0
26;2020-12-03T16:37:29+01:00;0;0;0;1;0;0
27;2020-12-03T16:37:30+01:00;0;0;0;1;0;0
28;2020-12-03T16:37:31+01:00;0;0;0;1;0;0
29;2020-12-03T16:37:32+01:00;0;0;0;1;0;0
30;2020-12-03T16:37:33+01:00;0;0;0;1;0;0
31;2020-12-03T16:37:34+01:00;0;0;0;1;0;0
32;2020-12-03T16:37:35+01:00;0;0;0;1;0;0
33;2020-12-03T16:37:36+01:00;0;0;0;1;0;0
34;2020-12-03T16:37:37+01:00;0;0;0;1;0;0
35;2020-12-03T16:37:38+01:00;0;0;0;1;0;0
36;2020-12-03T16:37:39+01:00;0;0;0;1;0;0
37;2020-12-03T16:37:40+01:00;0;0;0;1;0;0
38;2020-12-03T16:37:41+01:00;0;0;0;1;0;0
39;2020-12-03T16:37:42+01:00;0;0;0;1;0;0
40;2020-12-03T16:37:43+01:00;0;0;0;1;0;0
41;2020-12-03T16:37:44+01:00;0;0;0;1;0;0
42;2020-12-03T16:37:45+01:00;0;0;0;1;0;0
43;2020-12-03T16:37:46+01:00;0;0;0;1;0;0
44;2020-12-03T16:37:47+01:00;0;0;0;1;0;0
45;2020-12-03T16:37:48+01:00;0;0;0;1;0;0
46;2020-12-03T16:37:49+01:00;0;0;0;1;0;0
47;2020-12-03T16:37:50+01:00;0;0;0;1;0;0
48;2020-12-03T16:37:51+01:00;0;0;0;1;0;0
49;2020-12-03T16:37:52+01:00;0;0;0;1;0;0
50;2020-12-03T16:37:53+01:00;0;0;0;1;0;0
51;2020-12-03T16:37:54+01:00;0;0;0;1;0;0
52;2020-12-03T16:37:55+01:00;0;0;0;1;0;0
53;2020-12-03T16:37:56+01:00;0;0;0;1;0;0
54;2020-12-03T16:37:57+01:00;0;0;0;1;0;0
55;2020-12-03T16:37:58+01:00;0;0;0;1;0;0
56;2020-12-03T16:37:59+01:00;0;0;0;1;0;0
57;2020-12-03T16:38:00+01:00;0;0;0;1;0;0
58;2020-12-03T16:38:01+01:00;0;0;0;1;0;0
59;2020-12-03T16:38:02+01:00;0;0;0;1;0;0
60;2020-12-03T16:38:03+01:00;0;0;0;1;0;0
61;2020-12-03T16:38:04+01:00;0;0;0;1;0;0
62;2020-12-03T16:38:05+01:00;0;0;0;1;0;0
63;2020-12-03T16:38:06+01:00;0;0;0;1;0;0
64;2020-12-03T16:38:07+01:00;0;0;0;1;0;0
65;2020-12-03T16:38:08+01:00;0;0;0;1;0;0
66;2020-12-03T16:38:09+01:00;0;0;0;1;0;0
67;2020-12-03T16:38:10+01:00;0;0;0;1;0;0
68;2020-12-03T16:38:11+01:00;0;0;0;1;0;0
69;2020-12-03T16:38:12+01:00;0;0;0;1;0;0
70;2020-12-03T16:38:13+01:00;0;0;0;1;0;0
71;2020-12-03T16:38:14+01:00;0;0;0;1;0;0
72;2020-12-03T16:38:15+01:00;0;0;0;1;0;0
73;2020-12-03T16:38:16+01:00;0;0;0;1;0;0
74;2020-12-03T16:38:17+01:00;0;0;0;1;0;0
75;2020-12-03T16:38:18+01:00;0;0;0;1;0;0
76;2020-12-03T16:38:19+01:00;0;0;0;1;0;0
77;2020-12-03T16:38:20+01:00;0;0;0;1;0;0
78;2020-12-03T16:38:21+01:00;0;0;0;1;0;0
79;2020-12-03T16:38:22+01:00;0;0;0;1;0;0
80;2020-12-03T16:38:23+01:00;0;0;0;1;0;0
81;2020-12-03T16:38:24+01:00;0;0;0;1;0;0
82;2020-12-03T16:38:25+01:00;0;0;0;1;0;0
83;2020-12-03T16:38:26+01:00;0;0;0;1;0;0
84;2020-12-03T16:38:27+01:00;0;0;0;1;0;0
85;2020-12-03T16:38:28+01:00;0;0;0;1;0;0
86;2020-12-03T16:38:29+01:00;0;0;0;1;0;0
87;2020-12-03T16:38:30+01:00;0;0;0;1;0;0
88;2020-12-03T16:38:31+01:00;0;0;0;1;0;0
89;2020-12-03T16:38:32+01:00;0;0;0;1;0;0
90;2020-12-03T16:38:33+01:00;0;0;0;1;0;0
91;2020-12-03T16:38:34+01:00;0;0;0;1;0;0
92;2020-12-03T16:38:35+01:00;0;0;0;1;0;0
93;2020-12-03T16:38:36+01:00;0;0;0;1;0;0
94;2020-12-03T16:38:37+01:00;0;0;0;1;0;0
95;2020-12-03T16:38:38+01:00;0;0;0;1;0;0
96;2020-12-03T16:38:39+01:00;0;0;0;1;0;0
97;2020-12-03T16:38:40+01:00;0;0;0;1;0;0
98;2020-12-03T16:38:41+01:00;0;0;0;1;0;0
99;2020-12-03T16:38:42+01:00;0;0;0;1;0;0
100;2020-12-03T16:38:43+01:00;0;0;0;1;0;0
101;2020-12-03T16:38:44+01:00;0;0;0;1;0;0
102;2020-12-03T16:38:45+01:00;0;0;0;1;0;0
103;2020-12-03T16:38:46+01:00;0;0;0;1;0;0
104;2020-12-03T16:38:47+01:00;0;0;0;1;0;0
105;2020-12-03T16:38:48+01:00;0;0;0;1;0;0
106;2020-12-03T16:38:49+01:00;0;0;0;1;0;0
107;2020-12-03T16:38:50+01:00;0;0;0;1;0;0
108;2020-12-03T16:38:51+01:00;0;0;0;1;0;0
109;2020-12-03T16:38:52+01:00;0;0;0;1;0;0
110;2020-12-03T16:38:53+01:00;0;0;0;1;0;0
111;2020-12-03T16:38:54+01:00;0;0;0;1;0;0
112;2020-12-03T16:38:55+01:00;0;0;0;1;0;0
113;2020-12-03T16:38:56+01:00;0;0;0;1;0;0
114;2020-12-03T16:38:57+01:00;0;0;0;1;0;0
115;2020-12-03T16:38:58+01:00;0;0;0;1;0;0
116;2020-12-03T16:38:59+01:00;0;0;0;1;0;0
117;2020-12-03T16:39:00+01:00;0;0;0;1;0;0
118;2020-12-03T16:39:01+01:00;0;0;0;1;0;0
119;2020-12-03T16:39:02+01:00;0;0;0;1;0;0
120;2020-12-03T16:39:03+01:00;0;0;0;1;0;0
121;2020-12-03T16:39:04+01:00;0;0;0;1;0;0
122;2020-12-03T16:39:05+01:00;0;0;0;1;0;0
123;2020-12-03T16:39:06+01:00;0;0;0;1;0;0
124;2020-12-03T16:39:07+01:00;0;0;0;1;0;0
125;2020-12-03T16:39:08+01:00;0;0;0;1;0;0
126;2020-12-03T16:39:09+01:00;0;0;0;1;0;0
127;2020-12-03T16:39:10+01:00;0;0;0;1;0;0
128;2020-12-03T16:39:11+01:00;0;0;0;1;0;0
129;2020-12-03T16:39:12+01:00;0;0;0;1;0;0
130;2020-12-03T16:39:13+01:00;0;0;0;1;0;0
131;2020-12-03T16:39:14+01:00;0;0;1;1;0;0
