sep=;
"Time";"APP: 3 - Node: 11";"APP: 3 - Node: 8860215";"APP: 4 - Node: 11880865";"APP: 4 - Node: 12";"APP: 2 - Node: 13";"APP: 2 - Node: 8860310";"APP: 1 - Node: 11879605";"APP: 1 - Node: 13"
"2020-10-09T12:39:10+02:00";null;null;null;null;null;null;46;106
"2020-10-09T12:39:11+02:00";27;118;73;36;null;null;null;null
"2020-10-09T12:39:12+02:00";null;null;null;null;58;50;null;null
"2020-10-09T12:39:16+02:00";26;102;59;52;null;null;46;51
"2020-10-09T12:39:17+02:00";null;null;null;null;22;42;null;null
"2020-10-09T12:39:20+02:00";null;null;null;null;null;null;68;35
"2020-10-09T12:39:21+02:00";43;125;80;36;null;null;null;null
"2020-10-09T12:39:22+02:00";null;null;null;null;73;46;null;null
"2020-10-09T12:39:25+02:00";null;null;null;null;null;null;58;37
"2020-10-09T12:39:26+02:00";96;105;59;21;null;null;null;null
"2020-10-09T12:39:27+02:00";null;null;null;null;26;98;null;null
"2020-10-09T12:39:30+02:00";null;null;null;null;null;null;48;33
"2020-10-09T12:39:31+02:00";28;127;86;54;33;51;null;null
"2020-10-09T12:39:32+02:00";23;94;null;null;null;null;null;null
"2020-10-09T12:39:35+02:00";null;null;null;null;null;null;63;102
"2020-10-09T12:39:36+02:00";null;null;65;41;63;48;null;null
"2020-10-09T12:39:37+02:00";24;95;null;null;null;null;null;null
"2020-10-09T12:39:40+02:00";null;null;null;null;null;null;84;157
"2020-10-09T12:39:41+02:00";null;null;86;23;34;48;null;null
"2020-10-09T12:39:42+02:00";40;90;null;null;null;null;null;null
"2020-10-09T12:39:45+02:00";null;null;null;null;null;null;44;47
"2020-10-09T12:39:46+02:00";null;null;59;55;138;52;null;null
"2020-10-09T12:39:47+02:00";20;88;null;null;null;null;null;null
"2020-10-09T12:39:50+02:00";null;null;null;null;null;null;46;65
"2020-10-09T12:39:51+02:00";null;null;91;23;null;null;null;null
"2020-10-09T12:39:52+02:00";22;3185;null;null;null;null;null;null
"2020-10-09T12:39:55+02:00";null;null;null;null;null;null;70;22
"2020-10-09T12:39:56+02:00";null;null;76;67;null;null;null;null
"2020-10-09T12:39:57+02:00";51;112;null;null;null;null;null;null
"2020-10-09T12:40:01+02:00";null;null;83;24;null;null;null;null
"2020-10-09T12:40:02+02:00";50;121;null;null;null;null;69;66
"2020-10-09T12:40:06+02:00";null;null;81;53;null;null;null;null
"2020-10-09T12:40:07+02:00";22;109;null;null;null;null;76;23
"2020-10-09T12:40:11+02:00";null;null;59;25;null;null;null;null
"2020-10-09T12:40:12+02:00";64;95;null;null;null;null;57;40
"2020-10-09T12:40:16+02:00";null;null;80;24;null;null;null;null
"2020-10-09T12:40:17+02:00";53;134;null;null;null;null;null;null
"2020-10-09T12:40:18+02:00";null;null;null;null;null;null;63;20
"2020-10-09T12:40:21+02:00";null;null;75;24;null;null;null;null
"2020-10-09T12:40:22+02:00";63;108;null;null;null;null;null;null
"2020-10-09T12:40:23+02:00";null;null;null;null;null;null;60;115
