sep=;
"Time";"0x00";"0x1A";"0x20";"0x30"
"2020-09-16T11:37:25+02:00";12000;12000;12000;12000
"2020-09-16T11:37:26+02:00";12000;12000;12000;12000
"2020-09-16T11:37:27+02:00";12000;12000;12000;12000
"2020-09-16T11:37:28+02:00";12000;12000;12000;12000
"2020-09-16T11:37:29+02:00";12000;12000;12000;12000
"2020-09-16T11:37:30+02:00";12000;12000;12000;12000
"2020-09-16T11:37:31+02:00";12000;12000;12000;12000
"2020-09-16T11:37:32+02:00";12000;12000;12000;12000
"2020-09-16T11:37:33+02:00";12000;12000;12000;12000
"2020-09-16T11:37:34+02:00";12000;12000;12000;12000
"2020-09-16T11:37:35+02:00";12000;12000;12000;12000
"2020-09-16T11:37:36+02:00";12000;12000;12000;12000
"2020-09-16T11:37:37+02:00";12000;12000;12000;12000
"2020-09-16T11:37:38+02:00";12000;12000;12000;12000
"2020-09-16T11:37:39+02:00";12000;12000;12000;12000
"2020-09-16T11:37:40+02:00";12000;12000;12000;12000
"2020-09-16T11:37:41+02:00";12000;12000;12000;12000
"2020-09-16T11:37:42+02:00";12000;12000;12000;12000
"2020-09-16T11:37:43+02:00";12000;12000;12000;12000
"2020-09-16T11:37:44+02:00";12000;12000;12000;12000
"2020-09-16T11:37:45+02:00";12000;12000;12000;null
"2020-09-16T11:37:46+02:00";12000;12000;12000;12000
"2020-09-16T11:37:47+02:00";12000;12000;12000;12000
"2020-09-16T11:37:48+02:00";12000;12000;12000;12000
"2020-09-16T11:37:49+02:00";12000;12000;12000;12000
"2020-09-16T11:37:50+02:00";12000;12000;12000;12000
"2020-09-16T11:37:51+02:00";12000;12000;12000;12000
"2020-09-16T11:37:52+02:00";12000;12000;12000;12000
"2020-09-16T11:37:53+02:00";12000;12000;12000;12000
"2020-09-16T11:37:54+02:00";12000;12000;12000;12000
"2020-09-16T11:37:55+02:00";12000;12000;12000;12000
"2020-09-16T11:37:56+02:00";12000;12000;12000;12000
"2020-09-16T11:37:57+02:00";12000;12000;12000;12000
"2020-09-16T11:37:58+02:00";12000;12000;12000;12000
"2020-09-16T11:37:59+02:00";12000;12000;12000;12000
"2020-09-16T11:38:00+02:00";12000;12000;12000;12000
"2020-09-16T11:38:01+02:00";12000;12000;12000;12000
"2020-09-16T11:38:02+02:00";12000;12000;12000;12000
"2020-09-16T11:38:03+02:00";12000;12000;12000;12000
"2020-09-16T11:38:04+02:00";12000;12000;12000;12000
"2020-09-16T11:38:05+02:00";12000;12000;12000;12000
"2020-09-16T11:38:06+02:00";12000;12000;12000;12000
"2020-09-16T11:38:07+02:00";12000;12000;12000;12000
"2020-09-16T11:38:08+02:00";12000;12000;12000;12000
"2020-09-16T11:38:09+02:00";12000;12000;12000;12000
"2020-09-16T11:38:10+02:00";12000;12000;12000;12000
"2020-09-16T11:38:11+02:00";12000;12000;12000;null
"2020-09-16T11:38:12+02:00";12000;12000;12000;12000
"2020-09-16T11:38:13+02:00";12000;12000;12000;12000
"2020-09-16T11:38:14+02:00";12000;12000;12000;12000
"2020-09-16T11:38:15+02:00";12000;12000;null;null
"2020-09-16T11:38:16+02:00";12000;12000;12000;12000
"2020-09-16T11:38:17+02:00";12000;12000;12000;null
"2020-09-16T11:38:18+02:00";12000;12000;12000;12000
"2020-09-16T11:38:19+02:00";12000;12000;12000;12000
"2020-09-16T11:38:20+02:00";12000;12000;12000;null
"2020-09-16T11:38:21+02:00";12000;12000;12000;12000
"2020-09-16T11:38:22+02:00";12000;12000;12000;12000
"2020-09-16T11:38:23+02:00";12000;12000;12000;12000
"2020-09-16T11:38:24+02:00";12000;12000;12000;12000
"2020-09-16T11:38:25+02:00";12000;12000;12000;12000
"2020-09-16T11:38:26+02:00";12000;12000;null;null
"2020-09-16T11:38:27+02:00";12000;12000;12000;12000
"2020-09-16T11:38:28+02:00";12000;12000;12000;12000
"2020-09-16T11:38:29+02:00";12000;12000;12000;12000
"2020-09-16T11:38:30+02:00";12000;12000;12000;12000
"2020-09-16T11:38:31+02:00";12000;12000;12000;12000
"2020-09-16T11:38:32+02:00";12000;12000;12000;12000
"2020-09-16T11:38:33+02:00";12000;12000;12000;12000
"2020-09-16T11:38:34+02:00";12000;12000;12000;12000
"2020-09-16T11:38:35+02:00";12000;12000;12000;12000
"2020-09-16T11:38:36+02:00";12000;12000;12000;12000
"2020-09-16T11:38:37+02:00";12000;12000;12000;12000
"2020-09-16T11:38:38+02:00";12000;12000;12000;12000
"2020-09-16T11:38:39+02:00";12000;12000;12000;12000
"2020-09-16T11:38:40+02:00";12000;12000;12000;12000
"2020-09-16T11:38:41+02:00";12000;12000;12000;12000
"2020-09-16T11:38:42+02:00";12000;12000;12000;12000
"2020-09-16T11:38:43+02:00";12000;12000;12000;12000
"2020-09-16T11:38:44+02:00";12000;12000;12000;12000
"2020-09-16T11:38:45+02:00";12000;12000;12000;null
"2020-09-16T11:38:46+02:00";null;null;null;12000
"2020-09-16T11:38:47+02:00";12000;12000;12000;12000
"2020-09-16T11:38:48+02:00";null;null;12000;12000
"2020-09-16T11:38:49+02:00";12000;12000;12000;12000
"2020-09-16T11:38:50+02:00";12000;12000;null;12000
"2020-09-16T11:38:51+02:00";12000;12000;12000;12000
"2020-09-16T11:38:52+02:00";12000;12000;12000;12000
"2020-09-16T11:38:53+02:00";12000;12000;12000;12000
"2020-09-16T11:38:54+02:00";12000;12000;12000;12000
"2020-09-16T11:38:55+02:00";12000;12000;12000;12000
"2020-09-16T11:38:56+02:00";12000;12000;12000;12000
"2020-09-16T11:38:57+02:00";12000;12000;12000;12000
"2020-09-16T11:38:58+02:00";12000;12000;12000;12000
"2020-09-16T11:38:59+02:00";12000;12000;12000;12000
"2020-09-16T11:39:00+02:00";12000;12000;12000;12000
"2020-09-16T11:39:01+02:00";12000;12000;12000;12000
"2020-09-16T11:39:02+02:00";12000;12000;12000;12000
"2020-09-16T11:39:03+02:00";12000;12000;12000;12000
"2020-09-16T11:39:04+02:00";12000;12000;12000;12000
"2020-09-16T11:39:05+02:00";12000;12000;12000;12000
"2020-09-16T11:39:06+02:00";12000;12000;12000;12000
"2020-09-16T11:39:07+02:00";12000;12000;12000;12000
"2020-09-16T11:39:08+02:00";12000;12000;12000;12000
"2020-09-16T11:39:09+02:00";12000;12000;12000;12000
"2020-09-16T11:39:10+02:00";12000;12000;12000;12000
"2020-09-16T11:39:12+02:00";12000;12000;12000;12000
"2020-09-16T11:39:13+02:00";12000;12000;12000;12000
"2020-09-16T11:39:14+02:00";12000;12000;12000;12000
"2020-09-16T11:39:15+02:00";12000;12000;12000;12000
"2020-09-16T11:39:16+02:00";12000;12000;12000;12000
"2020-09-16T11:39:17+02:00";12000;12000;12000;12000
"2020-09-16T11:39:18+02:00";12000;12000;12000;12000
"2020-09-16T11:39:19+02:00";12000;12000;12000;12000
"2020-09-16T11:39:20+02:00";12000;12000;12000;12000
"2020-09-16T11:39:21+02:00";12000;12000;12000;12000
"2020-09-16T11:39:22+02:00";12000;12000;12000;12000
"2020-09-16T11:39:23+02:00";12000;12000;12000;12000
"2020-09-16T11:39:24+02:00";12000;12000;12000;12000
"2020-09-16T11:39:25+02:00";12000;12000;12000;12000
"2020-09-16T11:39:26+02:00";12000;12000;12000;12000
"2020-09-16T11:39:27+02:00";12000;12000;12000;12000
"2020-09-16T11:39:28+02:00";12000;12000;12000;12000
"2020-09-16T11:39:29+02:00";12000;12000;12000;12000
"2020-09-16T11:39:30+02:00";12000;12000;12000;12000
"2020-09-16T11:39:31+02:00";12000;12000;12000;12000
"2020-09-16T11:39:32+02:00";12000;12000;12000;12000
"2020-09-16T11:39:33+02:00";12000;12000;12000;12000
"2020-09-16T11:39:34+02:00";12000;12000;12000;12000
"2020-09-16T11:39:35+02:00";12000;12000;12000;12000
"2020-09-16T11:39:36+02:00";12000;12000;12000;12000
"2020-09-16T11:39:37+02:00";12000;12000;12000;12000
"2020-09-16T11:39:38+02:00";12000;12000;12000;12000
"2020-09-16T11:39:39+02:00";12000;12000;12000;12000
"2020-09-16T11:39:40+02:00";12000;12000;12000;12000
"2020-09-16T11:39:41+02:00";12000;12000;12000;null
"2020-09-16T11:39:42+02:00";12000;12000;12000;12000
"2020-09-16T11:39:43+02:00";12000;12000;12000;12000
"2020-09-16T11:39:44+02:00";12000;12000;12000;12000
"2020-09-16T11:39:45+02:00";12000;12000;12000;null
"2020-09-16T11:39:46+02:00";12000;12000;12000;12000
"2020-09-16T11:39:47+02:00";12000;12000;12000;12000
"2020-09-16T11:39:48+02:00";12000;12000;12000;12000
"2020-09-16T11:39:49+02:00";12000;12000;12000;12000
"2020-09-16T11:39:50+02:00";12000;12000;12000;null
"2020-09-16T11:39:51+02:00";12000;12000;12000;12000
"2020-09-16T11:39:52+02:00";12000;12000;12000;12000
"2020-09-16T11:39:53+02:00";12000;12000;12000;12000
"2020-09-16T11:39:54+02:00";12000;12000;12000;12000
"2020-09-16T11:39:55+02:00";12000;12000;12000;12000
"2020-09-16T11:39:56+02:00";12000;12000;12000;12000
"2020-09-16T11:39:57+02:00";12000;12000;12000;12000
"2020-09-16T11:39:58+02:00";12000;12000;12000;12000
"2020-09-16T11:39:59+02:00";12000;12000;12000;12000
"2020-09-16T11:40:00+02:00";12000;12000;12000;12000
"2020-09-16T11:40:01+02:00";12000;12000;12000;12000
"2020-09-16T11:40:02+02:00";12000;12000;12000;12000
"2020-09-16T11:40:03+02:00";12000;12000;12000;12000
"2020-09-16T11:40:04+02:00";12000;12000;12000;12000
"2020-09-16T11:40:05+02:00";12000;12000;12000;12000
"2020-09-16T11:40:06+02:00";12000;12000;12000;12000
"2020-09-16T11:40:07+02:00";12000;12000;12000;12000
"2020-09-16T11:40:08+02:00";12000;12000;12000;12000
"2020-09-16T11:40:09+02:00";12000;12000;12000;12000
"2020-09-16T11:40:10+02:00";12000;12000;12000;12000
"2020-09-16T11:40:11+02:00";12000;12000;12000;12000
"2020-09-16T11:40:12+02:00";12000;12000;12000;12000
"2020-09-16T11:40:13+02:00";12000;12000;12000;12000
"2020-09-16T11:40:14+02:00";12000;12000;12000;12000
"2020-09-16T11:40:15+02:00";12000;12000;12000;12000
"2020-09-16T11:40:16+02:00";12000;null;null;null
"2020-09-16T11:40:17+02:00";12000;12000;12000;12000
"2020-09-16T11:40:18+02:00";12000;12000;12000;12000
"2020-09-16T11:40:19+02:00";12000;12000;12000;12000
"2020-09-16T11:40:20+02:00";12000;12000;null;null
"2020-09-16T11:40:21+02:00";12000;12000;12000;12000
"2020-09-16T11:40:22+02:00";null;null;null;12000
"2020-09-16T11:40:23+02:00";12000;12000;12000;12000
"2020-09-16T11:40:24+02:00";12000;12000;12000;12000
"2020-09-16T11:40:25+02:00";12000;12000;12000;12000
"2020-09-16T11:40:26+02:00";12000;12000;12000;12000
"2020-09-16T11:40:27+02:00";12000;12000;12000;12000
"2020-09-16T11:40:28+02:00";12000;12000;12000;12000
"2020-09-16T11:40:29+02:00";12000;12000;12000;12000
"2020-09-16T11:40:30+02:00";12000;12000;12000;12000
"2020-09-16T11:40:31+02:00";12000;12000;12000;12000
"2020-09-16T11:40:32+02:00";12000;12000;12000;12000
"2020-09-16T11:40:33+02:00";12000;12000;12000;12000
"2020-09-16T11:40:34+02:00";12000;12000;12000;12000
"2020-09-16T11:40:35+02:00";12000;12000;null;null
"2020-09-16T11:40:36+02:00";null;null;12000;12000
"2020-09-16T11:40:37+02:00";12000;12000;12000;12000
"2020-09-16T11:40:38+02:00";12000;12000;12000;12000
"2020-09-16T11:40:39+02:00";12000;12000;12000;12000
"2020-09-16T11:40:40+02:00";12000;12000;12000;12000
"2020-09-16T11:40:41+02:00";12000;null;null;null
"2020-09-16T11:40:42+02:00";12000;12000;12000;12000
"2020-09-16T11:40:43+02:00";12000;12000;12000;12000
"2020-09-16T11:40:44+02:00";12000;12000;12000;12000
"2020-09-16T11:40:45+02:00";12000;12000;12000;12000
"2020-09-16T11:40:46+02:00";12000;12000;12000;null
"2020-09-16T11:40:47+02:00";12000;12000;12000;12000
