sep=;
"Time";"APP: 3 - Node: 11";"APP: 3 - Node: 8860215";"APP: 5 - Node: 12";"APP: 5 - Node: 5079035";"APP: 1 - Node: 11879605";"APP: 1 - Node: 13";"APP: 2 - Node: 13";"APP: 2 - Node: 8860310"
"2020-09-16T11:44:44+02:00";null;null;null;null;null;null;-41;-64
"2020-09-16T11:44:46+02:00";-32;-28;null;null;null;null;null;null
"2020-09-16T11:44:48+02:00";null;null;-52;-54;-49;-44;null;null
"2020-09-16T11:44:49+02:00";null;null;null;null;null;null;-42;-64
"2020-09-16T11:44:51+02:00";-32;-29;null;null;null;null;null;null
"2020-09-16T11:44:53+02:00";null;null;-52;-53;-49;-45;null;null
"2020-09-16T11:44:54+02:00";null;null;null;null;null;null;-43;-64
"2020-09-16T11:44:56+02:00";-32;-30;null;null;null;null;null;null
"2020-09-16T11:44:58+02:00";null;null;-54;-54;-49;-45;null;null
"2020-09-16T11:44:59+02:00";null;null;null;null;null;null;-42;-63
"2020-09-16T11:45:01+02:00";-32;-30;null;null;null;null;null;null
"2020-09-16T11:45:03+02:00";null;null;null;-54;-48;-45;null;null
"2020-09-16T11:45:04+02:00";null;null;-52;null;null;null;-43;-63
"2020-09-16T11:45:06+02:00";-33;-30;null;null;null;null;null;null
"2020-09-16T11:45:08+02:00";null;null;null;-53;-49;-45;null;null
"2020-09-16T11:45:09+02:00";null;null;-53;null;null;null;-40;-65
"2020-09-16T11:45:11+02:00";-32;-30;null;null;null;null;null;null
"2020-09-16T11:45:13+02:00";null;null;-53;-54;-46;-45;null;null
"2020-09-16T11:45:14+02:00";null;null;null;null;null;null;-42;-64
"2020-09-16T11:45:16+02:00";-32;-30;null;null;null;null;null;null
"2020-09-16T11:45:18+02:00";null;null;-53;-54;-49;-46;null;null
"2020-09-16T11:45:19+02:00";null;null;null;null;null;null;-41;-63
"2020-09-16T11:45:21+02:00";-32;-29;null;null;null;null;null;null
"2020-09-16T11:45:23+02:00";null;null;-53;-53;-48;-45;null;null
"2020-09-16T11:45:24+02:00";null;null;null;null;null;null;-42;-63
"2020-09-16T11:45:26+02:00";-32;-31;null;null;null;null;null;null
"2020-09-16T11:45:28+02:00";null;null;-53;-54;-47;-46;null;null
"2020-09-16T11:45:29+02:00";null;null;null;null;null;null;-43;-63
"2020-09-16T11:45:31+02:00";-32;-29;null;null;null;null;null;null
"2020-09-16T11:45:33+02:00";null;null;null;-53;-47;-46;null;null
"2020-09-16T11:45:34+02:00";null;null;-53;null;null;null;-42;-63
"2020-09-16T11:45:36+02:00";-30;-31;null;null;null;null;null;null
"2020-09-16T11:45:38+02:00";null;null;null;-53;-48;-46;null;null
"2020-09-16T11:45:39+02:00";null;null;-52;null;null;null;-42;-63
"2020-09-16T11:45:41+02:00";-32;-29;null;null;null;null;null;null
"2020-09-16T11:45:43+02:00";null;null;-53;-47;-47;-44;null;null
"2020-09-16T11:45:44+02:00";null;null;null;null;null;null;-42;-63
"2020-09-16T11:45:46+02:00";-32;-28;null;null;null;null;null;null
"2020-09-16T11:45:48+02:00";null;null;null;-47;-48;-45;null;null
"2020-09-16T11:45:49+02:00";null;null;-53;null;null;null;-43;-63
"2020-09-16T11:45:51+02:00";-32;-29;null;null;null;null;null;null
"2020-09-16T11:45:53+02:00";null;null;null;-48;-41;-45;null;null
"2020-09-16T11:45:54+02:00";null;null;-53;null;null;null;-42;-64
"2020-09-16T11:45:56+02:00";-32;-28;null;null;null;null;null;null
"2020-09-16T11:45:58+02:00";null;null;null;-47;-41;-46;null;null
"2020-09-16T11:45:59+02:00";null;null;-53;null;null;null;-39;-64
"2020-09-16T11:46:01+02:00";-28;-29;null;null;null;null;null;null
"2020-09-16T11:46:03+02:00";null;null;null;-47;-43;-46;null;null
"2020-09-16T11:46:04+02:00";null;null;-52;null;null;null;-43;-63
"2020-09-16T11:46:06+02:00";-30;-29;null;null;null;null;null;null
"2020-09-16T11:46:08+02:00";null;null;null;null;-42;-44;null;null
"2020-09-16T11:46:09+02:00";null;null;-52;-48;null;null;-42;-64
"2020-09-16T11:46:11+02:00";-31;-29;null;null;null;null;null;null
"2020-09-16T11:46:13+02:00";null;null;null;null;-40;-45;null;null
"2020-09-16T11:46:14+02:00";null;null;-52;-48;null;null;-42;-63
"2020-09-16T11:46:16+02:00";-31;-30;null;null;null;null;null;null
"2020-09-16T11:46:18+02:00";null;null;null;null;-42;-47;null;null
"2020-09-16T11:46:19+02:00";null;null;-53;-48;null;null;-43;-63
"2020-09-16T11:46:21+02:00";-32;-28;null;null;null;null;null;null
"2020-09-16T11:46:23+02:00";null;null;null;null;-41;-47;null;null
"2020-09-16T11:46:24+02:00";null;null;-53;-47;null;null;-41;-64
"2020-09-16T11:46:26+02:00";-32;-30;null;null;null;null;null;null
"2020-09-16T11:46:28+02:00";null;null;null;null;-40;-45;null;null
"2020-09-16T11:46:29+02:00";null;null;-52;-48;null;null;-43;-64
"2020-09-16T11:46:31+02:00";-33;-30;null;null;null;null;null;null
"2020-09-16T11:46:33+02:00";null;null;null;null;-41;-44;null;null
"2020-09-16T11:46:34+02:00";null;null;-53;-48;null;null;-42;-63
"2020-09-16T11:46:36+02:00";-32;-28;null;null;null;null;null;null
"2020-09-16T11:46:38+02:00";null;null;null;null;-43;-47;null;null
"2020-09-16T11:46:39+02:00";null;null;-53;-47;null;null;-43;-64
"2020-09-16T11:46:41+02:00";-32;-30;null;null;null;null;null;null
"2020-09-16T11:46:43+02:00";null;null;null;null;-43;-44;null;null
"2020-09-16T11:46:44+02:00";null;null;-52;-47;null;null;-42;-63
"2020-09-16T11:46:46+02:00";-30;-30;null;null;null;null;null;null
"2020-09-16T11:46:48+02:00";null;null;null;null;-41;-46;null;null
"2020-09-16T11:46:49+02:00";null;null;-53;-47;null;null;-43;-64
"2020-09-16T11:46:51+02:00";-32;-28;null;null;null;null;null;null
"2020-09-16T11:46:53+02:00";null;null;null;null;-43;-44;null;null
"2020-09-16T11:46:54+02:00";null;null;-52;-47;null;null;-43;-63
"2020-09-16T11:46:56+02:00";-32;-28;null;null;null;null;null;null
"2020-09-16T11:46:58+02:00";null;null;null;null;-43;-44;null;null
"2020-09-16T11:46:59+02:00";null;null;-53;-48;null;null;-43;-64
"2020-09-16T11:47:01+02:00";-32;-29;null;null;null;null;null;null
"2020-09-16T11:47:03+02:00";null;null;null;null;-41;-46;null;null
"2020-09-16T11:47:04+02:00";null;null;-52;-48;null;null;-43;-64
"2020-09-16T11:47:06+02:00";-31;-30;null;null;null;null;null;null
"2020-09-16T11:47:08+02:00";null;null;null;null;-41;-46;null;null
"2020-09-16T11:47:09+02:00";null;null;-52;-47;null;null;-42;-63
"2020-09-16T11:47:11+02:00";-32;-29;null;null;null;null;null;null
"2020-09-16T11:47:13+02:00";null;null;null;null;-42;-45;null;null
"2020-09-16T11:47:14+02:00";null;null;-52;-47;null;null;-43;-63
"2020-09-16T11:47:16+02:00";-32;-30;null;null;null;null;null;null
"2020-09-16T11:47:18+02:00";null;null;null;null;-43;-45;null;null
"2020-09-16T11:47:19+02:00";null;null;-54;-48;null;null;-42;-63
"2020-09-16T11:47:21+02:00";-32;-28;null;null;null;null;null;null
"2020-09-16T11:47:23+02:00";null;null;null;null;-41;-44;null;null
"2020-09-16T11:47:24+02:00";null;null;-52;-48;null;null;-42;-63
"2020-09-16T11:47:26+02:00";-32;-30;null;null;null;null;null;null
"2020-09-16T11:47:28+02:00";null;null;null;null;-43;-46;null;null
"2020-09-16T11:47:29+02:00";null;null;-53;-48;null;null;-42;-64
"2020-09-16T11:47:31+02:00";-32;-30;null;null;null;null;null;null
"2020-09-16T11:47:33+02:00";null;null;null;null;-43;-44;null;null
"2020-09-16T11:47:34+02:00";null;null;-52;-48;null;null;-42;-63
"2020-09-16T11:47:36+02:00";-32;-30;null;null;null;null;null;null
"2020-09-16T11:47:38+02:00";null;null;null;null;-43;-45;null;null
"2020-09-16T11:47:39+02:00";null;null;-53;-48;null;null;-43;-63
"2020-09-16T11:47:41+02:00";-32;-30;null;null;null;null;null;null
"2020-09-16T11:47:43+02:00";null;null;null;null;-41;-45;null;null
"2020-09-16T11:47:44+02:00";null;null;-53;-48;null;null;-42;-63
"2020-09-16T11:47:46+02:00";-32;-29;null;null;null;null;null;null
"2020-09-16T11:47:48+02:00";null;null;null;null;-43;-44;null;null
"2020-09-16T11:47:49+02:00";null;null;-52;-48;null;null;-43;-63
"2020-09-16T11:47:51+02:00";-32;-28;null;null;null;null;null;null
"2020-09-16T11:47:53+02:00";null;null;null;null;-41;-45;null;null
"2020-09-16T11:47:54+02:00";null;null;-52;-48;null;null;-42;-63
"2020-09-16T11:47:56+02:00";-32;-33;null;null;null;null;null;null
"2020-09-16T11:47:58+02:00";null;null;null;null;-43;-46;null;null
"2020-09-16T11:47:59+02:00";null;null;-53;-48;null;null;-42;-63
"2020-09-16T11:48:01+02:00";-32;-31;null;null;null;null;null;null
"2020-09-16T11:48:03+02:00";null;null;null;null;-43;-45;null;null
"2020-09-16T11:48:04+02:00";null;null;-52;-48;null;null;-41;-63
"2020-09-16T11:48:06+02:00";-33;-31;null;null;null;null;null;null
"2020-09-16T11:48:08+02:00";null;null;null;null;-46;-45;null;null
"2020-09-16T11:48:09+02:00";null;null;-52;-48;null;null;-42;-64
"2020-09-16T11:48:11+02:00";-32;-32;null;null;null;null;null;null
"2020-09-16T11:48:13+02:00";null;null;null;null;-49;-47;null;null
"2020-09-16T11:48:14+02:00";null;null;-54;-48;null;null;-41;-64
"2020-09-16T11:48:16+02:00";-33;-32;null;null;null;null;null;null
"2020-09-16T11:48:18+02:00";null;null;null;null;-47;-44;null;null
"2020-09-16T11:48:19+02:00";null;null;-51;-47;null;null;-43;-63
"2020-09-16T11:48:21+02:00";-32;-33;null;null;null;null;null;null
"2020-09-16T11:48:23+02:00";null;null;null;null;-48;-45;null;null
"2020-09-16T11:48:24+02:00";null;null;-53;-47;null;null;-42;-63
"2020-09-16T11:48:25+02:00";null;null;-52;-47;null;null;null;null
"2020-09-16T11:48:26+02:00";-32;-32;null;null;null;null;null;null
"2020-09-16T11:48:28+02:00";null;null;null;null;-45;-46;null;null
"2020-09-16T11:48:29+02:00";null;null;null;null;null;null;-43;-63
"2020-09-16T11:48:30+02:00";null;null;-52;-47;null;null;null;null
"2020-09-16T11:48:31+02:00";-32;-31;null;null;null;null;null;null
"2020-09-16T11:48:33+02:00";null;null;null;null;-46;-45;null;null
"2020-09-16T11:48:34+02:00";null;null;null;null;null;null;-41;-64
"2020-09-16T11:48:35+02:00";null;null;-52;-48;null;null;null;null
"2020-09-16T11:48:36+02:00";-32;-32;null;null;null;null;null;null
"2020-09-16T11:48:38+02:00";null;null;null;null;-49;-44;null;null
"2020-09-16T11:48:39+02:00";null;null;null;null;null;null;-43;-64
"2020-09-16T11:48:40+02:00";null;null;-52;-47;null;null;null;null
"2020-09-16T11:48:41+02:00";-32;-32;null;null;null;null;null;null
"2020-09-16T11:48:45+02:00";null;null;-53;-47;null;null;null;null
"2020-09-16T11:48:46+02:00";-27;-31;null;null;null;null;null;null
"2020-09-16T11:48:48+02:00";-30;-31;null;null;null;null;null;null
"2020-09-16T11:48:50+02:00";null;null;-52;-47;null;null;null;null
"2020-09-16T11:48:53+02:00";-30;-31;null;null;null;null;null;null
"2020-09-16T11:48:55+02:00";null;null;-52;-48;null;null;null;null
"2020-09-16T11:48:58+02:00";-28;-33;null;null;null;null;null;null
"2020-09-16T11:49:00+02:00";null;null;-52;-48;null;null;null;null
"2020-09-16T11:49:03+02:00";-31;-31;null;null;null;null;null;null
"2020-09-16T11:49:05+02:00";null;null;-53;-47;null;null;null;null
