Time;Datetime;STA 5;STA 2;STA 8;STA 1;STA 4;STA 7;STA 6;STA 3
1;2020-10-09T12:38:00+02:00;0.004263140698048458;0.0007188128238208888;3.3235296568376222;0.0015252364727297775;0.0;0.7961098526044432;0.0012636724869921415;0.003304920882285553
2;2020-10-09T12:38:01+02:00;0.0013992073734475825;0.00386550491655592;3.998526514406149;0.0015860174251252092;0.0;1.0467786918690465;0.0;0.0007645511127644734
3;2020-10-09T12:38:02+02:00;0.0019604599315101163;0.0009808717643546036;6.947233328685672;0.001727170219007393;0.0;1.826006922323708;0.0;0.0009230466582399504
4;2020-10-09T12:38:03+02:00;0.0;0.0;null;0.0013554144232263414;null;0.7649332170006904;null;0.0006726073599654404
5;2020-10-09T12:38:04+02:00;0.0016694878732008693;0.001818394316097406;6.439282431689426;0.0009057332583773873;0.0;1.6063737431585583;0.0045991862893080175;0.004454258476018782
6;2020-10-09T12:38:05+02:00;0.002967263783729398;0.0014825071732887305;5.361075241384467;0.0015437276179906733;0.0;1.626800179082199;0.0;0.0007535335102704332
7;2020-10-09T12:38:06+02:00;0.001537340119091851;0.0041338968742944;4.331877167297464;0.001126587708252358;0.0;1.0317378496079392;0.0;0.0005805936418394543
8;2020-10-09T12:38:07+02:00;0.002047365630230937;0.0009612258288560588;5.362853793569651;0.0018283572484797906;0.0;1.5443860044060742;0.0;0.0019400100325921586
9;2020-10-09T12:38:08+02:00;0.0012233791728967214;0.000658712771338331;3.3125740618725414;0.002531134161487337;0.0;0.7897185284652175;0.0;0.0007916004364914771
10;2020-10-09T12:38:09+02:00;0.0;0.0009198339015450512;5.9692905744329225;0.0009808547948572403;0.0;1.4403606384350462;0.003393861714609378;0.0058738981691555435
11;2020-10-09T12:38:10+02:00;0.0031371698087646733;0.0015695481044072945;4.7892116722343365;0.0015825429456946506;0.0;1.2434335724485852;0.0;0.00077770299070659
12;2020-10-09T12:38:11+02:00;0.001228063513110075;0.003516204527654293;null;0.0012865447231305085;0.0;null;0.0;0.0006321552313889295
13;2020-10-09T12:38:12+02:00;0.0;0.0;4.958609383376301;0.0023527351063148557;0.0;1.2549044955851758;0.0;0.00239256953935156
14;2020-10-09T12:38:13+02:00;0.005096661795003439;0.0023247145734462296;5.290774483976056;0.002743277171827849;0.0;1.4153304182189916;0.0;0.0007417627335959768
15;2020-10-09T12:38:14+02:00;0.0013350451419021278;0.002467878565419157;4.897898204866149;0.0015588767349214276;0.0;1.2153807746451812;0.0008182087010061662;0.0048360959910165105
16;2020-10-09T12:38:15+02:00;0.003300933780176682;0.0009415481555206108;4.964986612150382;0.001882128968245451;0.001846168277564504;1.3801802625247397;0.0;0.0009519979896587863
17;2020-10-09T12:38:16+02:00;0.0014719106429805055;0.003953391536818935;4.454205711876655;0.0014318100501713928;0.0;1.2301853037236885;0.001109058210157234;0.000691458732017172
18;2020-10-09T12:38:17+02:00;0.001711738472121619;0.0008636889943117362;5.898639219283402;0.0014884914310675152;0.0;1.4523777296448797;0.0;0.0016411799469665295
19;2020-10-09T12:38:18+02:00;0.0012966221797243974;0.0007658256489176825;3.1066082985847534;0.0021451724336481112;0.0;0.818830022197337;0.0006340887677885767;0.0006584492365829079
20;2020-10-09T12:38:19+02:00;0.002011239493595942;0.004147382376302496;3.662035130670757;0.0011755411965992848;0.0;0.9523931030968019;0.0;0.005747556527429796
21;2020-10-09T12:38:20+02:00;0.0;0.0007299072472775541;5.981881500829218;0.0016647332829779092;0.0006632529694192808;1.5550460348088193;0.0;0.0008408595574889494
22;2020-10-09T12:38:21+02:00;0.005419738590853681;0.004335545506664389;4.3875375920650885;0.0012223468740579163;0.0;1.2122792801426503;0.0;0.0006324369341005402
23;2020-10-09T12:38:22+02:00;0.001942177277123413;0.0009328788004988463;3.275138348061633;0.001983364673702432;0.0;0.9982175548313232;0.0;0.002030847840115237
24;2020-10-09T12:38:23+02:00;0.0015057317011298252;0.0007244257419046277;4.886513949655779;0.002445868413311223;0.0;1.0121884455780257;0.001124128810251744;0.0007983403434311015
25;2020-10-09T12:38:24+02:00;0.0;0.003003172043366093;6.508089609950615;0.0008891718201210914;0.0;1.852451937735444;0.0;0.004371601756836162
26;2020-10-09T12:38:25+02:00;0.0013654087343225446;0.0007249842662661728;3.8719935753847987;0.001307692884873683;0.0;0.9982313226363448;0.0;0.0006732438446832043
27;2020-10-09T12:38:26+02:00;0.00451701812771016;0.0033593559043552674;4.990603850230185;0.0016822482209782855;0.0;1.3631147102749472;0.0;0.0008251396951458968
28;2020-10-09T12:38:27+02:00;0.0017389035001393414;0.002401267925079577;3.3058810707914548;0.0017816996846311247;0.0;0.8403467483068312;0.0;0.005693794312461413
29;2020-10-09T12:38:28+02:00;0.0015557739275867493;0.000812640297423787;4.49816670502217;0.006271858300588593;0.0;1.2527740519494794;0.0010005914424734584;0.0009412581624661662
30;2020-10-09T12:38:29+02:00;0.0;0.002972461233976451;6.342789614531468;0.0007720515550279674;0.0;1.6186765187400196;0.0;0.004494181493369153
31;2020-10-09T12:38:30+02:00;0.002709904535435219;0.0013975656592509296;3.7544232426631727;0.0015962648559381526;0.0;1.067200788906371;0.0;0.0007780857525167497
32;2020-10-09T12:38:31+02:00;0.0035362148368538048;0.004600107306043597;3.670491953436536;0.0013580226326482445;0.0;0.891767491470573;0.0;0.0007911041435159512
33;2020-10-09T12:38:32+02:00;0.0;0.0;4.175772978075294;0.0019128710310362016;0.0;1.040989949796012;0.0;0.0033885063706721326
