sep=;
"Time";"04:D3:B0:87:2E:5E";"04:D3:B0:87:32:37";"04:D3:B0:87:32:96";"3C:6A:A7:4D:7F:FB";"3C:6A:A7:A0:E1:BE";"3C:6A:A7:B5:44:B5";"3C:6A:A7:B5:49:42";"3C:6A:A7:B5:49:A1"
"2020-09-16T11:43:00+02:00";0.0016100474450562296;0.0035604269986431597;0;0.004166513438200472;0;0;0;0
"2020-09-16T11:43:01+02:00";0.0016364162822789857;0.0007561374356210296;0;0.0021202151517687746;0;0;0;0.0008023492006098976
"2020-09-16T11:43:02+02:00";0.0006412861112877113;0.0036943695812817995;0;0.005902729795798121;0.0008413874037371599;0.0008756302334923003;0;0.003123551226641115
"2020-09-16T11:43:03+02:00";0.005054515032691833;0.0008564630827192022;0.005643609330488074;0.004771252839444731;0.006154394509005975;0.0053985021034836;0.006410408517027638;0.001682304592536658
"2020-09-16T11:43:04+02:00";0.001681702773913755;0.0008405597169994352;0;0.0008484837310497474;0;0;0;null
"2020-09-16T11:43:05+02:00";0.0014829430793555445;0.002043141645199054;null;0.0032007436184813163;0;null;0;0.0023303165302455352
"2020-09-16T11:43:06+02:00";0.001076506644575644;0.0018427525322901091;0;0.0005400702440383161;0;0;0;0.0012919068130155021
"2020-09-16T11:43:07+02:00";0.0011354341803451052;0.004925511587368575;0;0.0012776646044013558;0.0039622408999674666;0.000762879376395599;0;0.0008843892487705065
"2020-09-16T11:43:08+02:00";0.006468246433397173;null;0.014676139218610443;0.005139942482830367;0;0.014690120554491743;0.014540484128746587;null
"2020-09-16T11:43:09+02:00";0.0014806517609431801;0.0007654828269237261;0;0.0006778970785565312;0;0;0;0.0014245509193765798
"2020-09-16T11:43:10+02:00";0.0015833762093503592;0.0007708559653918987;0;0.003793561937170802;0.003470025580053731;0.004497423389640762;0;0.00266733626183488
"2020-09-16T11:43:11+02:00";0.0013553588361915733;0.002844014152820485;0;0.0007188041818433398;0;0;0;0.0013845350094271857
"2020-09-16T11:43:12+02:00";0.0007077368425017331;0.005135728814455154;null;0.0008400473669057544;null;null;null;0.001728586583105783
"2020-09-16T11:43:13+02:00";0.0020001085823349338;0.0005381562487776929;0;0.0027474719676279322;0;0;0;0.0005439953414381722
"2020-09-16T11:43:14+02:00";0.0028763484724997914;0.0014484845146187136;0;0.0006516937033921886;0;0;0;0.0013366503671248333
"2020-09-16T11:43:15+02:00";0;0;null;0.0046995811941587355;null;0;null;0.003763535183235669
"2020-09-16T11:43:16+02:00";0.0023161497709090267;0.007838413802187229;0;0.0008303396511513984;0;null;0;0.0016241695800456877
"2020-09-16T11:43:17+02:00";0;0;0;0.0010954567273626131;0;0;0;0.0023525651019430656
"2020-09-16T11:43:18+02:00";0.003588101694009036;0.0013536089217139524;0;0.0034782957648928463;0;0;0;0.0006681645338238127
"2020-09-16T11:43:19+02:00";0;0;0;0.0009512032411674081;0;0;0;0.002003535891054799
"2020-09-16T11:43:20+02:00";0.001682206482640325;null;0;0.00414439005589258;0.00421556341055353;0.00427461581066742;0;null
"2020-09-16T11:43:21+02:00";0.001569437861097871;0.0005230330375984027;0;0.0006631707868282019;0;0;0;0.0013159580248870064
"2020-09-16T11:43:22+02:00";0.0024574628647954914;0.0049218538438022125;0;0.0007135375726782822;0;0;0;0.001083890579054494
"2020-09-16T11:43:23+02:00";0.0016972567217862018;0;0;0.0056040484218387865;0;0;0;null
"2020-09-16T11:43:24+02:00";0.0014102839198733104;0.0007134011926994022;0;0.0006979104791597911;0.00446455374074353;0.0034057476648940224;0;0.001460411607670645
"2020-09-16T11:43:25+02:00";0.0016090437541515642;0.0017700201432357637;0;0.0008186988781629548;0;0;0;0.005287147066884293
"2020-09-16T11:43:26+02:00";0.0018000171531638053;0.0038570631030231703;0;0.0005925078328130198;0;0;0;0.0011414508232415054
"2020-09-16T11:43:27+02:00";0;0;0;0.0011719252424779707;0;0;0;0.002544156972761023
"2020-09-16T11:43:28+02:00";0.005149081358807602;0.000796363048442915;0;0.0038533781189317045;0.001019375333702592;0;0;0.000785981864977838
"2020-09-16T11:43:29+02:00";0.001623254776711624;0.0007797327875126445;0;0.0008263201272926293;0;0.003394936232038361;0;0.0015804288669049405
"2020-09-16T11:43:30+02:00";0.0026332802094237904;0.002084652545169507;0;0.0006075244705116395;0;0;0;0.003251348258807325
"2020-09-16T11:43:31+02:00";0.005223287151270574;0.008215803300136416;0;0.005638043733350796;0;0;0;0.006335986745554441
"2020-09-16T11:43:32+02:00";0.0033200718150140783;0;0.002661942560333547;0.0009603707261568692;0;0;0;0.001923872778710136
"2020-09-16T11:43:33+02:00";0.00476702655671313;0.0009235547783904537;0;0.004630412286188055;0.0012527956775323958;0.002062710284776252;0;0.0009132382295755235
"2020-09-16T11:43:34+02:00";0.0016981307928684727;0.0008048357526125744;0;0.0007911009080376149;0;0;0;0.0015440635950532068
"2020-09-16T11:43:35+02:00";0.001482486788251585;0.0016541352073106148;null;0.000718930375349317;null;0;null;0.0039114029596416565
"2020-09-16T11:43:36+02:00";0.002209371617080932;0.0015333622384936859;0;0.0006584985508697485;0;null;0;0.0016847871762202737
"2020-09-16T11:43:37+02:00";0;0.003977162784115033;0;0.0009073672595686747;0.0017515926751932272;0;0;0.0019306205838535392
"2020-09-16T11:43:38+02:00";0.01135720067740478;0.0069064489270480875;null;0.010167113667103045;null;null;null;0.006436462190745575
"2020-09-16T11:43:39+02:00";0.001448728289072972;0.0007477521590057909;0.004197753558013547;0.0007599114303277363;0.0007281796932336207;0.0006402647431097439;0.004006474715036562;0.0015849219914968518
"2020-09-16T11:43:40+02:00";0.001623586183639638;0.00428296129888696;null;0.0008262337561571775;null;0;null;0.004206784058753956
"2020-09-16T11:43:41+02:00";0.0013177745163592005;0.0006365120086841762;0;0.0006875304393642245;0;0;0;0.0037198701684383094
"2020-09-16T11:43:42+02:00";0.00098033107733036;0.005870877822267481;0;0.0009228987345111632;0.0008230564624591411;0.0007918551806080946;0;0.0018822835685566963
"2020-09-16T11:43:43+02:00";0.0041927940710411145;0.0007846944622621338;0.0006868797771159705;0.0039376324830226106;0;0;0.0006577815009747799;0.0007848291191642324
"2020-09-16T11:43:44+02:00";0.001562836381299009;0.0007913289788995581;0.006915069544364508;0.0007918360411067528;0.008099343503495164;0.0074111498478587065;0;0.0015829577533335371
"2020-09-16T11:43:45+02:00";0.0016806279716887955;0.003504714197456787;null;0.0008339686801530308;null;0;null;null
"2020-09-16T11:43:46+02:00";0.0012844599414630184;0.0006824231311279278;0.0004592960820953562;0.0006607630707971412;0;null;0.0008312649590005868;0.001354594488291961
"2020-09-16T11:43:47+02:00";0.0009117046022538551;0.0051454030688849834;0;0.0006897595874281022;0;0;0;0.0013582052102195379
"2020-09-16T11:43:48+02:00";0.004170058033974248;0.0007584844714479699;0;0.005296448477449914;0.010946585888093356;0.02621458542458002;0;0.001070453391182288
"2020-09-16T11:43:49+02:00";0.0025084101138676605;0.0007783124587865335;11.194686659330738;0.0007844054524948618;0;2.974001217982177;0.017600502670991787;0.0024659831087650934
"2020-09-16T11:43:50+02:00";0.0012732702336162986;0.0028042314087990696;null;0.0006450837348512447;0.0017010233416239876;null;0;0.0012898420696408597
"2020-09-16T11:43:51+02:00";0.001696550716188391;0.0008052788241773608;3.0629106831868285;0.000833688951042994;0.0012133352080052249;0.8086652825863675;0;0.0015834051817059215
"2020-09-16T11:43:52+02:00";0.0008876074302031707;0.005402858293976663;12.38938500589273;0.0009167701234698005;0;3.0990721462899407;0;0.0020225492145120373
"2020-09-16T11:43:53+02:00";0.0017125006534494292;0.0008248008905338639;5.827131172825013;0.004284670817380273;0;1.5089807411068974;0;0.0007856472296088171
"2020-09-16T11:43:54+02:00";0.003326519584063319;0.001134834259951395;3.6816781682996065;0.0005506691986836191;0;1.0109434444705645;0;0.0017206441292402105
"2020-09-16T11:43:55+02:00";0;0.003806831511287468;6.1656779030012645;0.0011765085492133436;0.0037707371013997646;1.5982144637437117;0;0.0025465439183825823
"2020-09-16T11:43:56+02:00";0.0014722166767998123;0.0007032459232778535;6.742551511841775;0.0008186611709747402;0;1.6814284956749028;0;0.0015690773999480845
"2020-09-16T11:43:57+02:00";0.0008879300334749071;0.005287518699769496;null;0.0007917397617606425;0;1.3707586184729892;0;0.0016375787791766774
"2020-09-16T11:43:58+02:00";0.0015835245132409255;0.0007593195581338802;4.783840662266235;0.0039384310432548295;0;1.2136219353868063;0;0.0007638178405339306
"2020-09-16T11:43:59+02:00";0.0015690867588602278;0.0008107866903467265;6.121184533306362;0.0037830576082699473;0;2.2188990181953354;0;0.001631583525672136
"2020-09-16T11:44:00+02:00";0.0031457023346330455;0.0033361801118083198;null;0.0008119953537253167;0.0036433107076719335;null;0;0.0016380282476349262
"2020-09-16T11:44:01+02:00";0.0018349411011056888;0.001572306556492434;2.470489459736427;0.00061144061178008;0;0.7669120165769678;0;0.0012227777719520771
"2020-09-16T11:44:02+02:00";0;0.0031163731890210475;3.6561177959031896;0.0007654961917643033;0;0.8132041539611061;0;0.0015307197845665786
"2020-09-16T11:44:03+02:00";0.0019426631960649712;0.0009610935056500882;6.542899240935625;0.0010581720957368176;0;1.6457968311408375;0;0.0020733520866028287
"2020-09-16T11:44:04+02:00";0.0017501892577620826;0.0009228694662579287;5.757418250147259;0.004764498094457595;0.007058219921596317;1.925726611046687;0;null
"2020-09-16T11:44:05+02:00";0.002154003172198701;0.0006789522931718549;null;0.0007661234381745563;null;null;0;0.0014822318555493754
"2020-09-16T11:44:06+02:00";0.0017024573204520719;0.004532262907875829;2.7728042869708394;0.0005067147261167932;0.00045865123628472575;0.739183892075613;0;0.0010131222145437885
"2020-09-16T11:44:07+02:00";0;0;3.6678710395094924;0.0011201429931074608;0;1.0611954442411355;0;0.002352833585431087
"2020-09-16T11:44:08+02:00";0.0020372657419775327;0.0009653136924103469;4.13573993054102;0.0009818429288669197;0;1.0461749763430341;0;0.002013143077187739
"2020-09-16T11:44:09+02:00";0.0016439357840383965;0.0008523481218495421;6.620158950373275;0.004769392111032004;0;1.8515270361116005;0;0.004492992470724978
"2020-09-16T11:44:10+02:00";0.004154642912387317;0.0006239218067150916;3.3995835368638723;0.000627649288898704;0;0.8303932055383512;0;0.0012475742349757615
"2020-09-16T11:44:11+02:00";0.0022251039940886456;0.004324652409069577;2.7966326532369674;0.0007303957298405843;null;0.7606592695496669;null;0.0014058222982729338
"2020-09-16T11:44:12+02:00";0;0.0006894916313004979;4.227702079164326;0.0009504702545775751;0;1.0834086561859542;0;0.003972378714567509
"2020-09-16T11:44:13+02:00";0.0016832432389821612;0.0008026047675929041;5.548347198426371;0.0009056259974161438;0;1.3876816656972628;0;0.0016669717583978217
"2020-09-16T11:44:14+02:00";0.0015187916746532144;0.0007778726107628362;4.849922513164401;0.003875308850481707;0;1.349013822184866;0;0.0039009728502550573
"2020-09-16T11:44:15+02:00";0.004362819791745226;0.0007451381925392694;null;0.0007246420539662406;null;0.7945965845177891;null;0.001471823943353072
"2020-09-16T11:44:16+02:00";0.0014490388693358057;0.0007155412767457498;3.1035605081803577;0.0007353601693124343;0;1.0814083521699835;0;0.0014376586454374171
"2020-09-16T11:44:17+02:00";0.0009409758873690837;0.005347099145783201;4.288373648727644;0.0009423673529276904;0;1.4896842796423977;0;0.0018831728786536453
"2020-09-16T11:44:18+02:00";0.0031674166227193762;0.0007844898497859453;3.831766286043526;0.0007845903642629657;0;1.0032514619630477;0;0.0015830187167635373
"2020-09-16T11:44:19+02:00";0.0015557065804239342;0.000778009170016285;5.205511903852104;0.003972973908900173;0;1.325212057168476;0;0.0033870104577509155
"2020-09-16T11:44:20+02:00";0.004208302056552795;0.0007984898071775186;3.6624844040591915;0.002148421846051268;null;1.3582653868508336;null;0.0015692484984968862
"2020-09-16T11:44:21+02:00";0.0013262677509927343;0.0006584968366128669;5.4421585807089095;0.0006584614985364338;0;0.9903845140999104;0;0.001326376883052922
"2020-09-16T11:44:22+02:00";0.000932763955855931;0.005237854697634408;4.447084100696367;0.0009420236885702148;0;1.1760211810759256;0;0.001876065248255274
"2020-09-16T11:44:23+02:00";0.0016662216949092424;0.0007916284500826455;5.738156650960043;0.0007912231133003882;0;1.5167483935942683;0;0.0014881047830599572
"2020-09-16T11:44:24+02:00";0.0014948489487798082;0.0007912518617673393;8.533125244079269;0.003973052629166597;0;1.4714293845691584;0;0.003596608102040258
"2020-09-16T11:44:25+02:00";0.004315765674894962;0.0007980735415038566;7.981069308709307;0.0008115630887892527;0;2.1470203635454514;0;0.0015694529671362377
"2020-09-16T11:44:26+02:00";0.0010828604816197523;0.0005625307642934662;4.187804610362747;0.0005412071965996947;0;1.1317510231174848;0;0.0011628120910967814
"2020-09-16T11:44:27+02:00";0.0009412953448975701;0.005157546548714156;3.1829642539437857;0.0009417404147990571;0;0.8397842409539518;0.0010575248040971704;0.0017594569010328535
"2020-09-16T11:44:28+02:00";0.001982833672063128;0.0009318546658558164;5.33652456007019;0.0009713031938979532;0;1.3260160277845188;0;0.001859462736632583
"2020-09-16T11:44:29+02:00";0.0016095095978299282;0.0008486556282110079;7.661834586209327;0.0042640559167080655;0;2.178530996756235;0;0.003809112046767178
"2020-09-16T11:44:30+02:00";0.003405423840964139;0.0007916537974212717;null;0.0006885299466464484;null;null;null;0.0015314012857712684
