sep=;
"Time";"0x00";"0x1A";"0x20";"0x30"
"2020-09-16T11:30:13+02:00";12000;12000;12000;12000
"2020-09-16T11:30:14+02:00";12000;12000;12000;12000
"2020-09-16T11:30:15+02:00";12000;12000;12000;12000
"2020-09-16T11:30:16+02:00";12000;12000;12000;12000
"2020-09-16T11:30:17+02:00";12000;12000;12000;12000
"2020-09-16T11:30:18+02:00";12000;12000;12000;12000
"2020-09-16T11:30:19+02:00";12000;12000;12000;12000
"2020-09-16T11:30:20+02:00";12000;12000;12000;12000
"2020-09-16T11:30:21+02:00";12000;12000;12000;12000
"2020-09-16T11:30:22+02:00";12000;12000;12000;12000
"2020-09-16T11:30:23+02:00";12000;12000;12000;12000
"2020-09-16T11:30:24+02:00";12000;12000;12000;12000
"2020-09-16T11:30:25+02:00";12000;12000;12000;12000
"2020-09-16T11:30:26+02:00";12000;12000;12000;null
"2020-09-16T11:30:27+02:00";12000;12000;12000;12000
"2020-09-16T11:30:28+02:00";12000;12000;12000;12000
"2020-09-16T11:30:29+02:00";12000;12000;12000;12000
"2020-09-16T11:30:30+02:00";12000;12000;12000;null
"2020-09-16T11:30:31+02:00";12000;12000;12000;12000
"2020-09-16T11:30:32+02:00";12000;12000;12000;12000
"2020-09-16T11:30:33+02:00";12000;12000;12000;12000
"2020-09-16T11:30:34+02:00";12000;12000;12000;12000
"2020-09-16T11:30:35+02:00";12000;12000;12000;null
"2020-09-16T11:30:36+02:00";12000;12000;12000;12000
