sep=;
"Time";"04:D3:B0:87:32:37";"3C:6A:A7:B5:44:B5";"3C:6A:A7:B5:49:A1";"04:D3:B0:87:2E:5E";"04:D3:B0:87:32:96";"3C:6A:A7:4D:7F:FB";"3C:6A:A7:A0:E1:BE";"3C:6A:A7:B5:49:42"
"2020-09-16T11:29:33+02:00";5771;3998;3539;2096;3937;9879;376944;1257748
"2020-09-16T11:29:34+02:00";null;3998;3539;2096;3937;null;377193;1258748
"2020-09-16T11:29:35+02:00";5771;4002;null;2096;3937;9879;377469;1259753
"2020-09-16T11:29:36+02:00";5771;4009;3539;2096;3941;9879;377757;1260943
"2020-09-16T11:29:37+02:00";5771;4010;3539;2096;3946;9879;377995;1261832
"2020-09-16T11:29:38+02:00";5774;4010;null;2096;3946;9882;378257;1262749
"2020-09-16T11:29:39+02:00";5777;4011;3543;2099;3946;9886;378518;1263751
"2020-09-16T11:29:40+02:00";null;4017;3543;2099;3947;9886;378781;null
"2020-09-16T11:29:41+02:00";5777;4024;3543;2099;null;9886;null;1264751
"2020-09-16T11:29:42+02:00";5777;4027;3543;2099;3958;9886;379053;1265854
"2020-09-16T11:29:43+02:00";5780;4027;3547;2099;3958;9886;379572;1267777
"2020-09-16T11:29:44+02:00";5780;4027;3547;2101;3958;9887;379808;1268757
"2020-09-16T11:29:45+02:00";5781;4031;3547;2101;3958;9887;380096;1269811
"2020-09-16T11:29:46+02:00";5781;4036;3547;2101;3963;9887;380358;1270843
"2020-09-16T11:29:47+02:00";5781;4036;3550;2101;3968;9887;380615;1271757
"2020-09-16T11:29:48+02:00";null;4039;null;2101;3968;null;380875;1272757
"2020-09-16T11:29:49+02:00";5782;4039;3550;2101;3968;9888;381146;1273771
"2020-09-16T11:29:50+02:00";null;4043;null;2101;3968;9888;381381;1274760
"2020-09-16T11:29:51+02:00";5782;4048;3550;2101;3972;9888;381670;1275860
"2020-09-16T11:29:52+02:00";5782;4048;3553;2101;3977;9888;381907;1276760
"2020-09-16T11:29:53+02:00";5782;4048;3553;2101;3977;9889;382192;1277760
"2020-09-16T11:29:54+02:00";null;null;3553;2101;3977;9889;382457;1278760
"2020-09-16T11:29:55+02:00";5783;4052;null;2101;3977;null;382719;1279760
"2020-09-16T11:29:56+02:00";5783;4057;3553;2101;3978;9889;382976;1280760
"2020-09-16T11:29:57+02:00";5783;4057;3553;2101;3987;9889;383244;1281833
"2020-09-16T11:29:58+02:00";null;4057;3556;2101;3987;9893;383484;1282760
"2020-09-16T11:29:59+02:00";5784;4057;3556;2103;3987;null;383722;1283760
"2020-09-16T11:30:00+02:00";null;4071;null;2103;3987;9893;383737;1284860
"2020-09-16T11:30:01+02:00";5784;4089;3556;2103;3991;9893;383745;1285960
"2020-09-16T11:30:02+02:00";5784;4099;3559;2103;3996;9893;383747;1286860
"2020-09-16T11:30:03+02:00";5784;4099;null;2103;3996;9893;383748;1287760
"2020-09-16T11:30:04+02:00";5784;4099;3560;2103;3996;9896;383750;1288760
"2020-09-16T11:30:05+02:00";null;4099;null;2103;3996;9896;383750;1289760
"2020-09-16T11:30:06+02:00";5788;null;3560;2103;null;9896;null;null
"2020-09-16T11:30:07+02:00";5788;4099;3560;2103;4027;9896;383750;1290368
"2020-09-16T11:30:08+02:00";5788;4099;3560;2103;4027;9896;383750;1290379
"2020-09-16T11:30:09+02:00";5788;4099;3560;2103;4027;9896;383753;1290379
"2020-09-16T11:30:10+02:00";5791;null;3561;2103;null;9899;null;null
"2020-09-16T11:30:11+02:00";5791;4099;3561;2103;4027;9899;383753;1290379
"2020-09-16T11:30:12+02:00";5791;4099;3561;2103;4027;9899;383753;1290379
"2020-09-16T11:30:13+02:00";5791;4099;3561;2103;4027;9899;383753;1290379
"2020-09-16T11:30:14+02:00";5794;4099;3561;2103;4027;9902;383753;1290379
"2020-09-16T11:30:15+02:00";null;4099;null;2103;4027;9902;383756;1290379
"2020-09-16T11:30:16+02:00";5794;4099;3562;2103;4027;9902;383756;1290379
"2020-09-16T11:30:17+02:00";5794;4099;3562;2103;4027;9902;383756;1290379
"2020-09-16T11:30:18+02:00";5794;null;3562;2103;null;9902;null;null
"2020-09-16T11:30:19+02:00";5794;4099;3562;2103;4027;9905;383756;1290379
"2020-09-16T11:30:20+02:00";5797;4099;3563;2103;4027;9905;383756;1290379
"2020-09-16T11:30:21+02:00";5797;4099;3563;2103;null;9906;null;null
"2020-09-16T11:30:22+02:00";5797;4099;3563;2103;4027;9906;383759;1290379
"2020-09-16T11:30:23+02:00";5797;4099;3563;2103;4027;9906;383760;1290379
"2020-09-16T11:30:24+02:00";5797;4099;3563;2103;4027;9906;383760;1290379
"2020-09-16T11:30:25+02:00";5803;4099;3569;2103;4027;9908;383760;1290379
"2020-09-16T11:30:26+02:00";5803;4099;3569;2103;4027;9909;383760;1290379
"2020-09-16T11:30:27+02:00";5803;4099;3569;2103;4027;9909;383761;1290379
"2020-09-16T11:30:28+02:00";5803;4099;3569;2103;4027;9909;383761;1290379
"2020-09-16T11:30:29+02:00";5804;4099;3569;2103;4027;9909;null;null
"2020-09-16T11:30:30+02:00";5804;null;3572;2103;null;9909;383761;1290379
"2020-09-16T11:30:31+02:00";5804;4099;3572;2103;4027;9910;383761;1290379
"2020-09-16T11:30:32+02:00";5804;4099;3572;2103;4027;9910;383761;1290379
"2020-09-16T11:30:33+02:00";5804;4099;3572;2103;4027;9910;383764;1290379
"2020-09-16T11:30:34+02:00";5805;4099;3572;2103;4027;9910;383764;1290379
"2020-09-16T11:30:35+02:00";5805;4099;3575;2103;4027;9911;383764;1290379
"2020-09-16T11:30:36+02:00";5805;4099;3575;2103;null;9912;null;null
"2020-09-16T11:30:37+02:00";5805;null;3575;2103;4027;9912;383764;1290379
"2020-09-16T11:30:38+02:00";5805;4099;3575;2103;4027;9912;383765;1290379
"2020-09-16T11:30:39+02:00";5809;4100;3578;2106;4028;9915;383765;null
"2020-09-16T11:30:40+02:00";5809;null;3581;2106;null;9915;null;1290379
"2020-09-16T11:30:41+02:00";5809;4100;3581;2106;4028;9919;383765;1290379
"2020-09-16T11:30:42+02:00";5809;4100;3581;2106;4028;9919;383765;1290379
"2020-09-16T11:30:43+02:00";5809;4103;3581;2106;4028;9919;383773;1290379
"2020-09-16T11:30:44+02:00";5810;4103;3581;2109;4031;9919;383773;1290383
"2020-09-16T11:30:45+02:00";5810;4103;3584;2109;4031;9919;383773;null
