Time;Hour;STA 6;STA 5;STA 4;BE 2;QoS 2;BE 1
149;2020-11-23T18:48:12+01:00;0,00069951;0,000627872;0,000673834;17,19463139;null;16,70128887
150;2020-11-23T18:48:13+01:00;0,000847327;0,000911046;0,000874737;19,04660742;null;19,07551627
151;2020-11-23T18:48:14+01:00;0,000786833;0,000815422;0,000805048;18,49479871;null;19,96325692
152;2020-11-23T18:48:15+01:00;0,000807995;0,000795987;0,000784575;18,35840879;null;18,1327653
153;2020-11-23T18:48:16+01:00;0,00074719;0,000747775;0,000747595;18,4849228;null;18,64925106
154;2020-11-23T18:48:17+01:00;0,000811448;0,000810456;0,000828213;18,56108139;null;18,30768021
155;2020-11-23T18:48:18+01:00;0,00081166;0,00084541;0,000834741;19,46776899;null;20,10514581
156;2020-11-23T18:48:19+01:00;0,00077061;0,000778738;0,000660974;8,828991126;null;18,37939374
157;2020-11-23T18:48:20+01:00;0,000750693;0,000711486;0,000856148;5,88439862;null;16,57701337
158;2020-11-23T18:48:21+01:00;0,000809393;0,000817123;0,000820414;5,650159957;null;19,50640042
159;2020-11-23T18:48:22+01:00;0,000548015;0,001074977;0,000543129;9,989932345;null;18,12894144
160;2020-11-23T18:48:23+01:00;0,001360511;0;0,001393299;18,55374814;null;16,78308538
161;2020-11-23T18:48:24+01:00;0,000812682;0,000940501;0,000837134;20,40503591;null;22,67916647
162;2020-11-23T18:48:25+01:00;0,000787775;0,000780761;0,000784278;18,08677969;null;17,62650418
163;2020-11-23T18:48:26+01:00;0,000758131;0,000728983;0,000740811;17,70015571;null;16,84990809
164;2020-11-23T18:48:27+01:00;0,000734946;0,000719186;0,00072315;17,37324185;null;17,86049753
165;2020-11-23T18:48:28+01:00;0,000849797;0,000866346;0,00085339;19,69946036;null;19,27009028
166;2020-11-23T18:48:29+01:00;0,000759879;0,000751943;0,000757923;17,48562908;null;17,76872769
167;2020-11-23T18:48:30+01:00;0,000826441;0,000863608;0,000840585;19,9621762;null;20,62240285
168;2020-11-23T18:48:31+01:00;0,000780889;0,000795883;0,000806756;18,99081887;null;18,70418728
169;2020-11-23T18:48:32+01:00;0,000681283;0,0006534;0,000655515;17,44979824;null;17,57261552
170;2020-11-23T18:48:33+01:00;0,000862279;0,000865528;0,000862332;18,30166271;null;18,65586822
171;2020-11-23T18:48:34+01:00;0,000832379;0,0008572;0,000844912;18,93956218;null;19,38891319
172;2020-11-23T18:48:35+01:00;0,000754712;0,00073396;0,000744262;17,54638179;null;17,37388249
173;2020-11-23T18:48:36+01:00;0,000779032;0,000816588;0,000848976;19,58853234;null;19,03024026
174;2020-11-23T18:48:37+01:00;0,000739809;0,00069716;0,000682709;17,20519314;null;18,20628417
175;2020-11-23T18:48:38+01:00;0,000859049;0,00093363;0,000931958;18,3964876;null;19,64230691
176;2020-11-23T18:48:39+01:00;0,000741519;0,000701766;0,000697138;16,87255566;null;17,3282777
177;2020-11-23T18:48:40+01:00;0,000834886;0,000860084;0,000836248;19,18885911;null;19,97163827
178;2020-11-23T18:48:41+01:00;0,000794441;0,000781535;0,000806188;18,56577269;null;18,20970644
179;2020-11-23T18:48:42+01:00;0,000552982;0,001090558;0,000545243;17,7607545;null;17,89671507
180;2020-11-23T18:48:43+01:00;0,001233634;0;0,001124592;17,4253985;null;15,8686205
181;2020-11-23T18:48:44+01:00;0,000826598;0,001048217;0,000906201;20,35196362;null;23,71199618
182;2020-11-23T18:48:45+01:00;0,00075999;0,000715804;0,00074853;17,40354355;null;16,72911645
183;2020-11-23T18:48:46+01:00;0,000814166;0,000860596;0,000832919;19,69199741;null;21,00212058
184;2020-11-23T18:48:47+01:00;0,000675906;0,000641817;0,000658298;17,78804571;null;16,96450414
185;2020-11-23T18:48:48+01:00;0,000860528;0,000851496;0,000885187;18,6638064;null;18,34029695
186;2020-11-23T18:48:49+01:00;0,000830536;0,000852296;0,000816711;18,56241844;null;19,6627881
187;2020-11-23T18:48:50+01:00;0,000797168;0,000825543;0,000808465;19,09481889;null;19,27920036
188;2020-11-23T18:48:51+01:00;0,000781294;0,000765623;0,000782021;18,23642247;null;17,87084315
189;2020-11-23T18:48:52+01:00;0,000730684;0,000674046;0,000713699;17,68354317;null;16,86245628
190;2020-11-23T18:48:53+01:00;0,000802999;0,000899209;0,000784146;18,08547045;null;12,73798257
191;2020-11-23T18:48:54+01:00;0,000822566;0,000822299;0,000871942;19,67016549;0;5,714212265
192;2020-11-23T18:48:55+01:00;0,000753583;0,000719019;0,000732168;17,22174936;0;4,817838107
193;2020-11-23T18:48:56+01:00;0,000826899;0,000892692;0,000856397;20,21163336;0;7,87786709
194;2020-11-23T18:48:57+01:00;0,000698044;0,000643253;0,000679469;17,6672758;0;16,71063914
195;2020-11-23T18:48:58+01:00;0,000891214;0,001008451;0,000914332;19,5315435;0;21,73826136
196;2020-11-23T18:48:59+01:00;0,000784517;0,00078561;0,000785804;18,37819071;0;18,7067326
197;2020-11-23T18:49:00+01:00;0,000778536;0,000777611;0,000777567;18,42430083;0;18,68380863
198;2020-11-23T18:49:01+01:00;0,000762647;0,000726101;0,000764115;17,9662927;0;17,03666995
199;2020-11-23T18:49:02+01:00;0,000562727;0,001128716;0,000556489;18,26077309;0;18,45670739
200;2020-11-23T18:49:03+01:00;0,0011497;0;0,001010377;15,93149808;0;14,9998251
201;2020-11-23T18:49:04+01:00;0,00086329;0,001117455;0,000986858;21,95940362;0;24,54492604
202;2020-11-23T18:49:05+01:00;0,000771749;0,000750281;0,000755937;17,34506778;0;17,8140113
203;2020-11-23T18:49:06+01:00;0,000752634;0,000751579;0,000753886;18,54080261;0;18,03098223
204;2020-11-23T18:49:07+01:00;0,000751369;0,000754963;0,000762462;18,16925374;0;18,31280357
205;2020-11-23T18:49:08+01:00;0,000880853;0,000885332;0,000866121;19,49552365;0;20,08474915
206;2020-11-23T18:49:09+01:00;0,00066946;0,00067381;0,000665872;18,0811433;0;18,37921455
207;2020-11-23T18:49:10+01:00;0,000953378;0,001002734;0,000976536;19,38411296;7,106293032;13,74316385
208;2020-11-23T18:49:11+01:00;0,00079555;0,000790676;0,000808455;19,47381974;10,22317704;10,43370095
209;2020-11-23T18:49:12+01:00;0,000659828;0,000628458;0,000640612;17,24730541;9,369389778;9,048742605
210;2020-11-23T18:49:13+01:00;0,024181708;0,0386211;0,001009916;20,40191689;10,37010235;11,04837513
211;2020-11-23T18:49:14+01:00;0,014161357;0,005537801;0,028631371;9,132930756;4,082179893;4,821128098
212;2020-11-23T18:49:15+01:00;0,005360638;0,005431913;0,005591708;9,60701123;4,269472013;4,310976224
213;2020-11-23T18:49:16+01:00;0,005582354;0,005564269;0,005476008;9,479844119;4,38474768;4,334473891
214;2020-11-23T18:49:17+01:00;0,005288145;0,004943709;0,005075442;9,174731797;2,998333799;3,976144813
215;2020-11-23T18:49:18+01:00;0,005640977;0,006062252;0,006046496;10,3454153;4,735359113;5,207924523
