Time;Hour;0x00;QoS 1;BE 1;BE 3;BE 4;BE 2;QoS 2
1;2020-12-03T16:37:04+01:00;0.028;null;null;null;null;null;null
2;2020-12-03T16:37:05+01:00;0.027;null;null;null;null;null;null
3;2020-12-03T16:37:06+01:00;0.024;null;null;null;null;null;null
4;2020-12-03T16:37:07+01:00;0.027;null;null;null;null;null;null
5;2020-12-03T16:37:08+01:00;0.025;null;null;null;null;null;null
6;2020-12-03T16:37:09+01:00;0.027;null;null;null;null;null;null
7;2020-12-03T16:37:10+01:00;0.025;null;null;null;null;null;null
8;2020-12-03T16:37:11+01:00;0.024;null;null;null;null;null;null
9;2020-12-03T16:37:12+01:00;0.024;null;null;null;null;null;null
10;2020-12-03T16:37:13+01:00;0.025;null;null;null;null;null;null
11;2020-12-03T16:37:14+01:00;0.027;null;null;null;0;null;null
12;2020-12-03T16:37:15+01:00;0.025;null;null;null;0;null;null
13;2020-12-03T16:37:16+01:00;0.023;null;null;null;0;null;null
14;2020-12-03T16:37:17+01:00;0.026;null;null;null;0;null;null
15;2020-12-03T16:37:18+01:00;56.416;null;null;null;339.027;null;null
16;2020-12-03T16:37:19+01:00;18.148;null;null;null;358.004;null;null
17;2020-12-03T16:37:20+01:00;13.9;null;null;null;338.023;null;null
18;2020-12-03T16:37:21+01:00;29.29;null;null;null;338.917;null;null
19;2020-12-03T16:37:22+01:00;9.695;null;null;null;343.81;null;null
20;2020-12-03T16:37:23+01:00;18.039;null;null;null;347.983;null;null
21;2020-12-03T16:37:24+01:00;6.182;null;null;null;332.702;null;null
22;2020-12-03T16:37:25+01:00;16.676;null;null;null;329.253;null;null
23;2020-12-03T16:37:26+01:00;30.564;null;null;null;323.271;null;null
24;2020-12-03T16:37:27+01:00;31.545;null;null;null;358.868;null;null
25;2020-12-03T16:37:28+01:00;14.602;null;null;null;324.033;null;null
26;2020-12-03T16:37:29+01:00;16.818;null;null;null;340.611;null;null
27;2020-12-03T16:37:30+01:00;20.641;null;null;null;336.525;null;null
28;2020-12-03T16:37:31+01:00;23.132;null;null;null;339.23;null;null
29;2020-12-03T16:37:32+01:00;19.998;null;null;null;336.33;null;null
30;2020-12-03T16:37:33+01:00;9.213;null;null;null;345.418;null;null
31;2020-12-03T16:37:34+01:00;18.035;null;null;null;347.745;null;null
32;2020-12-03T16:37:35+01:00;21.988;null;null;null;356.068;null;null
33;2020-12-03T16:37:36+01:00;11.392;null;null;null;347.75;null;null
34;2020-12-03T16:37:37+01:00;15.222;null;null;null;342.284;null;null
35;2020-12-03T16:37:38+01:00;20.229;null;null;null;323.341;null;null
36;2020-12-03T16:37:39+01:00;39.887;null;null;null;715.826;null;null
37;2020-12-03T16:37:40+01:00;112.742;null;null;null;1070.144;null;null
38;2020-12-03T16:37:41+01:00;33.221;null;null;null;1144.52;null;null
39;2020-12-03T16:37:42+01:00;52.31;null;null;null;817.554;null;null
40;2020-12-03T16:37:43+01:00;14.469;null;null;null;439.086;null;null
41;2020-12-03T16:37:44+01:00;17.64;null;null;null;398.96;null;null
42;2020-12-03T16:37:45+01:00;18.414;null;null;null;435.66;null;null
43;2020-12-03T16:37:46+01:00;40.299;null;null;null;487.827;null;null
44;2020-12-03T16:37:47+01:00;32.058;null;null;null;442.333;null;null
45;2020-12-03T16:37:48+01:00;28.436;null;null;null;451.127;null;null
46;2020-12-03T16:37:49+01:00;17.717;null;null;null;451.007;null;null
47;2020-12-03T16:37:50+01:00;29.833;null;null;null;447.314;null;null
48;2020-12-03T16:37:51+01:00;17.469;null;null;null;336.867;null;null
49;2020-12-03T16:37:52+01:00;9.026;null;null;null;309.514;null;null
50;2020-12-03T16:37:53+01:00;11.423;null;null;null;310.224;null;null
51;2020-12-03T16:37:54+01:00;16.283;null;null;null;438.988;null;null
52;2020-12-03T16:37:55+01:00;40.907;null;null;null;489.278;null;null
53;2020-12-03T16:37:56+01:00;17.152;null;null;null;447.928;null;null
54;2020-12-03T16:37:57+01:00;21.763;null;null;null;442.75;null;null
55;2020-12-03T16:37:58+01:00;17.927;null;null;null;431.924;null;null
56;2020-12-03T16:37:59+01:00;23.608;null;null;null;439.096;null;null
57;2020-12-03T16:38:00+01:00;15.645;null;null;null;444.588;null;null
58;2020-12-03T16:38:01+01:00;10.157;null;null;null;457.448;null;null
59;2020-12-03T16:38:02+01:00;21.537;null;null;null;438.765;null;null
60;2020-12-03T16:38:03+01:00;32.812;null;null;null;492.81;null;null
61;2020-12-03T16:38:04+01:00;33.636;null;null;null;464.269;null;null
62;2020-12-03T16:38:05+01:00;24.435;null;null;null;457.93;null;null
63;2020-12-03T16:38:06+01:00;31.385;null;null;null;457.935;null;null
