queue_delay,packet_loss
1604084703.760458564,0.000006334,0
1604084704.760703019,0.000005870,0
1604084705.764542080,0.000006089,0
1604084706.764918478,0.000006921,0
1604084707.765272218,0.000006125,0
1604084708.765567636,0.000005618,0
1604084709.765805304,0.000005610,0
1604084710.766044500,0.000006096,0
1604084711.766295704,0.000005730,0
1604084712.766530011,0.000005677,0
1604084713.767785406,0.000005747,0
1604084714.768020842,0.000005584,0
1604084715.768257102,0.000005635,0
1604084716.768491834,0.000005683,0
1604084717.768723668,0.000005619,0
1604084718.768957067,0.000005666,0
1604084719.769193216,0.000005702,0
1604084720.769446632,0.000005924,0
1604084721.772652423,0.000007258,0
1604084722.773153392,0.000007707,0
1604084723.773444853,0.000007301,0
1604084724.773677269,0.000006296,0
1604084725.773980100,0.000005624,0
1604084726.774225182,0.000005604,0
1604084727.774467457,0.000005695,0
1604084728.774711427,0.000005473,0
1604084729.774931184,0.000005586,0
1604084730.775157653,0.000006105,0
1604084731.779307781,0.000005762,0
1604084732.779581897,0.000005637,0
1604084733.779815485,0.000005734,0
1604084734.780041156,0.000005623,0
1604084735.780281706,0.000005748,0
1604084736.780525377,0.000005636,0
1604084737.780771333,0.000005726,0
1604084738.781077038,0.000005789,0
1604084739.781323605,0.000005739,0
1604084740.781552310,0.000005601,0
1604084741.781783691,0.000005728,0
1604084742.784326955,0.000005964,0
1604084743.784566890,0.000005654,0
1604084744.784798648,0.000005632,0
1604084745.785027249,0.000005777,0
1604084746.785274746,0.000006364,0
1604084747.785650732,0.000005654,0
1604084748.785929302,0.000005755,0
1604084749.786165214,0.000005616,0
1604084750.786426505,0.000005694,0
1604084751.786658341,0.000006677,0
1604084752.786944871,0.000006022,0
1604084753.787298353,0.000005621,0
1604084754.787553381,0.000005675,0
1604084755.787793863,0.000005640,0
1604084756.788040482,0.000005743,0
1604084757.788267277,0.000005733,0
1604084758.788517377,0.000005707,0
1604084759.793353236,0.000005645,0
1604084760.793589075,0.000005655,0
1604084761.793814736,0.000005848,0
1604084762.794102442,0.000006329,0
1604084763.794405694,0.000005682,0
1604084764.794648677,0.000005640,0
1604084765.794918389,0.000005656,0
1604084766.795142870,0.000005596,0
1604084767.795379119,0.000005651,0
1604084768.795617412,0.000005598,0
1604084769.795862418,0.000005602,0
1604084770.796109894,0.000005589,0
1604084771.796978352,0.000007124,0
1604084772.797548192,0.000006393,0
1604084773.797845248,0.000010614,0
1604084774.798149997,0.000008589,0
1604084775.798494995,0.000006243,0
1604084776.798935388,0.000009149,0
1604084777.799212958,0.000005710,0
1604084778.799446185,0.000005602,0
1604084779.799704494,0.000005583,0
1604084780.799943904,0.000006373,0
1604084781.800389041,0.000005673,0
1604084782.800809649,0.000006046,0
1604084783.801083990,0.000007706,0
1604084784.801494225,0.000006304,0
1604084785.801898710,0.000006484,0
1604084786.802315943,0.000005623,0
1604084787.802766202,0.000005757,0
1604084788.803005990,0.000005652,0
1604084789.803282045,0.000005661,0
1604084790.803523071,0.000005784,0
1604084791.803763512,0.000007707,0
1604084792.804011573,0.000006350,0
1604084793.804574748,0.000008293,0
1604084794.809667296,0.000007244,0
1604084795.809973879,0.000005810,0
1604084796.810216063,0.000005679,0
1604084797.810483551,0.000005672,0
1604084798.810741510,0.000005633,0
1604084799.814113639,0.000007403,0
1604084800.814356187,0.000005694,0
1604084801.814594485,0.000006072,0
1604084802.814824179,0.000005713,0
1604084803.815056862,0.000006037,0
1604084804.815335811,0.000005734,0
1604084805.815627842,0.000006099,0
1604084806.815879122,0.000005679,0
1604084807.816750994,0.000004398,0
1604084808.816925253,0.000005694,0
1604084809.817157704,0.000005697,0
1604084810.817406422,0.000005686,0
1604084811.817659128,0.000005638,0
1604084812.817917768,0.000006719,0
1604084813.818216045,0.000008100,0
1604084814.818522015,0.000005595,0
1604084815.818771048,0.000005632,0
1604084816.819041477,0.000006730,0
1604084817.819616762,0.000005720,0
1604084818.819876910,0.000006166,0
1604084819.820100251,0.000006755,0
1604084820.820429857,0.000008147,0
1604084821.820675639,0.000008966,0
1604084822.821215202,0.000007488,0
1604084823.821527183,0.000006998,0
1604084824.821921874,0.000007451,0
1604084825.822217036,0.000007804,0
1604084826.823218456,0.000005663,0
1604084827.823455004,0.000005593,0
1604084828.823698948,0.000005620,0
1604084829.823942919,0.000005677,0
1604084830.824170322,0.000005745,0
1604084831.824612286,0.000005681,0
1604084832.824913166,0.000006878,0
1604084833.825159258,0.000005928,0
1604084834.825481560,0.000006301,0
1604084835.825735647,0.000005721,0
1604084836.825997798,0.000005623,0
1604084837.826264233,0.000005637,0
1604084838.826525157,0.000005559,0
1604084839.826778533,0.000005658,0
1604084840.827024453,0.000005648,0
1604084841.827251102,0.000005629,0
1604084842.827471130,0.000005598,0
1604084843.827718238,0.000005633,0
1604084844.829136634,0.000005620,0
1604084845.829431014,0.000005660,0
1604084846.829669848,0.000005615,0
1604084847.829900169,0.000005595,0
1604084848.830130572,0.000005697,0
1604084849.830376537,0.000005604,0
1604084850.830669879,0.000005729,0
1604084851.830944488,0.000005714,0
1604084852.831220325,0.000005726,0
1604084853.832166032,0.000005820,0
1604084854.832409828,0.000005667,0
1604084855.832715427,0.000005752,0
1604084856.832940293,0.000005663,0
1604084857.833179555,0.000005723,0
1604084858.833428990,0.000005729,0
1604084859.833673562,0.000005622,0
1604084860.833933233,0.000005697,0
1604084861.834187633,0.000005592,0
1604084862.834411818,0.000005672,0
1604084863.837097219,0.000005712,0
1604084864.837337177,0.000005696,0
1604084865.837557476,0.000006270,0
1604084866.837805077,0.000006093,0
1604084867.838056703,0.000005764,0
1604084868.838324280,0.000005630,0
1604084869.838591235,0.000008147,0
1604084870.838824622,0.000005656,0
1604084871.839049535,0.000005686,0
1604084872.839339362,0.000006003,0
1604084873.839591417,0.000005677,0
1604084874.839851128,0.000006696,0
1604084875.840107030,0.000005626,0
1604084876.840347846,0.000005689,0
1604084877.840588947,0.000005788,0
1604084878.840820203,0.000005664,0
1604084879.841039318,0.000005871,0
1604084880.845771529,0.000005653,0
1604084881.845996416,0.000005734,0
1604084882.846238458,0.000005685,0
1604084883.846459191,0.000005705,0
1604084884.846705616,0.000005748,0
1604084885.850027212,0.000005658,0
1604084886.850273316,0.000005723,0
1604084887.850515817,0.000005669,0
1604084888.850810804,0.000005684,0
1604084889.851052280,0.000005641,0
1604084890.854449611,0.000005686,0
1604084891.854689138,0.000005678,0
1604084892.854943392,0.000005889,0
1604084893.855192524,0.000005781,0
1604084894.855449791,0.000005650,0
1604084895.855708954,0.000005730,0
1604084896.855954327,0.000005635,0
1604084897.856199336,0.000006176,0
1604084898.856482148,0.000005658,0
1604084899.856781039,0.000005797,0
1604084900.857062771,0.000005718,0
1604084901.859686553,0.000005670,0
1604084902.859948742,0.000007696,0
1604084903.860199085,0.000005695,0
1604084904.860448324,0.000006028,0
1604084905.861040453,0.000006353,0
1604084906.863719785,0.000008215,0
1604084907.863944209,0.000005680,0
1604084908.864207029,0.000008026,0
1604084909.864441799,0.000006548,0
1604084910.864802685,0.000005767,0
1604084911.865071893,0.000005753,0
1604084912.865322941,0.000005849,0
1604084913.865554032,0.000005733,0
1604084914.865798667,0.000005893,0
1604084915.866098196,0.000005783,0
1604084916.866366083,0.000005762,0
1604084917.871338806,0.000005719,0
1604084918.871601521,0.000006134,0
1604084919.871852741,0.000005691,0
1604084920.872100061,0.000005682,0
1604084921.872357053,0.000005726,0
1604084922.875138705,0.000006151,0
1604084923.875402913,0.000005639,0
1604084924.875646090,0.000005769,0
1604084925.875913958,0.000006278,0
1604084926.876204740,0.000005782,0
1604084927.876444417,0.000002342,0
1604084928.876663007,0.000005622,0
1604084929.876923714,0.000005715,0
1604084930.877188965,0.000005760,0
1604084931.877443536,0.000005596,0
1604084932.877701946,0.000005795,0
1604084933.877948807,0.000005717,0
1604084934.878184841,0.000005746,0
1604084935.878420973,0.000005776,0
1604084936.878674240,0.000005720,0
1604084937.878961014,0.000005656,0
1604084938.879247885,0.000005591,0
1604084939.879493874,0.000006272,0
1604084940.879711240,0.000005681,0
1604084941.879941778,0.000005674,0
1604084942.880196710,0.000005689,0
1604084943.880424723,0.000005594,0
1604084944.880761388,0.000005646,0
1604084945.881046782,0.000005674,0
1604084946.881309349,0.000005679,0
1604084947.881541459,0.000005653,0
1604084948.881803334,0.000005639,0
1604084949.882063789,0.000005664,0
1604084950.882329749,0.000005738,0
1604084951.882700825,0.000005681,0
1604084952.882922241,0.000005674,0
1604084953.883169256,0.000005709,0
1604084954.883446406,0.000006074,0
1604084955.883680599,0.000005683,0
1604084956.883953297,0.000005660,0
1604084957.884189927,0.000005640,0
1604084958.884449341,0.000005612,0
1604084959.884713760,0.000005891,0
1604084960.884952222,0.000006413,0
1604084961.885355336,0.000005675,0
1604084962.886405355,0.000005706,0
1604084963.886687593,0.000005677,0
1604084964.887804511,0.000005789,0
1604084965.888076464,0.000005780,0
1604084966.889379261,0.000005716,0
1604084967.889618522,0.000006255,0
1604084968.889869917,0.000005740,0
1604084969.890117708,0.000005709,0
1604084970.891697635,0.000005730,0
1604084971.891943492,0.000006993,0
1604084972.892519443,0.000005579,0
1604084973.892756274,0.000005632,0
1604084974.892996462,0.000005659,0
1604084975.893225304,0.000005628,0
1604084976.893462226,0.000006333,0
1604084977.893693449,0.000005629,0
1604084978.893921382,0.000007728,0
1604084979.894336539,0.000007896,0
1604084980.894595371,0.000005809,0
1604084981.894831079,0.000005652,0
1604084982.897193341,0.000006232,0
1604084983.897623039,0.000006243,0
1604084984.897850986,0.000006231,0
1604084985.899449273,0.000008573,0
1604084986.899724766,0.000005658,0
1604084987.899966155,0.000006563,0
1604084988.900445935,0.000006560,0
1604084989.901941393,0.000007100,0
1604084990.902284351,0.000006557,0
1604084991.902772703,0.000005700,0
1604084992.903047303,0.000007004,0
1604084993.903355722,0.000006341,0
1604084994.903635629,0.000005596,0
1604084995.903864875,0.000005630,0
1604084996.904109385,0.000005629,0
1604084997.904334253,0.000005594,0
1604084998.904570366,0.000005569,0
1604084999.904806800,0.000005615,0
1604085000.905036516,0.000005642,0
1604085001.905264220,0.000005913,0
1604085002.905571205,0.000005650,0
1604085003.905799178,0.000007044,0
1604085004.906169488,0.000005642,0
1604085005.906468063,0.000006720,0
1604085006.906784347,0.000005571,0
1604085007.907006804,0.000006261,0
1604085008.907231858,0.000005811,0
1604085009.907457233,0.000005654,0
1604085010.907697371,0.000005926,0
1604085011.907944663,0.000006728,0
1604085012.908240256,0.000005579,0
1604085013.908648260,0.000005739,0
1604085014.908882993,0.000005692,0
1604085015.909108453,0.000005742,0
1604085016.909354586,0.000005586,0
1604085017.909593112,0.000005615,0
1604085018.909811550,0.000005577,0
1604085019.910038105,0.000005682,0
1604085020.910282350,0.000005761,0
1604085021.910516934,0.000005689,0
1604085022.910773022,0.000005671,0
1604085023.911018985,0.000005745,0
1604085024.911243028,0.000005683,0
1604085025.911476650,0.000006023,0
1604085026.911715221,0.000005575,0
1604085027.913233967,0.000005672,0
1604085028.913520529,0.000005674,0
1604085029.913767708,0.000005794,0
1604085030.914000614,0.000005791,0
1604085031.914238154,0.000005686,0
1604085032.914465125,0.000006623,0
1604085033.914703620,0.000006083,0
1604085034.915175005,0.000005660,0
1604085035.915415454,0.000005732,0
1604085036.915651223,0.000005741,0
1604085037.916660135,0.000006174,0
1604085038.916893358,0.000005558,0
1604085039.917125030,0.000007844,0
1604085040.917401003,0.000008367,0
1604085041.917821627,0.000005671,0
1604085042.918048924,0.000005613,0
1604085043.918292338,0.000005555,0
1604085044.918528682,0.000007477,0
1604085045.918761512,0.000005584,0
1604085046.919094606,0.000008625,0
1604085047.919330687,0.000007032,0
1604085048.919816806,0.000005713,0
1604085049.920056434,0.000005880,0
1604085050.920598858,0.000009005,0
1604085051.920939031,0.000006320,0
1604085052.921183172,0.000005685,0
1604085053.921420245,0.000005663,0
1604085054.921656322,0.000007192,0
1604085055.921887996,0.000007192,0
1604085056.922185322,0.000007192,0
1604085057.922472579,0.000007192,0
