Time,Hour,0x00,0x01,0x02
381,2020-10-30T12:08:19-07:00,12000,18,12000
382,2020-10-30T12:08:20-07:00,12000,10,12000
383,2020-10-30T12:08:21-07:00,12000,10,12000
384,2020-10-30T12:08:22-07:00,12000,10,12000
385,2020-10-30T12:08:23-07:00,12000,10,12000
386,2020-10-30T12:08:24-07:00,12000,10,12000
387,2020-10-30T12:08:25-07:00,12000,10,12000
388,2020-10-30T12:08:26-07:00,12000,10,12000
389,2020-10-30T12:08:27-07:00,12000,10,12000
390,2020-10-30T12:08:28-07:00,12000,10,12000
391,2020-10-30T12:08:29-07:00,12000,10,12000
392,2020-10-30T12:08:30-07:00,12000,11,12000
393,2020-10-30T12:08:31-07:00,12000,11,12000
394,2020-10-30T12:08:32-07:00,12000,11,12000
395,2020-10-30T12:08:33-07:00,12000,11,12000
396,2020-10-30T12:08:34-07:00,12000,11,12000
397,2020-10-30T12:08:35-07:00,12000,12,12000
398,2020-10-30T12:08:36-07:00,12000,12,12000
399,2020-10-30T12:08:37-07:00,12000,12,12000
400,2020-10-30T12:08:38-07:00,12000,12,12000
401,2020-10-30T12:08:39-07:00,12000,12,12000
402,2020-10-30T12:08:40-07:00,12000,13,12000
403,2020-10-30T12:08:41-07:00,12000,13,12000
404,2020-10-30T12:08:42-07:00,12000,13,12000
405,2020-10-30T12:08:43-07:00,12000,13,12000
406,2020-10-30T12:08:44-07:00,12000,13,12000
407,2020-10-30T12:08:45-07:00,12000,14,12000
408,2020-10-30T12:08:46-07:00,12000,14,12000
409,2020-10-30T12:08:47-07:00,12000,14,12000
410,2020-10-30T12:08:48-07:00,12000,14,12000
411,2020-10-30T12:08:49-07:00,12000,14,12000
412,2020-10-30T12:08:50-07:00,12000,15,12000
413,2020-10-30T12:08:51-07:00,12000,15,12000
414,2020-10-30T12:08:52-07:00,12000,15,12000
415,2020-10-30T12:08:53-07:00,12000,15,12000
416,2020-10-30T12:08:54-07:00,12000,15,12000
417,2020-10-30T12:08:55-07:00,12000,16,12000
418,2020-10-30T12:08:56-07:00,12000,16,12000
419,2020-10-30T12:08:57-07:00,12000,16,12000
420,2020-10-30T12:08:58-07:00,12000,16,12000
421,2020-10-30T12:08:59-07:00,12000,16,12000
422,2020-10-30T12:09:00-07:00,12000,17,12000
423,2020-10-30T12:09:01-07:00,12000,17,12000
424,2020-10-30T12:09:02-07:00,12000,17,12000
425,2020-10-30T12:09:03-07:00,12000,17,12000
426,2020-10-30T12:09:04-07:00,12000,17,12000
427,2020-10-30T12:09:05-07:00,12000,18,12000
428,2020-10-30T12:09:06-07:00,12000,18,12000
429,2020-10-30T12:09:07-07:00,12000,18,12000
430,2020-10-30T12:09:08-07:00,12000,18,12000
431,2020-10-30T12:09:09-07:00,12000,18,12000
432,2020-10-30T12:09:10-07:00,12000,19,12000
433,2020-10-30T12:09:11-07:00,12000,19,12000
434,2020-10-30T12:09:12-07:00,12000,19,12000
435,2020-10-30T12:09:13-07:00,12000,19,12000
436,2020-10-30T12:09:14-07:00,12000,19,12000
437,2020-10-30T12:09:15-07:00,12000,20,12000
438,2020-10-30T12:09:16-07:00,12000,20,12000
439,2020-10-30T12:09:17-07:00,12000,20,12000
440,2020-10-30T12:09:18-07:00,12000,20,12000
441,2020-10-30T12:09:19-07:00,12000,20,12000
442,2020-10-30T12:09:20-07:00,12000,10,12000
443,2020-10-30T12:09:21-07:00,12000,10,12000
444,2020-10-30T12:09:22-07:00,12000,10,12000
445,2020-10-30T12:09:23-07:00,12000,10,12000
446,2020-10-30T12:09:24-07:00,12000,10,12000
447,2020-10-30T12:09:25-07:00,12000,10,12000
448,2020-10-30T12:09:26-07:00,12000,10,12000
449,2020-10-30T12:09:27-07:00,12000,10,12000
450,2020-10-30T12:09:28-07:00,12000,10,12000
451,2020-10-30T12:09:29-07:00,12000,10,12000
452,2020-10-30T12:09:30-07:00,12000,11,12000
453,2020-10-30T12:09:31-07:00,12000,11,12000
454,2020-10-30T12:09:32-07:00,12000,11,12000
455,2020-10-30T12:09:33-07:00,12000,11,12000
456,2020-10-30T12:09:34-07:00,12000,11,12000
457,2020-10-30T12:09:35-07:00,12000,12,12000
