QoS 1;BE 1;BE 2;BE 3;QoS 2;
2.046592;7.232448000000001;2.2373760000000003;7.527296000000001;;
2.08128;7.9435519999999995;6.703456;4.006464;;
2.2633919999999996;7.666048;7.197760000000001;0.9886079999999999;;
2.202688;7.579328;7.71808;1.196736;;
1.942528;7.874176;6.668768;0.73712;;
2.350112;7.475264;1.9945599999999999;3.893728;;
2.185344;7.952224;1.456896;7.128384;;
2.21136;6.998304;1.456896;8.056288;;
2.315424;7.622688;2.0899520000000003;7.232448000000001;;
1.925184;7.483936;6.9115839999999995;5.151167999999999;;
2.25472;7.509952;6.339232;5.792896;;
1.8297919999999999;7.700736;7.145728;4.4400640000000005;;
2.1159679999999996;7.310496;6.564704;6.165792000000001;;
2.332768;7.640032;8.472544;5.0297600000000005;;
1.5609600000000001;8.602624;5.55008;3.252;;
2.0899520000000003;6.7294719999999995;6.4346239999999995;1.231424;;
1.86448;7.700736;6.63408;1.2140799999999998;;
2.141984;7.362528;6.443296;0.901888;;
2.020576;7.9782399999999996;7.293152;2.9744960000000003;;
2.1159679999999996;7.345184000000001;6.235168;3.408096;;
1.968544;6.816192;7.301824;3.980448;;
2.133312;7.5012799999999995;6.608064000000001;6.2438400000000005;;
1.9945599999999999;7.917536;6.018368000000001;6.798848;;
2.055264;7.709408000000001;7.041664;5.151167999999999;;
2.003232;7.3712;5.2032;7.050336000000001;;
2.046592;7.744096;6.252511999999999;5.428672;;
2.063936;7.041664;5.975008;6.530016;;
1.959872;7.379872000000001;6.217823999999999;6.15712;;
1.621664;3.9284160000000004;6.963616;5.55008;;
1.5175999999999998;1.743072;6.599392;5.9836800000000006;;
2.0726080000000002;1.60432;6.651424;5.818912;;
2.853088;2.25472;6.20048;6.937600000000001;;
2.176672;6.67744;6.477984;6.556032;;
2.194016;7.2064319999999995;6.972288;4.786944;;
2.107296;7.752768;6.2091520000000004;5.3246080000000005;;
2.011904;6.642752000000001;6.781504;5.593439999999999;;
1.64768;2.003232;6.660095999999999;6.41728;;
1.6650239999999998;1.439552;6.261184;7.449248;;
2.8270720000000003;1.47424;6.547359999999999;6.486656;;
2.497536;2.107296;5.957663999999999;6.7641599999999995;;
2.0986239999999996;6.824864;6.399935999999999;6.41728;;
2.03792;6.41728;6.269856;6.937600000000001;;
2.12464;7.1544;6.313216000000001;5.411328;;
1.9945599999999999;6.5386880000000005;7.0243199999999995;6.5386880000000005;;
2.0899520000000003;8.507232;6.148448;5.246560000000001;;
2.2633919999999996;5.55008;6.443296;5.645472;;
1.9945599999999999;6.4346239999999995;6.530016;6.15712;;
2.185344;6.625408;6.486656;7.249792;;
2.0726080000000002;6.443296;5.628127999999999;7.5012799999999995;;
2.0986239999999996;7.310496;6.347904000000001;0;;
2.055264;6.235168;6.4693119999999995;5.341952;;
2.159328;7.310496;6.2871999999999995;6.755488000000001;;
1.9945599999999999;6.599392;6.738144;5.168512;;
2.34144;6.018368000000001;5.9489920000000005;6.6167359999999995;;
1.86448;7.0590079999999995;6.5733760000000006;6.7294719999999995;;
2.063936;5.2032;6.226496;6.504;;
2.03792;6.2438400000000005;6.746816;5.610784;;
2.150656;5.975008;3.503488;6.0617280000000004;;
2.055264;6.2091520000000004;1.925184;6.902912000000001;;
1.847136;6.989631999999999;1.456896;8.958176;;
1.743072;6.5820479999999995;1.60432;9.339744000000001;;
2.12464;6.660095999999999;5.671488;5.298591999999999;;
2.029248;6.191808;6.37392;1.292128;;
1.942528;6.495328000000001;6.37392;1.222752;;
1.8731520000000002;6.98096;5.671488;0.7804800000000001;;
2.159328;6.20048;2.34144;3.9110720000000003;;
2.150656;6.772832;1.335488;9.49584;;
2.08128;6.651424;1.335488;9.929440000000001;;
2.168;6.2785280000000006;1.612992;8.854111999999999;;
1.9858879999999999;6.5386880000000005;5.89696;6.8682240000000006;;
1.899168;5.879616;5.818912;6.399935999999999;;
2.011904;6.486656;6.1744639999999995;6.148448;;
2.2633919999999996;6.261184;;;;
2.29808;6.3218879999999995;;;;
1.9858879999999999;7.032992;;;;
2.003232;6.1311040000000006;;;;
1.933856;6.443296;;;;
2.1159679999999996;6.530016;;;;
2.419488;6.486656;;;;
2.159328;5.6368;;;;
2.25472;6.347904000000001;;;;
2.029248;6.460640000000001;;;;
1.942528;6.2871999999999995;;;;
2.168;6.7641599999999995;;;;
2.2633919999999996;5.957663999999999;;;;
2.0986239999999996;6.556032;;;;
2.107296;6.217823999999999;;;;
2.046592;6.746816;;;;
1.803776;3.520832;;;;
1.812448;1.916512;;;;
2.393472;1.465568;;;;
2.003232;1.60432;;;;
2.029248;5.662815999999999;;;;
2.12464;6.261184;;;;
1.7170560000000001;6.486656;;;;
1.3788479999999999;5.706176;;;;
1.86448;2.315424;;;;
1.743072;1.34416;;;;
2.8877759999999997;1.326816;;;;
2.34144;1.5783040000000002;;;;
2.176672;5.888287999999999;;;;
1.769088;5.827584;;;;
2.003232;6.1744639999999995;;;;
2.47152;;;;;
1.621664;;;;;
1.8731520000000002;;;;;
2.176672;;;;;
2.011904;;;;;
2.0986239999999996;;;;;
2.003232;;;;;
1.933856;;;;;
2.21136;;;;;
1.933856;;;;;
2.2200320000000002;;;;;
1.812448;;;;;
2.107296;;;;;
2.011904;;;;;
1.916512;;;;;
2.020576;;;;;
2.133312;;;;;
2.133312;;;;;
2.1159679999999996;;;;;
2.176672;;;;;
2.2200320000000002;;;;;
1.933856;;;;;
1.847136;;;;;
2.029248;;;;;
1.899168;;;;;
2.133312;;;;;
2.063936;;;;;
1.786432;;;;;
2.21136;;;;;
2.12464;;;;;
2.107296;;;;;
1.933856;;;;;
2.185344;;;;;
2.0726080000000002;;;;;
1.9945599999999999;;;;;
2.185344;;;;;
2.176672;;;;;
2.2373760000000003;;;;;
2.168;;;;;
2.03792;;;;;
2.2460479999999996;;;;;
1.9858879999999999;;;;;
2.29808;;;;;
2.306752;;;;;
2.272064;;;;;
1.612992;;;;;
1.751744;;;;;
2.0899520000000003;;;;;
2.289408;;;;;
2.289408;;;;;
2.506208;;;;;
1.9772159999999999;;;;;
1.9512;;;;;
1.8211199999999999;;;;;
1.8211199999999999;;;;;
2.610272;;;;;
2.34144;;;;;
2.194016;;;;;
2.141984;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
