Time,Hour,QoS Throughput,BE Throughput,Quantum,Delay BE
39,2020-10-30T12:02:37-07:00,0,24.80192,12000,167.828
40,2020-10-30T12:02:38-07:00,0,24.481056,12000,170.681
41,2020-10-30T12:02:39-07:00,0,24.697856,12000,170.846
42,2020-10-30T12:02:40-07:00,0,24.819264,1200,168.06
43,2020-10-30T12:02:41-07:00,0,24.350976,1200,171.335
44,2020-10-30T12:02:42-07:00,1.462484797,22.842048,1200,177.293
45,2020-10-30T12:02:43-07:00,1.671148122,22.538528,1200,182.193
46,2020-10-30T12:02:44-07:00,1.69010226,23.466432,1200,185.3
47,2020-10-30T12:02:45-07:00,2.015090087,24.15152,120,182.007
48,2020-10-30T12:02:46-07:00,1.67602314,21.11632,120,188.658
49,2020-10-30T12:02:47-07:00,1.686166723,23.171584,120,182.566
50,2020-10-30T12:02:48-07:00,1.897374699,22.408448,120,188.679
51,2020-10-30T12:02:49-07:00,1.55285487,23.319008,120,185.513
52,2020-10-30T12:02:50-07:00,1.907683519,23.613856,12,184.835
53,2020-10-30T12:02:51-07:00,12.49094645,6.564704,12,271.87
54,2020-10-30T12:02:52-07:00,13.56097027,6.772832,12,629.965
55,2020-10-30T12:02:53-07:00,12.47688651,6.902912,12,632.754
56,2020-10-30T12:02:54-07:00,13.77686492,6.824864,12,632.158
57,2020-10-30T12:02:55-07:00,12.9636282,7.06768,10,629.033
58,2020-10-30T12:02:56-07:00,13.88400234,6.209152,10,664.073
59,2020-10-30T12:02:57-07:00,14.67731757,5.37664,10,740.944
60,2020-10-30T12:02:58-07:00,13.52566712,5.8536,10,747.189
61,2020-10-30T12:02:59-07:00,13.01248136,5.81024,10,740.137
62,2020-10-30T12:03:00-07:00,14.31873741,6.044384,11,743.007
63,2020-10-30T12:03:01-07:00,13.53233212,6.269856,11,719.872
64,2020-10-30T12:03:02-07:00,13.64455217,6.599392,11,675.079
65,2020-10-30T12:03:03-07:00,13.25276303,6.382592,11,676.118
66,2020-10-30T12:03:04-07:00,13.77148662,6.434624,11,682.847
67,2020-10-30T12:03:05-07:00,13.46423651,6.183136,12,675.585
68,2020-10-30T12:03:06-07:00,13.24002186,6.998304,12,661.402
69,2020-10-30T12:03:07-07:00,13.12364419,6.859552,12,623.987
70,2020-10-30T12:03:08-07:00,13.06019892,7.032992,12,622.947
71,2020-10-30T12:03:09-07:00,13.22210326,6.824864,12,624.662
72,2020-10-30T12:03:10-07:00,12.41755695,7.596672,13,628.439
73,2020-10-30T12:03:11-07:00,12.25351672,6.954944,13,602.709
74,2020-10-30T12:03:12-07:00,13.25371271,7.527296,13,580.908
75,2020-10-30T12:03:13-07:00,12.2347055,7.553312,13,577.98
76,2020-10-30T12:03:14-07:00,12.86333847,7.475264,13,577.156
77,2020-10-30T12:03:15-07:00,12.15061676,7.874176,14,579.704
78,2020-10-30T12:03:16-07:00,12.83753172,7.50128,14,564.29
79,2020-10-30T12:03:17-07:00,4.557941978,8.602624,14,530.606
80,2020-10-30T12:03:18-07:00,2.746756088,7.015648,14,535.426
81,2020-10-30T12:03:19-07:00,2.433003794,5.975008,14,660.501
82,2020-10-30T12:03:20-07:00,4.919511418,6.998304,10,698.817
83,2020-10-30T12:03:21-07:00,13.01222415,5.992352,10,672.15
84,2020-10-30T12:03:22-07:00,13.88659385,6.122432,10,691.095
85,2020-10-30T12:03:23-07:00,13.28099085,6.365248,10,695.625
86,2020-10-30T12:03:24-07:00,13.81429224,6.165792,10,694.404
87,2020-10-30T12:03:25-07:00,13.63375764,6.556032,10,695.394
88,2020-10-30T12:03:26-07:00,13.24722976,6.001024,10,691.544
89,2020-10-30T12:03:27-07:00,9.617997242,6.46064,10,694.918
90,2020-10-30T12:03:28-07:00,4.21047369,6.76416,10,656.708
91,2020-10-30T12:03:29-07:00,3.626880004,6.833536,10,643.382
92,2020-10-30T12:03:30-07:00,3.554566149,6.920256,11,644.271
93,2020-10-30T12:03:31-07:00,12.28235011,6.521344,11,639.55
94,2020-10-30T12:03:32-07:00,13.11874266,6.911584,11,633.929
95,2020-10-30T12:03:33-07:00,13.0211669,6.885568,11,632.696
96,2020-10-30T12:03:34-07:00,13.24301442,6.694784,11,634.34
97,2020-10-30T12:03:35-07:00,12.94894945,7.171744,10,636.085
98,2020-10-30T12:03:36-07:00,13.56917,6.087744,10,655.314
99,2020-10-30T12:03:37-07:00,14.01358712,6.122432,10,693.127
100,2020-10-30T12:03:38-07:00,13.48689885,6.313216,10,691.252
101,2020-10-30T12:03:39-07:00,13.52902435,6.235168,10,693.906
