Time;Hour;0x00;QoS 1;BE 1;BE 3;BE 4;BE 2;QoS 2
1;2020-11-08T22:55:55+01:00;0.001856;0;0;0;0;0;0
2;2020-11-08T22:55:56+01:00;0.001856;0;0;0;0;0;0
3;2020-11-08T22:55:57+01:00;0.001856;0;0;0;0;0;0
4;2020-11-08T22:55:58+01:00;0.001856;0;0;0;0;0;0
5;2020-11-08T22:55:59+01:00;0.001856;0;0;0;0;null;0
6;2020-11-08T22:56:00+01:00;0.001856;0;0;0;0;0;0
7;2020-11-08T22:56:01+01:00;0.001856;0;0;0;0;0;0
8;2020-11-08T22:56:02+01:00;0.004752;0;0;0;0;0;0
9;2020-11-08T22:56:03+01:00;0.001856;0;0;0;0;0;0
10;2020-11-08T22:56:04+01:00;0.00248;0;0;0;0;0;0
11;2020-11-08T22:56:05+01:00;0.001856;0;0;0;0;0;0
12;2020-11-08T22:56:06+01:00;0.00248;0;0;0;0;0;0
13;2020-11-08T22:56:07+01:00;0.001856;0;0;0;0;0;0
14;2020-11-08T22:56:08+01:00;0.001856;0;0;0;0;0;0
15;2020-11-08T22:56:09+01:00;0.001856;0;0;0;0;0;0
16;2020-11-08T22:56:10+01:00;0.001856;0;0;0;0;0;0
17;2020-11-08T22:56:11+01:00;0.001856;0;0;0;0;0;0
18;2020-11-08T22:56:12+01:00;0.00248;0;0;0;0;0;0
19;2020-11-08T22:56:13+01:00;0.001856;0;0;0;0;0;0
20;2020-11-08T22:56:14+01:00;0.001856;0;0;0;0;0;0
21;2020-11-08T22:56:15+01:00;0.001856;0;0;0;0;0;0
22;2020-11-08T22:56:16+01:00;0.001856;0;0;0;0;0;0
23;2020-11-08T22:56:17+01:00;0.001856;0;0;0;0;0;0
24;2020-11-08T22:56:18+01:00;0.001856;0;0;0;0;0;0
25;2020-11-08T22:56:19+01:00;0.001856;0;0;0;0;0;0
26;2020-11-08T22:56:20+01:00;0.001856;0;0;0;0;0;0
27;2020-11-08T22:56:21+01:00;0.000928;0;0;0;0;0;0
28;2020-11-08T22:56:22+01:00;0.001856;0;0;0;0;0;0
29;2020-11-08T22:56:23+01:00;0.000928;0;0;0;0;0;0
30;2020-11-08T22:56:24+01:00;1.468048;0;0;0.320864;4.561472;0;0
31;2020-11-08T22:56:25+01:00;0.48067200000000004;0;0;4.613504;4.570144;0;0
32;2020-11-08T22:56:26+01:00;0.00464;0;0;2.73168;2.714336;0;0
33;2020-11-08T22:56:27+01:00;0.00464;0;0;2.5322240000000003;null;null;null
34;2020-11-08T22:56:28+01:00;0.00464;0;0;1.899168;2.540896;0;0
35;2020-11-08T22:56:29+01:00;0.00464;0;0;6.018368000000001;6.009696;0;0
36;2020-11-08T22:56:30+01:00;0.00464;0;0;7.284479999999999;7.275808;0;0
37;2020-11-08T22:56:31+01:00;0.00464;0;0;7.076352;7.0590079999999995;0;0
38;2020-11-08T22:56:32+01:00;0.00464;0;0;7.0156480000000006;7.006976;0;0
39;2020-11-08T22:56:33+01:00;0.00464;0;0;7.041664;7.06768;0;0
40;2020-11-08T22:56:34+01:00;0.00464;0;0;7.2064319999999995;7.189088;0;0
41;2020-11-08T22:56:35+01:00;0.00464;0;0;6.772832;6.80752;0;0
42;2020-11-08T22:56:36+01:00;0.00464;0;0;7.440576;7.397216;0;0
43;2020-11-08T22:56:37+01:00;0.0052640000000000004;0;0;6.6861120000000005;6.7294719999999995;0;0
44;2020-11-08T22:56:38+01:00;0.00464;0;0;6.1744639999999995;6.148448;0;0
45;2020-11-08T22:56:39+01:00;0.00464;0;0;7.397216;7.388544;0;0
46;2020-11-08T22:56:40+01:00;0.00464;0;0;6.512671999999999;6.530016;0;0
47;2020-11-08T22:56:41+01:00;0.00464;0;0;6.8335360000000005;6.8335360000000005;0;0
48;2020-11-08T22:56:42+01:00;0.00464;0;0;7.345184000000001;7.336512;0;0
49;2020-11-08T22:56:43+01:00;0.00464;0;0;6.746816;6.755488000000001;0;0
50;2020-11-08T22:56:44+01:00;0.0043360000000000004;0;0;3.919744;3.9024;0;0
51;2020-11-08T22:56:45+01:00;0.001856;0;0;0.17344;0.182112;0;0
52;2020-11-08T22:56:46+01:00;0.001856;0;0;0.268832;0.26016;0;0
53;2020-11-08T22:56:47+01:00;0.001856;0;0;0.17344;0.17344;0;0
54;2020-11-08T22:56:48+01:00;0.001856;0;0;0.182112;0.182112;0;0
55;2020-11-08T22:56:49+01:00;0.00248;0;0;0.078048;0.08672;0;0
56;2020-11-08T22:56:50+01:00;0.003104;0;0;0.17344;0.17344;0;0
57;2020-11-08T22:56:51+01:00;0.003104;0;0;0.182112;0.17344;0;0
58;2020-11-08T22:56:52+01:00;0.001856;0;0;0.26016;0.268832;0;0
59;2020-11-08T22:56:53+01:00;0.001856;0;0;0.09539199999999999;0.08672;0;0
60;2020-11-08T22:56:54+01:00;0.001856;0;0;0.17344;0.182112;0;0
61;2020-11-08T22:56:55+01:00;0.001856;0;0;0.268832;0.268832;0;0
62;2020-11-08T22:56:56+01:00;0.001856;0;0;0.182112;0.17344;0;0
63;2020-11-08T22:56:57+01:00;0.001856;0;0;0.17344;0.182112;0;0
64;2020-11-08T22:56:58+01:00;0.001856;0;0;0.08672;0.08672;0;0
65;2020-11-08T22:56:59+01:00;0.001856;0;0;0.268832;0.26016;0;0
66;2020-11-08T22:57:00+01:00;0.001856;0;0;0.08672;0.09539199999999999;0;0
67;2020-11-08T22:57:01+01:00;0.001856;0;0;0.182112;0.17344;0;0
68;2020-11-08T22:57:02+01:00;0.00248;0;0;0.268832;0.268832;0;0
69;2020-11-08T22:57:03+01:00;0.00248;0;0;0.078048;0.078048;0;0
70;2020-11-08T22:57:04+01:00;0.001856;0;0;0.21680000000000002;0.225472;0;0
71;2020-11-08T22:57:05+01:00;0.000928;0;0;0.294848;0.156096;0;0
72;2020-11-08T22:57:06+01:00;0.001856;0;0;0;0.17344;0;0
73;2020-11-08T22:57:07+01:00;0;0;0;0;0;0;0
74;2020-11-08T22:57:08+01:00;0.000928;0;0;0;0;0;0
75;2020-11-08T22:57:09+01:00;0.000928;0;0;0;0;0;0
76;2020-11-08T22:57:10+01:00;0.000928;0;0;0;0;0;0
77;2020-11-08T22:57:11+01:00;0.000928;0;0;0;0;0;0
78;2020-11-08T22:57:12+01:00;0.000928;0;0;0;0;0;0
79;2020-11-08T22:57:13+01:00;0.000928;0;0;0;0;0;0
80;2020-11-08T22:57:14+01:00;0.000928;0;0;0;0;0;0
81;2020-11-08T22:57:15+01:00;0.000928;0;0;0;0;0;0
82;2020-11-08T22:57:16+01:00;0.000928;0;0;0;0;0;0
83;2020-11-08T22:57:17+01:00;0.001552;0;0;0;0;0;0
84;2020-11-08T22:57:18+01:00;0.000928;0;0;0;0;0;0
85;2020-11-08T22:57:19+01:00;0.000928;0;0;0;0;0;0
86;2020-11-08T22:57:20+01:00;0.001856;0;0;0;0;null;null
87;2020-11-08T22:57:21+01:00;0;0;0;0;0;0;0
88;2020-11-08T22:57:22+01:00;0.000928;0;0;0;0;0;0
89;2020-11-08T22:57:23+01:00;0.000928;0;0;0;0;0;0
90;2020-11-08T22:57:24+01:00;0.000928;0;1.925184;0;0;0;0
91;2020-11-08T22:57:25+01:00;0.001856;0;9.166304;0;0.10406399999999999;0;0
92;2020-11-08T22:57:26+01:00;0.003712;0;4.171232;0;2.029248;0;0
93;2020-11-08T22:57:27+01:00;0.003712;0;2.1159679999999996;0;2.4281599999999997;0;0
94;2020-11-08T22:57:28+01:00;0.003712;0;2.6969920000000003;0;2.272064;0;0
95;2020-11-08T22:57:29+01:00;0.003712;0;5.9836800000000006;0;5.9836800000000006;0;0
96;2020-11-08T22:57:30+01:00;0.003712;0;7.197760000000001;0;7.1717439999999995;0;0
97;2020-11-08T22:57:31+01:00;0.0043360000000000004;0;7.11104;0;7.128384;0;0
98;2020-11-08T22:57:32+01:00;0.003712;0;6.902912000000001;0;6.902912000000001;0;0
99;2020-11-08T22:57:33+01:00;0.0043360000000000004;0;7.2064319999999995;0;7.197760000000001;0;0
100;2020-11-08T22:57:34+01:00;0.003712;0;6.85088;0;6.842207999999999;0;0
101;2020-11-08T22:57:35+01:00;0.003712;0;7.362528;0;7.362528;0;0
102;2020-11-08T22:57:36+01:00;0.003712;0;6.885568;0;6.89424;0;0
103;2020-11-08T22:57:37+01:00;0.00496;0;7.06768;0.026015999999999997;7.06768;0;0
104;2020-11-08T22:57:38+01:00;0.0052640000000000004;0;5.68016;2.6016;5.671488;0;0
105;2020-11-08T22:57:39+01:00;0.00464;0;5.498048;5.5067200000000005;5.498048;0;0
106;2020-11-08T22:57:40+01:00;0.00464;0;5.229216;5.220544;5.220544;0;0
107;2020-11-08T22:57:41+01:00;0.0052640000000000004;0;6.053056;6.053056;6.087744;0;0
108;2020-11-08T22:57:42+01:00;0.003712;0;3.997792;3.9457600000000004;3.9110720000000003;0;0
109;2020-11-08T22:57:43+01:00;0.41811200000000004;0;0.546336;0.546336;0.546336;0;0
110;2020-11-08T22:57:44+01:00;0.16384;0;7.006976;7.267136000000001;7.3191679999999995;0;0
111;2020-11-08T22:57:45+01:00;0.00464;0;8.299104;8.273088;8.273088;0;0
112;2020-11-08T22:57:46+01:00;0.00464;0;9.1056;5.8015680000000005;9.114272000000001;0;0
113;2020-11-08T22:57:48+01:00;0.00464;0;16.08656;0;16.095232;0;0
114;2020-11-08T22:57:49+01:00;0.002784;0;9.686624;0;11.282272;0;0
115;2020-11-08T22:57:50+01:00;0.003712;0;12.288224;0;12.27088;0;0
116;2020-11-08T22:57:51+01:00;0.003712;0;12.44432;0;12.470336;0;0
117;2020-11-08T22:57:52+01:00;0.003712;0;12.981984;0;12.947296;0;0
118;2020-11-08T22:57:53+01:00;0.002784;0;11.715872;0;11.75056;0;0
119;2020-11-08T22:57:54+01:00;0.002784;0;12.548384;0;12.548384;0;0
120;2020-11-08T22:57:55+01:00;0.002784;0;12.825888;0;12.808544;0;0
121;2020-11-08T22:57:56+01:00;0.002784;0;11.646495999999999;0;11.655168;0;0
122;2020-11-08T22:57:57+01:00;0.005888;0;13.415584;0;13.380896;0;0
123;2020-11-08T22:57:58+01:00;0.003712;0;11.66384;0;11.681184;0;0
124;2020-11-08T22:57:59+01:00;0.003712;0;12.123456000000001;0;12.18416;0;0
125;2020-11-08T22:58:00+01:00;0.003712;0;13.91856;0;13.857856;0;0
126;2020-11-08T22:58:01+01:00;0.003712;0;10.900704;0;10.892031999999999;0;0
127;2020-11-08T22:58:02+01:00;0.003712;0;10.770624;0;12.158144;0;0
128;2020-11-08T22:58:03+01:00;0.003712;0;5.125152;0;13.91856;0;0
129;2020-11-08T22:58:04+01:00;0.000928;0;6.842207999999999;0;7.414560000000001;0;0
130;2020-11-08T22:58:05+01:00;0.002784;0;0.676416;null;null;null;null
131;2020-11-08T22:58:06+01:00;0.001856;0;1.595648;0;0.052031999999999995;0;0
132;2020-11-08T22:58:07+01:00;0.001856;0;8.377152;0;0.251488;0;0
133;2020-11-08T22:58:08+01:00;0.001856;0;6.295872;0;0.19078399999999998;0;0
134;2020-11-08T22:58:09+01:00;0.001856;0;7.770112;0;0.225472;0;0
135;2020-11-08T22:58:10+01:00;0.001856;0;8.221056;0;0.21680000000000002;0;0
136;2020-11-08T22:58:11+01:00;0.001856;0;8.975520000000001;0;0.23414400000000002;0;0
137;2020-11-08T22:58:12+01:00;0.001856;0;6.269856;0;0.164768;0;0
138;2020-11-08T22:58:13+01:00;0.001856;0;8.420512;0;0.21680000000000002;0;0
139;2020-11-08T22:58:14+01:00;0.001856;0;7.700736;0;0.20812799999999998;0;0
140;2020-11-08T22:58:15+01:00;0.000928;0;2.610272;0;0.06937600000000001;0;0
