Time;Datetime;STA 5;STA 6;STA 4;STA 3;STA 1;STA 2
418;2021-01-06T12:42:18+01:00;null;null;null;null;null;null
419;2021-01-06T12:42:19+01:00;null;null;null;null;null;null
420;2021-01-06T12:42:20+01:00;null;null;null;null;null;null
421;2021-01-06T12:42:21+01:00;null;null;null;null;null;null
422;2021-01-06T12:42:22+01:00;null;null;null;null;null;null
423;2021-01-06T12:42:23+01:00;null;null;null;null;null;null
424;2021-01-06T12:42:24+01:00;null;null;null;null;null;null
425;2021-01-06T12:42:25+01:00;null;null;null;null;null;null
426;2021-01-06T12:42:26+01:00;null;null;null;null;null;null
427;2021-01-06T12:42:27+01:00;null;null;null;null;null;null
428;2021-01-06T12:42:28+01:00;null;null;null;null;null;null
429;2021-01-06T12:42:29+01:00;null;null;null;null;null;null
430;2021-01-06T12:42:30+01:00;null;null;null;null;null;null
431;2021-01-06T12:42:31+01:00;null;null;null;null;null;null
432;2021-01-06T12:42:32+01:00;null;null;null;null;null;null
433;2021-01-06T12:42:33+01:00;null;null;null;null;null;null
434;2021-01-06T12:42:34+01:00;null;null;null;null;null;null
435;2021-01-06T12:42:35+01:00;null;null;null;null;null;null
436;2021-01-06T12:42:36+01:00;null;null;null;null;null;null
437;2021-01-06T12:42:37+01:00;null;null;null;null;null;null
438;2021-01-06T12:42:38+01:00;null;null;null;null;null;null
439;2021-01-06T12:42:39+01:00;null;null;null;null;null;null
440;2021-01-06T12:42:40+01:00;null;null;null;null;null;null
441;2021-01-06T12:42:41+01:00;null;null;null;null;null;null
442;2021-01-06T12:42:42+01:00;null;null;null;null;null;null
443;2021-01-06T12:42:43+01:00;null;null;null;null;null;null
444;2021-01-06T12:42:44+01:00;null;null;null;null;null;null
445;2021-01-06T12:42:45+01:00;null;null;null;null;null;null
446;2021-01-06T12:42:46+01:00;null;null;null;null;null;null
447;2021-01-06T12:42:47+01:00;null;null;null;null;null;null
448;2021-01-06T12:42:48+01:00;null;null;-57.0;null;null;null
449;2021-01-06T12:42:49+01:00;null;null;-57.0;null;null;null
450;2021-01-06T12:42:50+01:00;null;null;-57.0;null;null;null
451;2021-01-06T12:42:51+01:00;null;null;-57.0;null;null;null
452;2021-01-06T12:42:52+01:00;null;null;-57.0;null;null;null
453;2021-01-06T12:42:53+01:00;null;null;-57.0;null;null;null
454;2021-01-06T12:42:54+01:00;null;null;null;null;null;null
455;2021-01-06T12:42:55+01:00;null;-61.0;null;null;null;null
456;2021-01-06T12:42:56+01:00;null;-60.0;null;null;null;null
457;2021-01-06T12:42:57+01:00;null;-60.0;null;null;null;null
458;2021-01-06T12:42:58+01:00;null;-60.0;null;null;null;null
459;2021-01-06T12:42:59+01:00;null;-60.0;null;null;null;null
460;2021-01-06T12:43:00+01:00;null;-60.0;null;null;null;null
461;2021-01-06T12:43:01+01:00;null;-60.0;null;null;null;null
462;2021-01-06T12:43:02+01:00;null;-60.0;null;null;null;null
463;2021-01-06T12:43:03+01:00;null;-60.0;null;null;null;null
464;2021-01-06T12:43:04+01:00;null;null;null;-51.0;null;null
465;2021-01-06T12:43:05+01:00;null;null;null;-51.0;null;null
466;2021-01-06T12:43:06+01:00;null;null;null;-51.0;null;null
467;2021-01-06T12:43:07+01:00;null;null;null;-51.0;null;null
468;2021-01-06T12:43:08+01:00;null;null;null;-51.0;null;null
469;2021-01-06T12:43:09+01:00;null;null;null;-51.0;-60.0;null
470;2021-01-06T12:43:10+01:00;null;null;null;null;-60.0;-47.0
471;2021-01-06T12:43:11+01:00;null;null;null;null;-60.0;-47.0
472;2021-01-06T12:43:12+01:00;null;null;null;null;-60.0;-47.0
473;2021-01-06T12:43:13+01:00;null;null;null;null;-60.0;-47.0
474;2021-01-06T12:43:14+01:00;null;null;null;null;-60.0;-47.0
475;2021-01-06T12:43:15+01:00;null;null;null;null;null;-47.0
476;2021-01-06T12:43:16+01:00;null;null;null;null;null;null
477;2021-01-06T12:43:17+01:00;null;null;null;null;null;null
478;2021-01-06T12:43:18+01:00;null;null;null;null;null;null
479;2021-01-06T12:43:19+01:00;null;null;null;null;null;null
480;2021-01-06T12:43:20+01:00;null;null;null;null;null;null
481;2021-01-06T12:43:21+01:00;null;null;null;null;null;null
482;2021-01-06T12:43:22+01:00;null;null;null;null;null;null
483;2021-01-06T12:43:23+01:00;null;null;null;null;null;null
484;2021-01-06T12:43:24+01:00;null;null;null;null;null;null
485;2021-01-06T12:43:25+01:00;null;null;null;null;null;null
486;2021-01-06T12:43:26+01:00;null;null;null;null;null;null
487;2021-01-06T12:43:27+01:00;null;null;null;null;null;null
488;2021-01-06T12:43:28+01:00;null;null;null;null;null;null
489;2021-01-06T12:43:29+01:00;null;null;null;null;null;null
490;2021-01-06T12:43:30+01:00;null;null;null;null;null;null
491;2021-01-06T12:43:31+01:00;null;null;null;null;null;null
492;2021-01-06T12:43:32+01:00;null;null;null;null;null;null
493;2021-01-06T12:43:33+01:00;null;null;null;null;null;null
494;2021-01-06T12:43:34+01:00;null;null;null;null;null;null
495;2021-01-06T12:43:35+01:00;null;null;null;null;null;null
496;2021-01-06T12:43:36+01:00;null;null;null;null;null;null
497;2021-01-06T12:43:37+01:00;null;null;null;null;null;null
498;2021-01-06T12:43:38+01:00;null;null;null;null;null;null
499;2021-01-06T12:43:39+01:00;null;null;null;null;null;null
500;2021-01-06T12:43:40+01:00;null;null;null;null;null;null
501;2021-01-06T12:43:41+01:00;null;null;null;null;null;null
502;2021-01-06T12:43:42+01:00;null;null;null;null;null;null
503;2021-01-06T12:43:43+01:00;null;null;null;null;null;null
504;2021-01-06T12:43:44+01:00;null;null;null;null;null;null
505;2021-01-06T12:43:45+01:00;null;null;null;null;null;null
506;2021-01-06T12:43:46+01:00;null;null;null;null;null;null
507;2021-01-06T12:43:47+01:00;null;null;null;null;null;null
508;2021-01-06T12:43:48+01:00;null;null;null;null;null;null
509;2021-01-06T12:43:49+01:00;null;null;null;null;null;null
510;2021-01-06T12:43:50+01:00;null;null;null;null;null;null
511;2021-01-06T12:43:51+01:00;null;null;null;null;null;null
512;2021-01-06T12:43:52+01:00;null;null;-57.0;null;null;null
513;2021-01-06T12:43:53+01:00;null;null;-57.0;null;null;null
514;2021-01-06T12:43:54+01:00;null;null;-57.0;null;null;null
515;2021-01-06T12:43:55+01:00;null;null;-57.0;null;null;null
516;2021-01-06T12:43:56+01:00;null;null;-57.0;null;null;null
517;2021-01-06T12:43:57+01:00;null;null;-57.0;null;null;null
518;2021-01-06T12:43:58+01:00;null;null;null;null;null;null
519;2021-01-06T12:43:59+01:00;null;null;null;null;null;null
520;2021-01-06T12:44:00+01:00;null;-60.0;null;null;null;null
521;2021-01-06T12:44:01+01:00;null;null;null;null;null;null
522;2021-01-06T12:44:02+01:00;null;-61.0;null;null;null;null
523;2021-01-06T12:44:03+01:00;null;-60.0;null;null;null;null
524;2021-01-06T12:44:04+01:00;null;null;null;null;null;null
525;2021-01-06T12:44:05+01:00;null;-60.0;null;null;null;null
526;2021-01-06T12:44:06+01:00;null;-60.0;null;null;null;null
527;2021-01-06T12:44:07+01:00;null;null;null;null;null;null
528;2021-01-06T12:44:08+01:00;null;null;null;null;null;null
529;2021-01-06T12:44:09+01:00;null;-60.0;null;null;null;null
530;2021-01-06T12:44:10+01:00;null;null;null;null;null;null
531;2021-01-06T12:44:11+01:00;null;-60.0;null;null;null;null
532;2021-01-06T12:44:12+01:00;null;-60.0;null;null;null;null
533;2021-01-06T12:44:13+01:00;null;null;null;null;null;null
534;2021-01-06T12:44:14+01:00;null;-60.0;null;null;null;null
535;2021-01-06T12:44:15+01:00;null;null;null;null;null;null
536;2021-01-06T12:44:16+01:00;null;null;null;-51.0;null;null
537;2021-01-06T12:44:17+01:00;null;null;null;-51.0;null;null
538;2021-01-06T12:44:18+01:00;null;null;null;null;null;null
539;2021-01-06T12:44:19+01:00;null;null;null;-51.0;null;null
540;2021-01-06T12:44:20+01:00;null;null;null;null;null;null
541;2021-01-06T12:44:21+01:00;null;null;null;-51.0;null;null
542;2021-01-06T12:44:22+01:00;null;null;null;-51.0;null;null
543;2021-01-06T12:44:23+01:00;null;null;null;null;null;null
544;2021-01-06T12:44:24+01:00;-58.0;null;null;-51.0;-60.0;null
545;2021-01-06T12:44:25+01:00;null;null;null;null;null;null
546;2021-01-06T12:44:26+01:00;-59.0;null;null;null;-60.0;-48.0
547;2021-01-06T12:44:27+01:00;-59.0;null;null;null;-60.0;-48.0
548;2021-01-06T12:44:28+01:00;-59.0;null;null;null;-60.0;-48.0
549;2021-01-06T12:44:29+01:00;null;null;null;null;null;null
550;2021-01-06T12:44:30+01:00;-59.0;null;null;null;-60.0;-48.0
551;2021-01-06T12:44:31+01:00;null;null;null;null;null;null
552;2021-01-06T12:44:32+01:00;-59.0;null;null;null;null;-48.0
553;2021-01-06T12:44:33+01:00;-59.0;null;null;null;null;null
554;2021-01-06T12:44:34+01:00;null;null;null;null;null;null
555;2021-01-06T12:44:35+01:00;-59.0;null;null;null;null;null
556;2021-01-06T12:44:36+01:00;-59.0;null;null;null;null;null
557;2021-01-06T12:44:37+01:00;-59.0;null;null;null;null;null
558;2021-01-06T12:44:38+01:00;null;null;null;null;null;null
559;2021-01-06T12:44:39+01:00;null;null;null;null;null;null
560;2021-01-06T12:44:40+01:00;-60.0;null;null;null;null;null
561;2021-01-06T12:44:41+01:00;-60.0;null;null;null;null;null
562;2021-01-06T12:44:42+01:00;null;null;null;null;null;null
563;2021-01-06T12:44:43+01:00;-60.0;null;null;null;null;null
564;2021-01-06T12:44:44+01:00;-60.0;null;null;null;null;null
565;2021-01-06T12:44:45+01:00;-60.0;null;null;null;null;null
566;2021-01-06T12:44:46+01:00;-60.0;null;null;null;null;null
567;2021-01-06T12:44:47+01:00;-60.0;null;null;null;null;null
568;2021-01-06T12:44:48+01:00;-60.0;null;null;null;null;null
569;2021-01-06T12:44:49+01:00;null;null;null;null;null;null
570;2021-01-06T12:44:50+01:00;null;null;null;null;null;null
571;2021-01-06T12:44:51+01:00;null;null;null;null;null;null
572;2021-01-06T12:44:52+01:00;null;null;null;null;null;null
573;2021-01-06T12:44:53+01:00;null;null;null;null;null;null
574;2021-01-06T12:44:54+01:00;null;null;null;null;null;null
575;2021-01-06T12:44:55+01:00;null;null;null;null;null;null
576;2021-01-06T12:44:56+01:00;null;null;null;null;null;null
577;2021-01-06T12:44:57+01:00;null;null;null;null;null;null
578;2021-01-06T12:44:58+01:00;null;null;null;null;null;null
579;2021-01-06T12:44:59+01:00;null;null;null;null;null;null
580;2021-01-06T12:45:00+01:00;null;null;null;null;null;null
581;2021-01-06T12:45:01+01:00;null;null;null;null;null;null
582;2021-01-06T12:45:02+01:00;null;null;null;null;null;null
583;2021-01-06T12:45:03+01:00;null;null;null;null;null;null
584;2021-01-06T12:45:04+01:00;null;null;null;null;null;null
585;2021-01-06T12:45:05+01:00;null;null;null;null;null;null
586;2021-01-06T12:45:06+01:00;null;null;null;null;null;null
587;2021-01-06T12:45:07+01:00;null;null;null;null;null;null
588;2021-01-06T12:45:08+01:00;null;null;null;null;null;null
589;2021-01-06T12:45:09+01:00;null;null;null;null;null;null
590;2021-01-06T12:45:10+01:00;null;null;null;null;null;null
591;2021-01-06T12:45:11+01:00;null;null;null;null;null;null
592;2021-01-06T12:45:12+01:00;null;null;null;null;null;null
593;2021-01-06T12:45:13+01:00;null;null;null;null;null;null
594;2021-01-06T12:45:14+01:00;null;null;null;null;null;null
595;2021-01-06T12:45:15+01:00;null;null;null;null;null;null
596;2021-01-06T12:45:16+01:00;null;null;null;null;null;null
597;2021-01-06T12:45:17+01:00;null;null;null;null;null;null
598;2021-01-06T12:45:18+01:00;null;null;null;null;null;null
599;2021-01-06T12:45:19+01:00;null;null;null;null;null;null
600;2021-01-06T12:45:20+01:00;null;null;-57.0;null;null;null
