Datetime;STA 5;STA 1;STA 4;STA 6;STA 2;STA 3
2021-01-06T12:35:31+01:00;-75;null;null;null;null;null
2021-01-06T12:35:33+01:00;-75;null;null;null;null;null
2021-01-06T12:35:34+01:00;-75;null;null;null;null;null
2021-01-06T12:35:35+01:00;-75;null;null;null;null;null
2021-01-06T12:35:36+01:00;-75;null;null;null;null;null
2021-01-06T12:35:37+01:00;-75;null;null;null;null;null
2021-01-06T12:35:38+01:00;-75;null;null;null;null;null
2021-01-06T12:35:42+01:00;null;0;null;null;null;null
2021-01-06T12:35:43+01:00;null;-41;null;null;null;null
2021-01-06T12:35:45+01:00;null;-41;null;null;null;null
2021-01-06T12:35:46+01:00;0;-41;null;null;null;null
2021-01-06T12:35:48+01:00;-74;-41;-55;null;null;null
2021-01-06T12:35:49+01:00;-74;-41;-55;null;null;null
2021-01-06T12:35:50+01:00;-74;-41;-55;null;null;null
2021-01-06T12:35:51+01:00;-74;-41;-55;null;null;null
2021-01-06T12:35:52+01:00;null;-41;-55;null;null;null
2021-01-06T12:35:55+01:00;null;null;null;-74;-42;null
2021-01-06T12:35:57+01:00;null;null;null;-74;-43;null
2021-01-06T12:35:58+01:00;null;null;null;-74;-43;null
2021-01-06T12:35:59+01:00;null;null;null;-74;-43;null
2021-01-06T12:36:00+01:00;null;null;null;-74;-43;null
2021-01-06T12:36:01+01:00;null;null;null;null;-43;null
2021-01-06T12:36:02+01:00;null;null;null;null;-43;null
2021-01-06T12:36:03+01:00;null;null;null;null;-43;null
2021-01-06T12:36:04+01:00;null;null;null;null;-43;-56
2021-01-06T12:36:05+01:00;null;null;null;null;null;-56
2021-01-06T12:36:06+01:00;null;null;null;null;null;-56
2021-01-06T12:36:07+01:00;null;null;null;null;null;-56
2021-01-06T12:36:08+01:00;null;null;null;null;null;-56
2021-01-06T12:36:09+01:00;null;-48;null;null;null;-56
2021-01-06T12:36:10+01:00;null;-46;null;null;-46;null
2021-01-06T12:36:12+01:00;null;-45;null;null;-44;null
2021-01-06T12:36:13+01:00;null;-45;null;null;-44;null
