#;approach;queueing delay;slice
2592;Gómez et al.;null;BE 4
2593;Gómez et al.;null;BE 4
2594;Gómez et al.;null;BE 4
2595;Gómez et al.;null;BE 4
2596;Gómez et al.;null;BE 4
2597;Gómez et al.;null;BE 4
2598;Gómez et al.;null;BE 4
2599;Gómez et al.;null;BE 4
2600;Gómez et al.;null;BE 4
2601;Gómez et al.;null;BE 4
2602;Gómez et al.;null;BE 4
2603;Gómez et al.;null;BE 4
2604;Gómez et al.;null;BE 4
2605;Gómez et al.;null;BE 4
2606;Gómez et al.;null;BE 4
2607;Gómez et al.;null;BE 4
2608;Gómez et al.;null;BE 4
2609;Gómez et al.;null;BE 4
2610;Gómez et al.;null;BE 4
2611;Gómez et al.;null;BE 4
2612;Gómez et al.;null;BE 4
2613;Gómez et al.;null;BE 4
2614;Gómez et al.;null;BE 4
2615;Gómez et al.;null;BE 4
2616;Gómez et al.;null;BE 4
2617;Gómez et al.;null;BE 4
2618;Gómez et al.;null;BE 4
2619;Gómez et al.;null;BE 4
2620;Gómez et al.;187.901;BE 4
2621;Gómez et al.;1058.855;BE 4
2622;Gómez et al.;1058.855;BE 4
2623;Gómez et al.;1913.737;BE 4
2624;Gómez et al.;1913.737;BE 4
2625;Gómez et al.;2406.031;BE 4
2626;Gómez et al.;3328.133;BE 4
2627;Gómez et al.;4054.321;BE 4
2628;Gómez et al.;4750.653;BE 4
2629;Gómez et al.;2238.426;BE 4
2630;Gómez et al.;2238.426;BE 4
2631;Gómez et al.;1602.085;BE 4
2632;Gómez et al.;1699.2759999999998;BE 4
2633;Gómez et al.;1694.3690000000001;BE 4
2634;Gómez et al.;1600.0729999999999;BE 4
2635;Gómez et al.;1615.262;BE 4
2636;Gómez et al.;null;BE 4
2637;Gómez et al.;null;BE 4
2638;Gómez et al.;null;BE 4
2639;Gómez et al.;null;BE 4
2640;Gómez et al.;null;BE 4
2641;Gómez et al.;null;BE 4
2642;Gómez et al.;null;BE 4
2643;Gómez et al.;null;BE 4
2644;Gómez et al.;null;BE 4
2645;Gómez et al.;null;BE 4
2646;Gómez et al.;null;BE 4
2647;Gómez et al.;null;BE 4
2648;Gómez et al.;null;BE 4
2649;Gómez et al.;null;BE 4
2650;Gómez et al.;null;BE 4
2651;Gómez et al.;null;BE 4
2652;Gómez et al.;null;BE 4
2653;Gómez et al.;null;BE 4
2654;Gómez et al.;null;BE 4
2655;Gómez et al.;null;BE 4
2656;Gómez et al.;null;BE 4
2657;Gómez et al.;null;BE 4
2658;Gómez et al.;null;BE 4
2659;Gómez et al.;null;BE 4
2660;Gómez et al.;null;BE 4
2661;Gómez et al.;null;BE 4
2662;Gómez et al.;null;BE 4
2663;Gómez et al.;null;BE 4
2664;Gómez et al.;null;BE 4
2665;Gómez et al.;null;BE 4
2666;Gómez et al.;null;BE 4
2667;Gómez et al.;null;BE 4
2668;Gómez et al.;null;BE 4
2669;Gómez et al.;null;BE 4
2670;Gómez et al.;null;BE 4
2671;Gómez et al.;null;BE 4
2672;Gómez et al.;null;BE 4
2673;Gómez et al.;null;BE 4
2674;Gómez et al.;null;BE 4
2675;Gómez et al.;null;BE 4
2676;Gómez et al.;null;BE 4
2677;Gómez et al.;null;BE 4
2678;Gómez et al.;null;BE 4
2679;Gómez et al.;null;BE 4
2680;Gómez et al.;null;BE 4
2681;Gómez et al.;null;BE 4
2682;Gómez et al.;null;BE 4
2683;Gómez et al.;null;BE 4
2684;Gómez et al.;null;BE 4
2685;Gómez et al.;null;BE 4
2686;Gómez et al.;null;BE 4
2687;Gómez et al.;null;BE 4
2688;Gómez et al.;null;BE 4
2689;Gómez et al.;null;BE 4
2690;Gómez et al.;null;BE 4
2691;Gómez et al.;null;BE 4
2692;Gómez et al.;null;BE 4
2693;Gómez et al.;null;BE 4
2694;Gómez et al.;null;BE 4
2695;Gómez et al.;null;BE 4
2696;Gómez et al.;null;BE 4
2697;Gómez et al.;null;BE 4
2698;Gómez et al.;null;BE 4
2699;Gómez et al.;null;BE 4
2700;Gómez et al.;null;BE 4
2701;Gómez et al.;null;BE 4
2702;Gómez et al.;null;BE 4
2703;Gómez et al.;null;BE 4
2704;Gómez et al.;null;BE 4
2705;Gómez et al.;null;BE 4
2706;Gómez et al.;null;BE 4
2707;Gómez et al.;null;BE 4
2708;Gómez et al.;null;BE 4
2709;Gómez et al.;null;BE 4
2710;Gómez et al.;null;BE 4
2711;Gómez et al.;null;BE 4
2712;Gómez et al.;null;BE 4
2713;Gómez et al.;null;BE 4
2714;Gómez et al.;null;BE 4
2715;Gómez et al.;null;BE 4
2716;Gómez et al.;null;BE 4
2717;Gómez et al.;null;BE 4
2718;Gómez et al.;null;BE 4
2719;Gómez et al.;null;BE 4
2720;Gómez et al.;null;BE 4
2721;Gómez et al.;null;BE 4
2722;Gómez et al.;null;BE 4
2723;Gómez et al.;null;BE 4
2724;Gómez et al.;null;BE 4
2725;Gómez et al.;null;BE 4
2726;Gómez et al.;null;BE 4
2727;Gómez et al.;null;BE 4
2728;Gómez et al.;null;BE 4
2729;Gómez et al.;null;BE 4
2730;Gómez et al.;null;BE 4
2731;Gómez et al.;null;BE 4
2732;Gómez et al.;null;BE 4
2733;Gómez et al.;null;BE 4
2734;Gómez et al.;null;BE 4
2735;Gómez et al.;null;BE 4
2736;Gómez et al.;null;BE 4
2737;Gómez et al.;null;BE 4
2738;Gómez et al.;null;BE 4
2739;Gómez et al.;195.247;BE 4
2740;Gómez et al.;195.247;BE 4
2741;Gómez et al.;923.25;BE 4
2742;Gómez et al.;1323.04;BE 4
2743;Gómez et al.;1866.217;BE 4
2744;Gómez et al.;1866.217;BE 4
2745;Gómez et al.;2392.532;BE 4
2746;Gómez et al.;3128.223;BE 4
2747;Gómez et al.;3944.939;BE 4
2748;Gómez et al.;4400.726;BE 4
2749;Gómez et al.;4400.726;BE 4
2750;Gómez et al.;2190.524;BE 4
2751;Gómez et al.;1710.4479999999999;BE 4
2752;Gómez et al.;1710.165;BE 4
2753;Gómez et al.;1710.165;BE 4
2754;Gómez et al.;1669.781;BE 4
2755;Gómez et al.;null;BE 4
2756;Gómez et al.;null;BE 4
2757;Gómez et al.;null;BE 4
2758;Gómez et al.;null;BE 4
2759;Gómez et al.;null;BE 4
2760;Gómez et al.;null;BE 4
2761;Gómez et al.;null;BE 4
2762;Gómez et al.;null;BE 4
2763;Gómez et al.;null;BE 4
2764;Gómez et al.;null;BE 4
2765;Gómez et al.;null;BE 4
2766;Gómez et al.;null;BE 4
2767;Gómez et al.;null;BE 4
2768;Gómez et al.;null;BE 4
2769;Gómez et al.;null;BE 4
2770;Gómez et al.;null;BE 4
2771;Gómez et al.;null;BE 4
2772;Gómez et al.;null;BE 4
2773;Gómez et al.;null;BE 4
2774;Gómez et al.;null;BE 4
2775;Gómez et al.;null;BE 4
2776;Gómez et al.;null;BE 4
2777;Gómez et al.;null;BE 4
2778;Gómez et al.;null;BE 4
2779;Gómez et al.;null;BE 4
2780;Gómez et al.;null;BE 4
2781;Gómez et al.;null;BE 4
2782;Gómez et al.;null;BE 4
2783;Gómez et al.;null;BE 4
2784;Gómez et al.;null;BE 4
2785;Gómez et al.;null;BE 4
2786;Gómez et al.;null;BE 4
2787;Gómez et al.;null;BE 4
2788;Gómez et al.;null;BE 4
2789;Gómez et al.;null;BE 4
2790;Gómez et al.;null;BE 4
2791;Gómez et al.;null;BE 4
2792;Gómez et al.;null;BE 4
2793;Gómez et al.;null;BE 4
2794;Gómez et al.;null;BE 4
2795;Gómez et al.;null;BE 4
2796;Gómez et al.;null;BE 4
2797;Gómez et al.;null;BE 4
2798;Gómez et al.;null;BE 4
2799;Gómez et al.;null;BE 4
2800;Gómez et al.;null;BE 4
2801;Gómez et al.;null;BE 4
2802;Gómez et al.;null;BE 4
2803;Gómez et al.;null;BE 4
2804;Gómez et al.;null;BE 4
2805;Gómez et al.;null;BE 4
2806;Gómez et al.;null;BE 4
2807;Gómez et al.;null;BE 4
2808;Gómez et al.;null;BE 4
2809;Gómez et al.;null;BE 4
2810;Gómez et al.;null;BE 4
2811;Gómez et al.;null;BE 4
2812;Gómez et al.;null;BE 4
2813;Gómez et al.;null;BE 4
2814;Gómez et al.;null;BE 4
2815;Gómez et al.;null;BE 4
2816;Gómez et al.;null;BE 4
2817;Gómez et al.;null;BE 4
2818;Gómez et al.;null;BE 4
2819;Gómez et al.;null;BE 4
2820;Gómez et al.;null;BE 4
2821;Gómez et al.;null;BE 4
2822;Gómez et al.;null;BE 4
2823;Gómez et al.;null;BE 4
2824;Gómez et al.;null;BE 4
2825;Gómez et al.;null;BE 4
2826;Gómez et al.;null;BE 4
2827;Gómez et al.;null;BE 4
2828;Gómez et al.;null;BE 4
2829;Gómez et al.;null;BE 4
2830;Gómez et al.;null;BE 4
2831;Gómez et al.;null;BE 4
2832;Gómez et al.;null;BE 4
2833;Gómez et al.;null;BE 4
2834;Gómez et al.;null;BE 4
2835;Gómez et al.;null;BE 4
2836;Gómez et al.;null;BE 4
2837;Gómez et al.;null;BE 4
2838;Gómez et al.;null;BE 4
2839;Gómez et al.;null;BE 4
2840;Gómez et al.;null;BE 4
2841;Gómez et al.;null;BE 4
2842;Gómez et al.;null;BE 4
2843;Gómez et al.;null;BE 4
2844;Gómez et al.;null;BE 4
2845;Gómez et al.;null;BE 4
2846;Gómez et al.;null;BE 4
2847;Gómez et al.;null;BE 4
2848;Gómez et al.;null;BE 4
2849;Gómez et al.;null;BE 4
2850;Gómez et al.;null;BE 4
2851;Gómez et al.;null;BE 4
2852;Gómez et al.;null;BE 4
2853;Gómez et al.;null;BE 4
2854;Gómez et al.;null;BE 4
2855;Gómez et al.;null;BE 4
2856;Gómez et al.;null;BE 4
2857;Gómez et al.;null;BE 4
2858;Gómez et al.;null;BE 4
2859;Gómez et al.;null;BE 4
2860;Gómez et al.;null;BE 4
2861;Gómez et al.;null;BE 4
2862;Gómez et al.;null;BE 4
2863;Gómez et al.;null;BE 4
2864;Gómez et al.;null;BE 4
2865;Gómez et al.;null;BE 4
2866;Gómez et al.;null;BE 4
2867;Gómez et al.;null;BE 4
2868;Gómez et al.;null;BE 4
2869;Gómez et al.;null;BE 4
2870;Gómez et al.;null;BE 4
2871;Gómez et al.;null;BE 4
2872;Gómez et al.;null;BE 4
2873;Gómez et al.;null;BE 4
2874;Gómez et al.;null;BE 4
2875;Gómez et al.;null;BE 4
2876;Gómez et al.;null;BE 4
2877;Gómez et al.;null;BE 4
2878;Gómez et al.;null;BE 4
2879;Gómez et al.;null;BE 4
2880;Gómez et al.;null;BE 4
2881;Gómez et al.;null;BE 4
2882;Gómez et al.;null;BE 4
2883;Gómez et al.;null;BE 4
2884;Gómez et al.;null;BE 4
2885;Gómez et al.;null;BE 4
2886;Gómez et al.;null;BE 4
2887;Gómez et al.;null;BE 4
2888;Gómez et al.;null;BE 4
2889;Gómez et al.;null;BE 4
2890;Gómez et al.;null;BE 4
2891;Gómez et al.;null;BE 4
2892;Gómez et al.;null;BE 4
2893;Gómez et al.;null;BE 4
2894;Gómez et al.;null;BE 4
2895;Gómez et al.;null;BE 4
2896;Gómez et al.;null;BE 4
2897;Gómez et al.;null;BE 4
2898;Gómez et al.;null;BE 4
2899;Gómez et al.;null;BE 4
2900;Gómez et al.;null;BE 4
2901;Gómez et al.;null;BE 4
2902;Gómez et al.;null;BE 4
2903;Gómez et al.;null;BE 4
2904;Gómez et al.;null;BE 4
2905;Gómez et al.;null;BE 4
2906;Gómez et al.;null;BE 4
2907;Gómez et al.;null;BE 4
2908;Gómez et al.;null;BE 4
2909;Gómez et al.;null;BE 4
2910;Gómez et al.;null;BE 4
2911;Gómez et al.;null;BE 4
2912;Gómez et al.;null;BE 4
2913;Gómez et al.;null;BE 4
2914;Gómez et al.;null;BE 4
2915;Gómez et al.;null;BE 4
2916;Gómez et al.;null;BE 4
2917;Gómez et al.;null;BE 4
2918;Gómez et al.;null;BE 4
2919;Gómez et al.;null;BE 4
2920;Gómez et al.;null;BE 4
2921;Gómez et al.;null;BE 4
2922;Gómez et al.;null;BE 4
2923;Gómez et al.;null;BE 4
2924;Gómez et al.;null;BE 4
2925;Gómez et al.;null;BE 4
2926;Gómez et al.;null;BE 4
2927;Gómez et al.;null;BE 4
2928;Gómez et al.;null;BE 4
2929;Gómez et al.;null;BE 4
2930;Gómez et al.;null;BE 4
2931;Gómez et al.;null;BE 4
2932;Gómez et al.;null;BE 4
2933;Gómez et al.;null;BE 4
2934;Gómez et al.;null;BE 4
2935;Gómez et al.;null;BE 4
2936;Gómez et al.;null;BE 4
2937;Gómez et al.;null;BE 4
2938;Gómez et al.;null;BE 4
2939;Gómez et al.;38.963;BE 4
2940;Gómez et al.;845.367;BE 4
2941;Gómez et al.;null;BE 4
2942;Gómez et al.;1414.062;BE 4
2943;Gómez et al.;1414.062;BE 4
2944;Gómez et al.;1563.19;BE 4
2945;Gómez et al.;1569.884;BE 4
2946;Gómez et al.;1635.091;BE 4
2947;Gómez et al.;1644.504;BE 4
2948;Gómez et al.;1563.237;BE 4
2949;Gómez et al.;1673.7640000000001;BE 4
2950;Gómez et al.;1681.0259999999998;BE 4
2951;Gómez et al.;1506.342;BE 4
2952;Gómez et al.;1557.057;BE 4
2953;Gómez et al.;1536.598;BE 4
2954;Gómez et al.;1640.8229999999999;BE 4
2955;Gómez et al.;1814.911;BE 4
2956;Gómez et al.;null;BE 4
2957;Gómez et al.;null;BE 4
2958;Gómez et al.;null;BE 4
2959;Gómez et al.;null;BE 4
2960;Gómez et al.;null;BE 4
2961;Gómez et al.;null;BE 4
2962;Gómez et al.;null;BE 4
2963;Gómez et al.;null;BE 4
2964;Gómez et al.;null;BE 4
2965;Gómez et al.;null;BE 4
2966;Gómez et al.;null;BE 4
2967;Gómez et al.;null;BE 4
2968;Gómez et al.;null;BE 4
2969;Gómez et al.;null;BE 4
2970;Gómez et al.;null;BE 4
2971;Gómez et al.;null;BE 4
2972;Gómez et al.;null;BE 4
2973;Gómez et al.;null;BE 4
2974;Gómez et al.;null;BE 4
2975;Gómez et al.;null;BE 4
2976;Gómez et al.;null;BE 4
2977;Gómez et al.;null;BE 4
2978;Gómez et al.;null;BE 4
2979;Gómez et al.;null;BE 4
2980;Gómez et al.;null;BE 4
2981;Gómez et al.;null;BE 4
2982;Gómez et al.;null;BE 4
2983;Gómez et al.;null;BE 4
2984;Gómez et al.;null;BE 4
2985;Gómez et al.;null;BE 4
2986;Gómez et al.;null;BE 4
2987;Gómez et al.;null;BE 4
2988;Gómez et al.;null;BE 4
2989;Gómez et al.;null;BE 4
2990;Gómez et al.;null;BE 4
2991;Gómez et al.;null;BE 4
2992;Gómez et al.;null;BE 4
2993;Gómez et al.;null;BE 4
2994;Gómez et al.;null;BE 4
2995;Gómez et al.;null;BE 4
2996;Gómez et al.;null;BE 4
2997;Gómez et al.;null;BE 4
2998;Gómez et al.;null;BE 4
2999;Gómez et al.;null;BE 4
3000;Gómez et al.;null;BE 4
3001;Gómez et al.;null;BE 4
3002;Gómez et al.;null;BE 4
3003;Gómez et al.;null;BE 4
3004;Gómez et al.;null;BE 4
3005;Gómez et al.;null;BE 4
3006;Gómez et al.;null;BE 4
3007;Gómez et al.;null;BE 4
3008;Gómez et al.;null;BE 4
3009;Gómez et al.;null;BE 4
3010;Gómez et al.;null;BE 4
3011;Gómez et al.;null;BE 4
3012;Gómez et al.;301.019;BE 4
3013;Gómez et al.;351.064;BE 4
3014;Gómez et al.;350.568;BE 4
3015;Gómez et al.;346.909;BE 4
3016;Gómez et al.;null;BE 4
3017;Gómez et al.;null;BE 4
3018;Gómez et al.;null;BE 4
3019;Gómez et al.;null;BE 4
3020;Gómez et al.;null;BE 4
3021;Gómez et al.;null;BE 4
3022;Gómez et al.;null;BE 4
3023;Gómez et al.;null;BE 4
3024;Gómez et al.;null;BE 4
3025;Gómez et al.;null;BE 4
3026;Gómez et al.;null;BE 4
3027;Gómez et al.;null;BE 4
3028;Gómez et al.;null;BE 4
3029;Gómez et al.;null;BE 4
3030;Gómez et al.;null;BE 4
3031;Gómez et al.;null;BE 4
3032;Gómez et al.;null;BE 4
3033;Gómez et al.;null;BE 4
3034;Gómez et al.;null;BE 4
3035;Gómez et al.;null;BE 4
3036;Gómez et al.;null;BE 4
3037;Gómez et al.;null;BE 4
3038;Gómez et al.;null;BE 4
3039;Gómez et al.;null;BE 4
3040;Gómez et al.;null;BE 4
3041;Gómez et al.;null;BE 4
3042;Gómez et al.;null;BE 4
3043;Gómez et al.;null;BE 4
3044;Gómez et al.;null;BE 4
3045;Gómez et al.;null;BE 4
3046;Gómez et al.;null;BE 4
3047;Gómez et al.;null;BE 4
3048;Gómez et al.;null;BE 4
3049;Gómez et al.;null;BE 4
3050;Gómez et al.;null;BE 4
3051;Gómez et al.;null;BE 4
3052;Gómez et al.;null;BE 4
3053;Gómez et al.;null;BE 4
3054;Gómez et al.;null;BE 4
3055;Gómez et al.;null;BE 4
3056;Gómez et al.;null;BE 4
3057;Gómez et al.;null;BE 4
3058;Gómez et al.;null;BE 4
3059;Gómez et al.;null;BE 4
3060;Gómez et al.;636.456;BE 4
3061;Gómez et al.;533.268;BE 4
3062;Gómez et al.;513.217;BE 4
3063;Gómez et al.;488.838;BE 4
3064;Gómez et al.;477.278;BE 4
3065;Gómez et al.;null;BE 4
3066;Gómez et al.;492.52;BE 4
3067;Gómez et al.;493.971;BE 4
3068;Gómez et al.;476.342;BE 4
3069;Gómez et al.;491.742;BE 4
3070;Gómez et al.;486.463;BE 4
3071;Gómez et al.;null;BE 4
3072;Gómez et al.;504.904;BE 4
3073;Gómez et al.;493.933;BE 4
3074;Gómez et al.;null;BE 4
3075;Gómez et al.;495.27;BE 4
3076;Gómez et al.;null;BE 4
3077;Gómez et al.;null;BE 4
3078;Gómez et al.;null;BE 4
3079;Gómez et al.;null;BE 4
3080;Gómez et al.;null;BE 4
3081;Gómez et al.;null;BE 4
3082;Gómez et al.;null;BE 4
3083;Gómez et al.;null;BE 4
3084;Gómez et al.;null;BE 4
3085;Gómez et al.;null;BE 4
3086;Gómez et al.;null;BE 4
3087;Gómez et al.;null;BE 4
3088;Gómez et al.;null;BE 4
3089;Gómez et al.;null;BE 4
3090;Gómez et al.;null;BE 4
3091;Gómez et al.;null;BE 4
3092;Gómez et al.;null;BE 4
3093;Gómez et al.;null;BE 4
3094;Gómez et al.;null;BE 4
3095;Gómez et al.;null;BE 4
3096;Gómez et al.;null;BE 4
3097;Gómez et al.;null;BE 4
3098;Gómez et al.;null;BE 4
3099;Gómez et al.;null;BE 4
3100;Gómez et al.;null;BE 4
3101;Gómez et al.;null;BE 4
3102;Gómez et al.;null;BE 4
3103;Gómez et al.;null;BE 4
3104;Gómez et al.;null;BE 4
3105;Gómez et al.;null;BE 4
3106;Gómez et al.;null;BE 4
3107;Gómez et al.;null;BE 4
3108;Gómez et al.;null;BE 4
3109;Gómez et al.;null;BE 4
3110;Gómez et al.;null;BE 4
3111;Gómez et al.;null;BE 4
3112;Gómez et al.;null;BE 4
3113;Gómez et al.;null;BE 4
3114;Gómez et al.;null;BE 4
3115;Gómez et al.;null;BE 4
3116;Gómez et al.;null;BE 4
3117;Gómez et al.;null;BE 4
3118;Gómez et al.;null;BE 4
3119;Gómez et al.;null;BE 4
3120;Gómez et al.;null;BE 4
3121;Gómez et al.;null;BE 4
3122;Gómez et al.;null;BE 4
3123;Gómez et al.;null;BE 4
3124;Gómez et al.;null;BE 4
3125;Gómez et al.;null;BE 4
3126;Gómez et al.;null;BE 4
3127;Gómez et al.;null;BE 4
3128;Gómez et al.;null;BE 4
3129;Gómez et al.;null;BE 4
3130;Gómez et al.;null;BE 4
3131;Gómez et al.;null;BE 4
3132;Gómez et al.;null;BE 4
3133;Gómez et al.;null;BE 4
3134;Gómez et al.;null;BE 4
3135;Gómez et al.;null;BE 4
3136;Gómez et al.;null;BE 4
3137;Gómez et al.;null;BE 4
3138;Gómez et al.;null;BE 4
3139;Gómez et al.;null;BE 4
3140;Gómez et al.;null;BE 4
3141;Gómez et al.;null;BE 4
3142;Gómez et al.;null;BE 4
3143;Gómez et al.;null;BE 4
3144;Gómez et al.;null;BE 4
3145;Gómez et al.;null;BE 4
3146;Gómez et al.;null;BE 4
3147;Gómez et al.;null;BE 4
3148;Gómez et al.;null;BE 4
3149;Gómez et al.;null;BE 4
3150;Gómez et al.;null;BE 4
3151;Gómez et al.;null;BE 4
3152;Gómez et al.;null;BE 4
3153;Gómez et al.;null;BE 4
3154;Gómez et al.;null;BE 4
3155;Gómez et al.;null;BE 4
3156;Gómez et al.;null;BE 4
3157;Gómez et al.;null;BE 4
3158;Gómez et al.;null;BE 4
3159;Gómez et al.;null;BE 4
3160;Gómez et al.;null;BE 4
3161;Gómez et al.;null;BE 4
3162;Gómez et al.;null;BE 4
3163;Gómez et al.;null;BE 4
3164;Gómez et al.;null;BE 4
3165;Gómez et al.;null;BE 4
3166;Gómez et al.;null;BE 4
3167;Gómez et al.;null;BE 4
3168;Gómez et al.;null;BE 4
3169;Gómez et al.;null;BE 4
3170;Gómez et al.;null;BE 4
3171;Gómez et al.;null;BE 4
3172;Gómez et al.;null;BE 4
3173;Gómez et al.;null;BE 4
3174;Gómez et al.;null;BE 4
3175;Gómez et al.;null;BE 4
3176;Gómez et al.;null;BE 4
3177;Gómez et al.;null;BE 4
3178;Gómez et al.;null;BE 4
3179;Gómez et al.;null;BE 4
3180;Gómez et al.;null;BE 4
3181;Gómez et al.;null;BE 4
3182;Gómez et al.;null;BE 4
3183;Gómez et al.;null;BE 4
3184;Gómez et al.;null;BE 4
3185;Gómez et al.;null;BE 4
3186;Gómez et al.;null;BE 4
3187;Gómez et al.;null;BE 4
3188;Gómez et al.;null;BE 4
3189;Gómez et al.;null;BE 4
3190;Gómez et al.;null;BE 4
3191;Gómez et al.;null;BE 4
3192;Gómez et al.;null;BE 4
3193;Gómez et al.;null;BE 4
3194;Gómez et al.;null;BE 4
3195;Gómez et al.;null;BE 4
3196;Gómez et al.;null;BE 4
3197;Gómez et al.;null;BE 4
3198;Gómez et al.;null;BE 4
3199;Gómez et al.;null;BE 4
3200;Gómez et al.;null;BE 4
3201;Gómez et al.;null;BE 4
3202;Gómez et al.;null;BE 4
3203;Gómez et al.;null;BE 4
3204;Gómez et al.;null;BE 4
3205;Gómez et al.;null;BE 4
3206;Gómez et al.;null;BE 4
3207;Gómez et al.;null;BE 4
3208;Gómez et al.;null;BE 4
3209;Gómez et al.;null;BE 4
3210;Gómez et al.;null;BE 4
3211;Gómez et al.;null;BE 4
3212;Gómez et al.;null;BE 4
3213;Gómez et al.;136.135;BE 4
3214;Gómez et al.;671.727;BE 4
3215;Gómez et al.;881.152;BE 4
3216;Gómez et al.;null;BE 4
3217;Gómez et al.;null;BE 4
3218;Gómez et al.;null;BE 4
3219;Gómez et al.;null;BE 4
3220;Gómez et al.;null;BE 4
3221;Gómez et al.;null;BE 4
3222;Gómez et al.;null;BE 4
3223;Gómez et al.;null;BE 4
3224;Gómez et al.;null;BE 4
3225;Gómez et al.;null;BE 4
3226;Gómez et al.;null;BE 4
3227;Gómez et al.;null;BE 4
3228;Gómez et al.;null;BE 4
3229;Gómez et al.;null;BE 4
3230;Gómez et al.;null;BE 4
3231;Gómez et al.;null;BE 4
3232;Gómez et al.;null;BE 4
3233;Gómez et al.;null;BE 4
3234;Gómez et al.;null;BE 4
3235;Gómez et al.;null;BE 4
3236;Gómez et al.;null;BE 4
3237;Gómez et al.;null;BE 4
3238;Gómez et al.;null;BE 4
3239;Gómez et al.;null;BE 4
3240;Gómez et al.;null;BE 4
3241;Gómez et al.;null;BE 4
3242;Gómez et al.;null;BE 4
3243;Gómez et al.;null;BE 4
3244;Gómez et al.;null;BE 4
3245;Gómez et al.;null;BE 4
3246;Gómez et al.;null;BE 4
3247;Gómez et al.;null;BE 4
3248;Gómez et al.;null;BE 4
3249;Gómez et al.;null;BE 4
3250;Gómez et al.;null;BE 4
3251;Gómez et al.;null;BE 4
3252;Gómez et al.;null;BE 4
3253;Gómez et al.;null;BE 4
3254;Gómez et al.;null;BE 4
3255;Gómez et al.;null;BE 4
3256;Gómez et al.;38270.174;BE 4
3257;Gómez et al.;38963.401;BE 4
3258;Gómez et al.;null;BE 4
3259;Gómez et al.;40238.864;BE 4
3260;Gómez et al.;31255.175;BE 4
3261;Gómez et al.;1604.383;BE 4
3262;Gómez et al.;2554.794;BE 4
3263;Gómez et al.;3356.832;BE 4
3264;Gómez et al.;3508.694;BE 4
3265;Gómez et al.;null;BE 4
3266;Gómez et al.;3454.602;BE 4
3267;Gómez et al.;2308.055;BE 4
3268;Gómez et al.;1034.913;BE 4
3269;Gómez et al.;978.604;BE 4
3270;Gómez et al.;900.558;BE 4
3271;Gómez et al.;null;BE 4
3272;Gómez et al.;914.164;BE 4
3273;Gómez et al.;925.312;BE 4
3274;Gómez et al.;885.088;BE 4
3275;Gómez et al.;842.964;BE 4
3276;Gómez et al.;865.873;BE 4
3277;Gómez et al.;863.299;BE 4
3278;Gómez et al.;1202.784;BE 4
3279;Gómez et al.;null;BE 4
3280;Gómez et al.;601.821;BE 4
3281;Gómez et al.;673.34;BE 4
3282;Gómez et al.;654.63;BE 4
3283;Gómez et al.;774.648;BE 4
3284;Gómez et al.;1303.284;BE 4
3285;Gómez et al.;2045.467;BE 4
3286;Gómez et al.;2342.887;BE 4
3287;Gómez et al.;null;BE 4
3288;Gómez et al.;624.324;BE 4
3289;Gómez et al.;null;BE 4
3290;Gómez et al.;615.46;BE 4
3291;Gómez et al.;600.386;BE 4
3292;Gómez et al.;609.661;BE 4
3293;Gómez et al.;641.065;BE 4
3294;Gómez et al.;618.006;BE 4
3295;Gómez et al.;null;BE 4
3296;Gómez et al.;null;BE 4
3297;Gómez et al.;null;BE 4
3298;Gómez et al.;null;BE 4
3299;Gómez et al.;null;BE 4
3300;Gómez et al.;null;BE 4
3301;Gómez et al.;null;BE 4
3302;Gómez et al.;null;BE 4
3303;Gómez et al.;null;BE 4
3304;Gómez et al.;null;BE 4
3305;Gómez et al.;null;BE 4
3306;Gómez et al.;null;BE 4
3307;Gómez et al.;null;BE 4
3308;Gómez et al.;null;BE 4
3309;Gómez et al.;null;BE 4
3310;Gómez et al.;null;BE 4
3311;Gómez et al.;null;BE 4
3312;Gómez et al.;null;BE 4
3313;Gómez et al.;null;BE 4
3314;Gómez et al.;null;BE 4
3315;Gómez et al.;null;BE 4
3316;Gómez et al.;null;BE 4
3317;Gómez et al.;18880.554;BE 4
3318;Gómez et al.;null;BE 4
3319;Gómez et al.;20296.525;BE 4
3320;Gómez et al.;null;BE 4
3321;Gómez et al.;1382.497;BE 4
3322;Gómez et al.;1149.279;BE 4
3323;Gómez et al.;1035.317;BE 4
3324;Gómez et al.;null;BE 4
3325;Gómez et al.;1009.709;BE 4
3326;Gómez et al.;1106.782;BE 4
3327;Gómez et al.;1136.405;BE 4
3328;Gómez et al.;1137.967;BE 4
3329;Gómez et al.;1161.491;BE 4
3330;Gómez et al.;1150.331;BE 4
3331;Gómez et al.;null;BE 4
3332;Gómez et al.;1054.986;BE 4
3333;Gómez et al.;null;BE 4
3334;Gómez et al.;888.373;BE 4
3335;Gómez et al.;799.654;BE 4
3336;Gómez et al.;null;BE 4
3337;Gómez et al.;null;BE 4
3338;Gómez et al.;null;BE 4
3339;Gómez et al.;null;BE 4
3340;Gómez et al.;null;BE 4
3341;Gómez et al.;null;BE 4
3342;Gómez et al.;null;BE 4
3343;Gómez et al.;null;BE 4
3344;Gómez et al.;null;BE 4
3345;Gómez et al.;null;BE 4
3346;Gómez et al.;null;BE 4
3347;Gómez et al.;null;BE 4
3348;Gómez et al.;null;BE 4
3349;Gómez et al.;null;BE 4
