#;approach;throughput;slice
2059;Prop.;1.016141226;BE 2
2060;Prop.;0.91815752;BE 2
2061;Prop.;1.139782304;BE 2
2062;Prop.;1.025676501;BE 2
2063;Prop.;0.944877503;BE 2
2064;Prop.;0.977711416;BE 2
2065;Prop.;1.103866871;BE 2
2066;Prop.;1.050454761;BE 2
2067;Prop.;0.934588742;BE 2
2068;Prop.;0.986896926;BE 2
2069;Prop.;1.028001688;BE 2
2070;Prop.;0.999464429;BE 2
2071;Prop.;1.047549218;BE 2
2072;Prop.;1.028412543;BE 2
2073;Prop.;1.009992111;BE 2
2074;Prop.;0.98272786;BE 2
2075;Prop.;1.080824094;BE 2
2076;Prop.;0.831701063;BE 2
2077;Prop.;1.010667635;BE 2
2078;Prop.;1.133113451;BE 2
2079;Prop.;1.022466218;BE 2
2080;Prop.;0.589187791;BE 2
2081;Prop.;1.38766961;BE 2
2082;Prop.;1.105837034;BE 2
2083;Prop.;1.04169808;BE 2
2084;Prop.;1.005141101;BE 2
2085;Prop.;1.021764861;BE 2
2086;Prop.;0.998959932;BE 2
2087;Prop.;1.019138775;BE 2
2088;Prop.;0.953606395;BE 2
2089;Prop.;1.001455356;BE 2
2090;Prop.;1.066100486;BE 2
2091;Prop.;0.969543569;BE 2
2092;Prop.;1.059168162;BE 2
2093;Prop.;1.012925065;BE 2
2094;Prop.;0.956256019;BE 2
2095;Prop.;0.998810833;BE 2
2096;Prop.;1.075401893;BE 2
2097;Prop.;1.027029849;BE 2
2098;Prop.;0.989634855;BE 2
2099;Prop.;0.974837917;BE 2
2100;Prop.;0.870686776;BE 2
2101;Prop.;1.310845139;BE 2
2102;Prop.;1.076840755;BE 2
2103;Prop.;1.217623548;BE 2
2104;Prop.;1.057082091;BE 2
2105;Prop.;1.149004678;BE 2
2106;Prop.;1.082766452;BE 2
2107;Prop.;1.157123821;BE 2
2108;Prop.;1.058896614;BE 2
2109;Prop.;1.111432617;BE 2
2110;Prop.;0.986635861;BE 2
2111;Prop.;1.049054454;BE 2
2112;Prop.;1.046749923;BE 2
2113;Prop.;1.054078863;BE 2
2114;Prop.;0.9576213;BE 2
2115;Prop.;1.026528772;BE 2
2116;Prop.;1.030439888;BE 2
2117;Prop.;0.94009474;BE 2
2118;Prop.;1.02968981;BE 2
2119;Prop.;1.004912104;BE 2
2120;Prop.;1.063470816;BE 2
2121;Prop.;0.974120127;BE 2
2122;Prop.;1.092828069;BE 2
2123;Prop.;1.013697735;BE 2
2124;Prop.;0.923495688;BE 2
2125;Prop.;1.155603886;BE 2
2126;Prop.;1.013484492;BE 2
2127;Prop.;1.003275271;BE 2
2128;Prop.;0.991956944;BE 2
2129;Prop.;0.961688214;BE 2
2130;Prop.;1.142953992;BE 2
2131;Prop.;0.940544326;BE 2
2132;Prop.;1.052987269;BE 2
2133;Prop.;1.021457072;BE 2
2134;Prop.;0.944541362;BE 2
2135;Prop.;1.127958285;BE 2
2136;Prop.;0.863295449;BE 2
2137;Prop.;1.131903651;BE 2
2138;Prop.;1.003839555;BE 2
2139;Prop.;0.994980145;BE 2
2140;Prop.;0.91771579;BE 2
2141;Prop.;1.211079163;BE 2
2142;Prop.;0.940847395;BE 2
2143;Prop.;0.999317527;BE 2
2144;Prop.;1.021992354;BE 2
2145;Prop.;1.099522547;BE 2
2146;Prop.;0.938656223;BE 2
2147;Prop.;1.055427028;BE 2
2148;Prop.;0.999508656;BE 2
2149;Prop.;0.969139765;BE 2
2150;Prop.;1.052644994;BE 2
2151;Prop.;0.97935703;BE 2
2152;Prop.;1.00972583;BE 2
2153;Prop.;1.018477759;BE 2
2154;Prop.;1.001944977;BE 2
2155;Prop.;0.957187313;BE 2
2156;Prop.;1.007369119;BE 2
2157;Prop.;1.1889453;BE 2
2158;Prop.;0.977416928;BE 2
2159;Prop.;0.987470975;BE 2
2160;Prop.;0.826004563;BE 2
2161;Prop.;1.384461388;BE 2
2162;Prop.;1.143374234;BE 2
2163;Prop.;1.087393437;BE 2
2164;Prop.;1.068251294;BE 2
2165;Prop.;1.161178883;BE 2
2166;Prop.;1.128243019;BE 2
2167;Prop.;1.093690452;BE 2
2168;Prop.;1.136929605;BE 2
2169;Prop.;1.023599343;BE 2
2170;Prop.;0.927656003;BE 2
2171;Prop.;1.165576591;BE 2
2172;Prop.;1.033668789;BE 2
2173;Prop.;1.031417095;BE 2
2174;Prop.;0.958266994;BE 2
2175;Prop.;1.049783774;BE 2
2176;Prop.;1.010063354;BE 2
2177;Prop.;0.952627325;BE 2
2178;Prop.;1.107180233;BE 2
2179;Prop.;0.989154666;BE 2
2180;Prop.;0.896185372;BE 2
2181;Prop.;1.146655735;BE 2
2182;Prop.;1.036613117;BE 2
2183;Prop.;0.952247684;BE 2
2184;Prop.;0.973733338;BE 2
2185;Prop.;1.164866879;BE 2
2186;Prop.;0.9691063;BE 2
2187;Prop.;0.960565516;BE 2
2188;Prop.;1.014825256;BE 2
2189;Prop.;1.002807553;BE 2
2190;Prop.;1.0687088;BE 2
2191;Prop.;1.012119632;BE 2
2192;Prop.;0.952356208;BE 2
2193;Prop.;1.136119201;BE 2
2194;Prop.;0.938877592;BE 2
2195;Prop.;1.106538812;BE 2
2196;Prop.;0.802187215;BE 2
2197;Prop.;1.2284142;BE 2
2198;Prop.;0.984513402;BE 2
2199;Prop.;0.999218628;BE 2
2200;Prop.;0.625603437;BE 2
2201;Prop.;1.180836741;BE 2
2202;Prop.;1.362384286;BE 2
2203;Prop.;0.943173162;BE 2
2204;Prop.;0.985462072;BE 2
2205;Prop.;0.955488034;BE 2
2206;Prop.;1.253755388;BE 2
2207;Prop.;0.930796091;BE 2
2208;Prop.;1.040383487;BE 2
2209;Prop.;0.988746269;BE 2
2210;Prop.;0.980833335;BE 2
2211;Prop.;1.08791555;BE 2
2212;Prop.;1.019203823;BE 2
2213;Prop.;0.983608813;BE 2
2214;Prop.;0.941689812;BE 2
2215;Prop.;0.920166869;BE 2
2216;Prop.;1.06380744;BE 2
2217;Prop.;1.214611897;BE 2
2218;Prop.;0.947251389;BE 2
2219;Prop.;1.015741321;BE 2
2220;Prop.;0.777328058;BE 2
2221;Prop.;1.67065995;BE 2
2222;Prop.;0.988445241;BE 2
2223;Prop.;1.297590389;BE 2
2224;Prop.;1.041776962;BE 2
2225;Prop.;1.139772204;BE 2
2226;Prop.;1.065599885;BE 2
2227;Prop.;1.23319433;BE 2
2228;Prop.;1.076991594;BE 2
2229;Prop.;1.041828802;BE 2
2230;Prop.;1.155610385;BE 2
2231;Prop.;0.950262836;BE 2
2232;Prop.;1.024076742;BE 2
2233;Prop.;0.945205882;BE 2
2234;Prop.;1.079087667;BE 2
2235;Prop.;1.074526623;BE 2
2236;Prop.;0.954744367;BE 2
2237;Prop.;0.972289903;BE 2
2238;Prop.;1.046676254;BE 2
2239;Prop.;0.998578979;BE 2
2240;Prop.;0.90156619;BE 2
2241;Prop.;1.149881181;BE 2
2242;Prop.;1.053842479;BE 2
2243;Prop.;1.01292289;BE 2
2244;Prop.;0.909092975;BE 2
2245;Prop.;1.113202355;BE 2
2246;Prop.;0.998706705;BE 2
2247;Prop.;1.019008464;BE 2
2248;Prop.;1.009393919;BE 2
2249;Prop.;0.969239692;BE 2
2250;Prop.;1.077521189;BE 2
2251;Prop.;0.968788746;BE 2
2252;Prop.;1.100866082;BE 2
2253;Prop.;0.938898599;BE 2
2254;Prop.;1.015301618;BE 2
2255;Prop.;1.037608734;BE 2
2256;Prop.;0.859653602;BE 2
2257;Prop.;1.225110328;BE 2
2258;Prop.;0.990167121;BE 2
2259;Prop.;0.986529216;BE 2
2260;Prop.;0.770401923;BE 2
2261;Prop.;1.232620458;BE 2
2262;Prop.;0.902440652;BE 2
2263;Prop.;1.128885167;BE 2
2264;Prop.;0.996860602;BE 2
2265;Prop.;1.06168939;BE 2
2266;Prop.;0.919950693;BE 2
2267;Prop.;1.084302057;BE 2
2268;Prop.;1.017606648;BE 2
2269;Prop.;0.952360635;BE 2
2270;Prop.;1.110524495;BE 2
2271;Prop.;1.035365961;BE 2
2272;Prop.;0.999867241;BE 2
2273;Prop.;0.996456865;BE 2
2274;Prop.;0.933381188;BE 2
2275;Prop.;1.15392824;BE 2
2276;Prop.;0.933319898;BE 2
2277;Prop.;1.041565824;BE 2
2278;Prop.;1.017674452;BE 2
2279;Prop.;0.988555143;BE 2
2280;Prop.;0.789569095;BE 2
2281;Prop.;1.448798603;BE 2
2282;Prop.;1.148046953;BE 2
2283;Prop.;1.110036231;BE 2
2284;Prop.;1.13388341;BE 2
2285;Prop.;1.06622934;BE 2
2286;Prop.;1.16980351;BE 2
2287;Prop.;1.110788638;BE 2
2288;Prop.;1.134066306;BE 2
2289;Prop.;1.039925323;BE 2
2290;Prop.;1.115026374;BE 2
2291;Prop.;0.901154114;BE 2
2292;Prop.;1.026926895;BE 2
2293;Prop.;1.030810632;BE 2
2294;Prop.;1.048393462;BE 2
2295;Prop.;1.000004684;BE 2
2296;Prop.;1.089842665;BE 2
2297;Prop.;1.012081169;BE 2
2298;Prop.;0.931274441;BE 2
2299;Prop.;0.976288349;BE 2
2300;Prop.;0.732326247;BE 2
2301;Prop.;1.526645482;BE 2
2302;Prop.;1.054434182;BE 2
2303;Prop.;0.965600093;BE 2
2304;Prop.;0.985644398;BE 2
2305;Prop.;0.986316104;BE 2
2306;Prop.;1.038906305;BE 2
2307;Prop.;1.00646825;BE 2
2308;Prop.;1.075292039;BE 2
2309;Prop.;0.96612409;BE 2
2310;Prop.;1.056554775;BE 2
2311;Prop.;0.942442089;BE 2
2312;Prop.;1.019694073;BE 2
2313;Prop.;1.060283025;BE 2
2314;Prop.;0.997152786;BE 2
2315;Prop.;1.142884787;BE 2
2316;Prop.;0.816178651;BE 2
2317;Prop.;1.063170185;BE 2
2318;Prop.;1.059614363;BE 2
2319;Prop.;1.047073827;BE 2
2320;Prop.;0.92395056;BE 2
2321;Prop.;1.152765366;BE 2
2322;Prop.;0.852980168;BE 2
2323;Prop.;1.239814883;BE 2
2324;Prop.;0.998019048;BE 2
2325;Prop.;0.995759764;BE 2
2326;Prop.;1.036793667;BE 2
2327;Prop.;1.007413105;BE 2
2328;Prop.;1.073596287;BE 2
2329;Prop.;0.957449437;BE 2
2330;Prop.;0.988512886;BE 2
2331;Prop.;1.100599594;BE 2
2332;Prop.;0.976953284;BE 2
2333;Prop.;1.017222865;BE 2
2334;Prop.;0.947206364;BE 2
2335;Prop.;0.927566184;BE 2
2336;Prop.;1.042007582;BE 2
2337;Prop.;1.083532745;BE 2
2338;Prop.;1.039993372;BE 2
2339;Prop.;0.958940789;BE 2
2340;Prop.;0.704448598;BE 2
2341;Prop.;1.255290564;BE 2
2342;Prop.;1.020585379;BE 2
2343;Prop.;1.126327122;BE 2
2344;Prop.;0.947849325;BE 2
2345;Prop.;1.040532153;BE 2
2346;Prop.;1.037717589;BE 2
2347;Prop.;1.049953067;BE 2
2348;Prop.;0.936785152;BE 2
2349;Prop.;1.005205687;BE 2
2350;Prop.;1.133321454;BE 2
2351;Prop.;0.926139183;BE 2
2352;Prop.;0.961364939;BE 2
2353;Prop.;1.069758618;BE 2
2354;Prop.;0.981182126;BE 2
2355;Prop.;1.145600081;BE 2
2356;Prop.;0.955790764;BE 2
2357;Prop.;1.052560109;BE 2
2358;Prop.;0.953505797;BE 2
2359;Prop.;1.009178299;BE 2
2360;Prop.;0.813184308;BE 2
2361;Prop.;1.216366253;BE 2
2362;Prop.;1.020701647;BE 2
2363;Prop.;0.923921911;BE 2
2364;Prop.;1.027668241;BE 2
2365;Prop.;1.031942958;BE 2
2366;Prop.;1.100156312;BE 2
2367;Prop.;0.970558107;BE 2
2368;Prop.;0.982009815;BE 2
2369;Prop.;0.990448484;BE 2
2370;Prop.;1.011745958;BE 2
2371;Prop.;1.002696904;BE 2
2372;Prop.;1.023150822;BE 2
2373;Prop.;1.07616185;BE 2
2374;Prop.;0.940466587;BE 2
2375;Prop.;0.993968504;BE 2
2376;Prop.;1.035333509;BE 2
2377;Prop.;1.002220584;BE 2
2378;Prop.;0.864888539;BE 2
2379;Prop.;1.08984436;BE 2
2380;Prop.;0.876774568;BE 2
2381;Prop.;1.14014885;BE 2
2382;Prop.;1.097266247;BE 2
2383;Prop.;0.977923126;BE 2
2384;Prop.;1.002876741;BE 2
2385;Prop.;1.036343285;BE 2
2386;Prop.;1.00836617;BE 2
2387;Prop.;0.968975551;BE 2
2388;Prop.;0.994258957;BE 2
2389;Prop.;1.001036251;BE 2
2390;Prop.;1.071617659;BE 2
2391;Prop.;0.966689745;BE 2
2392;Prop.;1.004481216;BE 2
2393;Prop.;1.082708987;BE 2
2394;Prop.;0.976147332;BE 2
2395;Prop.;1.029290641;BE 2
2396;Prop.;0.959583372;BE 2
2397;Prop.;1.012093873;BE 2
2398;Prop.;1.029342897;BE 2
2399;Prop.;1.006887102;BE 2
2400;Prop.;1.096756632;BE 2
2401;Prop.;null;QoS 2
2402;Prop.;null;QoS 2
2403;Prop.;null;QoS 2
2404;Prop.;null;QoS 2
2405;Prop.;null;QoS 2
2406;Prop.;null;QoS 2
2407;Prop.;null;QoS 2
2408;Prop.;null;QoS 2
2409;Prop.;null;QoS 2
2410;Prop.;null;QoS 2
2411;Prop.;null;QoS 2
2412;Prop.;null;QoS 2
2413;Prop.;null;QoS 2
2414;Prop.;null;QoS 2
2415;Prop.;null;QoS 2
2416;Prop.;null;QoS 2
2417;Prop.;null;QoS 2
2418;Prop.;null;QoS 2
2419;Prop.;null;QoS 2
2420;Prop.;null;QoS 2
2421;Prop.;null;QoS 2
2422;Prop.;null;QoS 2
2423;Prop.;null;QoS 2
2424;Prop.;null;QoS 2
2425;Prop.;null;QoS 2
2426;Prop.;null;QoS 2
2427;Prop.;null;QoS 2
2428;Prop.;null;QoS 2
2429;Prop.;null;QoS 2
2430;Prop.;null;QoS 2
2431;Prop.;null;QoS 2
2432;Prop.;null;QoS 2
2433;Prop.;null;QoS 2
2434;Prop.;null;QoS 2
2435;Prop.;null;QoS 2
2436;Prop.;null;QoS 2
2437;Prop.;null;QoS 2
2438;Prop.;null;QoS 2
2439;Prop.;null;QoS 2
2440;Prop.;null;QoS 2
2441;Prop.;null;QoS 2
2442;Prop.;null;QoS 2
2443;Prop.;null;QoS 2
2444;Prop.;null;QoS 2
2445;Prop.;null;QoS 2
2446;Prop.;null;QoS 2
2447;Prop.;null;QoS 2
2448;Prop.;null;QoS 2
2449;Prop.;null;QoS 2
2450;Prop.;null;QoS 2
2451;Prop.;null;QoS 2
2452;Prop.;null;QoS 2
2453;Prop.;null;QoS 2
2454;Prop.;null;QoS 2
2455;Prop.;null;QoS 2
2456;Prop.;null;QoS 2
2457;Prop.;null;QoS 2
2458;Prop.;null;QoS 2
2459;Prop.;null;QoS 2
2460;Prop.;null;QoS 2
2461;Prop.;null;QoS 2
2462;Prop.;null;QoS 2
2463;Prop.;null;QoS 2
2464;Prop.;null;QoS 2
2465;Prop.;null;QoS 2
2466;Prop.;null;QoS 2
2467;Prop.;null;QoS 2
2468;Prop.;null;QoS 2
2469;Prop.;null;QoS 2
2470;Prop.;null;QoS 2
2471;Prop.;null;QoS 2
2472;Prop.;null;QoS 2
2473;Prop.;null;QoS 2
2474;Prop.;null;QoS 2
2475;Prop.;null;QoS 2
2476;Prop.;null;QoS 2
2477;Prop.;null;QoS 2
2478;Prop.;null;QoS 2
2479;Prop.;null;QoS 2
2480;Prop.;null;QoS 2
2481;Prop.;null;QoS 2
2482;Prop.;null;QoS 2
2483;Prop.;null;QoS 2
2484;Prop.;null;QoS 2
2485;Prop.;null;QoS 2
2486;Prop.;null;QoS 2
2487;Prop.;null;QoS 2
2488;Prop.;null;QoS 2
2489;Prop.;null;QoS 2
2490;Prop.;null;QoS 2
2491;Prop.;null;QoS 2
2492;Prop.;null;QoS 2
2493;Prop.;null;QoS 2
2494;Prop.;null;QoS 2
2495;Prop.;null;QoS 2
2496;Prop.;null;QoS 2
2497;Prop.;null;QoS 2
2498;Prop.;null;QoS 2
2499;Prop.;null;QoS 2
2500;Prop.;null;QoS 2
2501;Prop.;null;QoS 2
2502;Prop.;null;QoS 2
2503;Prop.;null;QoS 2
2504;Prop.;null;QoS 2
2505;Prop.;null;QoS 2
2506;Prop.;null;QoS 2
2507;Prop.;null;QoS 2
2508;Prop.;null;QoS 2
2509;Prop.;null;QoS 2
2510;Prop.;null;QoS 2
2511;Prop.;null;QoS 2
2512;Prop.;null;QoS 2
2513;Prop.;null;QoS 2
2514;Prop.;null;QoS 2
2515;Prop.;null;QoS 2
2516;Prop.;null;QoS 2
2517;Prop.;null;QoS 2
2518;Prop.;null;QoS 2
2519;Prop.;null;QoS 2
2520;Prop.;null;QoS 2
2521;Prop.;null;QoS 2
2522;Prop.;null;QoS 2
2523;Prop.;null;QoS 2
2524;Prop.;null;QoS 2
2525;Prop.;null;QoS 2
2526;Prop.;null;QoS 2
2527;Prop.;null;QoS 2
2528;Prop.;null;QoS 2
2529;Prop.;null;QoS 2
2530;Prop.;null;QoS 2
2531;Prop.;null;QoS 2
2532;Prop.;null;QoS 2
2533;Prop.;null;QoS 2
2534;Prop.;null;QoS 2
2535;Prop.;null;QoS 2
2536;Prop.;null;QoS 2
2537;Prop.;null;QoS 2
2538;Prop.;null;QoS 2
2539;Prop.;null;QoS 2
2540;Prop.;null;QoS 2
2541;Prop.;null;QoS 2
2542;Prop.;null;QoS 2
2543;Prop.;null;QoS 2
2544;Prop.;null;QoS 2
2545;Prop.;null;QoS 2
2546;Prop.;null;QoS 2
2547;Prop.;null;QoS 2
2548;Prop.;null;QoS 2
2549;Prop.;null;QoS 2
2550;Prop.;null;QoS 2
2551;Prop.;null;QoS 2
2552;Prop.;null;QoS 2
2553;Prop.;null;QoS 2
2554;Prop.;null;QoS 2
2555;Prop.;null;QoS 2
2556;Prop.;null;QoS 2
2557;Prop.;null;QoS 2
2558;Prop.;null;QoS 2
2559;Prop.;null;QoS 2
2560;Prop.;null;QoS 2
2561;Prop.;null;QoS 2
2562;Prop.;null;QoS 2
2563;Prop.;null;QoS 2
2564;Prop.;null;QoS 2
2565;Prop.;null;QoS 2
2566;Prop.;null;QoS 2
2567;Prop.;null;QoS 2
2568;Prop.;null;QoS 2
2569;Prop.;null;QoS 2
2570;Prop.;null;QoS 2
2571;Prop.;null;QoS 2
2572;Prop.;null;QoS 2
2573;Prop.;null;QoS 2
2574;Prop.;null;QoS 2
2575;Prop.;null;QoS 2
2576;Prop.;null;QoS 2
2577;Prop.;null;QoS 2
2578;Prop.;null;QoS 2
2579;Prop.;null;QoS 2
2580;Prop.;null;QoS 2
2581;Prop.;null;QoS 2
2582;Prop.;null;QoS 2
2583;Prop.;null;QoS 2
2584;Prop.;null;QoS 2
2585;Prop.;null;QoS 2
2586;Prop.;null;QoS 2
2587;Prop.;null;QoS 2
2588;Prop.;null;QoS 2
2589;Prop.;null;QoS 2
2590;Prop.;null;QoS 2
2591;Prop.;0;QoS 2
2592;Prop.;0;QoS 2
2593;Prop.;0;QoS 2
2594;Prop.;0;QoS 2
2595;Prop.;0;QoS 2
2596;Prop.;0;QoS 2
2597;Prop.;0;QoS 2
2598;Prop.;0;QoS 2
2599;Prop.;0;QoS 2
2600;Prop.;0;QoS 2
2601;Prop.;0;QoS 2
2602;Prop.;0;QoS 2
2603;Prop.;0;QoS 2
2604;Prop.;0;QoS 2
2605;Prop.;0;QoS 2
2606;Prop.;0;QoS 2
2607;Prop.;7.106293032;QoS 2
2608;Prop.;10.22317704;QoS 2
2609;Prop.;9.369389778;QoS 2
2610;Prop.;10.37010235;QoS 2
2611;Prop.;4.082179893;QoS 2
2612;Prop.;4.269472013;QoS 2
2613;Prop.;4.38474768;QoS 2
2614;Prop.;2.998333799;QoS 2
2615;Prop.;4.735359113;QoS 2
2616;Prop.;4.33535821;QoS 2
2617;Prop.;4.277835383;QoS 2
2618;Prop.;4.850082802;QoS 2
2619;Prop.;4.489476486;QoS 2
2620;Prop.;2.940772951;QoS 2
2621;Prop.;5.446869255;QoS 2
2622;Prop.;2.838756831;QoS 2
2623;Prop.;1.380995595;QoS 2
2624;Prop.;0.799241319;QoS 2
2625;Prop.;1.876467645;QoS 2
2626;Prop.;4.267163712;QoS 2
2627;Prop.;4.058332493;QoS 2
2628;Prop.;5.78213095;QoS 2
2629;Prop.;4.385894679;QoS 2
2630;Prop.;4.30021622;QoS 2
2631;Prop.;5.649346426;QoS 2
2632;Prop.;5.135257992;QoS 2
2633;Prop.;5.769590041;QoS 2
2634;Prop.;5.912504532;QoS 2
2635;Prop.;6.326754604;QoS 2
2636;Prop.;5.180999646;QoS 2
2637;Prop.;5.872799833;QoS 2
2638;Prop.;3.593570047;QoS 2
2639;Prop.;4.677001535;QoS 2
2640;Prop.;4.271136659;QoS 2
2641;Prop.;5.850014043;QoS 2
2642;Prop.;4.319380448;QoS 2
2643;Prop.;6.548392111;QoS 2
2644;Prop.;4.39366912;QoS 2
2645;Prop.;5.132262344;QoS 2
2646;Prop.;5.183026218;QoS 2
2647;Prop.;3.842532535;QoS 2
2648;Prop.;4.584451654;QoS 2
2649;Prop.;4.653484126;QoS 2
2650;Prop.;6.174144607;QoS 2
2651;Prop.;7.57289164;QoS 2
2652;Prop.;6.499203399;QoS 2
2653;Prop.;6.907893626;QoS 2
2654;Prop.;4.340154472;QoS 2
2655;Prop.;4.985908155;QoS 2
2656;Prop.;5.272805703;QoS 2
2657;Prop.;4.472351423;QoS 2
2658;Prop.;3.864543796;QoS 2
2659;Prop.;4.665861059;QoS 2
2660;Prop.;3.799322038;QoS 2
2661;Prop.;5.54770678;QoS 2
2662;Prop.;4.453455042;QoS 2
2663;Prop.;4.228418455;QoS 2
2664;Prop.;4.699088945;QoS 2
2665;Prop.;6.013220936;QoS 2
2666;Prop.;4.950962922;QoS 2
2667;Prop.;4.252140891;QoS 2
2668;Prop.;4.34818592;QoS 2
2669;Prop.;5.44628573;QoS 2
2670;Prop.;4.997959658;QoS 2
2671;Prop.;5.649651314;QoS 2
2672;Prop.;5.917207341;QoS 2
2673;Prop.;6.403895152;QoS 2
2674;Prop.;5.084337565;QoS 2
2675;Prop.;4.972726005;QoS 2
2676;Prop.;4.010537157;QoS 2
2677;Prop.;4.904565708;QoS 2
2678;Prop.;4.543056522;QoS 2
2679;Prop.;null;QoS 2
2680;Prop.;3.877560237;QoS 2
2681;Prop.;6.099880759;QoS 2
2682;Prop.;3.574717426;QoS 2
2683;Prop.;1.776344441;QoS 2
2684;Prop.;1.017969635;QoS 2
2685;Prop.;1.623503841;QoS 2
2686;Prop.;4.593779889;QoS 2
2687;Prop.;4.631555148;QoS 2
2688;Prop.;4.661908374;QoS 2
2689;Prop.;4.725861042;QoS 2
2690;Prop.;5.655801741;QoS 2
2691;Prop.;5.283238758;QoS 2
2692;Prop.;6.012365046;QoS 2
2693;Prop.;5.376891993;QoS 2
2694;Prop.;9.584947551;QoS 2
2695;Prop.;10.6960912;QoS 2
2696;Prop.;11.03017506;QoS 2
2697;Prop.;8.240618188;QoS 2
2698;Prop.;8.242368288;QoS 2
2699;Prop.;7.850657659;QoS 2
2700;Prop.;5.081323613;QoS 2
2701;Prop.;8.780659385;QoS 2
2702;Prop.;6.979674005;QoS 2
2703;Prop.;7.900445983;QoS 2
2704;Prop.;6.605076516;QoS 2
2705;Prop.;8.20406971;QoS 2
2706;Prop.;6.802662593;QoS 2
2707;Prop.;6.812611346;QoS 2
2708;Prop.;5.87060375;QoS 2
2709;Prop.;6.641166361;QoS 2
2710;Prop.;5.636880299;QoS 2
2711;Prop.;6.885195224;QoS 2
2712;Prop.;6.953469108;QoS 2
2713;Prop.;7.189572669;QoS 2
2714;Prop.;6.414108208;QoS 2
2715;Prop.;5.917785673;QoS 2
2716;Prop.;6.544759552;QoS 2
2717;Prop.;5.848388622;QoS 2
2718;Prop.;6.33522569;QoS 2
2719;Prop.;7.210384024;QoS 2
2720;Prop.;6.181864587;QoS 2
2721;Prop.;6.509614215;QoS 2
2722;Prop.;6.264495084;QoS 2
2723;Prop.;6.229274037;QoS 2
2724;Prop.;5.522386338;QoS 2
2725;Prop.;6.816706975;QoS 2
2726;Prop.;5.37438265;QoS 2
2727;Prop.;5.914825943;QoS 2
2728;Prop.;5.98829474;QoS 2
2729;Prop.;6.061719857;QoS 2
2730;Prop.;6.983048876;QoS 2
2731;Prop.;5.38151036;QoS 2
2732;Prop.;7.133963983;QoS 2
2733;Prop.;5.0754413;QoS 2
2734;Prop.;5.358266425;QoS 2
2735;Prop.;7.032007561;QoS 2
2736;Prop.;6.273667905;QoS 2
2737;Prop.;6.252458285;QoS 2
2738;Prop.;5.690564364;QoS 2
2739;Prop.;6.256675148;QoS 2
2740;Prop.;5.920281443;QoS 2
2741;Prop.;9.20445091;QoS 2
2742;Prop.;4.264593592;QoS 2
2743;Prop.;2.286584428;QoS 2
2744;Prop.;1.684303438;QoS 2
2745;Prop.;2.27673149;QoS 2
2746;Prop.;5.344401825;QoS 2
2747;Prop.;5.655921315;QoS 2
2748;Prop.;6.800705974;QoS 2
2749;Prop.;5.625598183;QoS 2
2750;Prop.;9.809776234;QoS 2
2751;Prop.;8.718037449;QoS 2
2752;Prop.;8.827188868;QoS 2
2753;Prop.;7.858460222;QoS 2
2754;Prop.;8.143764151;QoS 2
2755;Prop.;8.018363969;QoS 2
2756;Prop.;6.820028865;QoS 2
2757;Prop.;8.197218537;QoS 2
2758;Prop.;6.514162591;QoS 2
2759;Prop.;6.426362807;QoS 2
2760;Prop.;4.683324871;QoS 2
2761;Prop.;8.827828919;QoS 2
2762;Prop.;7.427898237;QoS 2
2763;Prop.;6.313671793;QoS 2
2764;Prop.;6.462122979;QoS 2
2765;Prop.;7.997459957;QoS 2
2766;Prop.;6.488239123;QoS 2
2767;Prop.;6.248742175;QoS 2
2768;Prop.;6.967983223;QoS 2
2769;Prop.;5.850751814;QoS 2
2770;Prop.;4.93069931;QoS 2
2771;Prop.;7.946280771;QoS 2
2772;Prop.;6.639303458;QoS 2
2773;Prop.;6.690010448;QoS 2
2774;Prop.;6.120848659;QoS 2
2775;Prop.;6.93607235;QoS 2
2776;Prop.;6.942580549;QoS 2
2777;Prop.;6.213013261;QoS 2
2778;Prop.;7.207946104;QoS 2
2779;Prop.;6.658741239;QoS 2
2780;Prop.;4.984365321;QoS 2
2781;Prop.;8.411154239;QoS 2
2782;Prop.;6.765509218;QoS 2
2783;Prop.;5.764328401;QoS 2
2784;Prop.;6.908263512;QoS 2
2785;Prop.;7.410294823;QoS 2
2786;Prop.;5.998472992;QoS 2
2787;Prop.;6.527872701;QoS 2
2788;Prop.;6.98038029;QoS 2
2789;Prop.;6.944037272;QoS 2
2790;Prop.;5.833116938;QoS 2
2791;Prop.;7.751237615;QoS 2
2792;Prop.;6.252629685;QoS 2
2793;Prop.;7.880322671;QoS 2
2794;Prop.;5.821587569;QoS 2
2795;Prop.;7.040474013;QoS 2
2796;Prop.;6.173269269;QoS 2
2797;Prop.;6.146626085;QoS 2
2798;Prop.;6.752963397;QoS 2
2799;Prop.;5.858446663;QoS 2
2800;Prop.;4.099640471;QoS 2
2801;Prop.;5.775356692;QoS 2
2802;Prop.;8.011257801;QoS 2
2803;Prop.;2.151645314;QoS 2
2804;Prop.;1.853813092;QoS 2
2805;Prop.;1.419743023;QoS 2
2806;Prop.;9.317049416;QoS 2
2807;Prop.;6.17481422;QoS 2
2808;Prop.;6.825110438;QoS 2
2809;Prop.;6.08075258;QoS 2
2810;Prop.;6.221259192;QoS 2
2811;Prop.;7.386668196;QoS 2
2812;Prop.;6.811521217;QoS 2
2813;Prop.;6.126922994;QoS 2
2814;Prop.;5.723835187;QoS 2
2815;Prop.;6.227888277;QoS 2
