#;approach;throughput;slice
2816;Prop.;4.338458496;QoS 2
2817;Prop.;7.513726227;QoS 2
2818;Prop.;5.28126382;QoS 2
2819;Prop.;6.440786068;QoS 2
2820;Prop.;4.218992859;QoS 2
2821;Prop.;11.06321517;QoS 2
2822;Prop.;5.481769989;QoS 2
2823;Prop.;6.618692135;QoS 2
2824;Prop.;5.503725896;QoS 2
2825;Prop.;6.707994064;QoS 2
2826;Prop.;5.418296054;QoS 2
2827;Prop.;7.449777171;QoS 2
2828;Prop.;5.625073782;QoS 2
2829;Prop.;5.530794362;QoS 2
2830;Prop.;6.11259428;QoS 2
2831;Prop.;6.52374879;QoS 2
2832;Prop.;6.405182143;QoS 2
2833;Prop.;6.287697782;QoS 2
2834;Prop.;5.498321662;QoS 2
2835;Prop.;6.391307862;QoS 2
2836;Prop.;5.803249203;QoS 2
2837;Prop.;5.602285805;QoS 2
2838;Prop.;6.809570651;QoS 2
2839;Prop.;5.905740917;QoS 2
2840;Prop.;5.187442775;QoS 2
2841;Prop.;7.343425586;QoS 2
2842;Prop.;6.226148862;QoS 2
2843;Prop.;5.915460561;QoS 2
2844;Prop.;5.362494581;QoS 2
2845;Prop.;6.419959105;QoS 2
2846;Prop.;5.696949751;QoS 2
2847;Prop.;5.794547302;QoS 2
2848;Prop.;5.996139054;QoS 2
2849;Prop.;5.770908869;QoS 2
2850;Prop.;6.382227552;QoS 2
2851;Prop.;5.762696493;QoS 2
2852;Prop.;6.600494634;QoS 2
2853;Prop.;5.554713155;QoS 2
2854;Prop.;5.966754017;QoS 2
2855;Prop.;6.518777747;QoS 2
2856;Prop.;6.39059723;QoS 2
2857;Prop.;5.824534315;QoS 2
2858;Prop.;6.010595443;QoS 2
2859;Prop.;5.953504454;QoS 2
2860;Prop.;3.824354188;QoS 2
2861;Prop.;7.186822378;QoS 2
2862;Prop.;3.619991488;QoS 2
2863;Prop.;1.699463712;QoS 2
2864;Prop.;1.593564982;QoS 2
2865;Prop.;1.94086345;QoS 2
2866;Prop.;5.780498513;QoS 2
2867;Prop.;6.397236285;QoS 2
2868;Prop.;6.872519388;QoS 2
2869;Prop.;5.905672926;QoS 2
2870;Prop.;9.018189699;QoS 2
2871;Prop.;8.120200344;QoS 2
2872;Prop.;8.09023655;QoS 2
2873;Prop.;7.488767478;QoS 2
2874;Prop.;9.140681157;QoS 2
2875;Prop.;9.426041637;QoS 2
2876;Prop.;7.941015497;QoS 2
2877;Prop.;8.184427555;QoS 2
2878;Prop.;7.50498621;QoS 2
2879;Prop.;6.943645329;QoS 2
2880;Prop.;4.293635187;QoS 2
2881;Prop.;9.132142128;QoS 2
2882;Prop.;9.343255847;QoS 2
2883;Prop.;6.521235252;QoS 2
2884;Prop.;7.034831836;QoS 2
2885;Prop.;6.035199216;QoS 2
2886;Prop.;7.090249537;QoS 2
2887;Prop.;6.512258218;QoS 2
2888;Prop.;7.888367293;QoS 2
2889;Prop.;6.677199372;QoS 2
2890;Prop.;6.1177016;QoS 2
2891;Prop.;6.684669524;QoS 2
2892;Prop.;7.206053106;QoS 2
2893;Prop.;6.414454581;QoS 2
2894;Prop.;6.978152121;QoS 2
2895;Prop.;6.994073388;QoS 2
2896;Prop.;8.220955625;QoS 2
2897;Prop.;6.890340905;QoS 2
2898;Prop.;6.240569618;QoS 2
2899;Prop.;6.04200071;QoS 2
2900;Prop.;4.930011937;QoS 2
2901;Prop.;9.302440294;QoS 2
2902;Prop.;8.645219724;QoS 2
2903;Prop.;6.548084606;QoS 2
2904;Prop.;6.402957159;QoS 2
2905;Prop.;6.840020381;QoS 2
2906;Prop.;6.772689615;QoS 2
2907;Prop.;7.290093802;QoS 2
2908;Prop.;7.101249102;QoS 2
2909;Prop.;6.336994484;QoS 2
2910;Prop.;6.519687002;QoS 2
2911;Prop.;7.295310792;QoS 2
2912;Prop.;5.587915604;QoS 2
2913;Prop.;7.990387119;QoS 2
2914;Prop.;6.742943378;QoS 2
2915;Prop.;8.558357166;QoS 2
2916;Prop.;6.01824132;QoS 2
2917;Prop.;5.728904895;QoS 2
2918;Prop.;8.122416723;QoS 2
2919;Prop.;6.219581974;QoS 2
2920;Prop.;6.186887276;QoS 2
2921;Prop.;7.808224415;QoS 2
2922;Prop.;4.293563743;QoS 2
2923;Prop.;2.542455744;QoS 2
2924;Prop.;1.307492535;QoS 2
2925;Prop.;1.650822288;QoS 2
2926;Prop.;6.667745493;QoS 2
2927;Prop.;5.694494093;QoS 2
2928;Prop.;7.43727406;QoS 2
2929;Prop.;6.157049679;QoS 2
2930;Prop.;6.534629314;QoS 2
2931;Prop.;11.25404389;QoS 2
2932;Prop.;7.223904168;QoS 2
2933;Prop.;8.628215224;QoS 2
2934;Prop.;9.855498776;QoS 2
2935;Prop.;9.583976662;QoS 2
2936;Prop.;7.409383955;QoS 2
2937;Prop.;7.738506534;QoS 2
2938;Prop.;7.489742828;QoS 2
2939;Prop.;6.269281819;QoS 2
2940;Prop.;4.65224811;QoS 2
2941;Prop.;7.504089766;QoS 2
2942;Prop.;7.223661758;QoS 2
2943;Prop.;8.008877389;QoS 2
2944;Prop.;6.084302465;QoS 2
2945;Prop.;6.698193978;QoS 2
2946;Prop.;6.703686226;QoS 2
2947;Prop.;7.166975073;QoS 2
2948;Prop.;5.970868348;QoS 2
2949;Prop.;6.468460412;QoS 2
2950;Prop.;6.823356087;QoS 2
2951;Prop.;5.106146678;QoS 2
2952;Prop.;5.661226787;QoS 2
2953;Prop.;5.67885594;QoS 2
2954;Prop.;5.392355536;QoS 2
2955;Prop.;7.417415038;QoS 2
2956;Prop.;6.06649409;QoS 2
2957;Prop.;7.20108995;QoS 2
2958;Prop.;5.609057015;QoS 2
2959;Prop.;6.619510207;QoS 2
2960;Prop.;4.735636248;QoS 2
2961;Prop.;8.560211276;QoS 2
2962;Prop.;6.242944545;QoS 2
2963;Prop.;6.440632088;QoS 2
2964;Prop.;6.643067933;QoS 2
2965;Prop.;6.657116578;QoS 2
2966;Prop.;7.637303779;QoS 2
2967;Prop.;5.808536536;QoS 2
2968;Prop.;6.400734394;QoS 2
2969;Prop.;6.110399931;QoS 2
2970;Prop.;7.099291677;QoS 2
2971;Prop.;5.509087315;QoS 2
2972;Prop.;6.25447168;QoS 2
2973;Prop.;7.409193874;QoS 2
2974;Prop.;5.567880967;QoS 2
2975;Prop.;5.779368561;QoS 2
2976;Prop.;7.116424559;QoS 2
2977;Prop.;5.765238453;QoS 2
2978;Prop.;6.253352849;QoS 2
2979;Prop.;6.391779379;QoS 2
2980;Prop.;5.099117435;QoS 2
2981;Prop.;6.574874955;QoS 2
2982;Prop.;5.120768995;QoS 2
2983;Prop.;2.440717086;QoS 2
2984;Prop.;1.394004456;QoS 2
2985;Prop.;1.719575541;QoS 2
2986;Prop.;5.949981138;QoS 2
2987;Prop.;5.304654242;QoS 2
2988;Prop.;5.84354397;QoS 2
2989;Prop.;6.530246917;QoS 2
2990;Prop.;9.606405036;QoS 2
2991;Prop.;6.563199724;QoS 2
2992;Prop.;8.258330485;QoS 2
2993;Prop.;8.972084845;QoS 2
2994;Prop.;9.280544959;QoS 2
2995;Prop.;8.578137024;QoS 2
2996;Prop.;8.837890175;QoS 2
2997;Prop.;8.731180209;QoS 2
2998;Prop.;8.659302906;QoS 2
2999;Prop.;7.497766802;QoS 2
3000;Prop.;5.871065881;QoS 2
3001;Prop.;null;BE 1
3002;Prop.;null;BE 1
3003;Prop.;null;BE 1
3004;Prop.;null;BE 1
3005;Prop.;null;BE 1
3006;Prop.;null;BE 1
3007;Prop.;null;BE 1
3008;Prop.;null;BE 1
3009;Prop.;null;BE 1
3010;Prop.;null;BE 1
3011;Prop.;null;BE 1
3012;Prop.;null;BE 1
3013;Prop.;null;BE 1
3014;Prop.;null;BE 1
3015;Prop.;null;BE 1
3016;Prop.;null;BE 1
3017;Prop.;null;BE 1
3018;Prop.;null;BE 1
3019;Prop.;null;BE 1
3020;Prop.;null;BE 1
3021;Prop.;null;BE 1
3022;Prop.;null;BE 1
3023;Prop.;null;BE 1
3024;Prop.;null;BE 1
3025;Prop.;null;BE 1
3026;Prop.;null;BE 1
3027;Prop.;null;BE 1
3028;Prop.;null;BE 1
3029;Prop.;null;BE 1
3030;Prop.;null;BE 1
3031;Prop.;null;BE 1
3032;Prop.;null;BE 1
3033;Prop.;null;BE 1
3034;Prop.;null;BE 1
3035;Prop.;null;BE 1
3036;Prop.;null;BE 1
3037;Prop.;null;BE 1
3038;Prop.;null;BE 1
3039;Prop.;null;BE 1
3040;Prop.;null;BE 1
3041;Prop.;null;BE 1
3042;Prop.;null;BE 1
3043;Prop.;null;BE 1
3044;Prop.;null;BE 1
3045;Prop.;null;BE 1
3046;Prop.;null;BE 1
3047;Prop.;null;BE 1
3048;Prop.;null;BE 1
3049;Prop.;null;BE 1
3050;Prop.;null;BE 1
3051;Prop.;null;BE 1
3052;Prop.;null;BE 1
3053;Prop.;null;BE 1
3054;Prop.;null;BE 1
3055;Prop.;null;BE 1
3056;Prop.;null;BE 1
3057;Prop.;null;BE 1
3058;Prop.;null;BE 1
3059;Prop.;null;BE 1
3060;Prop.;null;BE 1
3061;Prop.;null;BE 1
3062;Prop.;null;BE 1
3063;Prop.;null;BE 1
3064;Prop.;null;BE 1
3065;Prop.;null;BE 1
3066;Prop.;null;BE 1
3067;Prop.;null;BE 1
3068;Prop.;null;BE 1
3069;Prop.;null;BE 1
3070;Prop.;null;BE 1
3071;Prop.;0;BE 1
3072;Prop.;0;BE 1
3073;Prop.;0;BE 1
3074;Prop.;4.800569633;BE 1
3075;Prop.;9.064083537;BE 1
3076;Prop.;7.028156069;BE 1
3077;Prop.;7.371365658;BE 1
3078;Prop.;7.137880217;BE 1
3079;Prop.;7.645842981;BE 1
3080;Prop.;6.046391648;BE 1
3081;Prop.;8.341915964;BE 1
3082;Prop.;7.460353883;BE 1
3083;Prop.;7.324915029;BE 1
3084;Prop.;7.993496995;BE 1
3085;Prop.;7.522814943;BE 1
3086;Prop.;7.333067692;BE 1
3087;Prop.;6.877622958;BE 1
3088;Prop.;5.996373365;BE 1
3089;Prop.;6.513300095;BE 1
3090;Prop.;7.97424984;BE 1
3091;Prop.;7.591419645;BE 1
3092;Prop.;6.695650086;BE 1
3093;Prop.;8.31462312;BE 1
3094;Prop.;6.361808762;BE 1
3095;Prop.;7.975031401;BE 1
3096;Prop.;6.373018528;BE 1
3097;Prop.;7.240244487;BE 1
3098;Prop.;8.103134182;BE 1
3099;Prop.;7.531024523;BE 1
3100;Prop.;6.200759097;BE 1
3101;Prop.;8.907254651;BE 1
3102;Prop.;6.595222353;BE 1
3103;Prop.;6.519683441;BE 1
3104;Prop.;6.884692406;BE 1
3105;Prop.;5.992919978;BE 1
3106;Prop.;6.26287892;BE 1
3107;Prop.;6.750257656;BE 1
3108;Prop.;7.837384537;BE 1
3109;Prop.;7.39831161;BE 1
3110;Prop.;6.945758489;BE 1
3111;Prop.;7.670568241;BE 1
3112;Prop.;7.557501735;BE 1
3113;Prop.;8.263432582;BE 1
3114;Prop.;5.5092244;BE 1
3115;Prop.;5.955314805;BE 1
3116;Prop.;5.541662351;BE 1
3117;Prop.;7.838503524;BE 1
3118;Prop.;6.042197656;BE 1
3119;Prop.;7.386184684;BE 1
3120;Prop.;6.226701964;BE 1
3121;Prop.;9.417627641;BE 1
3122;Prop.;6.820774682;BE 1
3123;Prop.;7.564169927;BE 1
3124;Prop.;6.760332412;BE 1
3125;Prop.;8.552695856;BE 1
3126;Prop.;6.972953612;BE 1
3127;Prop.;8.485392494;BE 1
3128;Prop.;6.854625938;BE 1
3129;Prop.;6.56367109;BE 1
3130;Prop.;4.430867941;BE 1
3131;Prop.;1.827891862;BE 1
3132;Prop.;1.773013644;BE 1
3133;Prop.;2.914417461;BE 1
3134;Prop.;7.195663374;BE 1
3135;Prop.;8.189108123;BE 1
3136;Prop.;7.36461106;BE 1
3137;Prop.;7.382315036;BE 1
3138;Prop.;6.686616794;BE 1
3139;Prop.;8.003260433;BE 1
3140;Prop.;6.922630976;BE 1
3141;Prop.;5.907764231;BE 1
3142;Prop.;7.063766277;BE 1
3143;Prop.;16.55722089;BE 1
3144;Prop.;17.69200527;BE 1
3145;Prop.;20.8174616;BE 1
3146;Prop.;17.97019198;BE 1
3147;Prop.;20.25660704;BE 1
3148;Prop.;18.37960318;BE 1
3149;Prop.;16.70128887;BE 1
3150;Prop.;19.07551627;BE 1
3151;Prop.;19.96325692;BE 1
3152;Prop.;18.1327653;BE 1
3153;Prop.;18.64925106;BE 1
3154;Prop.;18.30768021;BE 1
3155;Prop.;20.10514581;BE 1
3156;Prop.;18.37939374;BE 1
3157;Prop.;16.57701337;BE 1
3158;Prop.;19.50640042;BE 1
3159;Prop.;18.12894144;BE 1
3160;Prop.;16.78308538;BE 1
3161;Prop.;22.67916647;BE 1
3162;Prop.;17.62650418;BE 1
3163;Prop.;16.84990809;BE 1
3164;Prop.;17.86049753;BE 1
3165;Prop.;19.27009028;BE 1
3166;Prop.;17.76872769;BE 1
3167;Prop.;20.62240285;BE 1
3168;Prop.;18.70418728;BE 1
3169;Prop.;17.57261552;BE 1
3170;Prop.;18.65586822;BE 1
3171;Prop.;19.38891319;BE 1
3172;Prop.;17.37388249;BE 1
3173;Prop.;19.03024026;BE 1
3174;Prop.;18.20628417;BE 1
3175;Prop.;19.64230691;BE 1
3176;Prop.;17.3282777;BE 1
3177;Prop.;19.97163827;BE 1
3178;Prop.;18.20970644;BE 1
3179;Prop.;17.89671507;BE 1
3180;Prop.;15.8686205;BE 1
3181;Prop.;23.71199618;BE 1
3182;Prop.;16.72911645;BE 1
3183;Prop.;21.00212058;BE 1
3184;Prop.;16.96450414;BE 1
3185;Prop.;18.34029695;BE 1
3186;Prop.;19.6627881;BE 1
3187;Prop.;19.27920036;BE 1
3188;Prop.;17.87084315;BE 1
3189;Prop.;16.86245628;BE 1
3190;Prop.;12.73798257;BE 1
3191;Prop.;5.714212265;BE 1
3192;Prop.;4.817838107;BE 1
3193;Prop.;7.87786709;BE 1
3194;Prop.;16.71063914;BE 1
3195;Prop.;21.73826136;BE 1
3196;Prop.;18.7067326;BE 1
3197;Prop.;18.68380863;BE 1
3198;Prop.;17.03666995;BE 1
3199;Prop.;18.45670739;BE 1
3200;Prop.;14.9998251;BE 1
3201;Prop.;24.54492604;BE 1
3202;Prop.;17.8140113;BE 1
3203;Prop.;18.03098223;BE 1
3204;Prop.;18.31280357;BE 1
3205;Prop.;20.08474915;BE 1
3206;Prop.;18.37921455;BE 1
3207;Prop.;13.74316385;BE 1
3208;Prop.;10.43370095;BE 1
3209;Prop.;9.048742605;BE 1
3210;Prop.;11.04837513;BE 1
3211;Prop.;4.821128098;BE 1
3212;Prop.;4.310976224;BE 1
3213;Prop.;4.334473891;BE 1
3214;Prop.;3.976144813;BE 1
3215;Prop.;5.207924523;BE 1
3216;Prop.;4.51345655;BE 1
3217;Prop.;4.535176042;BE 1
3218;Prop.;4.198012505;BE 1
3219;Prop.;3.771491894;BE 1
3220;Prop.;3.15876661;BE 1
3221;Prop.;6.004586591;BE 1
3222;Prop.;4.570866486;BE 1
3223;Prop.;6.5616749;BE 1
3224;Prop.;5.90449762;BE 1
3225;Prop.;7.660180369;BE 1
3226;Prop.;6.007521214;BE 1
3227;Prop.;3.948623438;BE 1
3228;Prop.;5.501427949;BE 1
3229;Prop.;3.764814679;BE 1
3230;Prop.;5.354324368;BE 1
3231;Prop.;4.881093129;BE 1
3232;Prop.;4.682801631;BE 1
3233;Prop.;6.159465984;BE 1
3234;Prop.;5.510881827;BE 1
3235;Prop.;5.6345215;BE 1
3236;Prop.;5.040117788;BE 1
3237;Prop.;5.483386566;BE 1
3238;Prop.;4.639618523;BE 1
3239;Prop.;4.79401338;BE 1
3240;Prop.;3.691459997;BE 1
3241;Prop.;5.817117923;BE 1
3242;Prop.;3.950682525;BE 1
3243;Prop.;6.521759683;BE 1
3244;Prop.;4.125591656;BE 1
3245;Prop.;4.786711849;BE 1
3246;Prop.;4.670707125;BE 1
3247;Prop.;4.586813585;BE 1
3248;Prop.;4.592850411;BE 1
3249;Prop.;4.61567296;BE 1
3250;Prop.;2.94725104;BE 1
3251;Prop.;1.645105783;BE 1
3252;Prop.;1.178007473;BE 1
3253;Prop.;2.416586153;BE 1
3254;Prop.;4.404465244;BE 1
3255;Prop.;5.34927428;BE 1
3256;Prop.;4.718817246;BE 1
3257;Prop.;5.121546486;BE 1
3258;Prop.;4.072335565;BE 1
3259;Prop.;5.009711439;BE 1
3260;Prop.;4.244232496;BE 1
3261;Prop.;6.219389512;BE 1
3262;Prop.;4.731350887;BE 1
3263;Prop.;3.668335688;BE 1
3264;Prop.;4.666266554;BE 1
3265;Prop.;6.560371264;BE 1
3266;Prop.;4.945195618;BE 1
3267;Prop.;3.814341753;BE 1
3268;Prop.;5.418774283;BE 1
3269;Prop.;5.72573096;BE 1
3270;Prop.;5.456075374;BE 1
3271;Prop.;6.169945864;BE 1
3272;Prop.;5.862709753;BE 1
3273;Prop.;5.986738331;BE 1
3274;Prop.;5.289411261;BE 1
3275;Prop.;5.511466683;BE 1
3276;Prop.;4.457735849;BE 1
3277;Prop.;5.216460965;BE 1
3278;Prop.;5.208694241;BE 1
3279;Prop.;null;BE 1
3280;Prop.;3.960426809;BE 1
3281;Prop.;6.449490814;BE 1
3282;Prop.;5.002367156;BE 1
3283;Prop.;7.199182615;BE 1
3284;Prop.;6.165546215;BE 1
3285;Prop.;8.938857398;BE 1
3286;Prop.;5.65721242;BE 1
3287;Prop.;5.167653418;BE 1
3288;Prop.;3.929386799;BE 1
3289;Prop.;5.073875922;BE 1
3290;Prop.;5.344444451;BE 1
3291;Prop.;4.805619029;BE 1
3292;Prop.;5.852839478;BE 1
3293;Prop.;5.550639578;BE 1
3294;Prop.;0.930088899;BE 1
3295;Prop.;1.050964434;BE 1
3296;Prop.;1.089766211;BE 1
3297;Prop.;1.032807141;BE 1
3298;Prop.;0.986026295;BE 1
3299;Prop.;0.952385367;BE 1
3300;Prop.;0.818176807;BE 1
3301;Prop.;1.373142349;BE 1
3302;Prop.;1.085548594;BE 1
3303;Prop.;1.251168215;BE 1
3304;Prop.;1.030872213;BE 1
3305;Prop.;1.176066643;BE 1
3306;Prop.;1.05879135;BE 1
3307;Prop.;1.204070624;BE 1
3308;Prop.;1.051150188;BE 1
3309;Prop.;1.086900973;BE 1
3310;Prop.;1.006144629;BE 1
3311;Prop.;1.404014711;BE 1
3312;Prop.;1.302790195;BE 1
3313;Prop.;1.326297289;BE 1
3314;Prop.;1.153415754;BE 1
3315;Prop.;1.225412925;BE 1
3316;Prop.;1.236955977;BE 1
3317;Prop.;1.149566414;BE 1
3318;Prop.;1.23606693;BE 1
3319;Prop.;1.2112731;BE 1
3320;Prop.;1.32485618;BE 1
3321;Prop.;1.389410295;BE 1
3322;Prop.;1.465947398;BE 1
3323;Prop.;1.352077498;BE 1
3324;Prop.;1.228707699;BE 1
3325;Prop.;1.548836734;BE 1
3326;Prop.;1.344727153;BE 1
3327;Prop.;1.344810265;BE 1
3328;Prop.;1.313195451;BE 1
3329;Prop.;1.232677212;BE 1
3330;Prop.;1.770873689;BE 1
3331;Prop.;1.360573071;BE 1
3332;Prop.;1.601707094;BE 1
3333;Prop.;1.472965165;BE 1
3334;Prop.;1.336091138;BE 1
3335;Prop.;1.749311358;BE 1
3336;Prop.;1.417204058;BE 1
3337;Prop.;1.468847071;BE 1
3338;Prop.;1.436082148;BE 1
3339;Prop.;1.425033107;BE 1
3340;Prop.;1.395868358;BE 1
3341;Prop.;2.154299519;BE 1
3342;Prop.;1.377253426;BE 1
3343;Prop.;1.739053694;BE 1
3344;Prop.;1.695133131;BE 1
3345;Prop.;1.761938274;BE 1
3346;Prop.;1.473154242;BE 1
3347;Prop.;1.639872318;BE 1
3348;Prop.;1.724822916;BE 1
3349;Prop.;1.459118003;BE 1
3350;Prop.;1.088993674;BE 1
3351;Prop.;0.990495486;BE 1
3352;Prop.;1.0225643;BE 1
3353;Prop.;1.033126815;BE 1
3354;Prop.;0.977112043;BE 1
3355;Prop.;1.101611683;BE 1
3356;Prop.;0.883675871;BE 1
3357;Prop.;1.219526256;BE 1
3358;Prop.;0.992806844;BE 1
3359;Prop.;0.973154798;BE 1
3360;Prop.;0.716210804;BE 1
3361;Prop.;1.494228925;BE 1
3362;Prop.;1.20465598;BE 1
3363;Prop.;1.058483882;BE 1
3364;Prop.;1.063445518;BE 1
3365;Prop.;1.238990832;BE 1
3366;Prop.;1.10154926;BE 1
3367;Prop.;1.070335372;BE 1
3368;Prop.;1.171889562;BE 1
3369;Prop.;0.995714867;BE 1
3370;Prop.;1.128484848;BE 1
3371;Prop.;1.263344218;BE 1
3372;Prop.;1.257760912;BE 1
3373;Prop.;1.388454436;BE 1
3374;Prop.;1.152825244;BE 1
3375;Prop.;1.329603335;BE 1
3376;Prop.;1.157635485;BE 1
3377;Prop.;1.137578621;BE 1
3378;Prop.;1.3299236;BE 1
3379;Prop.;1.242414242;BE 1
3380;Prop.;1.049113247;BE 1
3381;Prop.;1.706797281;BE 1
3382;Prop.;1.390540193;BE 1
3383;Prop.;1.235149621;BE 1
3384;Prop.;1.316836482;BE 1
3385;Prop.;1.549798781;BE 1
3386;Prop.;1.252166296;BE 1
3387;Prop.;1.27866361;BE 1
3388;Prop.;1.366715865;BE 1
3389;Prop.;1.352551737;BE 1
3390;Prop.;1.414124679;BE 1
3391;Prop.;1.657851759;BE 1
3392;Prop.;1.341900617;BE 1
3393;Prop.;1.703459419;BE 1
3394;Prop.;1.325726359;BE 1
3395;Prop.;1.717080605;BE 1
3396;Prop.;1.412426019;BE 1
3397;Prop.;1.410359582;BE 1
3398;Prop.;1.516088683;BE 1
3399;Prop.;1.3845796;BE 1
3400;Prop.;0.928803004;BE 1
3401;Prop.;1.542539574;BE 1
3402;Prop.;2.618696753;BE 1
3403;Prop.;1.767859228;BE 1
3404;Prop.;1.518517813;BE 1
3405;Prop.;1.445740511;BE 1
3406;Prop.;2.4466611;BE 1
3407;Prop.;1.466587179;BE 1
3408;Prop.;1.70709863;BE 1
3409;Prop.;1.540690926;BE 1
3410;Prop.;1.698220262;BE 1
3411;Prop.;2.138712949;BE 1
3412;Prop.;1.810824633;BE 1
3413;Prop.;1.667184317;BE 1
3414;Prop.;1.640533457;BE 1
3415;Prop.;2.17683182;BE 1
3416;Prop.;1.494262775;BE 1
3417;Prop.;2.242347443;BE 1
3418;Prop.;1.610382846;BE 1
3419;Prop.;1.831313325;BE 1
3420;Prop.;1.308960073;BE 1
3421;Prop.;3.248750332;BE 1
3422;Prop.;1.777943273;BE 1
3423;Prop.;2.257963639;BE 1
3424;Prop.;1.821986842;BE 1
3425;Prop.;2.070618188;BE 1
3426;Prop.;1.774330665;BE 1
3427;Prop.;2.336360469;BE 1
3428;Prop.;1.873785321;BE 1
3429;Prop.;1.802142175;BE 1
3430;Prop.;2.051475275;BE 1
3431;Prop.;1.447165193;BE 1
3432;Prop.;1.313510127;BE 1
3433;Prop.;1.489445864;BE 1
3434;Prop.;4.830994837;BE 1
3435;Prop.;2.305226132;BE 1
3436;Prop.;2.035816651;BE 1
3437;Prop.;2.063161088;BE 1
3438;Prop.;2.229205281;BE 1
3439;Prop.;2.144956426;BE 1
3440;Prop.;1.963776986;BE 1
3441;Prop.;3.012315547;BE 1
3442;Prop.;2.444958308;BE 1
3443;Prop.;2.402874264;BE 1
3444;Prop.;2.133504219;BE 1
3445;Prop.;2.573463567;BE 1
3446;Prop.;2.288364533;BE 1
3447;Prop.;2.463399086;BE 1
3448;Prop.;2.387923061;BE 1
3449;Prop.;2.3418932;BE 1
3450;Prop.;2.76109685;BE 1
3451;Prop.;2.443215296;BE 1
3452;Prop.;2.897917453;BE 1
3453;Prop.;2.431552793;BE 1
3454;Prop.;2.697971957;BE 1
3455;Prop.;2.627914131;BE 1
3456;Prop.;2.653746682;BE 1
3457;Prop.;2.547275995;BE 1
3458;Prop.;2.557098915;BE 1
3459;Prop.;2.58698672;BE 1
3460;Prop.;1.915674329;BE 1
3461;Prop.;3.879608609;BE 1
3462;Prop.;2.735573388;BE 1
3463;Prop.;2.891899528;BE 1
3464;Prop.;2.836674121;BE 1
3465;Prop.;3.186472684;BE 1
3466;Prop.;2.561858543;BE 1
3467;Prop.;2.819813949;BE 1
3468;Prop.;3.311281069;BE 1
3469;Prop.;2.667730136;BE 1
3470;Prop.;1.110706746;BE 1
3471;Prop.;1.040841768;BE 1
3472;Prop.;1.00244901;BE 1
3473;Prop.;0.901105097;BE 1
3474;Prop.;0.976361871;BE 1
3475;Prop.;1.234231324;BE 1
3476;Prop.;0.895079359;BE 1
3477;Prop.;1.039784526;BE 1
3478;Prop.;1.023885586;BE 1
3479;Prop.;0.989391266;BE 1
3480;Prop.;0.720354454;BE 1
3481;Prop.;1.246116933;BE 1
3482;Prop.;1.464910253;BE 1
3483;Prop.;1.05892812;BE 1
3484;Prop.;1.161468005;BE 1
3485;Prop.;1.000733882;BE 1
3486;Prop.;1.178247293;BE 1
3487;Prop.;1.087393364;BE 1
3488;Prop.;1.233648171;BE 1
3489;Prop.;1.016763463;BE 1
3490;Prop.;1.211480293;BE 1
3491;Prop.;1.12310938;BE 1
3492;Prop.;1.0626289;BE 1
3493;Prop.;1.444998638;BE 1
3494;Prop.;1.333187029;BE 1
3495;Prop.;1.193704864;BE 1
3496;Prop.;1.343815991;BE 1
3497;Prop.;1.218228544;BE 1
3498;Prop.;1.095316918;BE 1
3499;Prop.;1.178953916;BE 1
3500;Prop.;0.932706021;BE 1
3501;Prop.;1.968339622;BE 1
3502;Prop.;1.585877628;BE 1
3503;Prop.;1.24263861;BE 1
3504;Prop.;1.298793244;BE 1
3505;Prop.;1.307011385;BE 1
3506;Prop.;1.326907809;BE 1
3507;Prop.;1.4030842;BE 1
3508;Prop.;1.427416235;BE 1
3509;Prop.;1.308316312;BE 1
3510;Prop.;1.427950343;BE 1
3511;Prop.;1.48796906;BE 1
3512;Prop.;1.386041869;BE 1
3513;Prop.;1.632120958;BE 1
3514;Prop.;1.400751247;BE 1
3515;Prop.;1.800361982;BE 1
3516;Prop.;1.476193307;BE 1
3517;Prop.;1.305125757;BE 1
3518;Prop.;1.728346161;BE 1
3519;Prop.;1.356629213;BE 1
3520;Prop.;1.418237255;BE 1
3521;Prop.;2.034229246;BE 1
3522;Prop.;1.503765648;BE 1
3523;Prop.;1.759012325;BE 1
3524;Prop.;1.606732347;BE 1
3525;Prop.;1.600027584;BE 1
3526;Prop.;1.678663636;BE 1
3527;Prop.;1.583566681;BE 1
3528;Prop.;1.766696668;BE 1
3529;Prop.;1.541185575;BE 1
3530;Prop.;1.03874766;BE 1
3531;Prop.;1.126244572;BE 1
3532;Prop.;0.93658975;BE 1
3533;Prop.;0.954567095;BE 1
3534;Prop.;1.013231243;BE 1
3535;Prop.;1.155444831;BE 1
3536;Prop.;0.89056251;BE 1
3537;Prop.;0.983364888;BE 1
3538;Prop.;1.126343603;BE 1
3539;Prop.;0.956952558;BE 1
3540;Prop.;0.675510897;BE 1
3541;Prop.;1.401137884;BE 1
3542;Prop.;1.183308183;BE 1
3543;Prop.;1.314540139;BE 1
3544;Prop.;1.046521478;BE 1
3545;Prop.;1.109872;BE 1
3546;Prop.;1.143502688;BE 1
3547;Prop.;1.167988775;BE 1
3548;Prop.;1.028631413;BE 1
3549;Prop.;1.097086751;BE 1
3550;Prop.;1.104915671;BE 1
3551;Prop.;1.209275225;BE 1
3552;Prop.;0.817923197;BE 1
3553;Prop.;1.4477169;BE 1
3554;Prop.;1.466134649;BE 1
3555;Prop.;1.45043212;BE 1
3556;Prop.;1.161396959;BE 1
3557;Prop.;1.289312709;BE 1
