#;approach;throughput;slice
2045;Gómez et al.;null;BE 3
2046;Gómez et al.;null;BE 3
2047;Gómez et al.;null;BE 3
2048;Gómez et al.;null;BE 3
2049;Gómez et al.;null;BE 3
2050;Gómez et al.;null;BE 3
2051;Gómez et al.;null;BE 3
2052;Gómez et al.;null;BE 3
2053;Gómez et al.;null;BE 3
2054;Gómez et al.;null;BE 3
2055;Gómez et al.;null;BE 3
2056;Gómez et al.;null;BE 3
2057;Gómez et al.;null;BE 3
2058;Gómez et al.;null;BE 3
2059;Gómez et al.;null;BE 3
2060;Gómez et al.;null;BE 3
2061;Gómez et al.;null;BE 3
2062;Gómez et al.;null;BE 3
2063;Gómez et al.;null;BE 3
2064;Gómez et al.;null;BE 3
2065;Gómez et al.;null;BE 3
2066;Gómez et al.;null;BE 3
2067;Gómez et al.;null;BE 3
2068;Gómez et al.;null;BE 3
2069;Gómez et al.;null;BE 3
2070;Gómez et al.;null;BE 3
2071;Gómez et al.;null;BE 3
2072;Gómez et al.;null;BE 3
2073;Gómez et al.;null;BE 3
2074;Gómez et al.;null;BE 3
2075;Gómez et al.;null;BE 3
2076;Gómez et al.;null;BE 3
2077;Gómez et al.;null;BE 3
2078;Gómez et al.;null;BE 3
2079;Gómez et al.;null;BE 3
2080;Gómez et al.;null;BE 3
2081;Gómez et al.;null;BE 3
2082;Gómez et al.;null;BE 3
2083;Gómez et al.;null;BE 3
2084;Gómez et al.;null;BE 3
2085;Gómez et al.;null;BE 3
2086;Gómez et al.;null;BE 3
2087;Gómez et al.;null;BE 3
2088;Gómez et al.;null;BE 3
2089;Gómez et al.;null;BE 3
2090;Gómez et al.;null;BE 3
2091;Gómez et al.;null;BE 3
2092;Gómez et al.;null;BE 3
2093;Gómez et al.;null;BE 3
2094;Gómez et al.;null;BE 3
2095;Gómez et al.;null;BE 3
2096;Gómez et al.;null;BE 3
2097;Gómez et al.;null;BE 3
2098;Gómez et al.;null;BE 3
2099;Gómez et al.;null;BE 3
2100;Gómez et al.;null;BE 3
2101;Gómez et al.;null;BE 3
2102;Gómez et al.;null;BE 3
2103;Gómez et al.;null;BE 3
2104;Gómez et al.;null;BE 3
2105;Gómez et al.;null;BE 3
2106;Gómez et al.;null;BE 3
2107;Gómez et al.;null;BE 3
2108;Gómez et al.;null;BE 3
2109;Gómez et al.;null;BE 3
2110;Gómez et al.;null;BE 3
2111;Gómez et al.;null;BE 3
2112;Gómez et al.;null;BE 3
2113;Gómez et al.;null;BE 3
2114;Gómez et al.;null;BE 3
2115;Gómez et al.;null;BE 3
2116;Gómez et al.;null;BE 3
2117;Gómez et al.;null;BE 3
2118;Gómez et al.;null;BE 3
2119;Gómez et al.;null;BE 3
2120;Gómez et al.;null;BE 3
2121;Gómez et al.;null;BE 3
2122;Gómez et al.;null;BE 3
2123;Gómez et al.;null;BE 3
2124;Gómez et al.;null;BE 3
2125;Gómez et al.;null;BE 3
2126;Gómez et al.;null;BE 3
2127;Gómez et al.;null;BE 3
2128;Gómez et al.;null;BE 3
2129;Gómez et al.;null;BE 3
2130;Gómez et al.;null;BE 3
2131;Gómez et al.;null;BE 3
2132;Gómez et al.;null;BE 3
2133;Gómez et al.;null;BE 3
2134;Gómez et al.;null;BE 3
2135;Gómez et al.;null;BE 3
2136;Gómez et al.;null;BE 3
2137;Gómez et al.;null;BE 3
2138;Gómez et al.;null;BE 3
2139;Gómez et al.;null;BE 3
2140;Gómez et al.;null;BE 3
2141;Gómez et al.;null;BE 3
2142;Gómez et al.;null;BE 3
2143;Gómez et al.;null;BE 3
2144;Gómez et al.;null;BE 3
2145;Gómez et al.;null;BE 3
2146;Gómez et al.;null;BE 3
2147;Gómez et al.;null;BE 3
2148;Gómez et al.;null;BE 3
2149;Gómez et al.;null;BE 3
2150;Gómez et al.;null;BE 3
2151;Gómez et al.;null;BE 3
2152;Gómez et al.;null;BE 3
2153;Gómez et al.;null;BE 3
2154;Gómez et al.;null;BE 3
2155;Gómez et al.;null;BE 3
2156;Gómez et al.;null;BE 3
2157;Gómez et al.;null;BE 3
2158;Gómez et al.;null;BE 3
2159;Gómez et al.;null;BE 3
2160;Gómez et al.;null;BE 3
2161;Gómez et al.;null;BE 3
2162;Gómez et al.;null;BE 3
2163;Gómez et al.;null;BE 3
2164;Gómez et al.;null;BE 3
2165;Gómez et al.;null;BE 3
2166;Gómez et al.;null;BE 3
2167;Gómez et al.;null;BE 3
2168;Gómez et al.;null;BE 3
2169;Gómez et al.;null;BE 3
2170;Gómez et al.;null;BE 3
2171;Gómez et al.;null;BE 3
2172;Gómez et al.;null;BE 3
2173;Gómez et al.;null;BE 3
2174;Gómez et al.;null;BE 3
2175;Gómez et al.;null;BE 3
2176;Gómez et al.;null;BE 3
2177;Gómez et al.;null;BE 3
2178;Gómez et al.;null;BE 3
2179;Gómez et al.;null;BE 3
2180;Gómez et al.;null;BE 3
2181;Gómez et al.;null;BE 3
2182;Gómez et al.;null;BE 3
2183;Gómez et al.;null;BE 3
2184;Gómez et al.;null;BE 3
2185;Gómez et al.;null;BE 3
2186;Gómez et al.;null;BE 3
2187;Gómez et al.;null;BE 3
2188;Gómez et al.;null;BE 3
2189;Gómez et al.;null;BE 3
2190;Gómez et al.;null;BE 3
2191;Gómez et al.;null;BE 3
2192;Gómez et al.;null;BE 3
2193;Gómez et al.;null;BE 3
2194;Gómez et al.;null;BE 3
2195;Gómez et al.;null;BE 3
2196;Gómez et al.;null;BE 3
2197;Gómez et al.;null;BE 3
2198;Gómez et al.;null;BE 3
2199;Gómez et al.;null;BE 3
2200;Gómez et al.;null;BE 3
2201;Gómez et al.;null;BE 3
2202;Gómez et al.;null;BE 3
2203;Gómez et al.;null;BE 3
2204;Gómez et al.;null;BE 3
2205;Gómez et al.;null;BE 3
2206;Gómez et al.;null;BE 3
2207;Gómez et al.;null;BE 3
2208;Gómez et al.;null;BE 3
2209;Gómez et al.;null;BE 3
2210;Gómez et al.;null;BE 3
2211;Gómez et al.;null;BE 3
2212;Gómez et al.;null;BE 3
2213;Gómez et al.;null;BE 3
2214;Gómez et al.;null;BE 3
2215;Gómez et al.;null;BE 3
2216;Gómez et al.;null;BE 3
2217;Gómez et al.;null;BE 3
2218;Gómez et al.;null;BE 3
2219;Gómez et al.;null;BE 3
2220;Gómez et al.;null;BE 3
2221;Gómez et al.;null;BE 3
2222;Gómez et al.;null;BE 3
2223;Gómez et al.;null;BE 3
2224;Gómez et al.;null;BE 3
2225;Gómez et al.;null;BE 3
2226;Gómez et al.;null;BE 3
2227;Gómez et al.;null;BE 3
2228;Gómez et al.;null;BE 3
2229;Gómez et al.;null;BE 3
2230;Gómez et al.;null;BE 3
2231;Gómez et al.;null;BE 3
2232;Gómez et al.;null;BE 3
2233;Gómez et al.;null;BE 3
2234;Gómez et al.;null;BE 3
2235;Gómez et al.;null;BE 3
2236;Gómez et al.;null;BE 3
2237;Gómez et al.;null;BE 3
2238;Gómez et al.;null;BE 3
2239;Gómez et al.;null;BE 3
2240;Gómez et al.;null;BE 3
2241;Gómez et al.;null;BE 3
2242;Gómez et al.;null;BE 3
2243;Gómez et al.;null;BE 3
2244;Gómez et al.;null;BE 3
2245;Gómez et al.;null;BE 3
2246;Gómez et al.;null;BE 3
2247;Gómez et al.;null;BE 3
2248;Gómez et al.;null;BE 3
2249;Gómez et al.;null;BE 3
2250;Gómez et al.;null;BE 3
2251;Gómez et al.;null;BE 3
2252;Gómez et al.;null;BE 3
2253;Gómez et al.;null;BE 3
2254;Gómez et al.;null;BE 3
2255;Gómez et al.;null;BE 3
2256;Gómez et al.;null;BE 3
2257;Gómez et al.;null;BE 3
2258;Gómez et al.;null;BE 3
2259;Gómez et al.;null;BE 3
2260;Gómez et al.;null;BE 3
2261;Gómez et al.;null;BE 3
2262;Gómez et al.;null;BE 3
2263;Gómez et al.;null;BE 3
2264;Gómez et al.;null;BE 3
2265;Gómez et al.;null;BE 3
2266;Gómez et al.;null;BE 3
2267;Gómez et al.;null;BE 3
2268;Gómez et al.;null;BE 3
2269;Gómez et al.;null;BE 3
2270;Gómez et al.;null;BE 3
2271;Gómez et al.;null;BE 3
2272;Gómez et al.;null;BE 3
2273;Gómez et al.;null;BE 3
2274;Gómez et al.;null;BE 3
2275;Gómez et al.;null;BE 3
2276;Gómez et al.;null;BE 3
2277;Gómez et al.;null;BE 3
2278;Gómez et al.;null;BE 3
2279;Gómez et al.;null;BE 3
2280;Gómez et al.;null;BE 3
2281;Gómez et al.;null;BE 3
2282;Gómez et al.;null;BE 3
2283;Gómez et al.;null;BE 3
2284;Gómez et al.;null;BE 3
2285;Gómez et al.;null;BE 3
2286;Gómez et al.;null;BE 3
2287;Gómez et al.;null;BE 3
2288;Gómez et al.;null;BE 3
2289;Gómez et al.;null;BE 3
2290;Gómez et al.;null;BE 3
2291;Gómez et al.;null;BE 3
2292;Gómez et al.;null;BE 3
2293;Gómez et al.;null;BE 3
2294;Gómez et al.;null;BE 3
2295;Gómez et al.;null;BE 3
2296;Gómez et al.;null;BE 3
2297;Gómez et al.;null;BE 3
2298;Gómez et al.;null;BE 3
2299;Gómez et al.;null;BE 3
2300;Gómez et al.;null;BE 3
2301;Gómez et al.;null;BE 3
2302;Gómez et al.;null;BE 3
2303;Gómez et al.;null;BE 3
2304;Gómez et al.;null;BE 3
2305;Gómez et al.;null;BE 3
2306;Gómez et al.;null;BE 3
2307;Gómez et al.;null;BE 3
2308;Gómez et al.;null;BE 3
2309;Gómez et al.;null;BE 3
2310;Gómez et al.;null;BE 3
2311;Gómez et al.;null;BE 3
2312;Gómez et al.;null;BE 3
2313;Gómez et al.;null;BE 3
2314;Gómez et al.;null;BE 3
2315;Gómez et al.;null;BE 3
2316;Gómez et al.;null;BE 3
2317;Gómez et al.;null;BE 3
2318;Gómez et al.;null;BE 3
2319;Gómez et al.;null;BE 3
2320;Gómez et al.;null;BE 3
2321;Gómez et al.;null;BE 3
2322;Gómez et al.;null;BE 3
2323;Gómez et al.;null;BE 3
2324;Gómez et al.;null;BE 3
2325;Gómez et al.;null;BE 3
2326;Gómez et al.;null;BE 3
2327;Gómez et al.;null;BE 3
2328;Gómez et al.;null;BE 3
2329;Gómez et al.;null;BE 3
2330;Gómez et al.;null;BE 3
2331;Gómez et al.;null;BE 3
2332;Gómez et al.;null;BE 3
2333;Gómez et al.;null;BE 3
2334;Gómez et al.;null;BE 3
2335;Gómez et al.;null;BE 3
2336;Gómez et al.;null;BE 3
2337;Gómez et al.;null;BE 3
2338;Gómez et al.;null;BE 3
2339;Gómez et al.;null;BE 3
2340;Gómez et al.;null;BE 3
2341;Gómez et al.;null;BE 3
2342;Gómez et al.;null;BE 3
2343;Gómez et al.;null;BE 3
2344;Gómez et al.;null;BE 3
2345;Gómez et al.;null;BE 3
2346;Gómez et al.;null;BE 3
2347;Gómez et al.;null;BE 3
2348;Gómez et al.;null;BE 3
2349;Gómez et al.;null;BE 3
2350;Gómez et al.;null;BE 3
2351;Gómez et al.;null;BE 3
2352;Gómez et al.;null;BE 3
2353;Gómez et al.;null;BE 3
2354;Gómez et al.;null;BE 3
2355;Gómez et al.;null;BE 3
2356;Gómez et al.;null;BE 3
2357;Gómez et al.;null;BE 3
2358;Gómez et al.;null;BE 3
2359;Gómez et al.;null;BE 3
2360;Gómez et al.;null;BE 3
2361;Gómez et al.;null;BE 3
2362;Gómez et al.;null;BE 3
2363;Gómez et al.;null;BE 3
2364;Gómez et al.;null;BE 3
2365;Gómez et al.;null;BE 3
2366;Gómez et al.;null;BE 3
2367;Gómez et al.;null;BE 3
2368;Gómez et al.;null;BE 3
2369;Gómez et al.;null;BE 3
2370;Gómez et al.;null;BE 3
2371;Gómez et al.;null;BE 3
2372;Gómez et al.;null;BE 3
2373;Gómez et al.;null;BE 3
2374;Gómez et al.;null;BE 3
2375;Gómez et al.;null;BE 3
2376;Gómez et al.;null;BE 3
2377;Gómez et al.;null;BE 3
2378;Gómez et al.;null;BE 3
2379;Gómez et al.;null;BE 3
2380;Gómez et al.;null;BE 3
2381;Gómez et al.;null;BE 3
2382;Gómez et al.;null;BE 3
2383;Gómez et al.;null;BE 3
2384;Gómez et al.;null;BE 3
2385;Gómez et al.;null;BE 3
2386;Gómez et al.;null;BE 3
2387;Gómez et al.;null;BE 3
2388;Gómez et al.;null;BE 3
2389;Gómez et al.;null;BE 3
2390;Gómez et al.;null;BE 3
2391;Gómez et al.;null;BE 3
2392;Gómez et al.;null;BE 3
2393;Gómez et al.;null;BE 3
2394;Gómez et al.;null;BE 3
2395;Gómez et al.;null;BE 3
2396;Gómez et al.;null;BE 3
2397;Gómez et al.;null;BE 3
2398;Gómez et al.;null;BE 3
2399;Gómez et al.;null;BE 3
2400;Gómez et al.;null;BE 3
2401;Gómez et al.;null;BE 3
2402;Gómez et al.;null;BE 3
2403;Gómez et al.;null;BE 3
2404;Gómez et al.;null;BE 3
2405;Gómez et al.;null;BE 3
2406;Gómez et al.;null;BE 3
2407;Gómez et al.;null;BE 3
2408;Gómez et al.;null;BE 3
2409;Gómez et al.;null;BE 3
2410;Gómez et al.;null;BE 3
2411;Gómez et al.;null;BE 3
2412;Gómez et al.;null;BE 3
2413;Gómez et al.;null;BE 3
2414;Gómez et al.;null;BE 3
2415;Gómez et al.;null;BE 3
2416;Gómez et al.;null;BE 3
2417;Gómez et al.;null;BE 3
2418;Gómez et al.;null;BE 3
2419;Gómez et al.;null;BE 3
2420;Gómez et al.;null;BE 3
2421;Gómez et al.;null;BE 3
2422;Gómez et al.;null;BE 3
2423;Gómez et al.;null;BE 3
2424;Gómez et al.;null;BE 3
2425;Gómez et al.;null;BE 3
2426;Gómez et al.;null;BE 3
2427;Gómez et al.;null;BE 3
2428;Gómez et al.;null;BE 3
2429;Gómez et al.;null;BE 3
2430;Gómez et al.;null;BE 3
2431;Gómez et al.;null;BE 3
2432;Gómez et al.;null;BE 3
2433;Gómez et al.;null;BE 3
2434;Gómez et al.;null;BE 3
2435;Gómez et al.;null;BE 3
2436;Gómez et al.;null;BE 3
2437;Gómez et al.;null;BE 3
2438;Gómez et al.;null;BE 3
2439;Gómez et al.;null;BE 3
2440;Gómez et al.;null;BE 3
2441;Gómez et al.;null;BE 3
2442;Gómez et al.;null;BE 3
2443;Gómez et al.;null;BE 3
2444;Gómez et al.;null;BE 3
2445;Gómez et al.;null;BE 3
2446;Gómez et al.;null;BE 3
2447;Gómez et al.;null;BE 3
2448;Gómez et al.;null;BE 3
2449;Gómez et al.;null;BE 3
2450;Gómez et al.;null;BE 3
2451;Gómez et al.;null;BE 3
2452;Gómez et al.;null;BE 3
2453;Gómez et al.;null;BE 3
2454;Gómez et al.;null;BE 3
2455;Gómez et al.;null;BE 3
2456;Gómez et al.;null;BE 3
2457;Gómez et al.;null;BE 3
2458;Gómez et al.;null;BE 3
2459;Gómez et al.;null;BE 3
2460;Gómez et al.;null;BE 3
2461;Gómez et al.;null;BE 3
2462;Gómez et al.;null;BE 3
2463;Gómez et al.;null;BE 3
2464;Gómez et al.;null;BE 3
2465;Gómez et al.;null;BE 3
2466;Gómez et al.;null;BE 3
2467;Gómez et al.;null;BE 3
2468;Gómez et al.;null;BE 3
2469;Gómez et al.;null;BE 3
2470;Gómez et al.;null;BE 3
2471;Gómez et al.;null;BE 3
2472;Gómez et al.;null;BE 3
2473;Gómez et al.;null;BE 3
2474;Gómez et al.;null;BE 3
2475;Gómez et al.;null;BE 3
2476;Gómez et al.;null;BE 3
2477;Gómez et al.;null;BE 3
2478;Gómez et al.;null;BE 3
2479;Gómez et al.;null;BE 3
2480;Gómez et al.;null;BE 3
2481;Gómez et al.;null;BE 3
2482;Gómez et al.;null;BE 3
2483;Gómez et al.;null;BE 3
2484;Gómez et al.;null;BE 3
2485;Gómez et al.;null;BE 3
2486;Gómez et al.;null;BE 3
2487;Gómez et al.;null;BE 3
2488;Gómez et al.;null;BE 3
2489;Gómez et al.;null;BE 3
2490;Gómez et al.;null;BE 3
2491;Gómez et al.;null;BE 3
2492;Gómez et al.;null;BE 3
2493;Gómez et al.;null;BE 3
2494;Gómez et al.;null;BE 3
2495;Gómez et al.;null;BE 3
2496;Gómez et al.;null;BE 3
2497;Gómez et al.;null;BE 3
2498;Gómez et al.;null;BE 3
2499;Gómez et al.;null;BE 3
2500;Gómez et al.;null;BE 3
2501;Gómez et al.;null;BE 3
2502;Gómez et al.;null;BE 3
2503;Gómez et al.;null;BE 3
2504;Gómez et al.;null;BE 3
2505;Gómez et al.;null;BE 3
2506;Gómez et al.;null;BE 3
2507;Gómez et al.;null;BE 3
2508;Gómez et al.;null;BE 3
2509;Gómez et al.;null;BE 3
2510;Gómez et al.;null;BE 3
2511;Gómez et al.;null;BE 3
2512;Gómez et al.;null;BE 3
2513;Gómez et al.;null;BE 3
2514;Gómez et al.;null;BE 3
2515;Gómez et al.;null;BE 3
2516;Gómez et al.;null;BE 3
2517;Gómez et al.;null;BE 3
2518;Gómez et al.;null;BE 3
2519;Gómez et al.;null;BE 3
2520;Gómez et al.;null;BE 3
2521;Gómez et al.;null;BE 3
2522;Gómez et al.;null;BE 3
2523;Gómez et al.;null;BE 3
2524;Gómez et al.;null;BE 3
2525;Gómez et al.;null;BE 3
2526;Gómez et al.;null;BE 3
2527;Gómez et al.;null;BE 3
2528;Gómez et al.;null;BE 3
2529;Gómez et al.;null;BE 3
2530;Gómez et al.;null;BE 3
2531;Gómez et al.;null;BE 3
2532;Gómez et al.;null;BE 3
2533;Gómez et al.;null;BE 3
2534;Gómez et al.;null;BE 3
2535;Gómez et al.;null;BE 3
2536;Gómez et al.;null;BE 3
2537;Gómez et al.;null;BE 3
2538;Gómez et al.;null;BE 3
2539;Gómez et al.;null;BE 3
2540;Gómez et al.;null;BE 3
2541;Gómez et al.;null;BE 3
2542;Gómez et al.;null;BE 3
2543;Gómez et al.;null;BE 3
2544;Gómez et al.;null;BE 3
2545;Gómez et al.;null;BE 3
2546;Gómez et al.;null;BE 3
2547;Gómez et al.;null;BE 3
2548;Gómez et al.;null;BE 3
2549;Gómez et al.;null;BE 3
2550;Gómez et al.;null;BE 3
2551;Gómez et al.;null;BE 3
2552;Gómez et al.;null;BE 3
2553;Gómez et al.;null;BE 3
2554;Gómez et al.;null;BE 3
2555;Gómez et al.;null;BE 3
2556;Gómez et al.;null;BE 3
2557;Gómez et al.;null;BE 3
2558;Gómez et al.;null;BE 3
2559;Gómez et al.;null;BE 3
2560;Gómez et al.;null;BE 3
2561;Gómez et al.;null;BE 3
2562;Gómez et al.;null;BE 3
2563;Gómez et al.;null;BE 3
2564;Gómez et al.;null;BE 3
2565;Gómez et al.;null;BE 3
2566;Gómez et al.;null;BE 3
2567;Gómez et al.;null;BE 3
2568;Gómez et al.;null;BE 3
2569;Gómez et al.;null;BE 3
2570;Gómez et al.;null;BE 3
2571;Gómez et al.;null;BE 3
2572;Gómez et al.;null;BE 3
2573;Gómez et al.;null;BE 3
2574;Gómez et al.;null;BE 3
2575;Gómez et al.;null;BE 3
2576;Gómez et al.;null;BE 3
2577;Gómez et al.;null;BE 3
2578;Gómez et al.;null;BE 3
2579;Gómez et al.;null;BE 3
2580;Gómez et al.;null;BE 3
2581;Gómez et al.;null;BE 3
2582;Gómez et al.;null;BE 3
2583;Gómez et al.;null;BE 3
2584;Gómez et al.;null;BE 3
2585;Gómez et al.;null;BE 3
2586;Gómez et al.;null;BE 3
2587;Gómez et al.;null;BE 3
2588;Gómez et al.;null;BE 3
2589;Gómez et al.;null;BE 3
2590;Gómez et al.;null;BE 3
2591;Gómez et al.;null;BE 3
2592;Gómez et al.;null;BE 3
2593;Gómez et al.;null;BE 3
2594;Gómez et al.;null;BE 3
2595;Gómez et al.;null;BE 3
2596;Gómez et al.;null;BE 3
2597;Gómez et al.;null;BE 3
2598;Gómez et al.;null;BE 3
2599;Gómez et al.;null;BE 3
2600;Gómez et al.;null;BE 3
2601;Gómez et al.;null;BE 3
2602;Gómez et al.;null;BE 3
2603;Gómez et al.;null;BE 3
2604;Gómez et al.;null;BE 3
2605;Gómez et al.;null;BE 3
2606;Gómez et al.;null;BE 3
2607;Gómez et al.;null;BE 3
2608;Gómez et al.;null;BE 3
2609;Gómez et al.;null;BE 3
2610;Gómez et al.;null;BE 3
2611;Gómez et al.;null;BE 3
2612;Gómez et al.;null;BE 3
2613;Gómez et al.;null;BE 3
2614;Gómez et al.;null;BE 3
2615;Gómez et al.;null;BE 3
2616;Gómez et al.;null;BE 3
2617;Gómez et al.;null;BE 3
2618;Gómez et al.;null;BE 3
2619;Gómez et al.;null;BE 3
2620;Gómez et al.;null;BE 3
2621;Gómez et al.;null;BE 3
2622;Gómez et al.;null;BE 3
2623;Gómez et al.;null;BE 3
2624;Gómez et al.;null;BE 3
2625;Gómez et al.;null;BE 3
2626;Gómez et al.;null;BE 3
2627;Gómez et al.;null;BE 3
2628;Gómez et al.;null;BE 3
2629;Gómez et al.;null;BE 3
2630;Gómez et al.;null;BE 3
2631;Gómez et al.;null;BE 3
2632;Gómez et al.;null;BE 3
2633;Gómez et al.;null;BE 3
2634;Gómez et al.;null;BE 3
2635;Gómez et al.;null;BE 3
2636;Gómez et al.;null;BE 3
2637;Gómez et al.;null;BE 3
2638;Gómez et al.;null;BE 3
2639;Gómez et al.;null;BE 3
2640;Gómez et al.;null;BE 3
2641;Gómez et al.;null;BE 3
2642;Gómez et al.;null;BE 3
2643;Gómez et al.;null;BE 3
2644;Gómez et al.;null;BE 3
2645;Gómez et al.;null;BE 3
2646;Gómez et al.;null;BE 3
2647;Gómez et al.;null;BE 3
2648;Gómez et al.;null;BE 3
2649;Gómez et al.;null;BE 3
2650;Gómez et al.;null;BE 3
2651;Gómez et al.;null;BE 3
2652;Gómez et al.;null;BE 3
2653;Gómez et al.;null;BE 3
2654;Gómez et al.;null;BE 3
2655;Gómez et al.;null;BE 3
2656;Gómez et al.;null;BE 3
2657;Gómez et al.;null;BE 3
2658;Gómez et al.;null;BE 3
2659;Gómez et al.;null;BE 3
2660;Gómez et al.;null;BE 3
2661;Gómez et al.;null;BE 3
2662;Gómez et al.;null;BE 3
2663;Gómez et al.;null;BE 3
2664;Gómez et al.;null;BE 3
2665;Gómez et al.;null;BE 3
2666;Gómez et al.;null;BE 3
2667;Gómez et al.;null;BE 3
2668;Gómez et al.;null;BE 3
2669;Gómez et al.;null;BE 3
2670;Gómez et al.;null;BE 3
2671;Gómez et al.;null;BE 3
2672;Gómez et al.;null;BE 3
2673;Gómez et al.;null;BE 3
2674;Gómez et al.;null;BE 3
2675;Gómez et al.;null;BE 3
2676;Gómez et al.;null;BE 3
2677;Gómez et al.;null;BE 3
2678;Gómez et al.;null;BE 3
2679;Gómez et al.;null;BE 3
2680;Gómez et al.;null;BE 3
2681;Gómez et al.;null;BE 3
2682;Gómez et al.;null;BE 3
2683;Gómez et al.;null;BE 3
2684;Gómez et al.;null;BE 3
2685;Gómez et al.;null;BE 3
2686;Gómez et al.;null;BE 3
2687;Gómez et al.;null;BE 3
2688;Gómez et al.;null;BE 3
2689;Gómez et al.;null;BE 3
2690;Gómez et al.;null;BE 3
2691;Gómez et al.;null;BE 3
2692;Gómez et al.;null;BE 3
2693;Gómez et al.;null;BE 3
2694;Gómez et al.;null;BE 3
2695;Gómez et al.;null;BE 3
2696;Gómez et al.;null;BE 3
2697;Gómez et al.;null;BE 3
2698;Gómez et al.;null;BE 3
2699;Gómez et al.;null;BE 3
2700;Gómez et al.;null;BE 3
2701;Gómez et al.;null;BE 3
2702;Gómez et al.;null;BE 3
2703;Gómez et al.;null;BE 3
2704;Gómez et al.;null;BE 3
2705;Gómez et al.;null;BE 3
2706;Gómez et al.;null;BE 3
2707;Gómez et al.;null;BE 3
2708;Gómez et al.;null;BE 3
2709;Gómez et al.;null;BE 3
2710;Gómez et al.;null;BE 3
2711;Gómez et al.;null;BE 3
2712;Gómez et al.;null;BE 3
2713;Gómez et al.;null;BE 3
2714;Gómez et al.;null;BE 3
2715;Gómez et al.;null;BE 3
2716;Gómez et al.;null;BE 3
2717;Gómez et al.;null;BE 3
2718;Gómez et al.;null;BE 3
2719;Gómez et al.;null;BE 3
2720;Gómez et al.;null;BE 3
2721;Gómez et al.;null;BE 3
2722;Gómez et al.;null;BE 3
2723;Gómez et al.;null;BE 3
2724;Gómez et al.;null;BE 3
2725;Gómez et al.;null;BE 3
2726;Gómez et al.;null;BE 3
2727;Gómez et al.;null;BE 3
2728;Gómez et al.;null;BE 3
2729;Gómez et al.;null;BE 3
2730;Gómez et al.;null;BE 3
2731;Gómez et al.;null;BE 3
2732;Gómez et al.;null;BE 3
2733;Gómez et al.;null;BE 3
2734;Gómez et al.;null;BE 3
2735;Gómez et al.;null;BE 3
2736;Gómez et al.;null;BE 3
2737;Gómez et al.;null;BE 3
2738;Gómez et al.;null;BE 3
2739;Gómez et al.;null;BE 3
2740;Gómez et al.;null;BE 3
2741;Gómez et al.;null;BE 3
2742;Gómez et al.;null;BE 3
2743;Gómez et al.;null;BE 3
2744;Gómez et al.;null;BE 3
2745;Gómez et al.;null;BE 3
2746;Gómez et al.;null;BE 3
2747;Gómez et al.;null;BE 3
2748;Gómez et al.;null;BE 3
2749;Gómez et al.;null;BE 3
2750;Gómez et al.;null;BE 3
2751;Gómez et al.;null;BE 3
2752;Gómez et al.;null;BE 3
2753;Gómez et al.;null;BE 3
2754;Gómez et al.;null;BE 3
2755;Gómez et al.;null;BE 3
2756;Gómez et al.;null;BE 3
2757;Gómez et al.;null;BE 3
2758;Gómez et al.;null;BE 3
2759;Gómez et al.;null;BE 3
2760;Gómez et al.;null;BE 3
2761;Gómez et al.;null;BE 3
2762;Gómez et al.;null;BE 3
2763;Gómez et al.;null;BE 3
2764;Gómez et al.;null;BE 3
2765;Gómez et al.;null;BE 3
2766;Gómez et al.;null;BE 3
2767;Gómez et al.;null;BE 3
2768;Gómez et al.;null;BE 3
2769;Gómez et al.;null;BE 3
2770;Gómez et al.;null;BE 3
2771;Gómez et al.;null;BE 3
2772;Gómez et al.;null;BE 3
2773;Gómez et al.;null;BE 3
2774;Gómez et al.;null;BE 3
2775;Gómez et al.;null;BE 3
2776;Gómez et al.;null;BE 3
2777;Gómez et al.;null;BE 3
2778;Gómez et al.;null;BE 3
2779;Gómez et al.;null;BE 3
2780;Gómez et al.;null;BE 3
2781;Gómez et al.;null;BE 3
2782;Gómez et al.;null;BE 3
2783;Gómez et al.;null;BE 3
2784;Gómez et al.;null;BE 3
2785;Gómez et al.;null;BE 3
2786;Gómez et al.;null;BE 3
2787;Gómez et al.;null;BE 3
2788;Gómez et al.;null;BE 3
2789;Gómez et al.;null;BE 3
2790;Gómez et al.;null;BE 3
2791;Gómez et al.;null;BE 3
2792;Gómez et al.;null;BE 3
2793;Gómez et al.;null;BE 3
2794;Gómez et al.;null;BE 3
2795;Gómez et al.;null;BE 3
2796;Gómez et al.;null;BE 3
2797;Gómez et al.;null;BE 3
2798;Gómez et al.;null;BE 3
2799;Gómez et al.;null;BE 3
2800;Gómez et al.;null;BE 3
2801;Gómez et al.;null;BE 3
2802;Gómez et al.;null;BE 3
2803;Gómez et al.;null;BE 3
2804;Gómez et al.;null;BE 3
2805;Gómez et al.;null;BE 3
2806;Gómez et al.;null;BE 3
2807;Gómez et al.;null;BE 3
2808;Gómez et al.;null;BE 3
2809;Gómez et al.;null;BE 3
2810;Gómez et al.;null;BE 3
2811;Gómez et al.;null;BE 3
2812;Gómez et al.;null;BE 3
2813;Gómez et al.;null;BE 3
2814;Gómez et al.;null;BE 3
2815;Gómez et al.;null;BE 3
2816;Gómez et al.;null;BE 3
2817;Gómez et al.;null;BE 3
2818;Gómez et al.;null;BE 3
2819;Gómez et al.;null;BE 3
2820;Gómez et al.;null;BE 3
2821;Gómez et al.;null;BE 3
