#;approach;throughput;slice
5096;Gómez et al.;null;BE 4
5097;Gómez et al.;null;BE 4
5098;Gómez et al.;null;BE 4
5099;Gómez et al.;null;BE 4
5100;Gómez et al.;null;BE 4
5101;Gómez et al.;null;BE 4
5102;Gómez et al.;null;BE 4
5103;Gómez et al.;null;BE 4
5104;Gómez et al.;null;BE 4
5105;Gómez et al.;null;BE 4
5106;Gómez et al.;null;BE 4
5107;Gómez et al.;null;BE 4
5108;Gómez et al.;null;BE 4
5109;Gómez et al.;null;BE 4
5110;Gómez et al.;null;BE 4
5111;Gómez et al.;null;BE 4
5112;Gómez et al.;null;BE 4
5113;Gómez et al.;null;BE 4
5114;Gómez et al.;null;BE 4
5115;Gómez et al.;null;BE 4
5116;Gómez et al.;null;BE 4
5117;Gómez et al.;0.13008;BE 4
5118;Gómez et al.;null;BE 4
5119;Gómez et al.;1.17072;BE 4
5120;Gómez et al.;null;BE 4
5121;Gómez et al.;4.309984;BE 4
5122;Gómez et al.;3.477472;BE 4
5123;Gómez et al.;4.231935999999999;BE 4
5124;Gómez et al.;null;BE 4
5125;Gómez et al.;4.16256;BE 4
5126;Gómez et al.;3.754976;BE 4
5127;Gómez et al.;3.564192;BE 4
5128;Gómez et al.;3.81568;BE 4
5129;Gómez et al.;3.668256;BE 4
5130;Gómez et al.;4.275296;BE 4
5131;Gómez et al.;null;BE 4
5132;Gómez et al.;3.833024;BE 4
5133;Gómez et al.;null;BE 4
5134;Gómez et al.;5.341952;BE 4
5135;Gómez et al.;5.46336;BE 4
5136;Gómez et al.;null;BE 4
5137;Gómez et al.;null;BE 4
5138;Gómez et al.;null;BE 4
5139;Gómez et al.;null;BE 4
5140;Gómez et al.;null;BE 4
5141;Gómez et al.;null;BE 4
5142;Gómez et al.;null;BE 4
5143;Gómez et al.;null;BE 4
5144;Gómez et al.;null;BE 4
5145;Gómez et al.;null;BE 4
5146;Gómez et al.;null;BE 4
5147;Gómez et al.;null;BE 4
5148;Gómez et al.;null;BE 4
5149;Gómez et al.;null;BE 4
5150;Gómez et al.;null;BE 4
5151;Gómez et al.;null;BE 4
5152;Gómez et al.;null;BE 4
5153;Gómez et al.;null;BE 4
5154;Gómez et al.;null;BE 4
5155;Gómez et al.;null;BE 4
5156;Gómez et al.;0.19078399999999998;BE 4
5157;Gómez et al.;0.112736;BE 4
5158;Gómez et al.;0.35555200000000003;BE 4
5159;Gómez et al.;2.011904;BE 4
5160;Gómez et al.;3.07856;BE 4
5161;Gómez et al.;null;BE 4
5162;Gómez et al.;3.0872319999999998;BE 4
5163;Gómez et al.;2.540896;BE 4
5164;Gómez et al.;2.566912;BE 4
5165;Gómez et al.;2.055264;BE 4
5166;Gómez et al.;2.454176;BE 4
5167;Gómez et al.;null;BE 4
5168;Gómez et al.;2.324096;BE 4
5169;Gómez et al.;1.9945599999999999;BE 4
5170;Gómez et al.;2.324096;BE 4
5171;Gómez et al.;2.2633919999999996;BE 4
5172;Gómez et al.;2.150656;BE 4
5173;Gómez et al.;2.003232;BE 4
5174;Gómez et al.;2.055264;BE 4
5175;Gómez et al.;1.942528;BE 4
5176;Gómez et al.;null;BE 4
5177;Gómez et al.;null;BE 4
5178;Gómez et al.;null;BE 4
5179;Gómez et al.;null;BE 4
5180;Gómez et al.;null;BE 4
5181;Gómez et al.;null;BE 4
5182;Gómez et al.;null;BE 4
5183;Gómez et al.;null;BE 4
5184;Gómez et al.;null;BE 4
5185;Gómez et al.;null;BE 4
5186;Gómez et al.;null;BE 4
5187;Gómez et al.;null;BE 4
5188;Gómez et al.;null;BE 4
5189;Gómez et al.;null;BE 4
5190;Gómez et al.;null;BE 4
5191;Gómez et al.;null;BE 4
5192;Gómez et al.;null;BE 4
5193;Gómez et al.;null;BE 4
5194;Gómez et al.;null;BE 4
5195;Gómez et al.;null;BE 4
5196;Gómez et al.;null;BE 4
5197;Gómez et al.;0.164768;BE 4
5198;Gómez et al.;null;BE 4
5199;Gómez et al.;1.0493119999999998;BE 4
5200;Gómez et al.;3.130592;BE 4
5201;Gómez et al.;4.153888;BE 4
5202;Gómez et al.;null;BE 4
5203;Gómez et al.;1.084;BE 4
5204;Gómez et al.;null;BE 4
5205;Gómez et al.;0.815168;BE 4
5206;Gómez et al.;0.82384;BE 4
5207;Gómez et al.;null;BE 4
5208;Gómez et al.;4.318656;BE 4
5209;Gómez et al.;4.283968;BE 4
5210;Gómez et al.;4.1452160000000005;BE 4
5211;Gómez et al.;3.754976;BE 4
5212;Gómez et al.;4.214592;BE 4
5213;Gómez et al.;4.396704;BE 4
5214;Gómez et al.;null;BE 4
5215;Gómez et al.;4.431392;BE 4
5216;Gómez et al.;2.801056;BE 4
5217;Gómez et al.;null;BE 4
5218;Gómez et al.;1.335488;BE 4
5219;Gómez et al.;4.908352;BE 4
5220;Gómez et al.;5.0644480000000005;BE 4
5221;Gómez et al.;5.229216;BE 4
5222;Gómez et al.;5.4720320000000005;BE 4
5223;Gómez et al.;5.454688;BE 4
5224;Gómez et al.;null;BE 4
5225;Gómez et al.;4.908352;BE 4
5226;Gómez et al.;null;BE 4
5227;Gómez et al.;4.786944;BE 4
5228;Gómez et al.;null;BE 4
5229;Gómez et al.;5.237888;BE 4
5230;Gómez et al.;5.480703999999999;BE 4
5231;Gómez et al.;5.2118720000000005;BE 4
5232;Gómez et al.;4.830304;BE 4
5233;Gómez et al.;5.385312;BE 4
5234;Gómez et al.;6.85088;BE 4
5235;Gómez et al.;null;BE 4
5236;Gómez et al.;null;BE 4
5237;Gómez et al.;null;BE 4
5238;Gómez et al.;null;BE 4
5239;Gómez et al.;null;BE 4
5240;Gómez et al.;null;BE 4
5241;Gómez et al.;null;BE 4
5242;Gómez et al.;null;BE 4
5243;Gómez et al.;null;BE 4
5244;Gómez et al.;null;BE 4
5245;Gómez et al.;null;BE 4
5246;Gómez et al.;null;BE 4
5247;Gómez et al.;null;BE 4
5248;Gómez et al.;null;BE 4
5249;Gómez et al.;null;BE 4
5250;Gómez et al.;null;BE 4
5251;Gómez et al.;null;BE 4
5252;Gómez et al.;null;BE 4
5253;Gómez et al.;null;BE 4
5254;Gómez et al.;null;BE 4
5255;Gómez et al.;null;BE 4
5256;Gómez et al.;0.294848;BE 4
5257;Gómez et al.;0.112736;BE 4
5258;Gómez et al.;0.815168;BE 4
5259;Gómez et al.;3.260672;BE 4
5260;Gómez et al.;5.220544;BE 4
5261;Gómez et al.;null;BE 4
5262;Gómez et al.;5.246560000000001;BE 4
5263;Gómez et al.;1.760416;BE 4
5264;Gómez et al.;0.901888;BE 4
5265;Gómez et al.;0.8325119999999999;BE 4
5266;Gómez et al.;1.2661120000000001;BE 4
5267;Gómez et al.;1.812448;BE 4
5268;Gómez et al.;4.084512;BE 4
5269;Gómez et al.;4.864992;BE 4
5270;Gómez et al.;null;BE 4
5271;Gómez et al.;4.9864;BE 4
5272;Gómez et al.;null;BE 4
5273;Gómez et al.;5.862272;BE 4
5274;Gómez et al.;4.717568;BE 4
5275;Gómez et al.;4.9864;BE 4
5276;Gómez et al.;3.520832;BE 4
5277;Gómez et al.;0.511648;BE 4
5278;Gómez et al.;null;BE 4
5279;Gómez et al.;5.090464;BE 4
5280;Gómez et al.;6.495328000000001;BE 4
5281;Gómez et al.;7.041664;BE 4
5282;Gómez et al.;6.443296;BE 4
5283;Gómez et al.;7.3538559999999995;BE 4
5284;Gómez et al.;6.946272;BE 4
5285;Gómez et al.;6.7641599999999995;BE 4
5286;Gómez et al.;6.798848;BE 4
5287;Gómez et al.;7.180416;BE 4
5288;Gómez et al.;null;BE 4
5289;Gómez et al.;6.885568;BE 4
5290;Gómez et al.;7.839488;BE 4
5291;Gómez et al.;6.5386880000000005;BE 4
5292;Gómez et al.;6.37392;BE 4
5293;Gómez et al.;7.1630720000000005;BE 4
5294;Gómez et al.;7.085024000000001;BE 4
5295;Gómez et al.;null;BE 4
5296;Gómez et al.;null;BE 4
5297;Gómez et al.;null;BE 4
5298;Gómez et al.;null;BE 4
5299;Gómez et al.;null;BE 4
5300;Gómez et al.;null;BE 4
5301;Gómez et al.;null;BE 4
5302;Gómez et al.;null;BE 4
5303;Gómez et al.;null;BE 4
5304;Gómez et al.;null;BE 4
5305;Gómez et al.;null;BE 4
5306;Gómez et al.;null;BE 4
5307;Gómez et al.;null;BE 4
5308;Gómez et al.;null;BE 4
5309;Gómez et al.;null;BE 4
5310;Gómez et al.;null;BE 4
5311;Gómez et al.;null;BE 4
5312;Gómez et al.;null;BE 4
5313;Gómez et al.;null;BE 4
5314;Gómez et al.;null;BE 4
5315;Gómez et al.;null;BE 4
5316;Gómez et al.;0.27750400000000003;BE 4
5317;Gómez et al.;0.121408;BE 4
5318;Gómez et al.;null;BE 4
5319;Gómez et al.;4.68288;BE 4
5320;Gómez et al.;null;BE 4
5321;Gómez et al.;4.50944;BE 4
5322;Gómez et al.;4.908352;BE 4
5323;Gómez et al.;1.9512;BE 4
5324;Gómez et al.;1.3788479999999999;BE 4
5325;Gómez et al.;0.849856;BE 4
5326;Gómez et al.;1.084;BE 4
5327;Gómez et al.;4.743584;BE 4
5328;Gómez et al.;5.07312;BE 4
5329;Gómez et al.;null;BE 4
5330;Gómez et al.;5.107808;BE 4
5331;Gómez et al.;null;BE 4
5332;Gómez et al.;4.275296;BE 4
5333;Gómez et al.;null;BE 4
5334;Gómez et al.;4.9864;BE 4
5335;Gómez et al.;4.830304;BE 4
5336;Gómez et al.;null;BE 4
5337;Gómez et al.;null;BE 4
5338;Gómez et al.;null;BE 4
5339;Gómez et al.;null;BE 4
5340;Gómez et al.;null;BE 4
5341;Gómez et al.;null;BE 4
5342;Gómez et al.;null;BE 4
5343;Gómez et al.;null;BE 4
5344;Gómez et al.;null;BE 4
5345;Gómez et al.;null;BE 4
5346;Gómez et al.;null;BE 4
5347;Gómez et al.;null;BE 4
5348;Gómez et al.;null;BE 4
5349;Gómez et al.;null;BE 4
5350;Gómez et al.;null;BE 4
5351;Gómez et al.;null;BE 4
5352;Gómez et al.;null;BE 4
5353;Gómez et al.;null;BE 4
5354;Gómez et al.;null;BE 4
5355;Gómez et al.;null;BE 4
5356;Gómez et al.;null;BE 4
5357;Gómez et al.;null;BE 4
5358;Gómez et al.;null;BE 4
5359;Gómez et al.;null;BE 4
5360;Gómez et al.;null;BE 4
5361;Gómez et al.;null;BE 4
5362;Gómez et al.;null;BE 4
5363;Gómez et al.;null;BE 4
5364;Gómez et al.;null;BE 4
5365;Gómez et al.;null;BE 4
5366;Gómez et al.;null;BE 4
5367;Gómez et al.;null;BE 4
5368;Gómez et al.;null;BE 4
5369;Gómez et al.;null;BE 4
5370;Gómez et al.;null;BE 4
5371;Gómez et al.;null;BE 4
5372;Gómez et al.;null;BE 4
5373;Gómez et al.;null;BE 4
5374;Gómez et al.;null;BE 4
5375;Gómez et al.;null;BE 4
5376;Gómez et al.;0.26016;BE 4
5377;Gómez et al.;0.09539199999999999;BE 4
5378;Gómez et al.;null;BE 4
5379;Gómez et al.;0.7804800000000001;BE 4
5380;Gómez et al.;4.07584;BE 4
5381;Gómez et al.;4.388032;BE 4
5382;Gómez et al.;4.717568;BE 4
5383;Gómez et al.;1.855808;BE 4
5384;Gómez et al.;1.4308800000000002;BE 4
5385;Gómez et al.;0.7891520000000001;BE 4
5386;Gómez et al.;1.5436159999999999;BE 4
5387;Gómez et al.;1.77776;BE 4
5388;Gómez et al.;4.1192;BE 4
5389;Gómez et al.;4.94304;BE 4
5390;Gómez et al.;4.674207999999999;BE 4
5391;Gómez et al.;4.951712000000001;BE 4
5392;Gómez et al.;4.50944;BE 4
5393;Gómez et al.;4.674207999999999;BE 4
5394;Gómez et al.;4.665536;BE 4
5395;Gómez et al.;null;BE 4
5396;Gómez et al.;3.650912;BE 4
5397;Gómez et al.;null;BE 4
5398;Gómez et al.;0.5289919999999999;BE 4
5399;Gómez et al.;null;BE 4
5400;Gómez et al.;7.1630720000000005;BE 4
5401;Prop.;null;QoS 1
5402;Prop.;null;QoS 1
5403;Prop.;null;QoS 1
5404;Prop.;null;QoS 1
5405;Prop.;null;QoS 1
5406;Prop.;null;QoS 1
5407;Prop.;null;QoS 1
5408;Prop.;null;QoS 1
5409;Prop.;null;QoS 1
5410;Prop.;null;QoS 1
5411;Prop.;null;QoS 1
5412;Prop.;null;QoS 1
5413;Prop.;null;QoS 1
5414;Prop.;null;QoS 1
5415;Prop.;null;QoS 1
5416;Prop.;null;QoS 1
5417;Prop.;null;QoS 1
5418;Prop.;null;QoS 1
5419;Prop.;null;QoS 1
5420;Prop.;null;QoS 1
5421;Prop.;null;QoS 1
5422;Prop.;null;QoS 1
5423;Prop.;null;QoS 1
5424;Prop.;null;QoS 1
5425;Prop.;null;QoS 1
5426;Prop.;null;QoS 1
5427;Prop.;null;QoS 1
5428;Prop.;null;QoS 1
5429;Prop.;null;QoS 1
5430;Prop.;null;QoS 1
5431;Prop.;null;QoS 1
5432;Prop.;null;QoS 1
5433;Prop.;null;QoS 1
5434;Prop.;null;QoS 1
5435;Prop.;null;QoS 1
5436;Prop.;null;QoS 1
5437;Prop.;null;QoS 1
5438;Prop.;null;QoS 1
5439;Prop.;null;QoS 1
5440;Prop.;null;QoS 1
5441;Prop.;null;QoS 1
5442;Prop.;null;QoS 1
5443;Prop.;null;QoS 1
5444;Prop.;null;QoS 1
5445;Prop.;null;QoS 1
5446;Prop.;null;QoS 1
5447;Prop.;null;QoS 1
5448;Prop.;null;QoS 1
5449;Prop.;null;QoS 1
5450;Prop.;null;QoS 1
5451;Prop.;null;QoS 1
5452;Prop.;null;QoS 1
5453;Prop.;null;QoS 1
5454;Prop.;null;QoS 1
5455;Prop.;null;QoS 1
5456;Prop.;null;QoS 1
5457;Prop.;null;QoS 1
5458;Prop.;null;QoS 1
5459;Prop.;null;QoS 1
5460;Prop.;null;QoS 1
5461;Prop.;null;QoS 1
5462;Prop.;null;QoS 1
5463;Prop.;null;QoS 1
5464;Prop.;null;QoS 1
5465;Prop.;null;QoS 1
5466;Prop.;null;QoS 1
5467;Prop.;null;QoS 1
5468;Prop.;null;QoS 1
5469;Prop.;null;QoS 1
5470;Prop.;null;QoS 1
5471;Prop.;null;QoS 1
5472;Prop.;null;QoS 1
5473;Prop.;null;QoS 1
5474;Prop.;null;QoS 1
5475;Prop.;null;QoS 1
5476;Prop.;null;QoS 1
5477;Prop.;null;QoS 1
5478;Prop.;null;QoS 1
5479;Prop.;null;QoS 1
5480;Prop.;null;QoS 1
5481;Prop.;null;QoS 1
5482;Prop.;null;QoS 1
5483;Prop.;null;QoS 1
5484;Prop.;null;QoS 1
5485;Prop.;null;QoS 1
5486;Prop.;null;QoS 1
5487;Prop.;null;QoS 1
5488;Prop.;null;QoS 1
5489;Prop.;null;QoS 1
5490;Prop.;null;QoS 1
5491;Prop.;null;QoS 1
5492;Prop.;null;QoS 1
5493;Prop.;null;QoS 1
5494;Prop.;null;QoS 1
5495;Prop.;null;QoS 1
5496;Prop.;null;QoS 1
5497;Prop.;null;QoS 1
5498;Prop.;null;QoS 1
5499;Prop.;null;QoS 1
5500;Prop.;null;QoS 1
5501;Prop.;null;QoS 1
5502;Prop.;null;QoS 1
5503;Prop.;null;QoS 1
5504;Prop.;null;QoS 1
5505;Prop.;null;QoS 1
5506;Prop.;null;QoS 1
5507;Prop.;null;QoS 1
5508;Prop.;null;QoS 1
5509;Prop.;null;QoS 1
5510;Prop.;null;QoS 1
5511;Prop.;null;QoS 1
5512;Prop.;null;QoS 1
5513;Prop.;null;QoS 1
5514;Prop.;null;QoS 1
5515;Prop.;null;QoS 1
5516;Prop.;null;QoS 1
5517;Prop.;null;QoS 1
5518;Prop.;null;QoS 1
5519;Prop.;null;QoS 1
5520;Prop.;null;QoS 1
5521;Prop.;null;QoS 1
5522;Prop.;null;QoS 1
5523;Prop.;null;QoS 1
5524;Prop.;null;QoS 1
5525;Prop.;null;QoS 1
5526;Prop.;null;QoS 1
5527;Prop.;null;QoS 1
5528;Prop.;null;QoS 1
5529;Prop.;null;QoS 1
5530;Prop.;null;QoS 1
5531;Prop.;null;QoS 1
5532;Prop.;null;QoS 1
5533;Prop.;null;QoS 1
5534;Prop.;null;QoS 1
5535;Prop.;null;QoS 1
5536;Prop.;null;QoS 1
5537;Prop.;null;QoS 1
5538;Prop.;null;QoS 1
5539;Prop.;null;QoS 1
5540;Prop.;null;QoS 1
5541;Prop.;null;QoS 1
5542;Prop.;null;QoS 1
5543;Prop.;null;QoS 1
5544;Prop.;null;QoS 1
5545;Prop.;null;QoS 1
5546;Prop.;null;QoS 1
5547;Prop.;null;QoS 1
5548;Prop.;null;QoS 1
5549;Prop.;null;QoS 1
5550;Prop.;null;QoS 1
5551;Prop.;null;QoS 1
5552;Prop.;null;QoS 1
5553;Prop.;null;QoS 1
5554;Prop.;null;QoS 1
5555;Prop.;null;QoS 1
5556;Prop.;null;QoS 1
5557;Prop.;null;QoS 1
5558;Prop.;null;QoS 1
5559;Prop.;null;QoS 1
5560;Prop.;null;QoS 1
5561;Prop.;null;QoS 1
5562;Prop.;null;QoS 1
5563;Prop.;null;QoS 1
5564;Prop.;null;QoS 1
5565;Prop.;null;QoS 1
5566;Prop.;null;QoS 1
5567;Prop.;null;QoS 1
5568;Prop.;null;QoS 1
5569;Prop.;null;QoS 1
5570;Prop.;null;QoS 1
5571;Prop.;null;QoS 1
5572;Prop.;null;QoS 1
5573;Prop.;null;QoS 1
5574;Prop.;null;QoS 1
5575;Prop.;null;QoS 1
5576;Prop.;null;QoS 1
5577;Prop.;null;QoS 1
5578;Prop.;null;QoS 1
5579;Prop.;null;QoS 1
5580;Prop.;null;QoS 1
5581;Prop.;null;QoS 1
5582;Prop.;null;QoS 1
5583;Prop.;null;QoS 1
5584;Prop.;null;QoS 1
5585;Prop.;null;QoS 1
5586;Prop.;null;QoS 1
5587;Prop.;null;QoS 1
5588;Prop.;null;QoS 1
5589;Prop.;null;QoS 1
5590;Prop.;null;QoS 1
5591;Prop.;null;QoS 1
5592;Prop.;null;QoS 1
5593;Prop.;null;QoS 1
5594;Prop.;null;QoS 1
5595;Prop.;null;QoS 1
5596;Prop.;null;QoS 1
5597;Prop.;null;QoS 1
5598;Prop.;null;QoS 1
5599;Prop.;null;QoS 1
5600;Prop.;null;QoS 1
5601;Prop.;null;QoS 1
5602;Prop.;null;QoS 1
5603;Prop.;null;QoS 1
5604;Prop.;null;QoS 1
5605;Prop.;null;QoS 1
5606;Prop.;null;QoS 1
5607;Prop.;null;QoS 1
5608;Prop.;null;QoS 1
5609;Prop.;null;QoS 1
5610;Prop.;null;QoS 1
5611;Prop.;null;QoS 1
5612;Prop.;null;QoS 1
5613;Prop.;null;QoS 1
5614;Prop.;null;QoS 1
5615;Prop.;null;QoS 1
5616;Prop.;null;QoS 1
5617;Prop.;null;QoS 1
5618;Prop.;null;QoS 1
5619;Prop.;null;QoS 1
5620;Prop.;null;QoS 1
5621;Prop.;null;QoS 1
5622;Prop.;null;QoS 1
5623;Prop.;null;QoS 1
5624;Prop.;null;QoS 1
5625;Prop.;null;QoS 1
5626;Prop.;null;QoS 1
5627;Prop.;null;QoS 1
5628;Prop.;null;QoS 1
5629;Prop.;null;QoS 1
5630;Prop.;null;QoS 1
5631;Prop.;null;QoS 1
5632;Prop.;null;QoS 1
5633;Prop.;null;QoS 1
5634;Prop.;null;QoS 1
5635;Prop.;null;QoS 1
5636;Prop.;null;QoS 1
5637;Prop.;null;QoS 1
5638;Prop.;null;QoS 1
5639;Prop.;null;QoS 1
5640;Prop.;null;QoS 1
5641;Prop.;null;QoS 1
5642;Prop.;null;QoS 1
5643;Prop.;null;QoS 1
5644;Prop.;null;QoS 1
5645;Prop.;null;QoS 1
5646;Prop.;null;QoS 1
5647;Prop.;null;QoS 1
5648;Prop.;null;QoS 1
5649;Prop.;null;QoS 1
5650;Prop.;null;QoS 1
5651;Prop.;null;QoS 1
5652;Prop.;null;QoS 1
5653;Prop.;null;QoS 1
5654;Prop.;null;QoS 1
5655;Prop.;null;QoS 1
5656;Prop.;null;QoS 1
5657;Prop.;null;QoS 1
5658;Prop.;null;QoS 1
5659;Prop.;null;QoS 1
5660;Prop.;null;QoS 1
5661;Prop.;null;QoS 1
5662;Prop.;null;QoS 1
5663;Prop.;null;QoS 1
5664;Prop.;null;QoS 1
5665;Prop.;null;QoS 1
5666;Prop.;null;QoS 1
5667;Prop.;null;QoS 1
5668;Prop.;null;QoS 1
5669;Prop.;null;QoS 1
5670;Prop.;null;QoS 1
5671;Prop.;null;QoS 1
5672;Prop.;null;QoS 1
5673;Prop.;null;QoS 1
5674;Prop.;null;QoS 1
5675;Prop.;null;QoS 1
5676;Prop.;null;QoS 1
5677;Prop.;null;QoS 1
5678;Prop.;null;QoS 1
5679;Prop.;null;QoS 1
5680;Prop.;null;QoS 1
5681;Prop.;null;QoS 1
5682;Prop.;null;QoS 1
5683;Prop.;null;QoS 1
5684;Prop.;null;QoS 1
5685;Prop.;null;QoS 1
5686;Prop.;null;QoS 1
5687;Prop.;null;QoS 1
5688;Prop.;null;QoS 1
5689;Prop.;null;QoS 1
5690;Prop.;null;QoS 1
5691;Prop.;null;QoS 1
5692;Prop.;null;QoS 1
5693;Prop.;null;QoS 1
5694;Prop.;null;QoS 1
5695;Prop.;null;QoS 1
5696;Prop.;null;QoS 1
5697;Prop.;null;QoS 1
5698;Prop.;null;QoS 1
5699;Prop.;null;QoS 1
5700;Prop.;null;QoS 1
5701;Prop.;null;QoS 1
5702;Prop.;null;QoS 1
5703;Prop.;null;QoS 1
5704;Prop.;null;QoS 1
5705;Prop.;null;QoS 1
5706;Prop.;null;QoS 1
5707;Prop.;null;QoS 1
5708;Prop.;null;QoS 1
5709;Prop.;null;QoS 1
5710;Prop.;null;QoS 1
5711;Prop.;null;QoS 1
5712;Prop.;null;QoS 1
5713;Prop.;null;QoS 1
5714;Prop.;null;QoS 1
5715;Prop.;null;QoS 1
5716;Prop.;null;QoS 1
5717;Prop.;null;QoS 1
5718;Prop.;null;QoS 1
5719;Prop.;null;QoS 1
5720;Prop.;null;QoS 1
5721;Prop.;null;QoS 1
5722;Prop.;null;QoS 1
5723;Prop.;null;QoS 1
5724;Prop.;null;QoS 1
5725;Prop.;null;QoS 1
5726;Prop.;null;QoS 1
5727;Prop.;null;QoS 1
5728;Prop.;null;QoS 1
5729;Prop.;null;QoS 1
5730;Prop.;null;QoS 1
5731;Prop.;null;QoS 1
5732;Prop.;null;QoS 1
5733;Prop.;null;QoS 1
5734;Prop.;null;QoS 1
5735;Prop.;null;QoS 1
5736;Prop.;null;QoS 1
5737;Prop.;null;QoS 1
5738;Prop.;null;QoS 1
5739;Prop.;null;QoS 1
5740;Prop.;null;QoS 1
5741;Prop.;null;QoS 1
5742;Prop.;null;QoS 1
5743;Prop.;null;QoS 1
5744;Prop.;null;QoS 1
5745;Prop.;null;QoS 1
5746;Prop.;null;QoS 1
5747;Prop.;null;QoS 1
5748;Prop.;null;QoS 1
5749;Prop.;null;QoS 1
5750;Prop.;null;QoS 1
5751;Prop.;null;QoS 1
5752;Prop.;null;QoS 1
5753;Prop.;null;QoS 1
5754;Prop.;null;QoS 1
5755;Prop.;null;QoS 1
5756;Prop.;null;QoS 1
5757;Prop.;null;QoS 1
5758;Prop.;null;QoS 1
5759;Prop.;null;QoS 1
5760;Prop.;null;QoS 1
5761;Prop.;null;QoS 1
5762;Prop.;null;QoS 1
5763;Prop.;null;QoS 1
5764;Prop.;null;QoS 1
5765;Prop.;null;QoS 1
5766;Prop.;null;QoS 1
5767;Prop.;null;QoS 1
5768;Prop.;null;QoS 1
5769;Prop.;null;QoS 1
5770;Prop.;null;QoS 1
5771;Prop.;null;QoS 1
5772;Prop.;null;QoS 1
5773;Prop.;null;QoS 1
5774;Prop.;null;QoS 1
5775;Prop.;null;QoS 1
5776;Prop.;null;QoS 1
5777;Prop.;null;QoS 1
5778;Prop.;null;QoS 1
5779;Prop.;null;QoS 1
5780;Prop.;null;QoS 1
5781;Prop.;null;QoS 1
5782;Prop.;null;QoS 1
5783;Prop.;null;QoS 1
5784;Prop.;null;QoS 1
5785;Prop.;null;QoS 1
5786;Prop.;null;QoS 1
5787;Prop.;null;QoS 1
5788;Prop.;null;QoS 1
5789;Prop.;null;QoS 1
5790;Prop.;null;QoS 1
5791;Prop.;null;QoS 1
5792;Prop.;null;QoS 1
5793;Prop.;null;QoS 1
5794;Prop.;null;QoS 1
5795;Prop.;null;QoS 1
5796;Prop.;null;QoS 1
5797;Prop.;null;QoS 1
5798;Prop.;null;QoS 1
5799;Prop.;null;QoS 1
5800;Prop.;null;QoS 1
5801;Prop.;null;QoS 1
5802;Prop.;null;QoS 1
5803;Prop.;null;QoS 1
5804;Prop.;null;QoS 1
5805;Prop.;null;QoS 1
5806;Prop.;null;QoS 1
5807;Prop.;null;QoS 1
5808;Prop.;null;QoS 1
5809;Prop.;null;QoS 1
5810;Prop.;null;QoS 1
5811;Prop.;null;QoS 1
5812;Prop.;null;QoS 1
5813;Prop.;null;QoS 1
5814;Prop.;null;QoS 1
5815;Prop.;null;QoS 1
5816;Prop.;null;QoS 1
5817;Prop.;null;QoS 1
5818;Prop.;null;QoS 1
5819;Prop.;null;QoS 1
5820;Prop.;null;QoS 1
5821;Prop.;null;QoS 1
5822;Prop.;null;QoS 1
5823;Prop.;null;QoS 1
5824;Prop.;null;QoS 1
5825;Prop.;null;QoS 1
5826;Prop.;null;QoS 1
5827;Prop.;null;QoS 1
5828;Prop.;null;QoS 1
5829;Prop.;null;QoS 1
5830;Prop.;null;QoS 1
5831;Prop.;null;QoS 1
5832;Prop.;null;QoS 1
5833;Prop.;null;QoS 1
5834;Prop.;null;QoS 1
5835;Prop.;null;QoS 1
5836;Prop.;null;QoS 1
5837;Prop.;null;QoS 1
5838;Prop.;null;QoS 1
5839;Prop.;null;QoS 1
5840;Prop.;null;QoS 1
5841;Prop.;null;QoS 1
5842;Prop.;null;QoS 1
5843;Prop.;null;QoS 1
5844;Prop.;null;QoS 1
5845;Prop.;null;QoS 1
5846;Prop.;null;QoS 1
5847;Prop.;null;QoS 1
5848;Prop.;null;QoS 1
5849;Prop.;null;QoS 1
5850;Prop.;null;QoS 1
5851;Prop.;null;QoS 1
5852;Prop.;null;QoS 1
5853;Prop.;null;QoS 1
5854;Prop.;null;QoS 1
5855;Prop.;null;QoS 1
5856;Prop.;null;QoS 1
5857;Prop.;null;QoS 1
5858;Prop.;null;QoS 1
5859;Prop.;null;QoS 1
5860;Prop.;null;QoS 1
5861;Prop.;null;QoS 1
5862;Prop.;null;QoS 1
5863;Prop.;null;QoS 1
5864;Prop.;null;QoS 1
5865;Prop.;null;QoS 1
5866;Prop.;null;QoS 1
5867;Prop.;null;QoS 1
5868;Prop.;null;QoS 1
5869;Prop.;null;QoS 1
5870;Prop.;null;QoS 1
5871;Prop.;null;QoS 1
5872;Prop.;null;QoS 1
5873;Prop.;null;QoS 1
5874;Prop.;null;QoS 1
5875;Prop.;null;QoS 1
5876;Prop.;null;QoS 1
5877;Prop.;null;QoS 1
5878;Prop.;null;QoS 1
5879;Prop.;null;QoS 1
5880;Prop.;null;QoS 1
5881;Prop.;null;QoS 1
5882;Prop.;null;QoS 1
5883;Prop.;null;QoS 1
5884;Prop.;null;QoS 1
5885;Prop.;null;QoS 1
5886;Prop.;null;QoS 1
5887;Prop.;null;QoS 1
5888;Prop.;null;QoS 1
5889;Prop.;null;QoS 1
5890;Prop.;null;QoS 1
5891;Prop.;null;QoS 1
5892;Prop.;null;QoS 1
5893;Prop.;null;QoS 1
5894;Prop.;null;QoS 1
5895;Prop.;null;QoS 1
5896;Prop.;null;QoS 1
5897;Prop.;null;QoS 1
5898;Prop.;null;QoS 1
