Time;Hour;0x02;0x03;QoS 1;BE 3;BE 4;0x00;0x01
400;2020-11-23T17:56:34+01:00;null;null;null;null;null;null;null
401;2020-11-23T17:56:35+01:00;null;null;null;null;null;null;null
402;2020-11-23T17:56:36+01:00;null;null;null;null;null;null;null
403;2020-11-23T17:56:37+01:00;null;null;null;null;null;null;null
404;2020-11-23T17:56:38+01:00;null;null;null;null;null;null;null
405;2020-11-23T17:56:39+01:00;null;null;null;null;null;null;null
406;2020-11-23T17:56:40+01:00;null;null;null;null;null;null;null
407;2020-11-23T17:56:41+01:00;null;null;null;null;null;null;null
408;2020-11-23T17:56:42+01:00;null;null;null;null;null;null;null
409;2020-11-23T17:56:43+01:00;null;null;null;null;null;null;null
410;2020-11-23T17:56:44+01:00;null;null;null;null;null;null;null
411;2020-11-23T17:56:45+01:00;null;null;null;null;null;null;null
412;2020-11-23T17:56:46+01:00;null;null;null;null;null;null;null
413;2020-11-23T17:56:47+01:00;null;null;null;null;null;null;null
414;2020-11-23T17:56:48+01:00;null;null;null;null;null;null;null
415;2020-11-23T17:56:49+01:00;null;null;null;null;null;null;null
416;2020-11-23T17:56:50+01:00;null;null;null;null;null;null;null
417;2020-11-23T17:56:51+01:00;null;null;null;null;null;null;null
418;2020-11-23T17:56:52+01:00;null;null;null;null;null;null;null
419;2020-11-23T17:56:53+01:00;null;null;null;null;null;null;null
420;2020-11-23T17:56:54+01:00;null;null;null;null;null;0.075;null
421;2020-11-23T17:56:55+01:00;null;null;null;null;null;0.058;null
422;2020-11-23T17:56:56+01:00;null;null;null;null;null;0.074;null
423;2020-11-23T17:56:57+01:00;null;null;null;null;null;0.076;null
424;2020-11-23T17:56:58+01:00;null;null;null;null;null;0.147;null
425;2020-11-23T17:56:59+01:00;null;null;null;null;null;0.08;null
426;2020-11-23T17:57:00+01:00;null;null;null;null;null;0.074;null
427;2020-11-23T17:57:01+01:00;null;null;null;null;null;0.078;null
428;2020-11-23T17:57:02+01:00;null;null;null;null;null;0.069;null
429;2020-11-23T17:57:03+01:00;null;null;null;null;null;0.07;null
430;2020-11-23T17:57:04+01:00;null;null;null;null;null;0.075;null
431;2020-11-23T17:57:05+01:00;null;null;null;null;null;null;null
432;2020-11-23T17:57:06+01:00;null;null;null;null;null;0.131;null
433;2020-11-23T17:57:07+01:00;null;null;null;null;null;0.077;null
434;2020-11-23T17:57:08+01:00;null;null;null;null;null;0.129;null
435;2020-11-23T17:57:09+01:00;null;null;null;null;null;0.138;null
436;2020-11-23T17:57:10+01:00;null;null;null;null;null;0.082;null
437;2020-11-23T17:57:11+01:00;null;null;null;null;null;0.083;null
438;2020-11-23T17:57:12+01:00;null;null;null;null;null;0.087;null
439;2020-11-23T17:57:13+01:00;null;null;null;null;null;null;null
440;2020-11-23T17:57:14+01:00;null;null;null;null;null;null;null
441;2020-11-23T17:57:15+01:00;null;null;null;null;null;null;null
442;2020-11-23T17:57:16+01:00;null;null;null;null;null;null;null
443;2020-11-23T17:57:17+01:00;null;null;null;null;null;null;null
444;2020-11-23T17:57:18+01:00;null;null;null;null;null;null;null
445;2020-11-23T17:57:19+01:00;null;null;null;null;null;null;null
446;2020-11-23T17:57:20+01:00;null;null;null;null;null;null;null
447;2020-11-23T17:57:21+01:00;null;null;null;null;null;null;null
448;2020-11-23T17:57:22+01:00;null;null;null;null;null;null;null
449;2020-11-23T17:57:23+01:00;null;null;null;null;null;null;null
450;2020-11-23T17:57:24+01:00;null;null;null;null;null;null;null
451;2020-11-23T17:57:25+01:00;null;null;null;null;null;null;null
452;2020-11-23T17:57:26+01:00;null;null;null;null;null;null;null
453;2020-11-23T17:57:27+01:00;null;null;null;null;null;null;null
454;2020-11-23T17:57:28+01:00;null;null;null;null;null;null;null
455;2020-11-23T17:57:29+01:00;null;null;null;null;null;null;null
456;2020-11-23T17:57:30+01:00;null;null;null;null;null;null;null
457;2020-11-23T17:57:31+01:00;null;null;null;null;null;null;null
458;2020-11-23T17:57:32+01:00;null;null;null;null;null;null;null
459;2020-11-23T17:57:33+01:00;null;null;null;null;null;null;null
460;2020-11-23T17:57:34+01:00;null;null;null;null;null;null;null
461;2020-11-23T17:57:35+01:00;null;null;null;null;null;null;null
462;2020-11-23T17:57:36+01:00;null;null;null;null;null;null;null
463;2020-11-23T17:57:37+01:00;null;null;null;null;null;null;null
464;2020-11-23T17:57:38+01:00;null;null;null;null;null;null;null
465;2020-11-23T17:57:39+01:00;null;null;null;null;null;null;null
466;2020-11-23T17:57:40+01:00;null;null;null;null;null;null;null
467;2020-11-23T17:57:41+01:00;null;null;null;null;null;null;null
468;2020-11-23T17:57:42+01:00;null;null;null;null;null;null;null
469;2020-11-23T17:57:43+01:00;null;null;null;null;null;null;null
470;2020-11-23T17:57:44+01:00;null;null;null;null;null;null;null
471;2020-11-23T17:57:45+01:00;null;null;null;null;null;null;null
472;2020-11-23T17:57:46+01:00;null;null;null;null;null;null;null
473;2020-11-23T17:57:47+01:00;null;null;null;null;null;null;null
474;2020-11-23T17:57:48+01:00;null;null;null;null;null;null;null
475;2020-11-23T17:57:49+01:00;null;null;null;null;null;null;null
476;2020-11-23T17:57:50+01:00;null;null;null;null;null;null;null
477;2020-11-23T17:57:51+01:00;null;null;null;null;null;null;null
478;2020-11-23T17:57:52+01:00;null;null;null;null;null;null;null
479;2020-11-23T17:57:53+01:00;null;null;null;null;null;null;null
480;2020-11-23T17:57:54+01:00;null;null;null;null;null;null;null
481;2020-11-23T17:57:55+01:00;null;null;null;null;null;null;null
482;2020-11-23T17:57:56+01:00;null;null;null;null;null;0.189;null
483;2020-11-23T17:57:57+01:00;null;null;null;null;null;0.202;null
484;2020-11-23T17:57:58+01:00;null;null;null;null;null;0.039;null
485;2020-11-23T17:57:59+01:00;null;null;null;null;null;0.037;null
486;2020-11-23T17:58:00+01:00;null;null;null;null;null;0.033;null
487;2020-11-23T17:58:01+01:00;null;null;null;null;null;0.031;null
488;2020-11-23T17:58:02+01:00;null;null;null;null;null;0.038;null
489;2020-11-23T17:58:03+01:00;null;null;null;null;null;0.035;null
490;2020-11-23T17:58:04+01:00;null;null;null;null;null;0.044;null
491;2020-11-23T17:58:05+01:00;null;null;null;null;null;0.034;null
492;2020-11-23T17:58:06+01:00;null;null;null;null;null;0.039;null
493;2020-11-23T17:58:07+01:00;null;null;null;null;null;0.04;null
494;2020-11-23T17:58:08+01:00;null;null;null;null;null;0.057;null
495;2020-11-23T17:58:09+01:00;null;null;null;null;null;0.041;null
496;2020-11-23T17:58:10+01:00;null;null;null;null;null;0.042;null
497;2020-11-23T17:58:11+01:00;null;null;null;null;null;0.042;null
498;2020-11-23T17:58:12+01:00;null;null;null;null;null;0.036;null
499;2020-11-23T17:58:13+01:00;null;null;null;null;null;null;null
500;2020-11-23T17:58:14+01:00;null;null;null;null;null;null;null
501;2020-11-23T17:58:15+01:00;null;null;null;null;null;null;null
502;2020-11-23T17:58:16+01:00;null;null;null;null;null;null;null
503;2020-11-23T17:58:17+01:00;null;null;null;null;null;null;null
504;2020-11-23T17:58:18+01:00;null;null;null;null;null;null;null
505;2020-11-23T17:58:19+01:00;null;null;null;null;null;null;null
506;2020-11-23T17:58:20+01:00;null;null;null;null;null;null;null
507;2020-11-23T17:58:21+01:00;null;null;null;null;null;null;null
508;2020-11-23T17:58:22+01:00;null;null;null;null;null;null;null
509;2020-11-23T17:58:23+01:00;null;null;null;null;null;null;null
510;2020-11-23T17:58:24+01:00;null;null;null;null;null;null;null
511;2020-11-23T17:58:25+01:00;null;null;null;null;null;null;null
512;2020-11-23T17:58:26+01:00;null;null;null;null;null;null;null
513;2020-11-23T17:58:27+01:00;null;null;null;null;null;null;null
514;2020-11-23T17:58:28+01:00;null;null;null;null;null;null;null
515;2020-11-23T17:58:29+01:00;null;null;null;null;null;null;null
516;2020-11-23T17:58:30+01:00;null;null;null;null;null;null;null
517;2020-11-23T17:58:31+01:00;null;null;null;null;null;null;null
518;2020-11-23T17:58:32+01:00;null;null;null;null;null;null;null
519;2020-11-23T17:58:33+01:00;null;null;null;null;null;null;null
520;2020-11-23T17:58:34+01:00;null;null;null;null;null;null;null
521;2020-11-23T17:58:35+01:00;null;null;null;null;null;null;null
522;2020-11-23T17:58:36+01:00;null;null;null;null;null;null;null
523;2020-11-23T17:58:37+01:00;null;null;null;null;null;null;null
524;2020-11-23T17:58:38+01:00;null;null;null;null;null;null;null
525;2020-11-23T17:58:39+01:00;null;null;null;null;null;null;null
526;2020-11-23T17:58:40+01:00;null;null;null;null;null;null;null
527;2020-11-23T17:58:41+01:00;null;null;null;null;null;null;null
528;2020-11-23T17:58:42+01:00;null;null;null;null;null;null;null
529;2020-11-23T17:58:43+01:00;null;null;null;null;null;null;null
530;2020-11-23T17:58:44+01:00;null;null;null;null;null;null;null
531;2020-11-23T17:58:45+01:00;null;null;null;null;null;null;null
532;2020-11-23T17:58:46+01:00;null;null;null;null;null;null;null
533;2020-11-23T17:58:47+01:00;null;null;null;null;null;null;null
534;2020-11-23T17:58:48+01:00;null;null;null;null;null;null;null
535;2020-11-23T17:58:49+01:00;null;null;null;null;null;null;null
536;2020-11-23T17:58:50+01:00;null;null;null;null;null;null;null
537;2020-11-23T17:58:51+01:00;null;null;null;null;null;null;null
538;2020-11-23T17:58:52+01:00;null;null;null;null;null;0.331;null
539;2020-11-23T17:58:53+01:00;null;null;194.817;null;38.963;135.072;null
540;2020-11-23T17:58:54+01:00;null;null;757.223;null;845.367;135.072;null
541;2020-11-23T17:58:55+01:00;null;null;null;null;null;null;null
542;2020-11-23T17:58:56+01:00;null;null;1473.534;null;1414.062;153.327;null
543;2020-11-23T17:58:57+01:00;null;null;1473.534;null;1414.062;58.274;null
544;2020-11-23T17:58:58+01:00;null;null;1560.743;null;1563.19;57.547;null
545;2020-11-23T17:58:59+01:00;null;null;1564.2350000000001;null;1569.884;null;null
546;2020-11-23T17:59:00+01:00;null;null;1625.37;null;1635.091;40.168;null
547;2020-11-23T17:59:01+01:00;null;null;1638.17;null;1644.504;47.746;null
548;2020-11-23T17:59:02+01:00;null;null;null;null;1563.237;null;null
549;2020-11-23T17:59:03+01:00;null;null;1663.6889999999999;null;1673.7640000000001;48.277;null
550;2020-11-23T17:59:04+01:00;null;null;1675.103;null;1681.0259999999998;33.883;null
551;2020-11-23T17:59:05+01:00;null;null;1500.255;null;1506.342;23.656;null
552;2020-11-23T17:59:06+01:00;null;null;1550.219;null;1557.057;null;null
553;2020-11-23T17:59:07+01:00;null;null;1530.212;null;1536.598;56.644;null
554;2020-11-23T17:59:08+01:00;null;null;1632.588;null;1640.8229999999999;44.496;null
555;2020-11-23T17:59:09+01:00;null;null;1811.5900000000001;null;1814.911;40.839;null
556;2020-11-23T17:59:10+01:00;null;null;1764.754;null;null;38.08;null
557;2020-11-23T17:59:11+01:00;null;null;1568.6599999999999;null;null;69.966;null
558;2020-11-23T17:59:12+01:00;null;null;2416.541;null;null;534.792;null
559;2020-11-23T17:59:13+01:00;null;null;2821.763;null;null;null;null
560;2020-11-23T17:59:14+01:00;null;null;3373.119;null;null;null;null
561;2020-11-23T17:59:15+01:00;null;null;5138.979;null;null;301.272;null
562;2020-11-23T17:59:16+01:00;null;null;5138.979;null;null;null;null
563;2020-11-23T17:59:17+01:00;null;null;5981.282;null;null;268.855;null
564;2020-11-23T17:59:18+01:00;null;null;6810.987;null;null;286.584;null
565;2020-11-23T17:59:19+01:00;null;null;7553.346;null;null;302.985;null
566;2020-11-23T17:59:20+01:00;null;null;7998.9130000000005;null;null;277.065;null
567;2020-11-23T17:59:21+01:00;null;null;7998.9130000000005;null;null;null;null
568;2020-11-23T17:59:22+01:00;null;null;9796.09;null;null;273.646;null
569;2020-11-23T17:59:23+01:00;null;null;9796.09;null;null;273.646;null
570;2020-11-23T17:59:24+01:00;null;null;7336.2;null;null;205.635;null
571;2020-11-23T17:59:25+01:00;null;null;358.5;null;null;6.839;null
572;2020-11-23T17:59:26+01:00;null;null;0.033;null;null;0.055;null
573;2020-11-23T17:59:27+01:00;null;null;0.032;null;null;0.019;null
574;2020-11-23T17:59:28+01:00;null;null;0.032;null;null;0.044;null
575;2020-11-23T17:59:29+01:00;null;null;0.032;null;null;0.019;null
576;2020-11-23T17:59:30+01:00;null;null;null;null;null;0.014;null
577;2020-11-23T17:59:31+01:00;null;null;null;null;null;0.014;null
578;2020-11-23T17:59:32+01:00;null;null;null;null;null;null;null
579;2020-11-23T17:59:33+01:00;null;null;null;null;null;null;null
580;2020-11-23T17:59:34+01:00;null;null;null;null;null;null;null
581;2020-11-23T17:59:35+01:00;null;null;null;null;null;null;null
582;2020-11-23T17:59:36+01:00;null;null;null;null;null;null;null
583;2020-11-23T17:59:37+01:00;null;null;null;null;null;null;null
584;2020-11-23T17:59:38+01:00;null;null;null;null;null;null;null
585;2020-11-23T17:59:39+01:00;null;null;null;null;null;null;null
586;2020-11-23T17:59:40+01:00;null;null;null;null;null;null;null
587;2020-11-23T17:59:41+01:00;null;null;null;null;null;null;null
588;2020-11-23T17:59:42+01:00;null;null;null;null;null;null;null
589;2020-11-23T17:59:43+01:00;null;null;null;null;null;null;null
590;2020-11-23T17:59:44+01:00;null;null;null;null;null;null;null
591;2020-11-23T17:59:45+01:00;null;null;null;null;null;null;null
592;2020-11-23T17:59:46+01:00;null;null;null;null;null;null;null
593;2020-11-23T17:59:47+01:00;null;null;null;null;null;null;null
594;2020-11-23T17:59:48+01:00;null;null;null;null;null;null;null
595;2020-11-23T17:59:49+01:00;null;null;null;null;null;null;null
596;2020-11-23T17:59:50+01:00;null;null;null;null;null;null;null
597;2020-11-23T17:59:51+01:00;null;null;null;null;null;null;null
598;2020-11-23T17:59:52+01:00;null;null;null;null;null;null;null
599;2020-11-23T17:59:53+01:00;null;null;null;null;null;null;null
600;2020-11-23T17:59:54+01:00;null;null;null;null;null;0.247;null
