sep=;
"Time";"0x00";"0x01";"0x02";"0x03";"0x08";"0x20"
"2020-07-06T17:57:35+02:00";0.004992;0;0;0;0;0
"2020-07-06T17:57:36+02:00";0.007008;0;0;0;0;0
"2020-07-06T17:57:37+02:00";0.008928;0;0;0;0;0
"2020-07-06T17:57:38+02:00";0.004128;0;0;0;0;0
"2020-07-06T17:57:39+02:00";0.0031680000000000002;0;0;0;0;0
"2020-07-06T17:57:40+02:00";0.0037440000000000004;0;0;0;0;0
"2020-07-06T17:57:41+02:00";0.006736;0;0;0;0;0
"2020-07-06T17:57:42+02:00";0.008944;0;0;0;0;0
"2020-07-06T17:57:43+02:00";0.005664;0;0;0;0;0
"2020-07-06T17:57:44+02:00";0.003456;0;0;0;0;0
"2020-07-06T17:57:45+02:00";0.0037440000000000004;0.034688000000000004;0;0;0;0
"2020-07-06T17:57:46+02:00";0.006736;2.133312;0;0;0;0
"2020-07-06T17:57:47+02:00";0.0037440000000000004;1.786432;0;0;0;0
"2020-07-06T17:57:48+02:00";0.0031680000000000002;2.168;0;0;0;0
"2020-07-06T17:57:49+02:00";0.0022080000000000003;1.8904960000000002;0;0;0;0
"2020-07-06T17:57:50+02:00";0.0037440000000000004;2.0899520000000003;0;0;0;0
"2020-07-06T17:57:51+02:00";0.007008;2.020576;0;0;0;0
"2020-07-06T17:57:52+02:00";0.006912;2.21136;0;0;0;0
"2020-07-06T17:57:53+02:00";0.006288;2.185344;0;0;0;0
"2020-07-06T17:57:54+02:00";0.003456;2.176672;0;0;0;0
"2020-07-06T17:57:55+02:00";0.0037440000000000004;2.141984;0;0;0;0
"2020-07-06T17:57:56+02:00";0.007008;1.942528;0;0;0;0
"2020-07-06T17:57:57+02:00";0.008928;1.968544;0;0;0;0
"2020-07-06T17:57:58+02:00";0.004128;2.08128;0;0;0;0
"2020-07-06T17:57:59+02:00";0.003792;2.2373760000000003;0;0;0;0
"2020-07-06T17:58:00+02:00";0.0037440000000000004;2.029248;0;0;0;0
"2020-07-06T17:58:01+02:00";0.006736;2.029248;0;0;0;0
"2020-07-06T17:58:02+02:00";0.011087999999999999;2.107296;0;0;0;0
"2020-07-06T17:58:03+02:00";0.004416000000000001;2.150656;0;0;0;0
"2020-07-06T17:58:04+02:00";0.003456;1.933856;0;0;0;0
"2020-07-06T17:58:05+02:00";0.0037440000000000004;1.9945599999999999;0;0;0;0
"2020-07-06T17:58:06+02:00";0.006736;1.9858879999999999;0;0;0;0
"2020-07-06T17:58:07+02:00";0.002496;1.482912;0;0;0;0
"2020-07-06T17:58:08+02:00";0.0031680000000000002;1.743072;0;0;0;0
"2020-07-06T17:58:09+02:00";0.0022080000000000003;2.176672;0;0;0;0
"2020-07-06T17:58:10+02:00";0.0037440000000000004;2.133312;0;0;0;0
"2020-07-06T17:58:11+02:00";0.008256;2.25472;0;0;0;0
"2020-07-06T17:58:12+02:00";0.006912;2.2460479999999996;0;0;0;0
"2020-07-06T17:58:13+02:00";0.004416000000000001;2.21136;0;0;0;0
"2020-07-06T17:58:14+02:00";0.003456;1.77776;0;0;0;0
"2020-07-06T17:58:15+02:00";0.0037440000000000004;1.9945599999999999;0;0;0;0
"2020-07-06T17:58:16+02:00";0.007008;1.9512;0;0;0;0
