Time;Hour;STA 6;STA 5;STA 4;STA 3;STA 2;STA 1
1;2020-11-23T17:49:55+01:00;1;1;0;0;0;0
2;2020-11-23T17:49:56+01:00;1;1;0;0;0;0
3;2020-11-23T17:49:57+01:00;1;1;0;0;0;0
4;2020-11-23T17:49:58+01:00;1;1;0;0;0;0
5;2020-11-23T17:49:59+01:00;1;1;0;0;0;0
6;2020-11-23T17:50:00+01:00;1;1;0;0;0;0
7;2020-11-23T17:50:01+01:00;1;1;0;0;0;0
8;2020-11-23T17:50:02+01:00;1;1;0;0;0;0
9;2020-11-23T17:50:03+01:00;1;1;0;0;0;0
10;2020-11-23T17:50:04+01:00;1;1;0;0;0;0
11;2020-11-23T17:50:05+01:00;1;1;0;0;0;0
12;2020-11-23T17:50:06+01:00;1;1;0;0;0;0
13;2020-11-23T17:50:07+01:00;1;1;0;0;0;0
14;2020-11-23T17:50:08+01:00;1;1;0;0;0;0
15;2020-11-23T17:50:09+01:00;1;1;0;0;0;0
16;2020-11-23T17:50:10+01:00;0;1;0;0;0;0
17;2020-11-23T17:50:11+01:00;0;1;0;0;0;0
18;2020-11-23T17:50:12+01:00;0;1;0;0;0;0
19;2020-11-23T17:50:13+01:00;0;1;0;0;0;0
20;2020-11-23T17:50:14+01:00;0;1;0;0;0;0
21;2020-11-23T17:50:15+01:00;0;1;0;0;0;0
22;2020-11-23T17:50:16+01:00;0;1;0;0;0;0
23;2020-11-23T17:50:17+01:00;0;1;0;0;0;0
24;2020-11-23T17:50:18+01:00;0;1;0;0;0;0
25;2020-11-23T17:50:19+01:00;0;1;0;0;0;0
26;2020-11-23T17:50:20+01:00;0;1;0;0;0;0
27;2020-11-23T17:50:21+01:00;0;1;0;0;0;0
28;2020-11-23T17:50:22+01:00;0;1;0;0;0;0
29;2020-11-23T17:50:23+01:00;0;1;0;0;0;0
30;2020-11-23T17:50:24+01:00;0;1;0;0;0;0
31;2020-11-23T17:50:25+01:00;0;1;0;0;0;0
32;2020-11-23T17:50:26+01:00;0;1;0;0;0;0
33;2020-11-23T17:50:27+01:00;0;1;0;0;0;0
34;2020-11-23T17:50:28+01:00;0;1;0;0;0;0
35;2020-11-23T17:50:29+01:00;0;1;0;0;0;0
36;2020-11-23T17:50:30+01:00;0;1;0;0;0;0
37;2020-11-23T17:50:31+01:00;0;1;0;0;0;0
38;2020-11-23T17:50:32+01:00;0;1;0;0;0;0
39;2020-11-23T17:50:33+01:00;0;1;0;0;0;0
40;2020-11-23T17:50:34+01:00;0;1;0;0;0;0
41;2020-11-23T17:50:35+01:00;0;1;0;0;0;0
42;2020-11-23T17:50:36+01:00;0;1;0;0;0;0
43;2020-11-23T17:50:37+01:00;0;1;0;0;0;0
44;2020-11-23T17:50:38+01:00;0;1;0;0;0;0
45;2020-11-23T17:50:39+01:00;0;1;0;0;0;0
46;2020-11-23T17:50:40+01:00;0;1;0;0;0;0
47;2020-11-23T17:50:41+01:00;0;1;0;0;0;0
48;2020-11-23T17:50:42+01:00;0;1;0;0;0;0
49;2020-11-23T17:50:43+01:00;0;1;0;0;0;0
50;2020-11-23T17:50:44+01:00;0;1;0;0;0;0
51;2020-11-23T17:50:45+01:00;0;1;0;0;0;0
52;2020-11-23T17:50:46+01:00;0;1;0;0;0;0
53;2020-11-23T17:50:47+01:00;0;1;0;0;0;0
54;2020-11-23T17:50:48+01:00;0;1;0;0;0;0
55;2020-11-23T17:50:49+01:00;0;1;0;0;0;0
56;2020-11-23T17:50:50+01:00;1;1;1;1;1;1
57;2020-11-23T17:50:51+01:00;1;1;1;1;1;1
58;2020-11-23T17:50:52+01:00;1;1;1;1;1;1
59;2020-11-23T17:50:53+01:00;1;1;1;1;1;1
60;2020-11-23T17:50:54+01:00;1;1;1;1;1;1
61;2020-11-23T17:50:55+01:00;1;1;1;1;1;1
62;2020-11-23T17:50:56+01:00;1;1;1;1;1;1
63;2020-11-23T17:50:57+01:00;1;1;1;1;1;1
64;2020-11-23T17:50:58+01:00;1;1;1;1;1;1
65;2020-11-23T17:50:59+01:00;1;1;1;1;1;1
66;2020-11-23T17:51:00+01:00;1;1;1;1;1;1
67;2020-11-23T17:51:01+01:00;1;1;1;1;1;1
68;2020-11-23T17:51:02+01:00;1;1;1;1;1;1
69;2020-11-23T17:51:03+01:00;1;1;1;1;1;1
70;2020-11-23T17:51:04+01:00;1;1;1;1;1;1
71;2020-11-23T17:51:05+01:00;1;1;1;1;1;1
72;2020-11-23T17:51:06+01:00;1;1;1;1;1;1
73;2020-11-23T17:51:07+01:00;1;1;1;1;1;1
74;2020-11-23T17:51:08+01:00;1;1;1;1;1;1
75;2020-11-23T17:51:09+01:00;1;1;1;1;1;1
76;2020-11-23T17:51:10+01:00;0;1;0;0;0;0
77;2020-11-23T17:51:11+01:00;0;1;0;0;0;0
78;2020-11-23T17:51:12+01:00;0;1;0;0;0;0
79;2020-11-23T17:51:13+01:00;0;1;0;0;0;0
80;2020-11-23T17:51:14+01:00;0;1;0;0;0;0
81;2020-11-23T17:51:15+01:00;0;1;0;0;0;0
82;2020-11-23T17:51:16+01:00;0;1;0;0;0;0
83;2020-11-23T17:51:17+01:00;0;1;0;0;0;0
84;2020-11-23T17:51:18+01:00;0;1;0;0;0;0
85;2020-11-23T17:51:19+01:00;0;1;0;0;0;0
86;2020-11-23T17:51:20+01:00;0;1;0;0;0;0
87;2020-11-23T17:51:21+01:00;0;1;0;0;0;0
88;2020-11-23T17:51:22+01:00;0;1;0;0;0;0
89;2020-11-23T17:51:23+01:00;0;1;0;0;0;0
90;2020-11-23T17:51:24+01:00;0;1;0;0;0;0
91;2020-11-23T17:51:25+01:00;0;1;0;0;0;0
92;2020-11-23T17:51:26+01:00;0;1;0;0;0;0
93;2020-11-23T17:51:27+01:00;0;1;0;0;0;0
94;2020-11-23T17:51:28+01:00;0;1;0;0;0;0
95;2020-11-23T17:51:29+01:00;0;1;0;0;0;0
96;2020-11-23T17:51:30+01:00;0;1;0;0;0;0
97;2020-11-23T17:51:31+01:00;0;1;0;0;0;0
98;2020-11-23T17:51:32+01:00;0;1;0;0;0;0
99;2020-11-23T17:51:33+01:00;0;1;0;0;0;0
100;2020-11-23T17:51:34+01:00;0;1;0;0;0;0
101;2020-11-23T17:51:35+01:00;0;1;0;0;0;0
102;2020-11-23T17:51:36+01:00;0;1;0;0;0;0
103;2020-11-23T17:51:37+01:00;0;1;0;0;0;0
104;2020-11-23T17:51:38+01:00;0;1;0;0;0;0
105;2020-11-23T17:51:39+01:00;0;1;0;0;0;0
106;2020-11-23T17:51:40+01:00;0;1;0;0;0;0
107;2020-11-23T17:51:41+01:00;0;1;0;0;0;0
108;2020-11-23T17:51:42+01:00;0;1;0;0;0;0
109;2020-11-23T17:51:43+01:00;0;1;0;0;0;0
110;2020-11-23T17:51:44+01:00;0;1;0;0;0;0
111;2020-11-23T17:51:45+01:00;0;1;0;0;0;0
112;2020-11-23T17:51:46+01:00;0;1;0;0;0;0
113;2020-11-23T17:51:47+01:00;0;1;0;0;0;0
114;2020-11-23T17:51:48+01:00;0;1;0;0;0;0
115;2020-11-23T17:51:49+01:00;0;1;0;0;0;0
116;2020-11-23T17:51:50+01:00;0;1;0;0;0;0
117;2020-11-23T17:51:51+01:00;0;1;0;0;0;0
118;2020-11-23T17:51:52+01:00;0;1;0;0;0;0
119;2020-11-23T17:51:53+01:00;0;1;0;0;0;0
120;2020-11-23T17:51:54+01:00;0;1;0;0;0;0
121;2020-11-23T17:51:55+01:00;0;1;0;0;0;0
122;2020-11-23T17:51:56+01:00;0;1;0;0;0;0
123;2020-11-23T17:51:57+01:00;0;1;0;0;0;0
124;2020-11-23T17:51:58+01:00;0;1;0;0;0;0
125;2020-11-23T17:51:59+01:00;0;1;0;0;0;0
126;2020-11-23T17:52:00+01:00;0;1;0;0;0;0
127;2020-11-23T17:52:01+01:00;0;1;0;0;0;0
128;2020-11-23T17:52:02+01:00;0;1;0;0;0;0
129;2020-11-23T17:52:03+01:00;0;1;0;0;0;0
130;2020-11-23T17:52:04+01:00;0;1;0;0;0;0
131;2020-11-23T17:52:05+01:00;0;1;0;0;0;0
132;2020-11-23T17:52:06+01:00;0;1;0;0;0;0
133;2020-11-23T17:52:07+01:00;0;1;0;0;0;0
134;2020-11-23T17:52:08+01:00;0;1;0;0;0;0
135;2020-11-23T17:52:09+01:00;0;1;0;0;0;0
136;2020-11-23T17:52:10+01:00;0;1;0;0;0;0
137;2020-11-23T17:52:11+01:00;0;1;0;0;0;0
138;2020-11-23T17:52:12+01:00;0;1;0;0;0;0
139;2020-11-23T17:52:13+01:00;0;1;0;0;0;0
140;2020-11-23T17:52:14+01:00;0;1;0;0;0;0
141;2020-11-23T17:52:15+01:00;0;1;0;0;0;0
142;2020-11-23T17:52:16+01:00;0;1;0;0;0;0
143;2020-11-23T17:52:17+01:00;0;1;0;0;0;0
144;2020-11-23T17:52:18+01:00;0;1;0;0;0;0
145;2020-11-23T17:52:19+01:00;0;1;0;0;0;0
146;2020-11-23T17:52:20+01:00;0;1;0;0;0;0
147;2020-11-23T17:52:21+01:00;0;1;0;0;0;0
148;2020-11-23T17:52:22+01:00;0;1;0;0;0;0
149;2020-11-23T17:52:23+01:00;0;1;0;0;0;0
150;2020-11-23T17:52:24+01:00;0;1;0;0;0;0
151;2020-11-23T17:52:25+01:00;0;1;0;0;0;0
152;2020-11-23T17:52:26+01:00;0;1;0;0;0;0
153;2020-11-23T17:52:27+01:00;0;1;0;0;0;0
154;2020-11-23T17:52:28+01:00;0;1;0;0;0;0
155;2020-11-23T17:52:29+01:00;0;1;0;0;0;0
156;2020-11-23T17:52:30+01:00;1;1;1;1;1;1
157;2020-11-23T17:52:31+01:00;1;1;1;1;1;1
158;2020-11-23T17:52:32+01:00;1;1;1;1;1;1
159;2020-11-23T17:52:33+01:00;1;1;1;1;1;1
160;2020-11-23T17:52:34+01:00;1;1;1;1;1;1
161;2020-11-23T17:52:35+01:00;1;1;1;1;1;1
162;2020-11-23T17:52:36+01:00;1;1;1;1;1;1
163;2020-11-23T17:52:37+01:00;1;1;1;1;1;1
164;2020-11-23T17:52:38+01:00;1;1;1;1;1;1
165;2020-11-23T17:52:39+01:00;1;1;1;1;1;1
166;2020-11-23T17:52:40+01:00;1;1;1;1;1;1
167;2020-11-23T17:52:41+01:00;1;1;1;1;1;1
168;2020-11-23T17:52:42+01:00;1;1;1;1;1;1
169;2020-11-23T17:52:43+01:00;1;1;1;1;1;1
170;2020-11-23T17:52:44+01:00;1;1;1;1;1;1
171;2020-11-23T17:52:45+01:00;1;1;1;1;1;1
172;2020-11-23T17:52:46+01:00;1;1;1;1;1;1
173;2020-11-23T17:52:47+01:00;1;1;1;1;1;1
174;2020-11-23T17:52:48+01:00;1;1;1;1;1;1
175;2020-11-23T17:52:49+01:00;1;1;1;1;1;1
176;2020-11-23T17:52:50+01:00;0;1;0;0;0;0
177;2020-11-23T17:52:51+01:00;0;1;0;0;0;0
178;2020-11-23T17:52:52+01:00;0;1;0;0;0;0
179;2020-11-23T17:52:53+01:00;0;1;0;0;0;0
180;2020-11-23T17:52:54+01:00;0;1;0;0;0;0
181;2020-11-23T17:52:55+01:00;0;1;0;0;0;0
182;2020-11-23T17:52:56+01:00;0;1;0;0;0;0
183;2020-11-23T17:52:57+01:00;0;1;0;0;0;0
184;2020-11-23T17:52:58+01:00;0;1;0;0;0;0
185;2020-11-23T17:52:59+01:00;0;1;0;0;0;0
186;2020-11-23T17:53:00+01:00;0;1;0;0;0;0
187;2020-11-23T17:53:01+01:00;0;1;0;0;0;0
188;2020-11-23T17:53:02+01:00;0;1;0;0;0;0
189;2020-11-23T17:53:03+01:00;0;1;0;0;0;0
190;2020-11-23T17:53:04+01:00;0;1;0;0;0;0
191;2020-11-23T17:53:05+01:00;0;1;0;0;0;0
192;2020-11-23T17:53:06+01:00;0;1;0;0;0;0
193;2020-11-23T17:53:07+01:00;0;1;0;0;0;0
194;2020-11-23T17:53:08+01:00;0;1;0;0;0;0
195;2020-11-23T17:53:09+01:00;0;1;0;0;0;0
196;2020-11-23T17:53:10+01:00;1;1;1;1;1;1
197;2020-11-23T17:53:11+01:00;1;1;1;1;1;1
198;2020-11-23T17:53:12+01:00;1;1;1;1;1;1
199;2020-11-23T17:53:13+01:00;1;1;1;1;1;1
200;2020-11-23T17:53:14+01:00;1;1;1;1;1;1
201;2020-11-23T17:53:15+01:00;1;1;1;1;1;1
202;2020-11-23T17:53:16+01:00;1;1;1;1;1;1
203;2020-11-23T17:53:17+01:00;1;1;1;1;1;1
204;2020-11-23T17:53:18+01:00;1;1;1;1;1;1
205;2020-11-23T17:53:19+01:00;1;1;1;1;1;1
206;2020-11-23T17:53:20+01:00;1;1;1;1;1;1
207;2020-11-23T17:53:21+01:00;1;1;1;1;1;1
208;2020-11-23T17:53:22+01:00;1;1;1;1;1;1
209;2020-11-23T17:53:23+01:00;1;1;1;1;1;1
210;2020-11-23T17:53:24+01:00;1;1;1;1;1;1
211;2020-11-23T17:53:25+01:00;1;1;1;1;1;1
212;2020-11-23T17:53:26+01:00;1;1;1;1;1;1
213;2020-11-23T17:53:27+01:00;1;1;1;1;1;1
214;2020-11-23T17:53:28+01:00;1;1;1;1;1;1
215;2020-11-23T17:53:29+01:00;1;1;1;1;1;1
216;2020-11-23T17:53:30+01:00;0;1;0;0;0;0
217;2020-11-23T17:53:31+01:00;0;1;0;0;0;0
218;2020-11-23T17:53:32+01:00;0;1;0;0;0;0
219;2020-11-23T17:53:33+01:00;0;1;0;0;0;0
220;2020-11-23T17:53:34+01:00;0;1;0;0;0;0
221;2020-11-23T17:53:35+01:00;0;1;0;0;0;0
222;2020-11-23T17:53:36+01:00;0;1;0;0;0;0
223;2020-11-23T17:53:37+01:00;0;1;0;0;0;0
224;2020-11-23T17:53:38+01:00;0;1;0;0;0;0
225;2020-11-23T17:53:39+01:00;0;1;0;0;0;0
226;2020-11-23T17:53:40+01:00;0;1;0;0;0;0
227;2020-11-23T17:53:41+01:00;0;1;0;0;0;0
228;2020-11-23T17:53:42+01:00;0;1;0;0;0;0
229;2020-11-23T17:53:43+01:00;0;1;0;0;0;0
230;2020-11-23T17:53:44+01:00;0;1;0;0;0;0
231;2020-11-23T17:53:45+01:00;0;1;0;0;0;0
232;2020-11-23T17:53:46+01:00;0;1;0;0;0;0
233;2020-11-23T17:53:47+01:00;0;1;0;0;0;0
234;2020-11-23T17:53:48+01:00;0;1;0;0;0;0
235;2020-11-23T17:53:49+01:00;0;1;0;0;0;0
236;2020-11-23T17:53:50+01:00;0;1;0;0;0;0
237;2020-11-23T17:53:51+01:00;0;1;0;0;0;0
238;2020-11-23T17:53:52+01:00;0;1;0;0;0;0
239;2020-11-23T17:53:53+01:00;0;1;0;0;0;0
240;2020-11-23T17:53:54+01:00;0;1;0;0;0;0
241;2020-11-23T17:53:55+01:00;0;1;0;0;0;0
242;2020-11-23T17:53:56+01:00;0;1;0;0;0;0
243;2020-11-23T17:53:57+01:00;0;1;0;0;0;0
244;2020-11-23T17:53:58+01:00;0;1;0;0;0;0
245;2020-11-23T17:53:59+01:00;0;1;0;0;0;0
246;2020-11-23T17:54:00+01:00;0;1;0;0;0;0
247;2020-11-23T17:54:01+01:00;0;1;0;0;0;0
248;2020-11-23T17:54:02+01:00;0;1;0;0;0;0
249;2020-11-23T17:54:03+01:00;0;1;0;0;0;0
250;2020-11-23T17:54:04+01:00;0;1;0;0;0;0
251;2020-11-23T17:54:05+01:00;0;1;0;0;0;0
252;2020-11-23T17:54:06+01:00;0;1;0;0;0;0
253;2020-11-23T17:54:07+01:00;0;1;0;0;0;0
254;2020-11-23T17:54:08+01:00;0;1;0;0;0;0
255;2020-11-23T17:54:09+01:00;0;1;0;0;0;0
256;2020-11-23T17:54:10+01:00;1;1;1;1;1;1
257;2020-11-23T17:54:11+01:00;1;1;1;1;1;1
258;2020-11-23T17:54:12+01:00;1;1;1;1;1;1
259;2020-11-23T17:54:13+01:00;1;1;1;1;1;1
260;2020-11-23T17:54:14+01:00;1;1;1;1;1;1
261;2020-11-23T17:54:15+01:00;1;1;1;1;1;1
262;2020-11-23T17:54:16+01:00;1;1;1;1;1;1
263;2020-11-23T17:54:17+01:00;1;1;1;1;1;1
264;2020-11-23T17:54:18+01:00;1;1;1;1;1;1
265;2020-11-23T17:54:19+01:00;1;1;1;1;1;1
266;2020-11-23T17:54:20+01:00;1;1;1;1;1;1
267;2020-11-23T17:54:21+01:00;1;1;1;1;1;1
268;2020-11-23T17:54:22+01:00;1;1;1;1;1;1
269;2020-11-23T17:54:23+01:00;1;1;1;1;1;1
270;2020-11-23T17:54:24+01:00;1;1;1;1;1;1
271;2020-11-23T17:54:25+01:00;1;1;1;1;1;1
272;2020-11-23T17:54:26+01:00;1;1;1;1;1;1
273;2020-11-23T17:54:27+01:00;1;1;1;1;1;1
274;2020-11-23T17:54:28+01:00;1;1;1;1;1;1
275;2020-11-23T17:54:29+01:00;1;1;1;1;1;1
276;2020-11-23T17:54:30+01:00;1;1;1;1;1;0
277;2020-11-23T17:54:31+01:00;1;1;1;1;1;0
278;2020-11-23T17:54:32+01:00;1;1;1;1;1;0
279;2020-11-23T17:54:33+01:00;1;1;1;1;1;0
280;2020-11-23T17:54:34+01:00;1;1;1;1;1;0
281;2020-11-23T17:54:35+01:00;1;1;1;1;1;0
