Time;Hour;STA 6;STA 5;STA 4;STA 3;STA 2;STA 1
1;2020-11-23T18:45:44+01:00;0;0;1;1;0;0
2;2020-11-23T18:45:45+01:00;0;0;1;1;0;0
3;2020-11-23T18:45:46+01:00;0;0;1;1;0;0
4;2020-11-23T18:45:47+01:00;0;0;1;1;0;0
5;2020-11-23T18:45:48+01:00;0;0;1;1;0;0
6;2020-11-23T18:45:49+01:00;0;0;1;1;0;0
7;2020-11-23T18:45:50+01:00;0;0;1;1;0;0
8;2020-11-23T18:45:51+01:00;0;0;1;1;0;0
9;2020-11-23T18:45:52+01:00;0;0;1;1;0;0
10;2020-11-23T18:45:53+01:00;0;0;1;1;0;0
11;2020-11-23T18:45:54+01:00;0;0;1;1;0;0
12;2020-11-23T18:45:55+01:00;0;0;1;1;0;0
13;2020-11-23T18:45:56+01:00;0;0;1;1;0;0
14;2020-11-23T18:45:57+01:00;0;0;1;1;0;0
15;2020-11-23T18:45:58+01:00;0;0;1;1;0;0
16;2020-11-23T18:45:59+01:00;0;0;1;1;0;0
17;2020-11-23T18:46:00+01:00;0;0;1;1;0;0
18;2020-11-23T18:46:01+01:00;0;0;1;1;0;0
19;2020-11-23T18:46:02+01:00;0;0;1;1;0;0
20;2020-11-23T18:46:03+01:00;0;0;1;1;0;0
21;2020-11-23T18:46:04+01:00;0;0;1;1;0;0
22;2020-11-23T18:46:05+01:00;0;0;1;1;0;0
23;2020-11-23T18:46:06+01:00;0;0;1;1;0;0
24;2020-11-23T18:46:07+01:00;0;0;1;1;0;0
25;2020-11-23T18:46:08+01:00;0;0;1;1;0;0
26;2020-11-23T18:46:09+01:00;0;0;1;1;0;0
27;2020-11-23T18:46:10+01:00;0;0;1;1;0;0
28;2020-11-23T18:46:11+01:00;0;0;1;1;0;0
29;2020-11-23T18:46:12+01:00;0;0;1;1;0;0
30;2020-11-23T18:46:13+01:00;0;0;1;1;0;0
31;2020-11-23T18:46:14+01:00;0;0;1;1;0;0
32;2020-11-23T18:46:15+01:00;0;0;1;1;0;0
33;2020-11-23T18:46:16+01:00;0;0;1;1;0;0
34;2020-11-23T18:46:17+01:00;0;0;1;1;0;0
35;2020-11-23T18:46:18+01:00;0;0;1;1;0;0
36;2020-11-23T18:46:19+01:00;0;0;1;1;0;0
37;2020-11-23T18:46:20+01:00;0;0;1;1;0;0
38;2020-11-23T18:46:21+01:00;0;0;1;1;0;0
39;2020-11-23T18:46:22+01:00;0;0;1;1;0;0
40;2020-11-23T18:46:23+01:00;0;0;1;1;0;0
41;2020-11-23T18:46:24+01:00;0;0;1;1;0;0
