Time;Hour;STA 4;STA 3;STA 2;STA 1
48;2020-06-28T16:59:54+02:00;0;0;0;1
49;2020-06-28T16:59:55+02:00;0;0;0;1
50;2020-06-28T16:59:56+02:00;0;0;0;1
51;2020-06-28T16:59:57+02:00;0;0;0;1
52;2020-06-28T16:59:58+02:00;0;0;0;1
53;2020-06-28T16:59:59+02:00;0;0;0;1
54;2020-06-28T17:00:00+02:00;0;0;0;1
55;2020-06-28T17:00:01+02:00;0;0;0;1
56;2020-06-28T17:00:02+02:00;0;0;0;1
57;2020-06-28T17:00:03+02:00;0;0;0;1
58;2020-06-28T17:00:04+02:00;0;0;0;1
59;2020-06-28T17:00:05+02:00;0;0;0;1
60;2020-06-28T17:00:06+02:00;0;0;0;1
61;2020-06-28T17:00:07+02:00;0;0;0;1
62;2020-06-28T17:00:08+02:00;0;0;0;1
63;2020-06-28T17:00:09+02:00;0;0;0;1
64;2020-06-28T17:00:10+02:00;0;0;0;1
65;2020-06-28T17:00:11+02:00;0;0;0;1
66;2020-06-28T17:00:12+02:00;0;0;0;1
67;2020-06-28T17:00:13+02:00;0;0;0;1
68;2020-06-28T17:00:14+02:00;0;0;0;1
69;2020-06-28T17:00:15+02:00;0;0;0;1
70;2020-06-28T17:00:16+02:00;0;0;0;1
71;2020-06-28T17:00:17+02:00;0;0;0;1
72;2020-06-28T17:00:18+02:00;1;1;0;1
73;2020-06-28T17:00:19+02:00;1;1;0;1
74;2020-06-28T17:00:20+02:00;1;1;0;1
75;2020-06-28T17:00:21+02:00;1;1;0;1
76;2020-06-28T17:00:22+02:00;1;1;0;1
77;2020-06-28T17:00:23+02:00;1;1;0;1
78;2020-06-28T17:00:24+02:00;1;1;0;1
79;2020-06-28T17:00:25+02:00;1;1;0;1
80;2020-06-28T17:00:26+02:00;1;1;0;1
81;2020-06-28T17:00:27+02:00;1;1;0;1
82;2020-06-28T17:00:28+02:00;1;1;0;1
83;2020-06-28T17:00:29+02:00;1;1;0;1
84;2020-06-28T17:00:30+02:00;1;1;0;1
85;2020-06-28T17:00:31+02:00;1;1;0;1
86;2020-06-28T17:00:32+02:00;1;1;0;1
87;2020-06-28T17:00:33+02:00;1;1;0;1
88;2020-06-28T17:00:34+02:00;1;1;0;1
89;2020-06-28T17:00:35+02:00;1;1;0;1
90;2020-06-28T17:00:36+02:00;1;1;0;1
91;2020-06-28T17:00:37+02:00;1;1;0;1
92;2020-06-28T17:00:38+02:00;1;1;0;1
93;2020-06-28T17:00:39+02:00;1;1;0;1
94;2020-06-28T17:00:40+02:00;1;1;0;1
95;2020-06-28T17:00:41+02:00;1;1;0;1
96;2020-06-28T17:00:42+02:00;1;1;0;1
97;2020-06-28T17:00:43+02:00;1;1;0;1
98;2020-06-28T17:00:44+02:00;1;1;0;1
99;2020-06-28T17:00:45+02:00;1;1;0;1
100;2020-06-28T17:00:46+02:00;1;1;0;1
101;2020-06-28T17:00:47+02:00;1;1;0;1
102;2020-06-28T17:00:48+02:00;1;1;0;1
103;2020-06-28T17:00:49+02:00;1;1;0;1
104;2020-06-28T17:00:50+02:00;1;1;0;1
105;2020-06-28T17:00:51+02:00;1;1;0;1
106;2020-06-28T17:00:52+02:00;1;1;0;1
107;2020-06-28T17:00:53+02:00;1;1;0;1
108;2020-06-28T17:00:54+02:00;1;1;0;1
109;2020-06-28T17:00:55+02:00;1;1;0;1
110;2020-06-28T17:00:56+02:00;1;1;0;1
111;2020-06-28T17:00:57+02:00;0;1;0;1
112;2020-06-28T17:00:58+02:00;0;1;0;1
113;2020-06-28T17:00:59+02:00;0;1;0;1
114;2020-06-28T17:01:00+02:00;0;1;0;1
115;2020-06-28T17:01:01+02:00;0;1;0;1
116;2020-06-28T17:01:02+02:00;0;1;0;1
117;2020-06-28T17:01:03+02:00;0;1;0;1
118;2020-06-28T17:01:04+02:00;0;1;0;1
119;2020-06-28T17:01:05+02:00;0;1;0;1
120;2020-06-28T17:01:06+02:00;0;1;0;1
121;2020-06-28T17:01:07+02:00;0;1;0;1
122;2020-06-28T17:01:08+02:00;0;1;0;1
123;2020-06-28T17:01:09+02:00;0;1;0;1
124;2020-06-28T17:01:10+02:00;0;1;0;1
125;2020-06-28T17:01:11+02:00;0;1;0;1
126;2020-06-28T17:01:12+02:00;0;1;0;1
127;2020-06-28T17:01:13+02:00;0;1;0;1
128;2020-06-28T17:01:14+02:00;0;1;0;1
129;2020-06-28T17:01:15+02:00;0;1;0;1
130;2020-06-28T17:01:16+02:00;0;1;0;1
131;2020-06-28T17:01:17+02:00;0;0;1;1
132;2020-06-28T17:01:18+02:00;0;0;1;1
133;2020-06-28T17:01:19+02:00;0;0;1;1
134;2020-06-28T17:01:20+02:00;0;0;1;1
135;2020-06-28T17:01:21+02:00;0;0;1;1
136;2020-06-28T17:01:22+02:00;0;0;1;1
137;2020-06-28T17:01:23+02:00;0;0;1;1
138;2020-06-28T17:01:24+02:00;0;0;1;1
139;2020-06-28T17:01:25+02:00;0;0;1;1
140;2020-06-28T17:01:26+02:00;0;0;1;1
141;2020-06-28T17:01:27+02:00;0;0;1;1
142;2020-06-28T17:01:28+02:00;0;0;1;1
143;2020-06-28T17:01:29+02:00;0;0;1;1
144;2020-06-28T17:01:30+02:00;0;0;1;1
145;2020-06-28T17:01:31+02:00;0;0;1;1
146;2020-06-28T17:01:32+02:00;0;0;1;1
147;2020-06-28T17:01:33+02:00;0;0;1;1
148;2020-06-28T17:01:34+02:00;0;0;1;1
149;2020-06-28T17:01:35+02:00;0;0;1;1
150;2020-06-28T17:01:36+02:00;0;0;1;1
151;2020-06-28T17:01:37+02:00;0;0;1;1
152;2020-06-28T17:01:38+02:00;0;0;1;1
153;2020-06-28T17:01:39+02:00;0;0;1;1
154;2020-06-28T17:01:40+02:00;0;0;1;1
155;2020-06-28T17:01:41+02:00;0;0;1;1
156;2020-06-28T17:01:42+02:00;0;0;1;1
157;2020-06-28T17:01:43+02:00;0;0;1;1
158;2020-06-28T17:01:44+02:00;0;0;1;1
159;2020-06-28T17:01:45+02:00;0;0;1;1
160;2020-06-28T17:01:46+02:00;0;0;1;1
161;2020-06-28T17:01:47+02:00;0;0;1;1
162;2020-06-28T17:01:48+02:00;0;0;1;1
163;2020-06-28T17:01:49+02:00;0;0;1;1
164;2020-06-28T17:01:50+02:00;0;0;1;1
165;2020-06-28T17:01:51+02:00;0;0;1;1
166;2020-06-28T17:01:52+02:00;0;0;1;1
167;2020-06-28T17:01:53+02:00;0;0;1;1
168;2020-06-28T17:01:54+02:00;0;0;1;1
169;2020-06-28T17:01:55+02:00;0;0;1;1
170;2020-06-28T17:01:56+02:00;0;0;1;1
171;2020-06-28T17:01:57+02:00;0;0;1;1
172;2020-06-28T17:01:58+02:00;0;0;1;1
173;2020-06-28T17:01:59+02:00;0;0;1;1
174;2020-06-28T17:02:00+02:00;0;0;1;1
175;2020-06-28T17:02:01+02:00;0;0;1;1
176;2020-06-28T17:02:02+02:00;0;0;1;1
177;2020-06-28T17:02:03+02:00;0;0;1;1
178;2020-06-28T17:02:04+02:00;0;0;1;1
179;2020-06-28T17:02:05+02:00;0;0;1;1
180;2020-06-28T17:02:06+02:00;0;0;1;1
181;2020-06-28T17:02:07+02:00;0;0;1;1
182;2020-06-28T17:02:08+02:00;0;0;1;1
183;2020-06-28T17:02:09+02:00;0;0;1;1
184;2020-06-28T17:02:10+02:00;0;0;1;1
185;2020-06-28T17:02:11+02:00;0;0;1;1
186;2020-06-28T17:02:12+02:00;0;0;1;1
187;2020-06-28T17:02:13+02:00;0;0;1;1
188;2020-06-28T17:02:14+02:00;0;0;1;1
189;2020-06-28T17:02:15+02:00;0;0;1;1
190;2020-06-28T17:02:16+02:00;0;0;1;1
191;2020-06-28T17:02:17+02:00;0;0;1;1
192;2020-06-28T17:02:18+02:00;0;0;1;1
193;2020-06-28T17:02:19+02:00;0;0;1;1
194;2020-06-28T17:02:20+02:00;0;0;1;1
195;2020-06-28T17:02:21+02:00;0;0;1;1
196;2020-06-28T17:02:22+02:00;0;0;1;1
197;2020-06-28T17:02:23+02:00;0;0;1;1
198;2020-06-28T17:02:24+02:00;0;0;1;1
199;2020-06-28T17:02:25+02:00;0;0;1;1
200;2020-06-28T17:02:26+02:00;0;0;1;1
201;2020-06-28T17:02:27+02:00;0;0;1;1
202;2020-06-28T17:02:28+02:00;0;0;1;1
203;2020-06-28T17:02:29+02:00;0;0;1;1
204;2020-06-28T17:02:30+02:00;0;0;1;1
205;2020-06-28T17:02:31+02:00;0;0;1;1
206;2020-06-28T17:02:32+02:00;0;0;1;1
207;2020-06-28T17:02:33+02:00;0;0;1;1
208;2020-06-28T17:02:34+02:00;0;0;1;1
209;2020-06-28T17:02:35+02:00;0;0;1;1
210;2020-06-28T17:02:36+02:00;0;0;1;1
211;2020-06-28T17:02:37+02:00;0;0;1;1
212;2020-06-28T17:02:38+02:00;0;0;1;1
213;2020-06-28T17:02:39+02:00;0;0;1;1
214;2020-06-28T17:02:40+02:00;0;0;1;1
215;2020-06-28T17:02:41+02:00;0;0;1;1
216;2020-06-28T17:02:42+02:00;0;0;1;1
217;2020-06-28T17:02:43+02:00;0;0;1;1
218;2020-06-28T17:02:44+02:00;0;0;1;1
219;2020-06-28T17:02:45+02:00;0;0;1;1
220;2020-06-28T17:02:46+02:00;0;0;1;1
221;2020-06-28T17:02:47+02:00;0;0;1;1
222;2020-06-28T17:02:48+02:00;0;0;1;1
223;2020-06-28T17:02:49+02:00;0;0;1;1
224;2020-06-28T17:02:50+02:00;0;0;1;1
225;2020-06-28T17:02:51+02:00;0;0;1;1
226;2020-06-28T17:02:52+02:00;0;0;1;1
227;2020-06-28T17:02:53+02:00;0;0;1;1
228;2020-06-28T17:02:54+02:00;0;0;1;1
229;2020-06-28T17:02:55+02:00;0;0;1;1
230;2020-06-28T17:02:56+02:00;0;0;1;1
231;2020-06-28T17:02:57+02:00;0;0;1;1
232;2020-06-28T17:02:58+02:00;0;0;1;1
233;2020-06-28T17:02:59+02:00;0;0;1;1
234;2020-06-28T17:03:00+02:00;0;0;1;1
235;2020-06-28T17:03:01+02:00;0;0;1;1
236;2020-06-28T17:03:02+02:00;0;0;1;1
237;2020-06-28T17:03:03+02:00;0;0;1;1
238;2020-06-28T17:03:04+02:00;0;0;1;1
239;2020-06-28T17:03:05+02:00;0;0;1;1
240;2020-06-28T17:03:06+02:00;0;0;1;1
241;2020-06-28T17:03:07+02:00;0;0;1;1
242;2020-06-28T17:03:08+02:00;0;0;1;1
243;2020-06-28T17:03:09+02:00;0;0;1;1
244;2020-06-28T17:03:10+02:00;0;0;1;1
245;2020-06-28T17:03:11+02:00;0;0;1;1
246;2020-06-28T17:03:12+02:00;0;0;1;1
247;2020-06-28T17:03:13+02:00;0;0;1;1
248;2020-06-28T17:03:14+02:00;0;0;1;1
249;2020-06-28T17:03:15+02:00;0;0;1;1
250;2020-06-28T17:03:16+02:00;0;0;1;1
251;2020-06-28T17:03:17+02:00;0;0;1;1
252;2020-06-28T17:03:18+02:00;0;0;1;1
253;2020-06-28T17:03:19+02:00;0;0;1;1
254;2020-06-28T17:03:20+02:00;0;0;1;1
255;2020-06-28T17:03:21+02:00;0;0;1;1
256;2020-06-28T17:03:22+02:00;0;0;1;1
257;2020-06-28T17:03:23+02:00;0;0;1;1
258;2020-06-28T17:03:24+02:00;0;0;1;1
259;2020-06-28T17:03:25+02:00;0;0;1;1
260;2020-06-28T17:03:26+02:00;0;0;1;1
261;2020-06-28T17:03:27+02:00;0;0;1;1
262;2020-06-28T17:03:28+02:00;0;0;1;1
263;2020-06-28T17:03:29+02:00;0;0;1;1
264;2020-06-28T17:03:30+02:00;0;0;1;1
265;2020-06-28T17:03:31+02:00;0;0;1;1
266;2020-06-28T17:03:32+02:00;0;0;1;1
267;2020-06-28T17:03:33+02:00;0;0;1;1
268;2020-06-28T17:03:34+02:00;0;0;1;1
269;2020-06-28T17:03:35+02:00;0;0;1;1
270;2020-06-28T17:03:36+02:00;0;0;1;1
271;2020-06-28T17:03:37+02:00;0;0;1;1
272;2020-06-28T17:03:38+02:00;0;0;1;1
273;2020-06-28T17:03:39+02:00;0;0;1;1
274;2020-06-28T17:03:40+02:00;0;0;1;1
275;2020-06-28T17:03:41+02:00;0;0;1;1
276;2020-06-28T17:03:42+02:00;0;0;1;1
277;2020-06-28T17:03:43+02:00;0;0;1;1
278;2020-06-28T17:03:44+02:00;0;0;1;1
279;2020-06-28T17:03:45+02:00;0;0;1;1
280;2020-06-28T17:03:46+02:00;0;0;1;1
281;2020-06-28T17:03:47+02:00;0;0;1;1
282;2020-06-28T17:03:48+02:00;0;0;1;1
283;2020-06-28T17:03:49+02:00;0;0;1;1
284;2020-06-28T17:03:50+02:00;0;0;1;1
285;2020-06-28T17:03:51+02:00;0;0;1;1
286;2020-06-28T17:03:52+02:00;0;0;1;1
287;2020-06-28T17:03:53+02:00;0;0;1;1
288;2020-06-28T17:03:54+02:00;0;0;1;1
289;2020-06-28T17:03:55+02:00;0;0;1;1
290;2020-06-28T17:03:56+02:00;0;0;1;1
291;2020-06-28T17:03:57+02:00;0;0;1;1
292;2020-06-28T17:03:58+02:00;0;0;1;1
293;2020-06-28T17:03:59+02:00;0;0;1;1
294;2020-06-28T17:04:00+02:00;0;0;1;1
295;2020-06-28T17:04:01+02:00;0;0;1;1
296;2020-06-28T17:04:02+02:00;0;0;1;1
297;2020-06-28T17:04:03+02:00;0;0;1;1
298;2020-06-28T17:04:04+02:00;0;0;1;1
299;2020-06-28T17:04:05+02:00;0;0;1;1
300;2020-06-28T17:04:06+02:00;0;0;1;1
301;2020-06-28T17:04:07+02:00;0;0;1;1
