Time;Hour;0x00;QoS 1;BE 1;BE 2;BE 3;QoS 2
1;2020-06-28T16:59:07+02:00;0.018032;0;0;0;0;0
2;2020-06-28T16:59:08+02:00;0.008256;0;0;0;0;0
3;2020-06-28T16:59:09+02:00;0.008256;0;0;0;0;0
4;2020-06-28T16:59:10+02:00;0.002496;0;0;0;0;0
5;2020-06-28T16:59:11+02:00;0.002496;0;0;0;0;0
6;2020-06-28T16:59:12+02:00;0.013168;0;0;0;0;0
7;2020-06-28T16:59:13+02:00;0.011952;0;0;0;0;0
8;2020-06-28T16:59:14+02:00;0.008832000000000001;0;0;0;0;0
9;2020-06-28T16:59:15+02:00;0.002496;0;0;0;0;0
10;2020-06-28T16:59:16+02:00;0.0063360000000000005;0;0;0;0;0
11;2020-06-28T16:59:17+02:00;0.015135999999999998;2.046592;0;0;0;0
12;2020-06-28T16:59:18+02:00;0.0015840000000000001;1.9512;0;0;0;0
13;2020-06-28T16:59:19+02:00;0.0011040000000000002;2.055264;0;0;0;0
14;2020-06-28T16:59:20+02:00;0.000624;1.899168;0;0;0;0
15;2020-06-28T16:59:21+02:00;0.000624;2.332768;0;0;0;0
16;2020-06-28T16:59:22+02:00;0.0046559999999999995;2.2460479999999996;0;0;0;0
17;2020-06-28T16:59:23+02:00;0.002352;2.0726080000000002;0;0;0;0
18;2020-06-28T16:59:24+02:00;0.005575999999999999;2.289408;0;0;0;0
19;2020-06-28T16:59:25+02:00;0.004472;2.0899520000000003;0;0;0;0
20;2020-06-28T16:59:26+02:00;0.002352;2.289408;0;0;0;0
21;2020-06-28T16:59:27+02:00;0.0045119999999999995;1.90784;0;0;0;0
22;2020-06-28T16:59:28+02:00;0.0022080000000000003;2.0899520000000003;0;0;0;0
23;2020-06-28T16:59:29+02:00;0.001728;2.185344;0;0;0;0
24;2020-06-28T16:59:30+02:00;0.001248;1.942528;0;0;0;0
25;2020-06-28T16:59:31+02:00;0.005719999999999999;1.959872;0;0;0;0
26;2020-06-28T16:59:32+02:00;0.004384000000000001;2.315424;0;0;0;0
27;2020-06-28T16:59:33+02:00;0.002352;2.159328;0;0;0;0
28;2020-06-28T16:59:34+02:00;0.0018720000000000002;2.3674560000000002;0;0;0;0
29;2020-06-28T16:59:35+02:00;0.0011040000000000002;2.1159679999999996;0;0;0;0
30;2020-06-28T16:59:36+02:00;0.002352;2.08128;0;0;0;0
31;2020-06-28T16:59:37+02:00;0.00424;2.5582399999999996;0;0;0;0
32;2020-06-28T16:59:38+02:00;0.002832;1.5783040000000002;0;0;0;0
33;2020-06-28T16:59:39+02:00;0.000624;1.925184;0;0;0;0
34;2020-06-28T16:59:40+02:00;0.001728;2.272064;0;0;0;0
35;2020-06-28T16:59:41+02:00;0.001248;2.020576;0;0;0;0
36;2020-06-28T16:59:42+02:00;0.0046559999999999995;2.003232;0;0;0;0
37;2020-06-28T16:59:43+02:00;0.002352;1.8211199999999999;0;0;0;0
38;2020-06-28T16:59:44+02:00;0.001248;2.107296;0;0;0;0
39;2020-06-28T16:59:45+02:00;0.0011040000000000002;2.141984;0;0;0;0
